day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
-1,3100,PICNIC_BASKET2,30611,2,30610,39,,,30616,2,30617,39,,,30613.5
-1,3200,PICNIC_BASKET2,30608,1,30607,40,,,30613,16,30614,25,,,30610.5
-1,3300,PICNIC_BASKET2,30600,43,,,,,30606,16,30607,27,,,30603
-1,3400,PICNIC_BASKET2,30600,44,,,,,30606,18,30607,26,,,30603
-1,3500,PICNIC_BASKET2,30609,4,30606,35,,,30612,20,30613,15,,,30610.5
-1,3600,PICNIC_BASKET2,30606,18,30605,30,,,30612,48,,,,,30609
-1,3700,PICNIC_BASKET2,30609,17,30608,21,,,30614,1,30615,37,,,30611.5
-1,3800,PICNIC_BASKET2,30612,2,30611,32,,,30617,18,30618,16,,,30614.5
-1,3900,PICNIC_BASKET2,30614,34,,,,,30620,13,30621,25,,,30617
-1,4000,PICNIC_BASKET2,30615,18,30614,28,,,30620,2,30621,44,,,30617.5
-1,4100,PICNIC_BASKET2,30618,15,30617,17,,,30623,2,30624,30,,,30620.5
-1,4200,PICNIC_BASKET2,30618,21,30617,19,,,30624,40,,,,,30621
-1,4300,PICNIC_BASKET2,30616,16,30615,29,,,30622,45,,,,,30619
-1,4400,PICNIC_BASKET2,30618,28,,,,,30625,28,,,,,30621.5
-1,4500,PICNIC_BASKET2,30618,1,30617,31,,,30620,1,30623,14,30624,18,30619
-1,4600,PICNIC_BASKET2,30615,1,30614,35,,,30620,1,30621,35,,,30617.5
-1,4700,PICNIC_BASKET2,30610,2,30609,31,,,30615,2,30616,31,,,30612.5
-1,4800,PICNIC_BASKET2,30614,13,30613,27,,,30620,13,30621,27,,,30617
-1,4900,PICNIC_BASKET2,30615,10,30614,25,,,30621,35,,,,,30618
-1,5000,PICNIC_BASKET2,30616,2,30615,32,,,30621,18,30622,16,,,30618.5
-1,5100,PICNIC_BASKET2,30618,1,30617,38,,,30623,11,30624,28,,,30620.5
-1,5200,PICNIC_BASKET2,30620,1,30619,42,,,30625,1,30626,42,,,30622.5
-1,5300,PICNIC_BASKET2,30620,21,30619,17,,,30625,1,30626,37,,,30622.5
-1,5400,PICNIC_BASKET2,30620,13,30619,16,,,30626,29,,,,,30623
-1,5500,PICNIC_BASKET2,30620,17,30619,28,,,30626,45,,,,,30623
-1,5600,PICNIC_BASKET2,30620,13,30619,21,,,30622,4,30626,34,,,30621
-1,5700,PICNIC_BASKET2,30620,16,30619,28,,,30626,16,30627,28,,,30623
-1,5800,PICNIC_BASKET2,30621,1,30620,34,,,30626,1,30627,34,,,30623.5
-1,5900,PICNIC_BASKET2,30623,2,30622,34,,,30628,16,30629,20,,,30625.5
-1,6000,PICNIC_BASKET2,30624,43,,,,,30631,43,,,,,30627.5
-1,6100,PICNIC_BASKET2,30627,20,30626,15,,,30629,6,30632,1,30633,34,30628
-1,6200,PICNIC_BASKET2,30630,1,30629,43,,,30632,4,30635,16,30636,28,30631
-1,6300,PICNIC_BASKET2,30630,18,30629,25,,,30636,18,30637,25,,,30633
-1,6400,PICNIC_BASKET2,30631,1,30630,48,,,30636,1,30637,48,,,30633.5
-1,6500,PICNIC_BASKET2,30628,16,30627,25,,,30634,16,30635,25,,,30631
-1,6600,PICNIC_BASKET2,30628,2,30627,37,,,30633,2,30634,37,,,30630.5
-1,6700,PICNIC_BASKET2,30629,12,30628,17,,,30635,29,,,,,30632
-1,6800,PICNIC_BASKET2,30627,42,,,,,30633,17,30634,25,,,30630
-1,6900,PICNIC_BASKET2,30631,4,30627,1,30626,44,30632,1,30633,44,,,30631.5
-1,7000,PICNIC_BASKET2,30626,19,30625,16,,,30632,35,,,,,30629
-1,7100,PICNIC_BASKET2,30625,14,30624,26,,,30630,1,30631,39,,,30627.5
-1,7200,PICNIC_BASKET2,30622,1,30621,42,,,30627,18,30628,25,,,30624.5
-1,7300,PICNIC_BASKET2,30618,2,30617,31,,,30623,15,30624,18,,,30620.5
-1,7400,PICNIC_BASKET2,30618,34,,,,,30624,18,30625,16,,,30621
-1,7500,PICNIC_BASKET2,30612,31,,,,,30619,31,,,,,30615.5
-1,7600,PICNIC_BASKET2,30610,2,30609,35,,,30615,19,30616,18,,,30612.5
-1,7700,PICNIC_BASKET2,30606,44,,,,,30612,20,30613,24,,,30609
-1,7800,PICNIC_BASKET2,30609,11,30608,15,,,30614,1,30615,25,,,30611.5
-1,7900,PICNIC_BASKET2,30612,1,30611,28,,,30617,1,30618,28,,,30614.5
-1,8000,PICNIC_BASKET2,30607,8,30605,13,30604,20,30611,33,,,,,30609
-1,8100,PICNIC_BASKET2,30598,1,30597,44,,,30603,15,30604,30,,,30600.5
-1,8200,PICNIC_BASKET2,30595,14,30594,17,,,30601,31,,,,,30598
-1,8300,PICNIC_BASKET2,30592,1,30591,42,,,30597,21,30598,22,,,30594.5
-1,8400,PICNIC_BASKET2,30592,46,,,,,30598,18,30599,28,,,30595
-1,8500,PICNIC_BASKET2,30591,20,30590,17,,,30597,20,30598,17,,,30594
-1,8600,PICNIC_BASKET2,30589,13,30588,29,,,30594,1,30595,41,,,30591.5
-1,8700,PICNIC_BASKET2,30591,40,,,,,30597,11,30598,29,,,30594
-1,8800,PICNIC_BASKET2,30594,17,30593,28,,,30600,17,30601,28,,,30597
-1,8900,PICNIC_BASKET2,30598,5,30595,34,,,30601,13,30602,21,,,30599.5
-1,9000,PICNIC_BASKET2,30593,19,30592,29,,,30598,2,30599,46,,,30595.5
-1,9100,PICNIC_BASKET2,30595,16,30594,25,,,30600,2,30601,39,,,30597.5
-1,9200,PICNIC_BASKET2,30596,42,,,,,30602,12,30603,30,,,30599
-1,9300,PICNIC_BASKET2,30603,36,,,,,30609,19,30610,17,,,30606
-1,9400,PICNIC_BASKET2,30603,14,30602,22,,,30608,2,30609,34,,,30605.5
-1,9500,PICNIC_BASKET2,30608,17,30607,30,,,30614,17,30615,30,,,30611
-1,9600,PICNIC_BASKET2,30609,12,30608,21,,,30614,1,30615,32,,,30611.5
-1,9700,PICNIC_BASKET2,30609,38,,,,,30616,38,,,,,30612.5
-1,9800,PICNIC_BASKET2,30606,41,,,,,30612,18,30613,23,,,30609
-1,9900,PICNIC_BASKET2,30603,16,30602,20,,,30609,36,,,,,30606
-1,10000,PICNIC_BASKET2,30605,18,30604,20,,,30611,38,,,,,30608
-1,10100,PICNIC_BASKET2,30605,1,30604,38,,,30610,15,30611,24,,,30607.5
-1,10200,PICNIC_BASKET2,30609,6,30605,2,30604,33,30610,2,30611,33,,,30609.5
-1,10300,PICNIC_BASKET2,30602,45,,,,,30608,15,30609,30,,,30605
-1,10400,PICNIC_BASKET2,30603,15,30602,20,,,30608,1,30609,34,,,30605.5
-1,10500,PICNIC_BASKET2,30608,14,30607,21,,,30614,14,30615,21,,,30611
-1,10600,PICNIC_BASKET2,30606,39,,,,,30612,16,30613,23,,,30609
-1,10700,PICNIC_BASKET2,30608,44,,,,,30614,20,30615,24,,,30611
-1,10800,PICNIC_BASKET2,30613,38,,,,,30619,21,30620,17,,,30616
-1,10900,PICNIC_BASKET2,30616,1,30615,45,,,30621,21,30622,25,,,30618.5
-1,11000,PICNIC_BASKET2,30616,10,30615,29,,,30622,10,30623,29,,,30619
-1,11100,PICNIC_BASKET2,30616,35,,,,,30622,20,30623,15,,,30619
-1,11200,PICNIC_BASKET2,30618,2,30617,36,,,30623,2,30624,36,,,30620.5
-1,11300,PICNIC_BASKET2,30608,1,30607,38,,,30613,1,30614,38,,,30610.5
-1,11400,PICNIC_BASKET2,30613,1,30612,37,,,30618,15,30619,23,,,30615.5
-1,11500,PICNIC_BASKET2,30611,16,30610,22,,,30616,1,30617,37,,,30613.5
-1,11600,PICNIC_BASKET2,30617,1,30614,39,,,30620,16,30621,23,,,30618.5
-1,11700,PICNIC_BASKET2,30620,4,30618,16,30617,30,30623,2,30624,44,,,30621.5
-1,11800,PICNIC_BASKET2,30615,15,30614,20,,,30621,35,,,,,30618
-1,11900,PICNIC_BASKET2,30612,12,30611,22,,,30618,34,,,,,30615
-1,12000,PICNIC_BASKET2,30615,38,,,,,30621,17,30622,21,,,30618
-1,12100,PICNIC_BASKET2,30615,2,30614,32,,,30620,2,30621,32,,,30617.5
-1,12200,PICNIC_BASKET2,30613,2,30612,39,,,30615,1,30618,2,30619,39,30614
-1,12300,PICNIC_BASKET2,30606,1,30605,40,,,30611,20,30612,21,,,30608.5
-1,12400,PICNIC_BASKET2,30605,19,30604,16,,,30611,35,,,,,30608
-1,12500,PICNIC_BASKET2,30604,36,,,,,30610,18,30611,18,,,30607
-1,12600,PICNIC_BASKET2,30604,31,,,,,30611,31,,,,,30607.5
-1,12700,PICNIC_BASKET2,30604,13,30603,27,,,30609,2,30610,38,,,30606.5
-1,12800,PICNIC_BASKET2,30606,16,30605,24,,,30612,40,,,,,30609
-1,12900,PICNIC_BASKET2,30611,20,30610,28,,,30617,20,30618,28,,,30614
-1,13000,PICNIC_BASKET2,30610,44,,,,,30617,44,,,,,30613.5
-1,13100,PICNIC_BASKET2,30612,16,30611,18,,,30617,1,30618,33,,,30614.5
-1,13200,PICNIC_BASKET2,30611,44,,,,,30617,19,30618,25,,,30614
-1,13300,PICNIC_BASKET2,30609,37,,,,,30615,15,30616,22,,,30612
-1,13400,PICNIC_BASKET2,30607,44,,,,,30613,21,30614,23,,,30610
-1,13500,PICNIC_BASKET2,30612,17,30611,29,,,30618,46,,,,,30615
-1,13600,PICNIC_BASKET2,30611,39,,,,,30618,39,,,,,30614.5
-1,13700,PICNIC_BASKET2,30616,1,30615,28,,,30621,11,30622,18,,,30618.5
-1,13800,PICNIC_BASKET2,30617,2,30616,26,,,30619,8,30622,2,30623,26,30618
-1,13900,PICNIC_BASKET2,30617,22,30616,27,,,30623,49,,,,,30620
-1,14000,PICNIC_BASKET2,30621,2,30620,33,,,30626,2,30627,33,,,30623.5
-1,14100,PICNIC_BASKET2,30625,2,30624,39,,,30630,2,30631,39,,,30627.5
-1,14200,PICNIC_BASKET2,30623,38,,,,,30629,19,30630,19,,,30626
-1,14300,PICNIC_BASKET2,30625,2,30624,38,,,30630,12,30631,28,,,30627.5
-1,14400,PICNIC_BASKET2,30625,13,30624,20,,,30630,1,30631,32,,,30627.5
-1,14500,PICNIC_BASKET2,30625,18,30624,26,,,30631,44,,,,,30628
-1,14600,PICNIC_BASKET2,30630,18,30629,25,,,30636,41,,,,,30633
-1,14700,PICNIC_BASKET2,30630,35,,,,,30636,16,30637,19,,,30633
-1,14800,PICNIC_BASKET2,30627,19,30626,15,,,30633,34,,,,,30630
-1,14900,PICNIC_BASKET2,30627,30,,,,,30633,15,30634,15,,,30630
-1,15000,PICNIC_BASKET2,30629,44,,,,,30636,44,,,,,30632.5
-1,15100,PICNIC_BASKET2,30627,11,30626,29,,,30633,11,30634,29,,,30630
-1,15200,PICNIC_BASKET2,30626,38,,,,,30632,15,30633,23,,,30629
-1,15300,PICNIC_BASKET2,30626,19,30625,16,,,30632,35,,,,,30629
-1,15400,PICNIC_BASKET2,30623,2,30622,38,,,30628,2,30629,38,,,30625.5
-1,15500,PICNIC_BASKET2,30623,2,30622,29,,,30628,13,30629,18,,,30625.5
-1,15600,PICNIC_BASKET2,30623,2,30622,45,,,30628,2,30629,45,,,30625.5
-1,15700,PICNIC_BASKET2,30620,1,30619,42,,,30625,17,30626,26,,,30622.5
-1,15800,PICNIC_BASKET2,30618,18,30617,27,,,30623,2,30624,43,,,30620.5
-1,15900,PICNIC_BASKET2,30620,13,30619,26,,,30625,2,30626,37,,,30622.5
-1,16000,PICNIC_BASKET2,30623,21,30622,15,,,30628,2,30629,34,,,30625.5
-1,16100,PICNIC_BASKET2,30626,2,30621,36,,,30628,36,,,,,30627
-1,16200,PICNIC_BASKET2,30625,13,30624,21,,,30631,34,,,,,30628
-1,16300,PICNIC_BASKET2,30628,20,30627,18,,,30633,1,30634,37,,,30630.5
-1,16400,PICNIC_BASKET2,30631,2,30630,41,,,30636,2,30637,41,,,30633.5
-1,16500,PICNIC_BASKET2,30632,2,30631,43,,,30637,2,30638,43,,,30634.5
-1,16600,PICNIC_BASKET2,30631,2,30630,26,,,30636,13,30637,15,,,30633.5
-1,16700,PICNIC_BASKET2,30629,18,30628,15,,,30635,18,30636,15,,,30632
-1,16800,PICNIC_BASKET2,30628,30,,,,,30634,12,30635,18,,,30631
-1,16900,PICNIC_BASKET2,30632,1,30631,26,,,30637,11,30638,16,,,30634.5
-1,17000,PICNIC_BASKET2,30629,35,,,,,30636,35,,,,,30632.5
-1,17100,PICNIC_BASKET2,30632,2,30631,35,,,30637,18,30638,19,,,30634.5
-1,17200,PICNIC_BASKET2,30629,19,30628,29,,,30634,2,30635,46,,,30631.5
-1,17300,PICNIC_BASKET2,30629,2,30628,43,,,30631,6,30634,2,30635,43,30630
-1,17400,PICNIC_BASKET2,30626,40,,,,,30629,5,30632,16,30633,24,30627.5
-1,17500,PICNIC_BASKET2,30630,43,,,,,30636,13,30637,30,,,30633
-1,17600,PICNIC_BASKET2,30628,12,30627,28,,,30634,40,,,,,30631
-1,17700,PICNIC_BASKET2,30627,36,,,,,30633,18,30634,18,,,30630
-1,17800,PICNIC_BASKET2,30624,2,30623,32,,,30629,18,30630,16,,,30626.5
-1,17900,PICNIC_BASKET2,30625,19,30624,23,,,30631,42,,,,,30628
-1,18000,PICNIC_BASKET2,30619,14,30618,28,,,30624,2,30625,40,,,30621.5
-1,18100,PICNIC_BASKET2,30615,20,30614,29,,,30621,49,,,,,30618
-1,18200,PICNIC_BASKET2,30612,41,,,,,30618,12,30619,29,,,30615
-1,18300,PICNIC_BASKET2,30610,17,30609,28,,,30616,45,,,,,30613
-1,18400,PICNIC_BASKET2,30612,2,30611,47,,,30617,2,30618,47,,,30614.5
-1,18500,PICNIC_BASKET2,30613,17,30612,18,,,30619,35,,,,,30616
-1,18600,PICNIC_BASKET2,30613,39,,,,,30619,13,30620,26,,,30616
-1,18700,PICNIC_BASKET2,30614,35,,,,,30620,12,30621,23,,,30617
-1,18800,PICNIC_BASKET2,30611,2,30610,28,,,30616,2,30617,28,,,30613.5
-1,18900,PICNIC_BASKET2,30608,28,,,,,30614,12,30615,16,,,30611
-1,19000,PICNIC_BASKET2,30609,2,30608,38,,,30614,17,30615,23,,,30611.5
-1,19100,PICNIC_BASKET2,30612,16,30611,18,,,30617,2,30618,32,,,30614.5
-1,19200,PICNIC_BASKET2,30612,24,,,,,30618,14,30619,18,,,30615
-1,19300,PICNIC_BASKET2,30613,2,30612,49,,,30618,21,30619,30,,,30615.5
-1,19400,PICNIC_BASKET2,30609,31,,,,,30615,10,30616,21,,,30612
-1,19500,PICNIC_BASKET2,30613,14,30612,28,,,30619,42,,,,,30616
-1,19600,PICNIC_BASKET2,30614,2,30613,47,,,30616,2,30619,2,30620,47,30615
-1,19700,PICNIC_BASKET2,30612,2,30611,30,,,30617,2,30618,30,,,30614.5
-1,19800,PICNIC_BASKET2,30610,2,30609,39,,,30615,21,30616,20,,,30612.5
-1,19900,PICNIC_BASKET2,30610,2,30609,39,,,30615,13,30616,28,,,30612.5
-1,20000,PICNIC_BASKET2,30606,33,,,,,30612,11,30613,22,,,30609
-1,20100,PICNIC_BASKET2,30605,12,30604,24,,,30611,12,30612,24,,,30608
-1,20200,PICNIC_BASKET2,30603,39,,,,,30606,1,30609,14,30610,25,30604.5
-1,20300,PICNIC_BASKET2,30599,42,,,,,30606,42,,,,,30602.5
-1,20400,PICNIC_BASKET2,30593,1,30592,38,,,30598,1,30599,38,,,30595.5
-1,20500,PICNIC_BASKET2,30592,2,30591,39,,,30597,14,30598,27,,,30594.5
-1,20600,PICNIC_BASKET2,30591,2,30590,37,,,30596,2,30597,37,,,30593.5
-1,20700,PICNIC_BASKET2,30590,16,30589,29,,,30596,45,,,,,30593
-1,20800,PICNIC_BASKET2,30589,2,30588,38,,,30591,6,30594,2,30595,38,30590
-1,20900,PICNIC_BASKET2,30588,33,,,,,30595,33,,,,,30591.5
-1,21000,PICNIC_BASKET2,30592,2,30591,38,,,30597,22,30598,18,,,30594.5
-1,21100,PICNIC_BASKET2,30593,2,30592,41,,,30598,18,30599,25,,,30595.5
-1,21200,PICNIC_BASKET2,30590,16,30589,21,,,30596,16,30597,21,,,30593
-1,21300,PICNIC_BASKET2,30585,18,30584,15,,,30591,18,30592,15,,,30588
-1,21400,PICNIC_BASKET2,30584,14,30583,16,,,30586,5,30590,14,30591,16,30585
-1,21500,PICNIC_BASKET2,30583,12,30582,26,,,30586,8,30589,12,30590,26,30584.5
-1,21600,PICNIC_BASKET2,30583,12,30582,25,,,30585,8,30589,37,,,30584
-1,21700,PICNIC_BASKET2,30587,4,30582,22,30581,18,30588,38,,,,,30587.5
-1,21800,PICNIC_BASKET2,30587,2,30586,30,,,30592,2,30593,30,,,30589.5
-1,21900,PICNIC_BASKET2,30586,21,30585,27,,,30591,1,30592,47,,,30588.5
-1,22000,PICNIC_BASKET2,30585,34,,,,,30591,17,30592,17,,,30588
-1,22100,PICNIC_BASKET2,30590,7,30586,2,30585,49,30591,2,30592,49,,,30590.5
-1,22200,PICNIC_BASKET2,30587,1,30586,47,,,30592,1,30593,47,,,30589.5
-1,22300,PICNIC_BASKET2,30588,11,30587,26,,,30594,37,,,,,30591
-1,22400,PICNIC_BASKET2,30587,16,30586,24,,,30592,2,30593,38,,,30589.5
-1,22500,PICNIC_BASKET2,30589,2,30588,40,,,30594,16,30595,26,,,30591.5
-1,22600,PICNIC_BASKET2,30585,41,,,,,30588,4,30591,20,30592,21,30586.5
-1,22700,PICNIC_BASKET2,30590,8,30588,22,30587,24,30593,2,30594,44,,,30591.5
-1,22800,PICNIC_BASKET2,30591,20,30590,27,,,30593,2,30596,1,30597,46,30592
-1,22900,PICNIC_BASKET2,30590,20,30589,19,,,30595,2,30596,37,,,30592.5
-1,23000,PICNIC_BASKET2,30590,18,30589,30,,,30595,1,30596,47,,,30592.5
-1,23100,PICNIC_BASKET2,30589,39,,,,,30596,39,,,,,30592.5
-1,23200,PICNIC_BASKET2,30585,14,30584,24,,,30591,38,,,,,30588
-1,23300,PICNIC_BASKET2,30585,20,30584,17,,,30590,1,30591,36,,,30587.5
-1,23400,PICNIC_BASKET2,30587,1,30586,40,,,30592,1,30593,40,,,30589.5
-1,23500,PICNIC_BASKET2,30587,14,30586,30,,,30592,2,30593,42,,,30589.5
-1,23600,PICNIC_BASKET2,30586,35,,,,,30592,14,30593,21,,,30589
-1,23700,PICNIC_BASKET2,30587,14,30586,22,,,30592,2,30593,34,,,30589.5
-1,23800,PICNIC_BASKET2,30587,36,,,,,30593,19,30594,17,,,30590
-1,23900,PICNIC_BASKET2,30589,34,,,,,30595,16,30596,18,,,30592
-1,24000,PICNIC_BASKET2,30588,19,30587,20,,,30594,19,30595,20,,,30591
-1,24100,PICNIC_BASKET2,30590,20,30589,28,,,30596,48,,,,,30593
-1,24200,PICNIC_BASKET2,30593,5,30590,14,30589,25,30596,14,30597,25,,,30594.5
-1,24300,PICNIC_BASKET2,30591,16,30590,17,,,30597,16,30598,17,,,30594
-1,24400,PICNIC_BASKET2,30591,17,30590,20,,,30597,37,,,,,30594
-1,24500,PICNIC_BASKET2,30590,1,30589,50,,,30595,21,30596,30,,,30592.5
-1,24600,PICNIC_BASKET2,30592,45,,,,,30598,17,30599,28,,,30595
-1,24700,PICNIC_BASKET2,30595,18,30594,15,,,30601,18,30602,15,,,30598
-1,24800,PICNIC_BASKET2,30594,18,30593,25,,,30600,43,,,,,30597
-1,24900,PICNIC_BASKET2,30596,12,30595,23,,,30601,1,30602,34,,,30598.5
-1,25000,PICNIC_BASKET2,30595,13,30594,20,,,30597,6,30601,33,,,30596
-1,25100,PICNIC_BASKET2,30595,15,30594,24,,,30601,39,,,,,30598
-1,25200,PICNIC_BASKET2,30598,19,30597,15,,,30604,19,30605,15,,,30601
-1,25300,PICNIC_BASKET2,30599,12,30598,24,,,30605,12,30606,24,,,30602
-1,25400,PICNIC_BASKET2,30599,1,30598,35,,,30604,1,30605,35,,,30601.5
-1,25500,PICNIC_BASKET2,30601,45,,,,,30604,5,30607,17,30608,28,30602.5
-1,25600,PICNIC_BASKET2,30600,38,,,,,30606,11,30607,27,,,30603
-1,25700,PICNIC_BASKET2,30601,18,30600,30,,,30607,18,30608,30,,,30604
-1,25800,PICNIC_BASKET2,30603,45,,,,,30610,45,,,,,30606.5
-1,25900,PICNIC_BASKET2,30611,2,30610,47,,,30616,2,30617,47,,,30613.5
-1,26000,PICNIC_BASKET2,30611,13,30610,19,,,30613,6,30616,2,30617,30,30612
-1,26100,PICNIC_BASKET2,30612,10,30611,19,,,30618,29,,,,,30615
-1,26200,PICNIC_BASKET2,30611,17,30610,22,,,30616,1,30617,38,,,30613.5
-1,26300,PICNIC_BASKET2,30614,19,30613,24,,,30619,1,30620,42,,,30616.5
-1,26400,PICNIC_BASKET2,30611,14,30610,16,,,30617,14,30618,16,,,30614
-1,26500,PICNIC_BASKET2,30612,17,30611,20,,,30617,1,30618,36,,,30614.5
-1,26600,PICNIC_BASKET2,30614,18,30613,28,,,30619,2,30620,44,,,30616.5
-1,26700,PICNIC_BASKET2,30614,1,30613,32,,,30619,1,30620,32,,,30616.5
-1,26800,PICNIC_BASKET2,30615,15,30614,18,,,30621,15,30622,18,,,30618
-1,26900,PICNIC_BASKET2,30616,12,30615,19,,,30622,31,,,,,30619
-1,27000,PICNIC_BASKET2,30616,31,,,,,30622,11,30623,20,,,30619
-1,27100,PICNIC_BASKET2,30617,13,30616,19,,,30623,13,30624,19,,,30620
-1,27200,PICNIC_BASKET2,30620,13,30619,19,,,30626,32,,,,,30623
-1,27300,PICNIC_BASKET2,30619,2,30618,33,,,30624,20,30625,15,,,30621.5
-1,27400,PICNIC_BASKET2,30623,45,,,,,30630,45,,,,,30626.5
-1,27500,PICNIC_BASKET2,30629,1,30628,40,,,30634,18,30635,23,,,30631.5
-1,27600,PICNIC_BASKET2,30625,30,,,,,30628,5,30631,15,30632,15,30626.5
-1,27700,PICNIC_BASKET2,30627,10,30626,18,,,30633,10,30634,18,,,30630
-1,27800,PICNIC_BASKET2,30628,2,30627,35,,,30633,2,30634,35,,,30630.5
-1,27900,PICNIC_BASKET2,30628,2,30627,29,,,30633,13,30634,18,,,30630.5
-1,28000,PICNIC_BASKET2,30632,20,30631,19,,,30638,39,,,,,30635
-1,28100,PICNIC_BASKET2,30632,2,30631,39,,,30637,2,30638,39,,,30634.5
-1,28200,PICNIC_BASKET2,30629,1,30628,34,,,30634,1,30635,34,,,30631.5
-1,28300,PICNIC_BASKET2,30626,1,30625,38,,,30631,1,30632,38,,,30628.5
-1,28400,PICNIC_BASKET2,30625,38,,,,,30631,19,30632,19,,,30628
-1,28500,PICNIC_BASKET2,30622,46,,,,,30628,20,30629,26,,,30625
-1,28600,PICNIC_BASKET2,30625,2,30624,33,,,30630,2,30631,33,,,30627.5
-1,28700,PICNIC_BASKET2,30626,34,,,,,30633,34,,,,,30629.5
-1,28800,PICNIC_BASKET2,30619,33,,,,,30625,16,30626,17,,,30622
-1,28900,PICNIC_BASKET2,30625,14,30624,17,,,30630,1,30631,30,,,30627.5
-1,29000,PICNIC_BASKET2,30623,35,,,,,30630,35,,,,,30626.5
-1,29100,PICNIC_BASKET2,30623,2,30622,40,,,30628,20,30629,22,,,30625.5
-1,29200,PICNIC_BASKET2,30623,18,30622,28,,,30629,18,30630,28,,,30626
-1,29300,PICNIC_BASKET2,30622,2,30621,39,,,30627,13,30628,28,,,30624.5
-1,29400,PICNIC_BASKET2,30625,1,30624,29,,,30630,12,30631,18,,,30627.5
-1,29500,PICNIC_BASKET2,30629,2,30628,38,,,30634,17,30635,23,,,30631.5
-1,29600,PICNIC_BASKET2,30627,2,30626,39,,,30632,2,30633,39,,,30629.5
-1,29700,PICNIC_BASKET2,30630,1,30629,41,,,30635,18,30636,24,,,30632.5
-1,29800,PICNIC_BASKET2,30630,43,,,,,30636,18,30637,25,,,30633
-1,29900,PICNIC_BASKET2,30631,38,,,,,30637,12,30638,26,,,30634
-1,30000,PICNIC_BASKET2,30632,16,30631,25,,,30637,1,30638,40,,,30634.5
-1,30100,PICNIC_BASKET2,30634,17,30633,28,,,30640,45,,,,,30637
-1,30200,PICNIC_BASKET2,30634,2,30633,35,,,30639,2,30640,35,,,30636.5
-1,30300,PICNIC_BASKET2,30636,18,30635,26,,,30641,2,30642,42,,,30638.5
-1,30400,PICNIC_BASKET2,30635,20,30634,26,,,30641,20,30642,26,,,30638
-1,30500,PICNIC_BASKET2,30635,2,30634,36,,,30640,17,30641,21,,,30637.5
-1,30600,PICNIC_BASKET2,30637,14,30636,20,,,30642,2,30643,32,,,30639.5
