symbol,buyer,seller,pnl_ratio,max_pos,min_pos,cleared_pnl,positions_all,pos_positions,neg_positions,mult_pos,mult_neg
RAINFOREST_RESIN,Camilla,Paris,-6.98,4.53,-50.00,-7147.23,1023.68,1696.00,1696.00,1.15,0.30
RAINFOREST_RESIN,Pablo,Caesar,-6.72,40.94,-50.00,-10893.77,1619.95,672.00,672.00,0.29,1.21
RAINFOREST_RESIN,Pablo,Gary,-6.71,45.23,-50.00,-16957.84,2528.31,1387.00,1387.00,0.45,0.91
RAINFOREST_RESIN,Pablo,Gina,-6.82,50.00,-5.32,-8414.59,1233.67,1087.00,1087.00,0.22,0.57
RAINFOREST_RESIN,Pablo,Camilla,-6.69,8.21,-50.00,-7160.71,1071.14,422.00,422.00,0.19,1.27
RAINFOREST_RESIN,Pablo,Penelope,-6.88,50.00,-43.48,-16919.55,2460.03,2653.00,2653.00,0.44,0.46
RAINFOREST_RESIN,Pablo,Charlie,-6.82,50.00,-25.15,-15662.54,2296.38,7801.00,7801.00,0.41,0.15
RAINFOREST_RESIN,Pablo,Paris,-6.80,47.22,-50.00,-24553.59,3612.04,1696.00,1696.00,0.65,1.06
RAINFOREST_RESIN,Penelope,Caesar,-6.71,18.27,-50.00,-8813.21,1313.18,672.00,672.00,0.23,0.98
RAINFOREST_RESIN,Penelope,Gary,-6.69,30.36,-50.00,-12008.37,1793.96,1387.00,1387.00,0.31,0.65
RAINFOREST_RESIN,Penelope,Gina,-6.81,50.00,-15.36,-9047.83,1329.12,1087.00,1087.00,0.23,0.61
RAINFOREST_RESIN,Penelope,Camilla,-6.67,10.95,-50.00,-5387.55,807.52,422.00,422.00,0.14,0.96
RAINFOREST_RESIN,Penelope,Pablo,-6.81,50.00,-39.43,-21187.36,3112.34,2784.00,2784.00,0.54,0.56
RAINFOREST_RESIN,Penelope,Charlie,-6.81,50.00,-38.10,-37465.13,5503.81,7801.00,7801.00,0.96,0.35
RAINFOREST_RESIN,Penelope,Paris,-6.78,24.86,-50.00,-16399.03,2417.21,1696.00,1696.00,0.42,0.71
RAINFOREST_RESIN,Charlie,Caesar,-6.66,29.55,-50.00,-9473.64,1422.03,672.00,672.00,0.09,1.06
RAINFOREST_RESIN,Charlie,Gary,-6.64,50.00,-39.68,-15505.13,2333.54,1387.00,1387.00,0.15,0.84
RAINFOREST_RESIN,Charlie,Gina,-6.76,50.00,-4.33,-8351.15,1235.73,1087.00,1087.00,0.08,0.57
RAINFOREST_RESIN,Charlie,Camilla,-6.62,10.22,-50.00,-6597.72,996.27,422.00,422.00,0.06,1.18
RAINFOREST_RESIN,Charlie,Pablo,-6.76,50.00,-16.87,-14582.71,2157.77,2784.00,2784.00,0.14,0.39
RAINFOREST_RESIN,Charlie,Penelope,-6.82,45.30,-50.00,-35776.82,5249.67,2653.00,2653.00,0.33,0.99
RAINFOREST_RESIN,Charlie,Paris,-6.73,46.46,-50.00,-42272.21,6276.52,1696.00,1696.00,0.40,1.85
RAINFOREST_RESIN,Paris,Caesar,-6.60,14.65,-50.00,-8772.57,1328.97,672.00,672.00,0.39,0.99
RAINFOREST_RESIN,Paris,Gary,-6.58,22.64,-50.00,-13205.71,2005.88,1387.00,1387.00,0.59,0.72
RAINFOREST_RESIN,Paris,Gina,-6.70,50.00,-12.73,-9091.75,1357.57,1087.00,1087.00,0.40,0.62
RAINFOREST_RESIN,Paris,Camilla,-6.56,2.80,-50.00,-5381.31,820.14,422.00,422.00,0.24,0.97
RAINFOREST_RESIN,Paris,Pablo,-6.70,50.00,-26.63,-23074.65,3445.40,2784.00,2784.00,1.01,0.62
RAINFOREST_RESIN,Paris,Penelope,-6.75,19.08,-50.00,-17429.12,2580.54,2653.00,2653.00,0.76,0.49
RAINFOREST_RESIN,Paris,Charlie,-6.70,50.00,-41.15,-42745.59,6382.96,7801.00,7801.00,1.88,0.41
KELP,Caesar,Gary,-2.22,50.00,-18.90,-2786.88,1256.69,2501.00,2501.00,1.07,0.25
KELP,Caesar,Olivia,2.84,12.03,-50.00,947.54,333.52,45.00,45.00,0.28,3.71
KELP,Caesar,Camilla,-1.74,50.00,-16.63,-3711.81,2139.12,1682.00,1682.00,1.82,0.64
KELP,Caesar,Pablo,-1.98,50.00,-6.56,-1978.69,998.85,1980.00,1980.00,0.85,0.25
KELP,Caesar,Olga,2.51,35.32,-50.00,427.91,170.64,9.00,9.00,0.15,9.48
KELP,Caesar,Penelope,-1.63,50.00,-13.84,-2369.66,1458.05,3533.00,3533.00,1.24,0.21
KELP,Caesar,Gina,-2.26,50.00,-8.47,-2858.47,1264.65,1950.00,1950.00,1.08,0.32
KELP,Caesar,Charlie,-1.80,50.00,-20.75,-3028.64,1679.68,8252.00,8252.00,1.43,0.10
KELP,Caesar,Paris,-1.89,50.00,-6.55,-3382.43,1787.23,3593.00,3593.00,1.52,0.25
KELP,Gary,Caesar,-1.79,50.00,-18.42,-2889.15,1614.72,1393.00,1393.00,0.30,0.58
KELP,Gary,Olivia,3.10,14.34,-50.00,1001.46,323.35,45.00,45.00,0.06,3.59
KELP,Gary,Camilla,-1.48,50.00,-24.26,-2384.70,1612.37,1682.00,1682.00,0.30,0.48
KELP,Gary,Pablo,-1.72,50.00,-25.37,-1707.18,989.80,1980.00,1980.00,0.18,0.25
KELP,Gary,Olga,2.76,39.33,-50.00,493.78,178.66,9.00,9.00,0.03,9.93
KELP,Gary,Penelope,-1.37,50.00,-43.00,-1911.35,1396.14,3533.00,3533.00,0.26,0.20
KELP,Gary,Gina,-2.00,50.00,-31.28,-3292.88,1643.08,1950.00,1950.00,0.31,0.42
KELP,Gary,Charlie,-1.55,50.00,-18.45,-4196.91,2713.09,8252.00,8252.00,0.50,0.16
KELP,Gary,Paris,-1.64,50.00,-26.65,-2916.86,1782.53,3593.00,3593.00,0.33,0.25
KELP,Olivia,Caesar,3.45,35.16,-50.00,1093.74,317.31,1393.00,1393.00,3.53,0.11
KELP,Olivia,Gary,3.27,38.72,-50.00,1089.10,332.58,2501.00,2501.00,3.70,0.07
KELP,Olivia,Camilla,3.76,30.31,-50.00,1102.88,293.54,1682.00,1682.00,3.26,0.09
KELP,Olivia,Pablo,3.51,39.73,-50.00,1264.09,360.00,1980.00,1980.00,4.00,0.09
KELP,Olivia,Olga,8.00,25.00,-50.00,1200.00,150.00,9.00,9.00,1.67,8.33
KELP,Olivia,Penelope,3.87,38.73,-50.00,1214.44,314.04,3533.00,3533.00,3.49,0.04
KELP,Olivia,Gina,3.23,31.16,-50.00,935.09,289.32,1950.00,1950.00,3.21,0.07
KELP,Olivia,Charlie,3.69,27.22,-50.00,1017.16,275.71,8252.00,8252.00,3.06,0.02
KELP,Olivia,Paris,3.60,34.12,-50.00,1116.93,310.28,3593.00,3593.00,3.45,0.04
KELP,Camilla,Caesar,-1.57,50.00,-18.60,-2770.46,1770.18,1393.00,1393.00,0.59,0.64
KELP,Camilla,Gary,-1.74,50.00,-42.39,-2843.03,1636.50,2501.00,2501.00,0.54,0.33
KELP,Camilla,Olivia,3.32,7.55,-50.00,1048.64,315.72,45.00,45.00,0.10,3.51
KELP,Camilla,Pablo,-1.50,50.00,-26.84,-2946.51,1963.57,1980.00,1980.00,0.65,0.50
KELP,Camilla,Olga,2.99,33.76,-50.00,500.56,167.52,9.00,9.00,0.06,9.31
KELP,Camilla,Penelope,-1.14,50.00,-33.07,-2112.12,1844.90,3533.00,3533.00,0.61,0.26
KELP,Camilla,Gina,-1.78,50.00,-31.90,-3168.48,1780.14,1950.00,1950.00,0.59,0.46
KELP,Camilla,Charlie,-1.32,40.66,-50.00,-2460.31,1860.03,8252.00,8252.00,0.62,0.11
KELP,Camilla,Paris,-1.41,50.00,-35.04,-4196.22,2971.46,3593.00,3593.00,0.99,0.41
KELP,Pablo,Caesar,-1.54,50.00,-47.78,-3931.24,2549.44,1393.00,1393.00,1.49,0.92
KELP,Pablo,Gary,-1.71,50.00,-49.95,-3180.74,1855.54,2501.00,2501.00,1.09,0.37
KELP,Pablo,Olivia,3.34,9.89,-50.00,1059.15,316.69,45.00,45.00,0.19,3.52
KELP,Pablo,Camilla,-1.23,32.69,-50.00,-3801.04,3085.91,1682.00,1682.00,1.81,0.92
KELP,Pablo,Olga,3.01,35.57,-50.00,515.33,171.14,9.00,9.00,0.10,9.51
KELP,Pablo,Penelope,-1.12,47.43,-50.00,-2044.02,1822.15,3533.00,3533.00,1.07,0.26
KELP,Pablo,Gina,-1.76,50.00,-44.69,-3043.99,1732.67,1950.00,1950.00,1.01,0.44
KELP,Pablo,Charlie,-1.30,31.39,-50.00,-2460.30,1893.05,8252.00,8252.00,1.11,0.11
KELP,Pablo,Paris,-1.39,30.42,-50.00,-3541.24,2549.31,3593.00,3593.00,1.49,0.35
KELP,Penelope,Caesar,-1.55,50.00,-29.24,-2232.18,1438.37,1393.00,1393.00,0.20,0.52
KELP,Penelope,Gary,-1.72,50.00,-18.70,-2124.88,1232.48,2501.00,2501.00,0.17,0.25
KELP,Penelope,Olivia,3.33,15.30,-50.00,1120.93,336.15,45.00,45.00,0.05,3.74
KELP,Penelope,Camilla,-1.24,48.57,-50.00,-2657.53,2140.37,1682.00,1682.00,0.30,0.64
KELP,Penelope,Pablo,-1.49,50.00,-22.80,-1467.04,986.31,1980.00,1980.00,0.14,0.25
KELP,Penelope,Olga,3.00,38.91,-50.00,533.70,177.83,9.00,9.00,0.02,9.88
KELP,Penelope,Gina,-1.77,50.00,-29.35,-3162.59,1790.11,1950.00,1950.00,0.25,0.46
KELP,Penelope,Charlie,-1.31,50.00,-49.07,-6015.51,4593.64,8252.00,8252.00,0.64,0.28
KELP,Penelope,Paris,-1.40,50.00,-27.77,-2324.64,1661.67,3593.00,3593.00,0.23,0.23
KELP,Gina,Caesar,-2.44,50.00,-11.05,-2541.14,1042.91,1393.00,1393.00,0.78,0.37
KELP,Gina,Gary,-2.61,50.00,-18.70,-2271.21,870.61,2501.00,2501.00,0.65,0.17
KELP,Gina,Olivia,2.45,23.00,-50.00,868.12,354.35,45.00,45.00,0.27,3.94
KELP,Gina,Camilla,-2.13,50.00,-18.56,-3062.13,1440.11,1682.00,1682.00,1.08,0.43
KELP,Gina,Pablo,-2.37,50.00,-5.33,-1786.91,753.30,1980.00,1980.00,0.57,0.19
KELP,Gina,Olga,2.12,43.14,-50.00,394.26,186.27,9.00,9.00,0.14,10.35
KELP,Gina,Penelope,-2.02,50.00,-11.40,-1719.32,852.69,3533.00,3533.00,0.64,0.12
KELP,Gina,Charlie,-2.19,50.00,-34.26,-2988.34,1361.91,8252.00,8252.00,1.02,0.08
KELP,Gina,Paris,-2.28,50.00,-18.43,-2428.30,1063.33,3593.00,3593.00,0.80,0.15
KELP,Charlie,Caesar,-1.38,50.00,-47.51,-4668.56,3374.48,1393.00,1393.00,0.14,1.21
KELP,Charlie,Gary,-1.56,50.00,-30.39,-3054.66,1963.56,2501.00,2501.00,0.08,0.39
KELP,Charlie,Olivia,3.50,5.76,-50.00,1138.09,324.89,45.00,45.00,0.01,3.61
KELP,Charlie,Camilla,-1.07,18.89,-50.00,-2325.99,2167.28,1682.00,1682.00,0.09,0.64
KELP,Charlie,Pablo,-1.32,50.00,-38.46,-3335.61,2528.89,1980.00,1980.00,0.10,0.64
KELP,Charlie,Olga,3.17,31.07,-50.00,513.93,162.14,9.00,9.00,0.01,9.01
KELP,Charlie,Penelope,-0.96,20.47,-50.00,-2103.60,2183.84,3533.00,3533.00,0.09,0.31
KELP,Charlie,Gina,-1.60,48.21,-50.00,-3614.08,2261.18,1950.00,1950.00,0.09,0.58
KELP,Charlie,Paris,-1.23,16.92,-50.00,-5600.18,4550.82,3593.00,3593.00,0.19,0.63
KELP,Paris,Caesar,-1.55,50.00,-49.76,-5325.61,3445.39,1393.00,1393.00,0.59,1.24
KELP,Paris,Gary,-1.72,50.00,-27.56,-3265.63,1900.94,2501.00,2501.00,0.33,0.38
KELP,Paris,Olivia,3.34,9.85,-50.00,1086.39,325.20,45.00,45.00,0.06,3.61
KELP,Paris,Camilla,-1.24,47.68,-50.00,-5352.90,4332.71,1682.00,1682.00,0.75,1.29
KELP,Paris,Pablo,-1.48,50.00,-26.56,-2453.33,1656.27,1980.00,1980.00,0.29,0.42
KELP,Paris,Olga,3.01,34.32,-50.00,507.17,168.64,9.00,9.00,0.03,9.37
KELP,Paris,Penelope,-1.13,39.91,-50.00,-2249.21,1998.43,3533.00,3533.00,0.34,0.28
KELP,Paris,Gina,-1.76,50.00,-33.26,-4222.41,2398.35,1950.00,1950.00,0.41,0.61
KELP,Paris,Charlie,-1.30,22.09,-50.00,-3669.23,2815.19,8252.00,8252.00,0.48,0.17
SQUID_INK,Caesar,Gary,-4.73,50.00,-22.49,-5710.36,1206.45,2493.00,2493.00,1.01,0.24
SQUID_INK,Caesar,Olivia,43.36,49.31,-50.00,13389.21,308.81,45.00,45.00,0.26,3.43
SQUID_INK,Caesar,Camilla,-3.55,35.79,-50.00,-5296.76,1493.68,1817.00,1817.00,1.25,0.41
SQUID_INK,Caesar,Penelope,-1.78,50.00,-45.71,-2791.30,1571.32,3538.00,3538.00,1.32,0.22
SQUID_INK,Caesar,Pablo,-4.01,50.00,-28.75,-4361.85,1088.02,2041.00,2041.00,0.91,0.27
SQUID_INK,Caesar,Gina,-2.69,50.00,-41.19,-4624.38,1720.25,1995.00,1995.00,1.44,0.43
SQUID_INK,Caesar,Charlie,-2.64,27.58,-50.00,-4763.74,1804.02,8151.00,8151.00,1.51,0.11
SQUID_INK,Caesar,Paris,-2.76,50.00,-39.47,-4466.80,1616.32,3595.00,3595.00,1.36,0.22
SQUID_INK,Gary,Caesar,-0.37,50.00,-10.79,-537.77,1448.16,1406.00,1406.00,0.27,0.51
SQUID_INK,Gary,Olivia,44.53,50.00,-49.88,14425.09,323.96,45.00,45.00,0.06,3.60
SQUID_INK,Gary,Camilla,-2.38,50.00,-37.44,-4722.44,1987.56,1817.00,1817.00,0.37,0.55
SQUID_INK,Gary,Penelope,-0.61,50.00,-25.03,-746.21,1230.77,3538.00,3538.00,0.23,0.17
SQUID_INK,Gary,Pablo,-2.84,50.00,-14.58,-2983.00,1050.77,2041.00,2041.00,0.19,0.26
SQUID_INK,Gary,Gina,-1.52,50.00,-12.57,-2555.53,1683.39,1995.00,1995.00,0.31,0.42
SQUID_INK,Gary,Charlie,-1.47,50.00,-16.23,-3133.92,2131.19,8151.00,8151.00,0.39,0.13
SQUID_INK,Gary,Paris,-1.59,50.00,-8.88,-2691.15,1688.88,3595.00,3595.00,0.31,0.23
SQUID_INK,Olivia,Caesar,36.10,46.78,-50.00,11287.88,312.68,1406.00,1406.00,3.47,0.11
SQUID_INK,Olivia,Gary,32.91,43.58,-50.00,10229.74,310.85,2493.00,2493.00,3.45,0.06
SQUID_INK,Olivia,Camilla,34.10,45.31,-50.00,10761.93,315.63,1817.00,1817.00,3.51,0.09
SQUID_INK,Olivia,Penelope,35.87,46.98,-50.00,11256.09,313.84,3538.00,3538.00,3.49,0.04
SQUID_INK,Olivia,Pablo,33.63,46.45,-50.00,10588.02,314.81,2041.00,2041.00,3.50,0.08
SQUID_INK,Olivia,Gina,34.95,47.53,-50.00,10777.98,308.35,1995.00,1995.00,3.43,0.08
SQUID_INK,Olivia,Charlie,35.00,46.42,-50.00,10935.19,312.42,8151.00,8151.00,3.47,0.02
SQUID_INK,Olivia,Paris,34.88,47.07,-50.00,10966.98,314.43,3595.00,3595.00,3.49,0.04
SQUID_INK,Camilla,Caesar,1.40,50.00,-24.93,2680.13,1918.83,1406.00,1406.00,0.61,0.68
SQUID_INK,Camilla,Gary,-1.79,50.00,-31.49,-3031.65,1688.96,2493.00,2493.00,0.54,0.34
SQUID_INK,Camilla,Olivia,46.30,50.00,-46.95,13915.27,300.57,45.00,45.00,0.10,3.34
SQUID_INK,Camilla,Penelope,1.16,50.00,-33.95,2092.67,1801.22,3538.00,3538.00,0.57,0.25
SQUID_INK,Camilla,Pablo,-1.07,50.00,-15.01,-1795.60,1676.91,2041.00,2041.00,0.53,0.41
SQUID_INK,Camilla,Gina,0.25,50.00,-16.97,431.21,1724.78,1995.00,1995.00,0.55,0.43
SQUID_INK,Camilla,Charlie,0.30,44.06,-50.00,839.42,2820.71,8151.00,8151.00,0.90,0.17
SQUID_INK,Camilla,Paris,0.17,50.00,-18.51,541.66,3101.60,3595.00,3595.00,0.98,0.43
SQUID_INK,Penelope,Caesar,-0.72,50.00,-38.33,-980.47,1359.95,1406.00,1406.00,0.19,0.48
SQUID_INK,Penelope,Gary,-3.91,50.00,-17.94,-4370.04,1116.89,2493.00,2493.00,0.15,0.22
SQUID_INK,Penelope,Olivia,44.18,46.63,-50.00,13761.89,311.51,45.00,45.00,0.04,3.46
SQUID_INK,Penelope,Camilla,-2.73,27.72,-50.00,-5302.35,1945.38,1817.00,1817.00,0.27,0.54
SQUID_INK,Penelope,Pablo,-3.19,50.00,-23.98,-3365.25,1055.44,2041.00,2041.00,0.14,0.26
SQUID_INK,Penelope,Gina,-1.87,50.00,-26.10,-3173.30,1699.04,1995.00,1995.00,0.23,0.43
SQUID_INK,Penelope,Charlie,-1.82,34.66,-50.00,-6247.02,3432.20,8151.00,8151.00,0.47,0.21
SQUID_INK,Penelope,Paris,-1.94,50.00,-29.91,-3014.80,1551.57,3595.00,3595.00,0.21,0.22
SQUID_INK,Pablo,Caesar,1.56,50.00,-12.11,2113.24,1352.46,1406.00,1406.00,0.85,0.48
SQUID_INK,Pablo,Gary,-1.63,50.00,-19.45,-1755.19,1077.32,2493.00,2493.00,0.68,0.22
SQUID_INK,Pablo,Olivia,46.46,50.00,-35.94,12825.35,276.04,45.00,45.00,0.17,3.07
SQUID_INK,Pablo,Camilla,-0.44,50.00,-33.27,-1103.77,2496.40,1817.00,1817.00,1.57,0.69
SQUID_INK,Pablo,Penelope,1.33,50.00,-15.02,1297.40,977.28,3538.00,3538.00,0.61,0.14
SQUID_INK,Pablo,Gina,0.42,50.00,-8.70,528.96,1272.23,1995.00,1995.00,0.80,0.32
SQUID_INK,Pablo,Charlie,0.46,50.00,-19.75,690.98,1491.26,8151.00,8151.00,0.94,0.09
SQUID_INK,Pablo,Paris,0.34,50.00,-15.72,469.14,1378.19,3595.00,3595.00,0.87,0.19
SQUID_INK,Gina,Caesar,2.17,50.00,-26.81,3722.48,1714.71,1406.00,1406.00,1.52,0.61
SQUID_INK,Gina,Gary,-1.02,50.00,-18.94,-1396.71,1368.22,2493.00,2493.00,1.21,0.27
SQUID_INK,Gina,Olivia,47.07,50.00,-41.79,13614.10,289.23,45.00,45.00,0.26,3.21
SQUID_INK,Gina,Camilla,0.17,37.96,-50.00,334.22,2010.26,1817.00,1817.00,1.78,0.55
SQUID_INK,Gina,Penelope,1.94,50.00,-28.04,3068.04,1584.76,3538.00,3538.00,1.40,0.22
SQUID_INK,Gina,Pablo,-0.30,50.00,-22.96,-427.92,1442.69,2041.00,2041.00,1.28,0.35
SQUID_INK,Gina,Charlie,1.07,50.00,-35.90,1789.98,1670.14,8151.00,8151.00,1.48,0.10
SQUID_INK,Gina,Paris,0.95,50.00,-23.57,1747.87,1842.18,3595.00,3595.00,1.63,0.26
SQUID_INK,Charlie,Caesar,-0.10,34.47,-50.00,-338.70,3473.71,1406.00,1406.00,0.14,1.24
SQUID_INK,Charlie,Gary,-3.29,50.00,-29.01,-6606.64,2008.56,2493.00,2493.00,0.08,0.40
SQUID_INK,Charlie,Olivia,44.80,49.90,-50.00,14355.69,320.43,45.00,45.00,0.01,3.56
SQUID_INK,Charlie,Camilla,-2.10,14.22,-50.00,-3406.11,1620.29,1817.00,1817.00,0.07,0.45
SQUID_INK,Charlie,Penelope,-0.33,27.51,-50.00,-852.56,2564.48,3538.00,3538.00,0.10,0.36
SQUID_INK,Charlie,Pablo,-2.57,47.75,-50.00,-8558.03,3336.43,2041.00,2041.00,0.14,0.82
SQUID_INK,Charlie,Gina,-1.24,43.43,-50.00,-2512.14,2019.01,1995.00,1995.00,0.08,0.51
SQUID_INK,Charlie,Paris,-1.32,24.56,-50.00,-7241.22,5487.38,3595.00,3595.00,0.22,0.76
SQUID_INK,Paris,Caesar,-0.64,47.52,-50.00,-1889.02,2973.83,1406.00,1406.00,0.52,1.06
SQUID_INK,Paris,Gary,-3.83,50.00,-29.42,-7866.72,2055.61,2493.00,2493.00,0.36,0.41
SQUID_INK,Paris,Olivia,44.26,47.20,-50.00,13949.24,315.14,45.00,45.00,0.06,3.50
SQUID_INK,Paris,Camilla,-2.64,13.46,-50.00,-6315.40,2392.31,1817.00,1817.00,0.42,0.66
SQUID_INK,Paris,Penelope,-0.87,45.49,-50.00,-1827.92,2100.67,3538.00,3538.00,0.37,0.30
SQUID_INK,Paris,Pablo,-3.10,50.00,-34.02,-6347.54,2045.78,2041.00,2041.00,0.36,0.50
SQUID_INK,Paris,Gina,-1.78,50.00,-37.62,-5118.29,2872.29,1995.00,1995.00,0.50,0.72
SQUID_INK,Paris,Charlie,-1.73,18.10,-50.00,-4818.56,2778.27,8151.00,8151.00,0.49,0.17
CROISSANTS,Caesar,Olivia,16.64,250.00,-201.97,25484.85,1531.12,9.00,9.00,0.06,85.06
CROISSANTS,Caesar,Camilla,-0.95,51.27,-250.00,-18394.34,19285.09,4641.00,4641.00,0.78,2.08
CROISSANTS,Caesar,Paris,-0.43,250.00,-44.84,-14015.31,32241.56,7670.00,7670.00,1.31,2.10
CROISSANTS,Olivia,Caesar,12.50,247.26,-250.00,24905.96,1991.79,7039.00,7039.00,110.66,0.14
CROISSANTS,Olivia,Camilla,11.23,165.61,-250.00,20707.51,1843.13,4641.00,4641.00,102.40,0.20
CROISSANTS,Olivia,Paris,11.75,202.64,-250.00,21913.91,1864.37,7670.00,7670.00,103.58,0.12
CROISSANTS,Camilla,Caesar,8.55,235.38,-250.00,13224.27,1546.35,7039.00,7039.00,36.82,0.11
CROISSANTS,Camilla,Olivia,24.88,250.00,-218.75,32656.25,1312.50,9.00,9.00,31.25,72.92
CROISSANTS,Camilla,Paris,7.80,193.10,-250.00,11101.87,1423.01,7670.00,7670.00,33.88,0.09
CROISSANTS,Paris,Caesar,-0.61,250.00,-54.64,-211063.13,344419.80,7039.00,7039.00,24.50,24.47
CROISSANTS,Paris,Olivia,15.72,250.00,-223.62,26140.02,1663.25,9.00,9.00,0.12,92.40
CROISSANTS,Paris,Camilla,-1.88,22.26,-250.00,-11452.78,6085.04,4641.00,4641.00,0.43,0.66
JAMS,Caesar,Camilla,-1.11,350.00,-295.14,-50638.63,45710.77,7611.00,7611.00,1.40,3.00
JAMS,Caesar,Paris,-0.47,267.92,-350.00,-23552.54,50493.54,8935.00,8935.00,1.55,2.83
JAMS,Camilla,Caesar,-2.53,230.38,-350.00,-11480.59,4531.88,8439.00,8439.00,19.53,0.27
JAMS,Camilla,Paris,-1.44,239.06,-350.00,-6684.07,4651.32,8935.00,8935.00,20.05,0.26
JAMS,Paris,Caesar,-0.88,350.00,-176.87,-187953.61,213279.02,8439.00,8439.00,12.42,12.64
JAMS,Paris,Camilla,-0.43,350.00,-326.17,-12527.33,29383.15,7611.00,7611.00,1.71,1.93
DJEMBES,Caesar,Camilla,-2.57,60.00,-16.98,-8874.90,3459.24,2224.00,2224.00,0.27,0.78
DJEMBES,Caesar,Paris,0.39,20.23,-60.00,2673.43,6828.23,4186.00,4186.00,0.53,0.82
DJEMBES,Camilla,Caesar,-11.65,25.74,-60.00,-1996.89,171.47,4224.00,4224.00,85.74,0.02
DJEMBES,Camilla,Paris,-11.67,30.31,-60.00,-2108.13,180.63,4186.00,4186.00,90.31,0.02
DJEMBES,Paris,Caesar,-0.64,60.00,-5.86,-59235.79,92756.76,4224.00,4224.00,10.98,10.98
DJEMBES,Paris,Camilla,-3.62,60.00,-8.61,-6470.77,1786.70,2224.00,2224.00,0.21,0.40
PICNIC_BASKET1,Caesar,Camilla,-5.69,60.00,-31.82,-20295.29,3566.00,1755.00,1755.00,2.02,1.02
PICNIC_BASKET1,Caesar,Pablo,-4.77,60.00,-16.26,-9878.72,2072.58,1867.00,1867.00,1.17,0.56
PICNIC_BASKET1,Caesar,Charlie,-1.27,5.55,-60.00,-461.75,362.88,67.00,67.00,0.21,2.71
