product,day_num,timestamp,combined_timestamp,x_t,x_t1,x_t2
VEV_5000,0,2700,2700,-0.310022967644727,-0.3101996476507338,-0.2305136785989816
VEV_5000,0,2800,2800,-0.390499764780543,-0.310022967644727,-0.3101996476507338
VEV_5000,0,2900,2900,-1.8096696102520584,-0.390499764780543,-0.310022967644727
VEV_5000,0,3000,3000,-0.3901439289975315,-1.8096696102520584,-0.390499764780543
VEV_5000,0,3100,3100,-0.3093162563609439,-0.3901439289975315,-1.8096696102520584
VEV_5000,0,3200,3200,-0.3897880966851517,-0.3093162563609439,-0.3901439289975315
VEV_5000,0,3300,3300,0.0697661159119888,-0.3897880966851517,-0.3093162563609439
VEV_5000,0,3400,3400,-0.4708796081604305,0.0697661159119888,-0.3897880966851517
VEV_5000,0,3500,3500,-0.4707004495721776,-0.4708796081604305,0.0697661159119888
VEV_5000,0,3600,3600,-0.5527742796393795,-0.4707004495721776,-0.4708796081604305
VEV_5000,0,3700,3700,-0.4703421349749987,-0.5527742796393795,-0.4707004495721776
VEV_5000,0,3800,3800,1.3645210384484017,-0.4703421349749987,-0.5527742796393795
VEV_5000,0,3900,3900,-0.0936628720464796,1.3645210384484017,-0.4703421349749987
VEV_5000,0,4000,4000,-0.1769549162636394,-0.0936628720464796,1.3645210384484017
VEV_5000,0,4100,4100,-0.2188176204790579,-0.1769549162636394,-0.0936628720464796
VEV_5000,0,4200,4200,-0.2608862790593775,-0.2188176204790579,-0.1769549162636394
VEV_5000,0,4300,4300,-0.7184517793430132,-0.2608862790593775,-0.2188176204790579
VEV_5000,0,4400,4400,-0.888522143024602,-0.7184517793430132,-0.2608862790593775
VEV_5000,0,4500,4500,-0.4314239728764732,-0.888522143024602,-0.7184517793430132
VEV_5000,0,4600,4600,-0.8881512297839436,-0.4314239728764732,-0.888522143024602
VEV_5000,0,4700,4700,-0.5178594909239109,-0.8881512297839436,-0.4314239728764732
VEV_5000,0,4800,4800,-0.4741626644063217,-0.5178594909239109,-0.8881512297839436
VEV_5000,0,4900,4900,-0.5612069304879697,-0.4741626644063217,-0.5178594909239109
VEV_5000,0,5000,5000,-0.9737892035673212,-0.5612069304879697,-0.4741626644063217
VEV_5000,0,5100,5100,0.0263975256348203,-0.9737892035673212,-0.5612069304879697
VEV_5000,0,5200,5200,0.0265842540229641,0.0263975256348203,-0.9737892035673212
VEV_5000,0,5300,5300,-0.0604548863757372,0.0265842540229641,0.0263975256348203
VEV_5000,0,5400,5400,-0.0602668773572077,-0.0604548863757372,0.0265842540229641
VEV_5000,0,5500,5500,0.027144434312504,-0.0602668773572077,-0.0604548863757372
VEV_5000,0,5600,5600,-0.0598908617339475,0.027144434312504,-0.0602668773572077
VEV_5000,0,5700,5700,-0.0597028551273979,-0.0598908617339475,0.027144434312504
VEV_5000,0,5800,5800,-0.0595148493257511,-0.0597028551273979,-0.0598908617339475
VEV_5000,0,5900,5900,-0.8857403737665663,-0.0595148493257511,-0.0597028551273979
VEV_5000,0,6000,6000,-0.885554929051068,-0.8857403737665663,-0.0595148493257511
VEV_5000,0,6100,6100,0.028264772950024,-0.885554929051068,-0.8857403737665663
VEV_5000,0,6200,6200,-0.1468341317895465,0.028264772950024,-0.885554929051068
VEV_5000,0,6300,6300,-0.1910034408192586,-0.1468341317895465,0.028264772950024
VEV_5000,0,6400,6400,-0.2353883814757864,-0.1910034408192586,-0.1468341317895465
VEV_5000,0,6500,6500,-0.3250006168527761,-0.2353883814757864,-0.1910034408192586
VEV_5000,0,6600,6600,-0.3248087399706492,-0.3250006168527761,-0.2353883814757864
VEV_5000,0,6700,6700,-0.3246168638679592,-0.3248087399706492,-0.3250006168527761
VEV_5000,0,6800,6800,-0.3244249885428871,-0.3246168638679592,-0.3248087399706492
VEV_5000,0,6900,6900,-0.2344354887090958,-0.3244249885428871,-0.3246168638679592
VEV_5000,0,7000,7000,-0.2342449125171697,-0.2344354887090958,-0.3244249885428871
VEV_5000,0,7100,7100,-0.3238493672333788,-0.2342449125171697,-0.2344354887090958
VEV_5000,0,7200,7200,-0.2338637624916373,-0.3238493672333788,-0.2342449125171697
VEV_5000,0,7300,7300,-0.512988079045499,-0.2338637624916373,-0.3238493672333788
VEV_5000,0,7400,7400,-0.0565068658988821,-0.512988079045499,-0.2338637624916373
VEV_5000,0,7500,7500,-0.0563188737723976,-0.0565068658988821,-0.512988079045499
VEV_5000,0,7600,7600,-0.1885343601079512,-0.0563188737723976,-0.0565068658988821
VEV_5000,0,7700,7700,-0.1439948771985655,-0.1885343601079512,-0.0563188737723976
VEV_5000,0,7800,7800,-0.2775039524858584,-0.1439948771985655,-0.1885343601079512
VEV_5000,0,7900,7900,-0.4129774890334374,-0.2775039524858584,-0.1439948771985655
VEV_5000,0,8000,8000,-0.4127843203914381,-0.4129774890334374,-0.2775039524858584
VEV_5000,0,8100,8100,-0.0502447755097819,-0.4127843203914381,-0.4129774890334374
VEV_5000,0,8200,8200,-0.0963806207328161,-0.0502447755097819,-0.4127843203914381
VEV_5000,0,8300,8300,-0.1427402226609047,-0.0963806207328161,-0.0502447755097819
VEV_5000,0,8400,8400,-0.68932449683507,-0.1427402226609047,-0.0963806207328161
VEV_5000,0,8500,8500,-0.1891273944238491,-0.68932449683507,-0.1427402226609047
VEV_5000,0,8600,8600,-0.2831707353388992,-0.1891273944238491,-0.68932449683507
VEV_5000,0,8700,8700,-0.2357388374002766,-0.2831707353388992,-0.1891273944238491
VEV_5000,0,8800,8800,0.3114639083623842,-0.2357388374002766,-0.2831707353388992
VEV_5000,0,8900,8900,-0.5025815217159106,0.3114639083623842,-0.2357388374002766
VEV_5000,0,9000,9000,-0.0484886293370436,-0.5025815217159106,0.3114639083623842
VEV_5000,0,9100,9100,0.312055204481112,-0.0484886293370436,-0.5025815217159106
VEV_5000,0,9200,9200,-0.0944227895506628,0.312055204481112,-0.0484886293370436
VEV_5000,0,9300,9300,1.265447715886694,-0.0944227895506628,0.312055204481112
VEV_5000,0,9400,9400,-0.0940312323200487,1.265447715886694,-0.0944227895506628
VEV_5000,0,9500,9500,-0.4098868830724314,-0.0940312323200487,1.265447715886694
VEV_5000,0,9600,9600,-0.3190527953729543,-0.4098868830724314,-0.0940312323200487
VEV_5000,0,9700,9700,0.0448479716178553,-0.3190527953729543,-0.4098868830724314
VEV_5000,0,9800,9800,-0.5008313313001054,0.0448479716178553,-0.3190527953729543
VEV_5000,0,9900,9900,0.0908857376407468,-0.5008313313001054,0.0448479716178553
VEV_5000,0,10000,10000,-0.5004424084581842,0.0908857376407468,-0.5008313313001054
VEV_5000,0,10100,10100,-0.5926608056652185,-0.5004424084581842,0.0908857376407468
VEV_5000,0,10200,10200,-0.5000534886576133,-0.5926608056652185,-0.5004424084581842
VEV_5000,0,10300,10300,0.0460108085098909,-0.5000534886576133,-0.5926608056652185
VEV_5000,0,10400,10400,-0.4081485037841048,0.0460108085098909,-0.5000534886576133
VEV_5000,0,10500,10500,-0.3173261486253977,-0.4081485037841048,0.0460108085098909
VEV_5000,0,10600,10600,0.1376619850580027,-0.3173261486253977,-0.4081485037841048
VEV_5000,0,10700,10700,-0.316942457915502,0.1376619850580027,-0.3173261486253977
VEV_5000,0,10800,10800,-0.2270036006239024,-0.316942457915502,0.1376619850580027
VEV_5000,0,10900,10900,-0.2268130551465219,-0.2270036006239024,-0.316942457915502
VEV_5000,0,11000,11000,-0.1820773970630398,-0.2268130551465219,-0.2270036006239024
VEV_5000,0,11100,11100,-0.2264319665537186,-0.1820773970630398,-0.2268130551465219
VEV_5000,0,11200,11200,-0.2262414234382959,-0.2264319665537186,-0.1820773970630398
VEV_5000,0,11300,11300,-0.2260508811123145,-0.2262414234382959,-0.2264319665537186
VEV_5000,0,11400,11400,0.1844004350241448,-0.2260508811123145,-0.2262414234382959
VEV_5000,0,11500,11500,-0.2256697988259475,0.1844004350241448,-0.2260508811123145
VEV_5000,0,11600,11600,-0.1366136537499187,-0.2256697988259475,0.1844004350241448
VEV_5000,0,11700,11700,-0.1364244075466558,-0.1366136537499187,-0.2256697988259475
VEV_5000,0,11800,11800,-0.2250981813067483,-0.1364244075466558,-0.1366136537499187
VEV_5000,0,11900,11900,-0.3146403791070042,-0.2250981813067483,-0.1364244075466558
VEV_5000,0,12000,12000,-0.0478600614096649,-0.3146403791070042,-0.2250981813067483
VEV_5000,0,12100,12100,0.039466548862947,-0.0478600614096649,-0.3146403791070042
VEV_5000,0,12200,12200,0.0396532203012611,0.039466548862947,-0.0478600614096649
VEV_5000,0,12300,12300,-0.960160109075332,0.0396532203012611,0.039466548862947
VEV_5000,0,12400,12400,0.0400265607349865,-0.960160109075332,0.0396532203012611
VEV_5000,0,12500,12500,-0.0469202940685136,0.0400265607349865,-0.960160109075332
VEV_5000,0,12600,12600,-0.4596001020900075,-0.0469202940685136,0.0400265607349865
VEV_5000,0,12700,12700,-0.8731320052720548,-0.4596001020900075,-0.0469202940685136
VEV_5000,0,12800,12800,0.0407732318262787,-0.8731320052720548,-0.4596001020900075
VEV_5000,0,12900,12900,-0.9590401024388484,0.0407732318262787,-0.8731320052720548
VEV_5000,0,13000,13000,-0.958853437517064,-0.9590401024388484,0.0407732318262787
VEV_5000,0,13100,13100,0.1276095450220964,-0.958853437517064,-0.9590401024388484
VEV_5000,0,13200,13200,0.1277949305385846,0.1276095450220964,-0.958853437517064
VEV_5000,0,13300,13300,-0.0454167082416461,0.1277949305385846,0.1276095450220964
VEV_5000,0,13400,13400,0.2135957647142277,-0.0454167082416461,0.1277949305385846
VEV_5000,0,13500,13500,1.7561805664590793,0.2135957647142277,-0.0454167082416461
VEV_5000,0,13600,13600,-0.2436359583070952,1.7561805664590793,0.2135957647142277
VEV_5000,0,13700,13700,0.2141480934960782,-0.2436359583070952,1.7561805664590793
VEV_5000,0,13800,13800,0.2143322014271689,0.2141480934960782,-0.2436359583070952
VEV_5000,0,13900,13900,-0.3280906841227988,0.2143322014271689,0.2141480934960782
VEV_5000,0,14000,14000,-0.7852995852053937,-0.3280906841227988,0.2143322014271689
VEV_5000,0,14100,14100,-0.2427185946735335,-0.7852995852053937,-0.3280906841227988
VEV_5000,0,14200,14200,-0.7003468326092843,-0.2427185946735335,-0.7852995852053937
VEV_5000,0,14300,14300,-0.2423516550707063,-0.7003468326092843,-0.2427185946735335
VEV_5000,0,14400,14400,-0.6999811608429809,-0.2423516550707063,-0.7003468326092843
VEV_5000,0,14500,14500,-0.6160459134653138,-0.6999811608429809,-0.2423516550707063
VEV_5000,0,14600,14600,-0.0742972105781518,-0.6160459134653138,-0.6999811608429809
VEV_5000,0,14700,14700,0.3843172287679408,-0.0742972105781518,-0.6160459134653138
VEV_5000,0,14800,14800,-0.615501201387815,0.3843172287679408,-0.0742972105781518
VEV_5000,0,14900,14900,-0.4390046398702907,-0.615501201387815,0.3843172287679408
VEV_5000,0,15000,15000,-0.4360814229949028,-0.4390046398702907,-0.615501201387815
VEV_5000,0,15100,15100,0.6489746249917516,-0.4360814229949028,-0.4390046398702907
VEV_5000,0,15200,15200,-1.74939470150548,0.6489746249917516,-0.4360814229949028
VEV_5000,0,15300,15300,-0.2477423722011735,-1.74939470150548,0.6489746249917516
VEV_5000,0,15400,15400,-0.3339082096008496,-0.2477423722011735,-1.74939470150548
VEV_5000,0,15500,15500,-0.2441070249824406,-0.3339082096008496,-0.2477423722011735
VEV_5000,0,15600,15600,-0.2425210768151373,-0.2441070249824406,-0.3339082096008496
VEV_5000,0,15700,15700,-0.241205284634816,-0.2425210768151373,-0.2441070249824406
VEV_5000,0,15800,15800,-0.2399061021405941,-0.241205284634816,-0.2425210768151373
VEV_5000,0,15900,15900,0.6675040476238792,-0.2399061021405941,-0.241205284634816
VEV_5000,0,16000,16000,-0.3303342741928645,0.6675040476238792,-0.2399061021405941
VEV_5000,0,16100,16100,-0.4170705422784522,-0.3303342741928645,0.6675040476238792
VEV_5000,0,16200,16200,0.0376789280680895,-0.4170705422784522,-0.3303342741928645
VEV_5000,0,16300,16300,0.5792263548546543,0.0376789280680895,-0.4170705422784522
VEV_5000,0,16400,16400,0.6645919331576806,0.5792263548546543,0.0376789280680895
VEV_5000,0,16500,16500,0.1191179894694869,0.6645919331576806,0.5792263548546543
VEV_5000,0,16600,16600,-0.3342274256547171,0.1191179894694869,0.6645919331576806
VEV_5000,0,16700,16700,0.5731348377694303,-0.3342274256547171,0.1191179894694869
VEV_5000,0,16800,16800,-0.514038212545529,0.5731348377694303,-0.3342274256547171
VEV_5000,0,16900,16900,0.0309508300297238,-0.514038212545529,0.5731348377694303
VEV_5000,0,17000,17000,1.746955369781972,0.0309508300297238,-0.514038212545529
VEV_5000,0,17100,17100,-0.5207908386919371,1.746955369781972,0.0309508300297238
VEV_5000,0,17200,17200,0.0242530718796842,-0.5207908386919371,1.746955369781972
VEV_5000,0,17300,17300,0.5660742218060477,0.0242530718796842,-0.5207908386919371
VEV_5000,0,17400,17400,0.4734453389792179,0.5660742218060477,0.0242530718796842
VEV_5000,0,17500,17500,-0.5236223180563684,0.4734453389792179,0.5660742218060477
VEV_5000,0,17600,17600,0.3831194679232794,-0.5236223180563684,0.4734453389792179
VEV_5000,0,17700,17700,0.4715552564466634,0.3831194679232794,-0.5236223180563684
VEV_5000,0,17800,17800,-0.0735399185296046,0.4715552564466634,0.3831194679232794
VEV_5000,0,17900,17900,0.3789609680088688,-0.0735399185296046,0.4715552564466634
VEV_5000,0,18000,18000,-0.7091175718369414,0.3789609680088688,-0.0735399185296046
VEV_5000,0,18100,18100,-0.2541163869982483,-0.7091175718369414,0.3789609680088688
VEV_5000,0,18200,18200,-0.2069185309028398,-0.2541163869982483,-0.7091175718369414
VEV_5000,0,18300,18300,0.1994147155837708,-0.2069185309028398,-0.2541163869982483
VEV_5000,0,18400,18400,0.1985456808906747,0.1994147155837708,-0.2069185309028398
VEV_5000,0,18500,18500,-1.2483441022923216,0.1985456808906747,0.1994147155837708
VEV_5000,0,18600,18600,-0.3402043745063565,-1.2483441022923216,0.1985456808906747
VEV_5000,0,18700,18700,0.1124717326156314,-0.3402043745063565,-1.2483441022923216
VEV_5000,0,18800,18800,0.2052568625904314,0.1124717326156314,-0.3402043745063565
VEV_5000,0,18900,18900,0.1109509032494315,0.2052568625904314,0.1124717326156314
VEV_5000,0,19000,19000,0.1105913486644567,0.1109509032494315,0.2052568625904314
VEV_5000,0,19100,19100,0.2954686384473461,0.1105913486644567,0.1109509032494315
VEV_5000,0,19200,19200,-0.1575849167693377,0.2954686384473461,0.1105913486644567
VEV_5000,0,19300,19300,-0.7003205475048162,-0.1575849167693377,0.2954686384473461
VEV_5000,0,19400,19400,-0.1995356271681885,-0.7003205475048162,-0.1575849167693377
VEV_5000,0,19500,19500,-0.6962725344701539,-0.1995356271681885,-0.7003205475048162
VEV_5000,0,19600,19600,-0.4279378088776866,-0.6962725344701539,-0.1995356271681885
VEV_5000,0,19700,19700,-0.4259610450735636,-0.4279378088776866,-0.6962725344701539
VEV_5000,0,19800,19800,0.1207962689468331,-0.4259610450735636,-0.4279378088776866
VEV_5000,0,19900,19900,-0.1918987113767798,0.1207962689468331,-0.4259610450735636
VEV_5000,0,20000,20000,0.398013068263026,-0.1918987113767798,0.1207962689468331
VEV_5000,0,20100,20100,0.2124154694383833,0.398013068263026,-0.1918987113767798
VEV_5000,0,20200,20200,0.211576173765934,0.2124154694383833,0.398013068263026
VEV_5000,0,20300,20300,0.2107457043448448,0.211576173765934,0.2124154694383833
VEV_5000,0,20400,20400,-0.4282172360117329,0.2107457043448448,0.211576173765934
VEV_5000,0,20500,20500,-0.4263038234448686,-0.4282172360117329,0.2107457043448448
VEV_5000,0,20600,20600,0.0263105938402077,-0.4263038234448686,-0.4282172360117329
VEV_5000,0,20700,20700,0.0263185830981456,0.0263105938402077,-0.4263038234448686
VEV_5000,0,20800,20800,0.1205311418298151,0.0263185830981456,0.0263105938402077
VEV_5000,0,20900,20900,0.025930440952834,0.1205311418298151,0.0263185830981456
VEV_5000,0,21000,21000,0.0259776734665138,0.025930440952834,0.1205311418298151
VEV_5000,0,21100,21100,-0.0693363005048013,0.0259776734665138,0.025930440952834
VEV_5000,0,21200,21200,1.7303325258944824,-0.0693363005048013,0.0259776734665138
VEV_5000,0,21300,21300,-0.0754690662224675,1.7303325258944824,-0.0693363005048013
VEV_5000,0,21400,21400,-0.477850975862566,-0.0754690662224675,1.7303325258944824
VEV_5000,0,21500,21500,0.022178517591783,-0.477850975862566,-0.0754690662224675
VEV_5000,0,21600,21600,0.0221282124639401,0.022178517591783,-0.477850975862566
VEV_5000,0,21700,21700,1.2765210576089885,0.0221282124639401,0.022178517591783
VEV_5000,0,21800,21800,-0.1260087861865031,1.2765210576089885,0.0221282124639401
VEV_5000,0,21900,21900,-0.1254129085182285,-0.1260087861865031,1.2765210576089885
VEV_5000,0,22000,22000,-0.0771073184496344,-0.1254129085182285,-0.1260087861865031
VEV_5000,0,22100,22100,-0.0768820588291419,-0.0771073184496344,-0.1254129085182285
VEV_5000,0,22200,22200,0.0183830953574215,-0.0768820588291419,-0.0771073184496344
VEV_5000,0,22300,22300,0.112399119046131,0.0183830953574215,-0.0768820588291419
VEV_5000,0,22400,22400,0.2053676333352996,0.112399119046131,0.0183830953574215
VEV_5000,0,22500,22500,0.1113520544131461,0.2053676333352996,0.112399119046131
VEV_5000,0,22600,22600,0.8698231973612565,0.1113520544131461,0.2053676333352996
VEV_5000,0,22700,22700,-0.0816605625559532,0.8698231973612565,0.1113520544131461
VEV_5000,0,22800,22800,-0.4841621888281224,-0.0816605625559532,0.8698231973612565
VEV_5000,0,22900,22900,-0.0793939354261965,-0.4841621888281224,-0.0816605625559532
VEV_5000,0,23000,23000,-0.4819244256077581,-0.0793939354261965,-0.4841621888281224
VEV_5000,0,23100,23100,-0.8836652239479008,-0.4819244256077581,-0.0793939354261965
VEV_5000,0,23200,23200,-0.073494631660651,-0.8836652239479008,-0.4819244256077581
VEV_5000,0,23300,23300,-0.169270025786318,-0.073494631660651,-0.8836652239479008
VEV_5000,0,23400,23400,0.0226343151598484,-0.169270025786318,-0.073494631660651
VEV_5000,0,23500,23500,-0.4282511306746528,0.0226343151598484,-0.169270025786318
VEV_5000,0,23600,23600,-0.2862771596983293,-0.4282511306746528,0.0226343151598484
VEV_5000,0,23700,23700,0.2130200065284953,-0.2862771596983293,-0.4282511306746528
VEV_5000,0,23800,23800,-0.3323931381864895,0.2130200065284953,-0.2862771596983293
VEV_5000,0,23900,23900,0.0259840740136496,-0.3323931381864895,0.2130200065284953
VEV_5000,0,24000,24000,-0.0691277081250518,0.0259840740136496,-0.3323931381864895
VEV_5000,0,24100,24100,-0.4717665347407092,-0.0691277081250518,0.0259840740136496
VEV_5000,0,24200,24200,-0.0670530314364441,-0.4717665347407092,-0.0691277081250518
VEV_5000,0,24300,24300,-0.0668672827114278,-0.0670530314364441,-0.4717665347407092
VEV_5000,0,24400,24400,-0.4695349371258999,-0.0668672827114278,-0.0670530314364441
VEV_5000,0,24500,24500,-0.0648286871919481,-0.4695349371258999,-0.0668672827114278
VEV_5000,0,24600,24600,-0.0646507540704988,-0.0648286871919481,-0.4695349371258999
VEV_5000,0,24700,24700,-0.5149004383911233,-0.0646507540704988,-0.0648286871919481
VEV_5000,0,24800,24800,-0.0625836812696434,-0.5149004383911233,-0.0646507540704988
VEV_5000,0,24900,24900,-0.062413353476586,-0.0625836812696434,-0.5149004383911233
VEV_5000,0,25000,25000,-0.1582671644746369,-0.062413353476586,-0.0625836812696434
VEV_5000,0,25100,25100,-0.2545683359239774,-0.1582671644746369,-0.062413353476586
VEV_5000,0,25200,25200,-0.1567080054719554,-0.2545683359239774,-0.1582671644746369
VEV_5000,0,25300,25300,-0.1078712730259212,-0.1567080054719554,-0.2545683359239774
VEV_5000,0,25400,25400,0.294213205991582,-0.1078712730259212,-0.1567080054719554
VEV_5000,0,25500,25500,-0.3514793647891565,0.294213205991582,-0.1078712730259212
VEV_5000,0,25600,25600,-0.0004698569337051,-0.3514793647891565,0.294213205991582
VEV_5000,0,25700,25700,-0.3500882832822753,-0.0004698569337051,-0.3514793647891565
VEV_5000,0,25800,25800,0.0009424836398466,-0.3500882832822753,-0.0004698569337051
VEV_5000,0,25900,25900,-0.4476786365012231,0.0009424836398466,-0.3500882832822753
VEV_5000,0,26000,26000,-0.6467783119205706,-0.4476786365012231,0.0009424836398466
VEV_5000,0,26100,26100,1.5915979128121762,-0.6467783119205706,-0.4476786365012231
VEV_5000,0,26200,26200,-0.7512025198257106,1.5915979128121762,-0.6467783119205706
VEV_5000,0,26300,26300,-0.1995190096740771,-0.7512025198257106,1.5915979128121762
VEV_5000,0,26400,26400,0.2486875244057955,-0.1995190096740771,-0.7512025198257106
VEV_5000,0,26500,26500,0.3497111191636577,0.2486875244057955,-0.1995190096740771
VEV_5000,0,26600,26600,-0.5476365065651407,0.3497111191636577,0.2486875244057955
VEV_5000,0,26700,26700,-0.5459698050381121,-0.5476365065651407,0.3497111191636577
VEV_5000,0,26800,26800,-0.4444569406705341,-0.5459698050381121,-0.5476365065651407
VEV_5000,0,26900,26900,0.0553280336807802,-0.4444569406705341,-0.5459698050381121
VEV_5000,0,27000,27000,0.0054948086417425,0.0553280336807802,-0.4444569406705341
VEV_5000,0,27100,27100,0.1539414126673364,0.0054948086417425,0.0553280336807802
VEV_5000,0,27200,27200,-0.2470550186508262,0.1539414126673364,0.0054948086417425
VEV_5000,0,27300,27300,-0.2462894237314685,-0.2470550186508262,0.1539414126673364
VEV_5000,0,27400,27400,-0.2455284416228096,-0.2462894237314685,-0.2470550186508262
VEV_5000,0,27500,27500,-0.2447720240688795,-0.2455284416228096,-0.2462894237314685
VEV_5000,0,27600,27600,-0.1470212290896597,-0.2447720240688795,-0.2455284416228096
VEV_5000,0,27700,27700,-0.2435456644980149,-0.1470212290896597,-0.2447720240688795
VEV_5000,0,27800,27800,-0.2427181065841068,-0.2435456644980149,-0.1470212290896597
VEV_5000,0,27900,27900,-0.0968465629593993,-0.2427181065841068,-0.2435456644980149
VEV_5000,0,28000,28000,-0.1446570727239304,-0.0968465629593993,-0.2427181065841068
VEV_5000,0,28100,28100,-0.1441919628341565,-0.1446570727239304,-0.0968465629593993
VEV_5000,0,28200,28200,-0.1437651584647028,-0.1441919628341565,-0.1446570727239304
VEV_5000,0,28300,28300,-0.1433404842819072,-0.1437651584647028,-0.1441919628341565
VEV_5000,0,28400,28400,-0.1911722024715345,-0.1433404842819072,-0.1437651584647028
VEV_5000,0,28500,28500,0.2594030389354884,-0.1911722024715345,-0.1433404842819072
VEV_5000,0,28600,28600,-0.1429042191912231,0.2594030389354884,-0.1911722024715345
VEV_5000,0,28700,28700,-0.0463487559773057,-0.1429042191912231,0.2594030389354884
VEV_5000,0,28800,28800,0.1613728993006589,-0.0463487559773057,-0.1429042191912231
VEV_5000,0,28900,28900,-0.2396901906058701,0.1613728993006589,-0.0463487559773057
VEV_5000,0,29000,29000,-0.3367023675054952,-0.2396901906058701,0.1613728993006589
VEV_5000,0,29100,29100,-0.2377862063276552,-0.3367023675054952,-0.2396901906058701
VEV_5000,0,29200,29200,0.1634625196929846,-0.2377862063276552,-0.3367023675054952
VEV_5000,0,29300,29300,0.0641186776974791,0.1634625196929846,-0.2377862063276552
VEV_5000,0,29400,29400,-0.4346040562404596,0.0641186776974791,0.1634625196929846
VEV_5000,0,29500,29500,-0.433486851705311,-0.4346040562404596,0.0641186776974791
VEV_5000,0,29600,29600,-0.4320701504102544,-0.433486851705311,-0.4346040562404596
VEV_5000,0,29700,29700,-0.0820066234800833,-0.4320701504102544,-0.433486851705311
VEV_5000,0,29800,29800,-0.5302438077260376,-0.0820066234800833,-0.4320701504102544
VEV_5000,0,29900,29900,1.9141818111875184,-0.5302438077260376,-0.0820066234800833
VEV_5000,0,30000,30000,0.1129929259159325,1.9141818111875184,-0.5302438077260376
VEV_5000,0,30100,30100,0.1630816361530378,0.1129929259159325,1.9141818111875184
VEV_5000,0,30200,30200,-0.2408540924525368,0.1630816361530378,0.1129929259159325
VEV_5000,0,30300,30300,-0.2409329488064031,-0.2408540924525368,0.1630816361530378
VEV_5000,0,30400,30400,-0.3406581016624841,-0.2409329488064031,-0.2408540924525368
VEV_5000,0,30500,30500,0.1106917005263312,-0.3406581016624841,-0.2409329488064031
VEV_5000,0,30600,30600,-0.3381791674682972,0.1106917005263312,-0.3406581016624841
VEV_5000,0,30700,30700,-0.3364229841790802,-0.3381791674682972,0.1106917005263312
VEV_5000,0,30800,30800,-0.2374230127034025,-0.3364229841790802,-0.3381791674682972
VEV_5000,0,30900,30900,-0.3343404989955161,-0.2374230127034025,-0.3364229841790802
VEV_5000,0,31000,31000,-0.4320036408762462,-0.3343404989955161,-0.2374230127034025
VEV_5000,0,31100,31100,-0.0813483196798188,-0.4320036408762462,-0.3343404989955161
VEV_5000,0,31200,31200,0.3678110355749595,-0.0813483196798188,-0.4320036408762462
VEV_5000,0,31300,31300,0.36726939178061,0.3678110355749595,-0.0813483196798188
VEV_5000,0,31400,31400,-0.5302417707607674,0.36726939178061,0.3678110355749595
VEV_5000,0,31500,31500,-0.4288927047045945,-0.5302417707607674,0.36726939178061
VEV_5000,0,31600,31600,-0.0270752773521962,-0.4288927047045945,-0.5302417707607674
VEV_5000,0,31700,31700,-1.9195198406114289,-0.0270752773521962,-0.4288927047045945
VEV_5000,0,31800,31800,-0.6183509423917712,-1.9195198406114289,-0.0270752773521962
VEV_5000,0,31900,31900,-0.6181831807507479,-0.6183509423917712,-1.9195198406114289
