t_global,day,timestamp,a,b,c_baseIV,resid_std,n,S,TTE
4000.0,0,4000,311.5888515142848,-28.09439868070312,0.2939148248560559,0.8511796255051245,10,5242.0,7.996
4100.0,0,4100,327.4316546275196,-15.473252601977682,-0.2067251743609391,0.60398361038049,10,5241.5,7.9959
4200.0,0,4200,311.58915576297716,-28.135982286148987,0.2957696724066598,0.8511815166160134,10,5241.0,7.9958
4300.0,0,4300,321.00256943998835,-20.60470053266498,-0.003174982738517836,0.23477679324157802,9,5241.5,7.9957
4400.0,0,4400,320.99847728867485,-20.690761353478187,-0.00035796265229327774,0.2348105592469997,9,5239.5,7.9956
4500.0,0,4500,311.5854374757673,-28.218990464997383,0.29955389206732885,0.8511985718835868,10,5239.0,7.9955
4600.0,0,4600,320.9963124755955,-20.690340543527288,-0.00039610734862350916,0.2348109441283391,9,5239.5,7.9954
4700.0,0,4700,311.5804719942269,-28.260376267528958,0.30145932258005403,0.8512088634054672,10,5238.0,7.9953
4800.0,0,4800,320.984425167346,-20.73351427287657,0.0010408526607967091,0.23478073341678238,9,5238.5,7.9952
4900.0,0,4900,320.97539374039343,-20.776671604285582,0.0024884226366430856,0.2347920946498592,9,5237.5,7.9951
5000.0,0,5000,320.98214876151394,-20.7328979623626,0.0010050331701648718,0.23482192303490226,9,5238.5,7.995
5100.0,0,5100,311.55721264510163,-28.239098555389628,0.3005420092949943,0.8511796211866985,10,5238.5,7.9949
5200.0,0,5200,327.38573827986926,-15.60416760759942,-0.20353876126387438,0.6040041691201045,10,5238.5,7.9948
5300.0,0,5300,311.5476266744146,-28.28058272768948,0.30247576983310337,0.8511825573968023,10,5237.5,7.9947
5400.0,0,5400,327.37815216733225,-15.647840238441976,-0.2024738000107322,0.6040183011144569,10,5237.5,7.9946
5500.0,0,5500,311.5416342338578,-28.238387907666805,0.3005423052359213,0.8511795764695922,10,5238.5,7.9945
5600.0,0,5600,327.3699661352362,-15.647643037765688,-0.20247362465462396,0.6040182426556353,10,5237.5,7.9944
5700.0,0,5700,327.3658729539256,-15.647544485187904,-0.2024735367751482,0.6040182106832451,10,5237.5,7.9943
5800.0,0,5800,2.589478296332055,0.014367677441814929,0.012091454761436223,0.00031374355716506003,8,5239.0,7.9942
5900.0,0,5900,320.9419139357633,-20.688690490355203,-0.00038062871688075386,0.2348146529491211,9,5239.5,7.9941
6000.0,0,6000,320.9379015744024,-20.688560100290925,-0.0003805515049459163,0.2348146427633804,9,5239.5,7.994
6100.0,0,6100,327.34669233702937,-15.603300906624382,-0.20352451685921855,0.6040079430669896,10,5238.5,7.9939
6200.0,0,6200,327.3479044507406,-15.691001617407785,-0.20141886942698028,0.6040235382862267,10,5236.5,7.9938
6300.0,0,6300,311.5124459604402,-28.341581279274223,0.30534209489590763,0.8511887812411514,10,5236.0,7.9937
6400.0,0,6400,320.9226638260104,-20.860927946671627,0.005282762867296703,0.23478613984960606,9,5235.5,7.9936
6500.0,0,6500,320.9196173220707,-20.9039452320403,0.0067006856997844245,0.2347976405105432,9,5234.5,7.9935
6600.0,0,6600,311.50195588038207,-28.40381849582305,0.3082322669483887,0.8511949333993685,10,5234.5,7.9934
6700.0,0,6700,311.5011314990204,-28.40353986311872,0.3082149320980319,0.8512025834280473,10,5234.5,7.9933
6800.0,0,6800,327.3260307695951,-15.77824640515847,-0.1992833832024791,0.6040442110185601,10,5234.5,7.9932
6900.0,0,6900,320.90024800908725,-20.860349218916326,0.005297784172971841,0.23478424899005643,9,5235.5,7.9931
7000.0,0,7000,311.4896266803379,-28.361140513264395,0.30628176262846313,0.8511997923564493,10,5235.5,7.993
7100.0,0,7100,327.3137519712731,-15.777948105942501,-0.19928312051257985,0.6040441200250574,10,5234.5,7.9929
7200.0,0,7200,327.3097434907171,-15.733907064273783,-0.20036084501459137,0.6040317410124263,10,5235.5,7.9928
7300.0,0,7300,311.4792112959865,-28.255753382650067,0.3014612416535953,0.8512085784055728,10,5238.0,7.9927
7400.0,0,7400,327.29629142919543,-15.645868325997643,-0.2024720492154462,0.6040177059592166,10,5237.5,7.9926
7500.0,0,7500,320.8654960491076,-20.77361126932984,0.002525360344970486,0.23475182820343857,9,5237.5,7.9925
7600.0,0,7600,311.4640348369665,-28.339245397556574,0.30532953193487694,0.8511904888253657,10,5236.0,7.9924
7700.0,0,7700,311.45967425514317,-28.318077366953748,0.30436966009628397,0.8511929858923027,10,5236.5,7.9923
7800.0,0,7800,311.45914766189435,-28.380644840986772,0.3072440223329643,0.8512009220096707,10,5235.0,7.9922
7900.0,0,7900,327.2843904814003,-15.821071111452616,-0.19822354317482488,0.6040509475254089,10,5233.5,7.9921
8000.0,0,8000,2.715862775888228,0.0036852284042874005,0.012201587705583451,0.00027699083118649134,8,5233.5,7.992
8100.0,0,8100,311.44901577355097,-28.50611606512843,0.3130354020193613,0.8511881997869238,10,5232.0,7.9919
8200.0,0,8200,311.4496618141409,-28.526731748186513,0.3139810498748003,0.8512010829565949,10,5231.5,7.9918
8300.0,0,8300,311.4486751210616,-28.547746334829885,0.3149260846673295,0.8511926094742406,10,5231.0,7.9917
8400.0,0,8400,320.86198626076174,-21.0740195825594,0.012302553308744283,0.23479137632389893,9,5230.5,7.9916
8500.0,0,8500,311.4423365936759,-28.568314307165593,0.31589026346423416,0.851196088907651,10,5230.5,7.9915
8600.0,0,8600,2.658481597008046,0.008719330339148915,0.012121980897699046,0.0003472077757267179,8,5230.5,7.9914
8700.0,0,8700,311.44061711425877,-28.588791789484784,0.31682845336564835,0.8512069442581308,10,5230.0,7.9913
8800.0,0,8800,2.625435230280114,0.0031560408697425607,0.012475914965874151,0.0005300377609592994,10,5230.5,7.9912
8900.0,0,8900,2.6951772724790235,0.0044225073056690595,0.01224697267666436,0.000301050912810905,8,5232.5,7.9911
9000.0,0,9000,311.41396407635966,-28.504501359187763,0.3130360669069971,0.8511881002067598,10,5232.0,7.991
9100.0,0,9100,2.6276272363257274,0.003172052500739272,0.012462479369295608,0.000527177905834248,10,5230.5,7.9909
9200.0,0,9200,2.576761533955632,0.015302469537398222,0.01207844973645997,0.0003062620800759382,8,5233.0,7.9908
9300.0,0,9300,2.897197241728736,-0.019764196690391377,0.012727969290552093,0.0007373209373545783,10,5230.0,7.9907
9400.0,0,9400,327.2298526252765,-15.907666513085703,-0.19610010176040762,0.6040498164559827,10,5231.5,7.9906
9500.0,0,9500,327.2211289376291,-15.81945886568537,-0.19823573309464898,0.6040463965117814,10,5233.5,7.9905
9600.0,0,9600,320.7925107118629,-20.899867991076786,0.006722172488704828,0.2348087407776004,9,5234.5,7.9904
9700.0,0,9700,311.3882557433257,-28.46110047638582,0.3110951323515527,0.8511990732115605,10,5233.0,7.9903
9800.0,0,9800,311.3896249811201,-28.48184225647641,0.3120271456532137,0.8512095570334317,10,5232.5,7.9902
9900.0,0,9900,2.6211210673713037,0.0036050599317164747,0.012504896564439701,0.0004915632006306497,10,5233.5,7.9901
10000.0,0,10000,320.7826588165502,-20.9857817477146,0.009534563966142447,0.23478838828531914,9,5232.5,7.99
10100.0,0,10100,311.3836427339817,-28.523108542538075,0.31393418477953056,0.8512203835219518,10,5231.5,7.9899
10200.0,0,10200,311.37404599445375,-28.481125093544687,0.3120274402633299,0.8512095132321028,10,5232.5,7.9898
10300.0,0,10300,311.3687648224266,-28.460150540821555,0.3110655984285796,0.8511963073784886,10,5233.0,7.9897
10400.0,0,10400,3.3602936077921592,-0.05227249162073465,0.012791578759755758,0.0010446079885059634,10,5233.5,7.9896
10500.0,0,10500,320.7559788905512,-20.89882150250425,0.006723112218908029,0.2347858506003297,9,5234.5,7.9895
10600.0,0,10600,311.3457945674536,-28.417756865794036,0.30920258578353776,0.8511847079721468,10,5234.0,7.9894
10700.0,0,10700,320.7452325237548,-20.898565031374353,0.006742370782799974,0.2347972585263411,9,5234.5,7.9893
10800.0,0,10800,320.7437643382071,-20.855221235061116,0.005300787426768764,0.2347838312755013,9,5235.5,7.9892
10900.0,0,10900,311.33696152604944,-28.354232252629263,0.30628875862464655,0.85119534882002,10,5235.5,7.9891
11000.0,0,11000,311.3316180708473,-28.333180938900995,0.30533204735148156,0.8511901120918006,10,5236.0,7.989
11100.0,0,11100,311.3291722119814,-28.35387522154756,0.30628890676918613,0.8511953267441394,10,5235.5,7.9889
11200.0,0,11200,320.7300688001857,-20.854616524263285,0.005286454173896827,0.23478562433448255,9,5235.5,7.9888
11300.0,0,11300,320.7260557793472,-20.85448506251692,0.005286531639115996,0.2347856152711639,9,5235.5,7.9887
11400.0,0,11400,327.13246215635485,-15.773911323938163,-0.19924912596616245,0.6040386314949077,10,5234.5,7.9886
11500.0,0,11500,327.13066573828166,-15.729743510597697,-0.20033964865411474,0.6040311867771765,10,5235.5,7.9885
11600.0,0,11600,311.3099998296869,-28.31110842941697,0.3043590378670273,0.8511944032470944,10,5236.5,7.9884
11700.0,0,11700,311.3061050720954,-28.310930187336925,0.30435911141832483,0.8511943919378029,10,5236.5,7.9883
11800.0,0,11800,311.29959564885735,-28.35267351144962,0.3063028310745254,0.8511915501125092,10,5235.5,7.9882
11900.0,0,11900,311.2955416912891,-28.39434420073791,0.3082361921477017,0.8511943476376749,10,5234.5,7.9881
12000.0,0,12000,320.6872984787521,-20.76763900017491,0.002514185963180197,0.23475317626931166,9,5237.5,7.988
12100.0,0,12100,311.28459162140854,-28.226659457385505,0.3005471964391728,0.8511788408884983,10,5238.5,7.9879
12200.0,0,12200,327.09933849269385,-15.597253459836066,-0.2035326083045859,0.6040036335779003,10,5238.5,7.9878
12300.0,0,12300,320.6892412336486,-20.723358840915527,0.0010106330763687023,0.23482115714157012,9,5238.5,7.9877
12400.0,0,12400,327.0911523268016,-15.5970567526037,-0.20353243360399687,0.6040035746898151,10,5238.5,7.9876
12500.0,0,12500,2.636261871350227,0.009998788728968536,0.012164355237866444,0.00029622133943675783,8,5238.5,7.9875
12600.0,0,12600,2.6046497908501047,0.013444832571893437,0.012082946268139933,0.0003043807283095686,8,5239.5,7.9874
12700.0,0,12700,320.6690702987238,-20.67982278609438,-0.0003754021963883506,0.234813936428436,9,5239.5,7.9873
12800.0,0,12800,320.65467039753116,-20.723555387539704,0.0011015304193187582,0.2347283063340381,9,5238.5,7.9872
12900.0,0,12900,320.66516657613585,-20.72257461143155,0.0010110938598959414,0.23482109468879325,9,5238.5,7.9871
13000.0,0,13000,320.66115417317815,-20.722443895218593,0.0010111709393978937,0.23482108466304383,9,5238.5,7.987
13100.0,0,13100,311.24153438729184,-28.18310190301258,0.2986534340933747,0.8511724990803752,10,5239.5,7.9869
13200.0,0,13200,327.05068443351945,-15.552477851149268,-0.20454913471699512,0.604002492571222,10,5239.5,7.9868
13300.0,0,13300,311.2360610148116,-28.266344931737027,0.30248170604636054,0.851181667162114,10,5237.5,7.9867
13400.0,0,13400,327.0427512052398,-15.508397223478257,-0.20561202238127502,0.6039899322605029,10,5240.5,7.9866
13500.0,0,13500,2.8811078514149266,-0.022120855150587475,0.012859405952373166,0.0010250931796081232,10,5241.0,7.9865
13600.0,0,13600,311.2230667371851,-28.119339761398095,0.29577664662178366,0.8511804702075689,10,5241.0,7.9864
13700.0,0,13700,2.641275535500628,0.010622085468729557,0.012101839543147539,0.0003231445460777432,8,5242.0,7.9863
13800.0,0,13800,327.0232492060002,-15.508110420390704,-0.20559394956588886,0.6039905478780655,10,5240.5,7.9862
13900.0,0,13900,311.2141619448092,-28.160507889559504,0.2976760822109097,0.8511907013517883,10,5240.0,7.9861
14000.0,0,14000,320.616165609001,-20.63503516685015,-0.0017778382959835945,0.23480219448365777,9,5240.5,7.986
14100.0,0,14100,311.20359392863406,-28.118454245730344,0.29577701791745414,0.8511804144704298,10,5241.0,7.9859
14200.0,0,14200,320.60311446040254,-20.59188912554111,-0.0031529278871562246,0.23477956037095885,9,5241.5,7.9858
14300.0,0,14300,311.1958047541724,-28.118100036737488,0.29577716644899815,0.8511803920884548,10,5241.0,7.9857
14400.0,0,14400,320.5950897392839,-20.591629314364297,-0.0031527739698658168,0.23477953865316367,9,5241.5,7.9856
14500.0,0,14500,320.58344913936463,-20.5486331462477,-0.004506519579785264,0.23476793986670194,9,5242.5,7.9855
14600.0,0,14600,311.17577596768166,-28.033897049011866,0.29201591796963156,0.8511738592175284,10,5243.0,7.9854
14700.0,0,14700,326.98099634458185,-15.419296224350962,-0.20766464888347685,0.6039882577353907,10,5242.5,7.9853
14800.0,0,14800,320.5714122461393,-20.548244218916544,-0.004506287087350908,0.23476790751759763,9,5242.5,7.9852
14900.0,0,14900,320.57725741247145,-20.590934419611383,-0.0031668258312058466,0.23477564978701296,9,5241.5,7.9851
15000.0,0,15000,320.57101561781127,-20.590849838227758,-0.0031523108649449817,0.23477947467762272,9,5241.5,7.985
15100.0,0,15100,3.358656774840725,-0.05165401853117263,0.012751506318044604,0.0010611646386107787,10,5242.5,7.9849
15200.0,0,15200,2.5029490828951224,0.02092680735306726,0.01206426400348486,0.0003631653080006911,8,5243.5,7.9848
15300.0,0,15300,320.5528466878457,-20.50429186429082,-0.005908785085260032,0.23478342187989326,9,5243.5,7.9847
15400.0,0,15400,2.6040462242030635,0.013194944931605999,0.012102635848890828,0.0003819941494706057,8,5243.5,7.9846
15500.0,0,15500,326.9613047080687,-15.37414867428559,-0.20879102230746388,0.60398007585237,10,5243.5,7.9845
15600.0,0,15600,320.5408096747408,-20.503903751446618,-0.005908553494768823,0.23478338874443655,9,5243.5,7.9844
15700.0,0,15700,326.95311865414925,-15.37395469867969,-0.2087908465861471,0.6039800146164059,10,5243.5,7.9843
15800.0,0,15800,326.94902618794526,-15.37385766290031,-0.20879075972636632,0.603979984297353,10,5243.5,7.9842
15900.0,0,15900,326.93188102714134,-15.41812901293105,-0.20766359094479275,0.6039878978662906,10,5242.5,7.9841
16000.0,0,16000,320.5232645860252,-20.546688460839547,-0.00450535820336162,0.2347677773445439,9,5242.5,7.984
16100.0,0,16100,326.9461411201408,-15.46129000487941,-0.20674690187986858,0.6039845266760717,10,5241.5,7.9839
16200.0,0,16200,311.1218079469306,-28.11473479624214,0.29577857752620607,0.8511801801806896,10,5241.0,7.9838
16300.0,0,16300,2.7017249929768807,0.005881074617449411,0.012138487976178367,0.0002940088506391433,8,5242.5,7.9837
16400.0,0,16400,326.91141633188613,-15.417642636429834,-0.20766314999466776,0.6039877486655668,10,5242.5,7.9836
16500.0,0,16500,311.10819507407723,-28.072331706177735,0.29388191747744674,0.8511812803529347,10,5242.0,7.9835
16600.0,0,16600,320.4991906738921,-20.545910551311106,-0.0045048940306649235,0.23476771181136,9,5242.5,7.9834
16700.0,0,16700,326.9078425968791,-15.461200320073122,-0.20666550518075535,0.6039822342428596,10,5241.5,7.9833
16800.0,0,16800,320.5038188517703,-20.631389902231916,-0.0017756834172924741,0.23480189635802234,9,5240.5,7.9832
16900.0,0,16900,311.0945459435851,-28.113494873332375,0.29577909740272984,0.8511801020718028,10,5241.0,7.9831
17000.0,0,17000,2.880666876872148,-0.022147959056755307,0.012875543487202634,0.0010127207438876027,10,5238.0,7.983
17100.0,0,17100,320.49178102757463,-20.63099935275653,-0.001775452017168671,0.23480186595726169,9,5240.5,7.9829
17200.0,0,17200,-13.182483143071895,-12.626516645034409,0.5143873062407905,1.3834348752650292,10,5241.0,7.9828
17300.0,0,17300,326.8832844590387,-15.460615023839276,-0.206664977717272,0.6039820526533705,10,5241.5,7.9827
17400.0,0,17400,326.87903126179975,-15.504484388284236,-0.20560850683630538,0.6039887330357141,10,5240.5,7.9826
17500.0,0,17500,320.4757313201598,-20.63047855893701,-0.0017751443145146908,0.23480182302912664,9,5240.5,7.9825
17600.0,0,17600,326.870592125773,-15.54816160852079,-0.2045452662089941,0.6040011778772855,10,5239.5,7.9824
17700.0,0,17700,326.86907675050145,-15.504141168012024,-0.20562170416986345,0.6039861476253234,10,5240.5,7.9823
17800.0,0,17800,311.0622727464826,-28.153589794554442,0.29767897671437477,0.8511902690072873,10,5240.0,7.9822
17900.0,0,17900,311.0541779141415,-28.174542488718533,0.29866106972731793,0.851173510392062,10,5239.5,7.9821
18000.0,0,18000,320.4605325062726,-20.71590745955475,0.0010150108988279559,0.23482055862468879,9,5238.5,7.982
18100.0,0,18100,311.0554748753928,-28.236645419858498,0.3014868929343637,0.8511996073989334,10,5238.0,7.9819
18200.0,0,18200,320.4435869380783,-20.71615091016302,0.0010707140423530824,0.23476779495248354,9,5238.5,7.9818
18300.0,0,18300,311.04133233390195,-28.25744270492171,0.30248542016787977,0.8511811099125851,10,5237.5,7.9817
18400.0,0,18400,311.0374377543702,-28.25726462668738,0.3024854948241841,0.8511810988639589,10,5237.5,7.9816
18500.0,0,18500,2.592508440019389,0.014246839315066089,0.01208404065436244,0.00030776352251270174,8,5238.0,7.9815
18600.0,0,18600,311.0383984499727,-28.27759119099969,0.30339543818009823,0.8512024707071527,10,5237.0,7.9814
18700.0,0,18700,2.6351724699307164,0.010762890729222405,0.012118161168342629,0.00026678140125026837,8,5237.5,7.9813
18800.0,0,18800,311.0218591912799,-28.25655235180708,0.30248579182287455,0.8511810540117197,10,5237.5,7.9812
18900.0,0,18900,326.830298599763,-15.678422666240795,-0.20142126584008987,0.6040157019965999,10,5236.5,7.9811
19000.0,0,19000,311.0240134874784,-28.29789647876709,0.3043509882555354,0.8511954361592836,10,5236.5,7.981
19100.0,0,19100,326.81912451275457,-15.590447491028899,-0.20354002805946525,0.6039975273509386,10,5238.5,7.9809
19200.0,0,19200,311.0152504693635,-28.192833115826733,0.29955131711116273,0.8512006630224125,10,5239.0,7.9808
19300.0,0,19300,320.4051943175662,-20.714357546226545,0.00103555789138358,0.23480892750031893,9,5238.5,7.9807
19400.0,0,19400,3.373317737508762,-0.049926270909509435,0.01263633496634366,0.0009468361430442923,10,5238.5,7.9806
19500.0,0,19500,320.39716939524857,-20.71409603753876,0.0010357116269433828,0.2348089060075793,9,5238.5,7.9805
19600.0,0,19600,311.00212075756406,-28.317588344674743,0.30530730556993796,0.8512090502906783,10,5236.0,7.9804
19700.0,0,19700,2.530280676902997,0.01913454147568905,0.012047076260495768,0.00034750722345130785,8,5237.5,7.9803
19800.0,0,19800,310.9906407180441,-28.29648730321435,0.30436510673423833,0.8511934957708598,10,5236.5,7.9802
19900.0,0,19900,320.3753766274323,-20.713928014413558,0.001072026554847686,0.23476761058505213,9,5238.5,7.9801
20000.0,0,20000,326.77497962380755,-15.545827071544593,-0.20456066330384653,0.6039936033442256,10,5239.5,7.98
20100.0,0,20100,326.77647301373514,-15.633341175445382,-0.20246091753722734,0.6040139220644809,10,5237.5,7.9799
20200.0,0,20200,326.77237997898067,-15.63324248674885,-0.20246082979155103,0.604013892858173,10,5237.5,7.9798
20300.0,0,20300,310.96344055510934,-28.25388105471128,0.3024869070378414,0.8511808868053905,10,5237.5,7.9797
20400.0,0,20400,2.530168095370128,0.019134613724756014,0.012047605135858832,0.000347522335927758,8,5237.5,7.9796
20500.0,0,20500,310.96706900373476,-28.31598196134899,0.3053079709758019,0.8512089514682276,10,5236.0,7.9795
20600.0,0,20600,310.95687036757255,-28.3369588881146,0.30630935458392616,0.8511905747904535,10,5235.5,7.9794
20700.0,0,20700,320.34888961052155,-20.842119691448747,0.005293770396644411,0.234784605578139,9,5235.5,7.9793
20800.0,0,20800,310.9516939659056,-28.29470375998454,0.30436584789271326,0.8511933850803696,10,5236.5,7.9792
20900.0,0,20900,320.3408645937466,-20.841856540920432,0.005293924425637597,0.2347845838761964,9,5235.5,7.9791
21000.0,0,21000,310.94129170145345,-28.336244395787705,0.3063096516671839,0.8511905304822279,10,5235.5,7.979
21100.0,0,21100,326.7434016703342,-15.76404479751583,-0.1992887894918189,0.6040329513639492,10,5234.5,7.9789
21200.0,0,21200,2.8904294163237596,-0.01972178909283652,0.01275803395454771,0.0007289931808349741,10,5232.5,7.9788
21300.0,0,21300,320.3226398871849,-20.884585345548164,0.006731439674684977,0.2347846914137896,9,5234.5,7.9787
21400.0,0,21400,2.643744046272462,0.008660477712634083,0.012216955145032867,0.0002616377973201512,8,5235.5,7.9786
21500.0,0,21500,2.601828896074247,0.013112608433193059,0.012117749919675421,0.00025922679149564907,8,5236.5,7.9785
21600.0,0,21600,310.92023734565385,-28.335124625374686,0.3062966817365474,0.8511941654515948,10,5235.5,7.9784
21700.0,0,21700,2.8884522856788157,-0.02210110447368327,0.012849490653842372,0.0010064964321588057,10,5233.0,7.9783
21800.0,0,21800,310.9171879024111,-28.3974261889221,0.30916725503732023,0.8512064668117643,10,5234.0,7.9782
21900.0,0,21900,310.91329320039176,-28.397247154935922,0.3091673292915222,0.8512064559022636,10,5234.0,7.9781
22000.0,0,22000,310.9048690019929,-28.376303257394174,0.3082257582068959,0.8511935284370625,10,5234.5,7.978
22100.0,0,22100,310.9009743423419,-28.37612435249936,0.3082258325536719,0.8511935174467424,10,5234.5,7.9779
22200.0,0,22200,326.69502023837686,-15.719079937442025,-0.20034368467838065,0.6040255227576956,10,5235.5,7.9778
22300.0,0,22300,326.688919920582,-15.675075698503898,-0.20140476912819893,0.6040187472454559,10,5236.5,7.9777
22400.0,0,22400,326.68233279148643,-15.6310714184406,-0.20245889851910273,0.6040132341761706,10,5237.5,7.9776
22500.0,0,22500,320.2714870921888,-20.79684792054443,0.003905135647640838,0.2347616559199548,9,5236.5,7.9775
22600.0,0,22600,2.906902380327823,-0.01601247537632253,0.01255368062644664,0.0004479159039835938,10,5234.0,7.9774
22700.0,0,22700,310.88067385940155,-28.374951005388983,0.3082088505047954,0.8512011192589485,10,5234.5,7.9773
22800.0,0,22800,320.2701800630282,-20.83901524863454,0.0052605037919382,0.23482425947141647,9,5235.5,7.9772
22900.0,0,22900,310.8698173079301,-28.37469308736813,0.308226425537903,0.851193428721307,10,5234.5,7.9771
23000.0,0,23000,320.26215496222216,-20.83875206460256,0.005260657464042611,0.23482423825686594,9,5235.5,7.977
23100.0,0,23100,320.26094382353887,-20.79532117857335,0.0038201467625219644,0.23483878485424178,9,5236.5,7.9769
23200.0,0,23200,2.611873697340771,0.011643914447584513,0.01216423826772675,0.00030323970976527137,8,5235.5,7.9768
23300.0,0,23300,326.66081430271754,-15.805627726191787,-0.19825068361077366,0.6040357420357247,10,5233.5,7.9767
23400.0,0,23400,320.24055453739385,-20.838566592681904,0.005295852270615636,0.23478431568753705,9,5235.5,7.9766
23500.0,0,23500,310.8502296155523,-28.310626700301004,0.3053101904199735,0.8512086222369964,10,5236.0,7.9765
23600.0,0,23600,310.84533716720586,-28.247726773763347,0.3024270452557538,0.8512044723275211,10,5237.5,7.9764
23700.0,0,23700,326.62912306218,-15.62978834528315,-0.20245775744701586,0.60401284766132,10,5237.5,7.9763
23800.0,0,23800,310.84118454565896,-28.26820329123004,0.3033682116288725,0.8512114831739368,10,5237.0,7.9762
23900.0,0,23900,326.6231250787957,-15.717440651825774,-0.20032877707506,0.6040275001782607,10,5235.5,7.9761
24000.0,0,24000,320.21430545258073,-20.881024775958743,0.006733523857324398,0.23478440032765746,9,5234.5,7.976
24100.0,0,24100,320.218017925448,-20.837304378106964,0.005261503687930122,0.23482412347991646,9,5235.5,7.9759
