day,timestamp,t_global,product,K,S,V,TTE,log_mny,m,iv
0,600,600.0,VEV_5500,5500,5248.5,8.5,7.9994,0.046805770744709964,0.016548959543742983,0.012611461449821946
0,700,700.0,VEV_5000,5000,5248.5,256.0,7.9993,-0.04850440905961493,-0.017149648595289477,0.012691989556024783
0,700,700.0,VEV_5100,5100,5248.5,170.5,7.9993,-0.028701781763435325,-0.010148056245703934,0.012611654113326222
0,700,700.0,VEV_5200,5200,5248.5,100.5,7.9993,-0.009283695906333732,-0.003282425774190329,0.012507875713024984
0,700,700.0,VEV_5300,5300,5248.5,52.0,7.9993,0.009764499064360867,0.0034524227984512874,0.012595351928746095
0,700,700.0,VEV_5400,5400,5248.5,23.0,7.9993,0.028456632076513312,0.010061378950475153,0.012631368362746434
0,700,700.0,VEV_5500,5500,5248.5,8.5,7.9993,0.046805770744709964,0.01654906298346786,0.012611540610657538
0,800,800.0,VEV_5000,5000,5247.5,255.0,7.9992,-0.04831386027855058,-0.017082383254648024,0.012655204214202239
0,800,800.0,VEV_5100,5100,5247.5,169.5,7.9992,-0.028511232982370963,-0.010080747140870637,0.01256305285266135
0,800,800.0,VEV_5200,5200,5247.5,100.5,7.9992,-0.009093147125269365,-0.003215073755009258,0.012614784167689505
0,800,800.0,VEV_5300,5300,5247.5,51.5,7.9992,0.009955047845425238,0.003519816914514074,0.012577573045343161
0,800,800.0,VEV_5400,5400,5247.5,22.5,7.9992,0.0286471808575778,0.010128814376515836,0.01256641398681677
0,800,800.0,VEV_5500,5500,5247.5,8.5,7.9992,0.046996319525774134,0.016616538961462105,0.012649764817079993
0,900,900.0,VEV_5000,5000,5246.5,254.0,7.9991,-0.048123275181728285,-0.01701510423348625,0.01261838627674151
0,900,900.0,VEV_5100,5100,5246.5,169.0,7.9991,-0.028320647885548524,-0.010013424354696302,0.012632035700231789
0,900,900.0,VEV_5200,5200,5246.5,99.5,7.9991,-0.00890256202844701,-0.003147708053682445,0.0125459480004909
0,900,900.0,VEV_5300,5300,5246.5,51.0,7.9991,0.010145632942247513,0.0035872247135119756,0.01255937332896865
0,900,900.0,VEV_5400,5400,5246.5,22.5,7.9991,0.028837765954399998,0.01019626348626621,0.01261607315056026
0,900,900.0,VEV_5500,5500,5246.5,8.5,7.9991,0.047186904622596684,0.016684028623926716,0.012687973307748325
0,1000,1000.0,VEV_5000,5000,5247.5,254.0,7.999,-0.04831386027855058,-0.017082596809798394,0.012210567695775538
0,1000,1000.0,VEV_5100,5100,5247.5,169.0,7.999,-0.028511232982370963,-0.01008087316517529,0.012444634645327458
0,1000,1000.0,VEV_5200,5200,5247.5,100.5,7.999,-0.009093147125269365,-0.0032151139482041392,0.012614941907295726
0,1000,1000.0,VEV_5300,5300,5247.5,51.5,7.999,0.009955047845425238,0.0035198609174508567,0.012577730202884413
0,1000,1000.0,VEV_5400,5400,5247.5,22.5,7.999,0.0286471808575778,0.010128941001732292,0.01256657114435802
0,1000,1000.0,VEV_5500,5500,5247.5,8.5,7.999,0.046996319525774134,0.016616746692867237,0.012649922556686215
0,1100,1100.0,VEV_5000,5000,5248.5,256.0,7.9989,-0.04850440905961493,-0.017150077390103775,0.012692307363497093
0,1100,1100.0,VEV_5100,5100,5248.5,170.5,7.9989,-0.028701781763435325,-0.010148309978826755,0.012611969301506178
0,1100,1100.0,VEV_5200,5200,5248.5,101.5,7.9989,-0.009283695906333732,-0.0032825078450935594,0.012683726852777183
0,1100,1100.0,VEV_5300,5300,5248.5,52.0,7.9989,0.009764499064360867,0.003452509119811432,0.01259566682589357
0,1100,1100.0,VEV_5400,5400,5248.5,23.0,7.9989,0.028456632076513312,0.010061630516394695,0.012631684132991355
0,1100,1100.0,VEV_5500,5500,5248.5,8.5,7.9989,0.046805770744709964,0.016549476761764798,0.012611855507805012
0,1200,1200.0,VEV_5000,5000,5248.5,256.0,7.9988,-0.04850440905961493,-0.017150184593833013,0.012692386524332688
0,1200,1200.0,VEV_5100,5100,5248.5,170.5,7.9988,-0.028701781763435325,-0.010148373415081322,0.012612048171309289
0,1200,1200.0,VEV_5200,5200,5248.5,100.5,7.9988,-0.009283695906333732,-0.0032825283637812736,0.01250826656965073
0,1200,1200.0,VEV_5300,5300,5248.5,52.0,7.9988,0.009764499064360867,0.003452530701163192,0.012595745695696678
0,1200,1200.0,VEV_5400,5400,5248.5,23.0,7.9988,0.028456632076513312,0.01006169341082304,0.012631763293826953
0,1200,1200.0,VEV_5500,5500,5248.5,8.5,7.9988,0.046805770744709964,0.016549580211188693,0.012611934668640606
0,1300,1300.0,VEV_5000,5000,5247.5,255.0,7.9987,-0.04831386027855058,-0.017082917157541854,0.01265560001838021
0,1300,1300.0,VEV_5100,5100,5247.5,170.0,7.9987,-0.028511232982370963,-0.010081062210494719,0.012681306917674374
0,1300,1300.0,VEV_5200,5200,5247.5,100.5,7.9987,-0.009093147125269365,-0.003215174240822981,0.012615178516705057
0,1300,1300.0,VEV_5300,5300,5247.5,52.0,7.9987,0.009955047845425238,0.003519926924950463,0.012665342621807942
0,1300,1300.0,VEV_5400,5400,5247.5,22.5,7.9987,0.0286471808575778,0.010129130948461684,0.012566806589637417
0,1300,1300.0,VEV_5500,5500,5247.5,8.5,7.9987,0.046996319525774134,0.0166170583045833,0.012650160039192997
0,1400,1400.0,VEV_5000,5000,5247.5,255.0,7.9986,-0.04831386027855058,-0.017083023944128032,0.012655678597150838
0,1400,1400.0,VEV_5100,5100,5247.5,169.5,7.9986,-0.028511232982370963,-0.010081125227964663,0.01256352374322014
0,1400,1400.0,VEV_5200,5200,5247.5,100.5,7.9986,-0.009093147125269365,-0.00321519433911638,0.012615257386508165
0,1400,1400.0,VEV_5300,5300,5247.5,51.5,7.9986,0.009955047845425238,0.0035199489282755655,0.012578044808999402
0,1400,1400.0,VEV_5400,5400,5247.5,22.5,7.9986,0.0286471808575778,0.010129194266412886,0.012566885168408044
0,1400,1400.0,VEV_5500,5500,5247.5,8.5,7.9986,0.046996319525774134,0.01661716217905113,0.012650239200028592
0,1500,1500.0,VEV_5000,5000,5246.5,254.0,7.9985,-0.048123275181728285,-0.017015742407587114,0.01261885949556017
0,1500,1500.0,VEV_5100,5100,5246.5,169.0,7.9985,-0.028320647885548524,-0.010013799921486632,0.01263250950111542
0,1500,1500.0,VEV_5200,5200,5246.5,99.5,7.9985,-0.00890256202844701,-0.003147826112656952,0.012546418600017206
0,1500,1500.0,VEV_5300,5300,5246.5,51.0,7.9985,0.010145632942247513,0.003587359257143018,0.012559844510559925
0,1500,1500.0,VEV_5400,5400,5246.5,22.5,7.9985,0.028837765954399998,0.010196645910681201,0.01261654636937892
0,1500,1500.0,VEV_5500,5500,5246.5,8.5,7.9985,0.047186904622596684,0.016684654380596773,0.012688449436891824
0,1600,1600.0,VEV_5000,5000,5246.0,254.0,7.9984,-0.0480279690105816,-0.016982149586877732,0.012811890282831157
0,1600,1600.0,VEV_5100,5100,5246.0,168.5,7.9984,-0.028225341714401785,-0.009980163330019326,0.012608082562685013
0,1600,1600.0,VEV_5200,5200,5246.0,99.5,7.9984,-0.008807255857300213,-0.003114146600403291,0.01259947062045685
0,1600,1600.0,VEV_5300,5300,5246.0,51.0,7.9984,0.010240939113394146,0.0036210808725942495,0.01259443313919473
0,1600,1600.0,VEV_5400,5400,5246.0,22.5,7.9984,0.028933072125546685,0.010230408842308159,0.012641398215235676
0,1600,1600.0,VEV_5500,5500,5246.0,8.5,7.9984,0.047282210793743215,0.016718457870261473,0.012707587733026594
0,1700,1700.0,VEV_5000,5000,5246.0,254.0,7.9983,-0.0480279690105816,-0.016982255747540042,0.012811970025731716
0,1700,1700.0,VEV_5100,5100,5246.0,168.5,7.9983,-0.028225341714401785,-0.009980225719102854,0.012608161432488121
0,1700,1700.0,VEV_5200,5200,5246.0,99.5,7.9983,-0.008807255857300213,-0.00311416606789555,0.012599549490259963
0,1700,1700.0,VEV_5300,5300,5246.0,51.0,7.9983,0.010240939113394146,0.00362110350908922,0.012594511717965362
0,1700,1700.0,VEV_5400,5400,5246.0,22.5,7.9983,0.028933072125546685,0.010230472795753677,0.012641477376071271
0,1700,1700.0,VEV_5500,5500,5246.0,8.5,7.9983,0.047282210793743215,0.01671856238250542,0.012707667475927152
0,1800,1800.0,VEV_5000,5000,5246.5,254.0,7.9982,-0.048123275181728285,-0.017016061521566234,0.012619096396001988
0,1800,1800.0,VEV_5100,5100,5246.5,169.0,7.9982,-0.028320647885548524,-0.01001398772072939,0.012632746401557234
0,1800,1800.0,VEV_5200,5200,5246.5,99.5,7.9982,-0.00890256202844701,-0.003147885147125877,0.012546653754264116
0,1800,1800.0,VEV_5300,5300,5246.5,51.0,7.9982,0.010145632942247513,0.0035874265346358047,0.01256007995583932
0,1800,1800.0,VEV_5400,5400,5246.5,22.5,7.9982,0.028837765954399998,0.010196837139025656,0.012616783269820731
0,1800,1800.0,VEV_5500,5500,5246.5,8.5,7.9982,0.047186904622596684,0.01668496728533652,0.012688686919398607
0,1900,1900.0,VEV_5000,5000,5247.0,254.0,7.9981,-0.04821857227047438,-0.017049864507432427,0.012419168720929883
0,1900,1900.0,VEV_5100,5100,5247.0,169.5,7.9981,-0.028415944974294668,-0.010047746933374995,0.012657313035579864
0,1900,1900.0,VEV_5200,5200,5247.0,100.5,7.9981,-0.008997859117193084,-0.0031816014365702483,0.012668811437982371
0,1900,1900.0,VEV_5300,5300,5247.0,51.5,7.9981,0.010050335853501506,0.00355375235075796,0.01261308424695162
0,1900,1900.0,VEV_5400,5400,5247.0,22.5,7.9981,0.028742468865653945,0.010163204273648096,0.012592076358140912
0,1900,1900.0,VEV_5500,5500,5247.0,8.5,7.9981,0.04709160753385059,0.016651374980278685,0.012669702288415284
0,2000,2000.0,VEV_5000,5000,5247.5,255.0,7.998,-0.04831386027855058,-0.017083664705702276,0.012656152980099433
0,2000,2000.0,VEV_5100,5100,5247.5,170.0,7.998,-0.028511232982370963,-0.010081503357603322,0.012681861625588497
0,2000,2000.0,VEV_5200,5200,5247.5,100.5,7.998,-0.009093147125269365,-0.003215314936792352,0.012615730605326825
0,2000,2000.0,VEV_5300,5300,5247.5,52.0,7.998,0.009955047845425238,0.0035200809568920396,0.012665896747657099
0,2000,2000.0,VEV_5400,5400,5247.5,22.5,7.998,0.0286471808575778,0.010129574199057434,0.012567356641031802
0,2000,2000.0,VEV_5500,5500,5247.5,8.5,7.998,0.046996319525774134,0.016617785466768346,0.012650713582977188
0,2100,2100.0,VEV_5000,5000,5247.0,254.0,7.9979,-0.04821857227047438,-0.017050077685365626,0.012419324132276232
0,2100,2100.0,VEV_5100,5100,5247.0,169.5,7.9979,-0.028415944974294668,-0.010047872562404105,0.012657471357251053
0,2100,2100.0,VEV_5200,5200,5247.0,100.5,7.9979,-0.008997859117193084,-0.0031816412167818865,0.012668969759653557
0,2100,2100.0,VEV_5300,5300,5247.0,51.5,7.9979,0.010050335853501506,0.003553796784048377,0.012613241695525357
0,2100,2100.0,VEV_5400,5400,5247.0,22.5,7.9979,0.028742468865653945,0.01016333134626388,0.012592233806714651
0,2100,2100.0,VEV_5500,5500,5247.0,8.5,7.9979,0.04709160753385059,0.016651583175816054,0.01266986061008647
0,2200,2200.0,VEV_5000,5000,5247.0,254.0,7.9978,-0.04821857227047438,-0.01705018427733085,0.012419401546916925
0,2200,2200.0,VEV_5100,5100,5247.0,169.5,7.9978,-0.028415944974294668,-0.010047935378685797,0.012657550518086648
0,2200,2200.0,VEV_5200,5200,5247.0,100.5,7.9978,-0.008997859117193084,-0.003181661107447266,0.012669048920489149
0,2200,2200.0,VEV_5300,5300,5247.0,51.5,7.9978,0.010050335853501506,0.0035538190013185977,0.012613320565328465
0,2200,2200.0,VEV_5400,5400,5247.0,22.5,7.9978,0.028742468865653945,0.010163394884359214,0.012592312676517762
0,2200,2200.0,VEV_5500,5500,5247.0,8.5,7.9978,0.04709160753385059,0.01665168727651328,0.012669940352987031
0,2300,2300.0,VEV_5000,5000,5247.5,255.0,7.9977,-0.04831386027855058,-0.017083985113528963,0.012656390462606214
0,2300,2300.0,VEV_5100,5100,5247.5,170.0,7.9977,-0.028511232982370963,-0.010081692438379385,0.012682099690160249
0,2300,2300.0,VEV_5200,5200,5247.5,100.5,7.9977,-0.009093147125269365,-0.0032153752407194517,0.012615967214736158
0,2300,2300.0,VEV_5300,5300,5247.5,52.0,7.9977,0.009955047845425238,0.0035201469767717664,0.01266613423016388
0,2300,2300.0,VEV_5400,5400,5247.5,22.5,7.9977,0.0286471808575778,0.010129764181412525,0.012567592377343681
0,2300,2300.0,VEV_5500,5500,5247.5,8.5,7.9977,0.046996319525774134,0.01661809713692914,0.012650951065483971
0,2400,2400.0,VEV_5000,5000,5248.5,255.5,7.9976,-0.04850440905961493,-0.017151471195412275,0.012474283288582227
0,2400,2400.0,VEV_5100,5100,5248.5,170.5,7.9976,-0.028701781763435325,-0.010149134742937087,0.012612994317914124
0,2400,2400.0,VEV_5200,5200,5248.5,100.5,7.9976,-0.009283695906333732,-0.0032827746180506493,0.01250920514941099
0,2400,2400.0,VEV_5300,5300,5248.5,52.0,7.9976,0.009764499064360867,0.003452789708955689,0.0125966903871391
0,2400,2400.0,VEV_5400,5400,5248.5,23.0,7.9976,0.028456632076513312,0.010062448235971515,0.01263271089559421
0,2400,2400.0,VEV_5500,5500,5248.5,8.5,7.9976,0.046805770744709964,0.016550821755611688,0.012612881106277927
0,2500,2500.0,VEV_5000,5000,5247.5,255.0,7.9975,-0.04831386027855058,-0.017084198728762556,0.0126565487842774
0,2500,2500.0,VEV_5100,5100,5247.5,169.5,7.9975,-0.028511232982370963,-0.010081818498140672,0.012564388109697028
0,2500,2500.0,VEV_5200,5200,5247.5,100.5,7.9975,-0.009093147125269365,-0.0032154154452225915,0.012616124954342375
0,2500,2500.0,VEV_5300,5300,5247.5,51.5,7.9975,0.009955047845425238,0.0035201909920886685,0.012578909757541258
0,2500,2500.0,VEV_5400,5400,5247.5,22.5,7.9975,0.0286471808575778,0.010129890842254682,0.012567749534884933
0,2500,2500.0,VEV_5500,5500,5247.5,8.5,7.9975,0.046996319525774134,0.016618304926779,0.01265110880509019
0,2600,2600.0,VEV_5000,5000,5246.5,254.0,7.9974,-0.048123275181728285,-0.017016912579960363,0.012619727354426867
0,2600,2600.0,VEV_5100,5100,5246.5,169.0,7.9974,-0.028320647885548524,-0.010014488570370631,0.012633377942047084
0,2600,2600.0,VEV_5200,5200,5246.5,99.5,7.9974,-0.00890256202844701,-0.0031480425886157787,0.012547281220299189
0,2600,2600.0,VEV_5300,5300,5246.5,51.5,7.9974,0.010145632942247513,0.003587605959790195,0.01264824155305978
0,2600,2600.0,VEV_5400,5400,5246.5,22.5,7.9974,0.028837765954399998,0.010197347133881382,0.012617414228245614
0,2600,2600.0,VEV_5500,5500,5246.5,8.5,7.9974,0.047186904622596684,0.01668580178405092,0.01268932137021329
0,2700,2700.0,VEV_5000,5000,5246.5,254.0,7.9973,-0.048123275181728285,-0.01701701897123857,0.012619806515262462
0,2700,2700.0,VEV_5100,5100,5246.5,169.0,7.9973,-0.028320647885548524,-0.010014551181859913,0.012633457102882675
0,2700,2700.0,VEV_5200,5200,5246.5,99.5,7.9973,-0.00890256202844701,-0.003148062270463075,0.012547359799069817
0,2700,2700.0,VEV_5300,5300,5246.5,51.0,7.9973,0.010145632942247513,0.003587628389827487,0.012560786873742472
0,2700,2700.0,VEV_5400,5400,5246.5,22.5,7.9973,0.028837765954399998,0.010197410888618958,0.012617493098048722
0,2700,2700.0,VEV_5500,5500,5246.5,8.5,7.9973,0.047186904622596684,0.016685906105194454,0.012689401113113853
0,2800,2800.0,VEV_5000,5000,5245.5,253.0,7.9972,-0.04793265375530281,-0.01694971871568397,0.012582952489773744
0,2800,2800.0,VEV_5100,5100,5245.5,168.0,7.9972,-0.028130026459123124,-0.00994720714569525,0.012584502528782468
0,2800,2800.0,VEV_5200,5200,5245.5,99.5,7.9972,-0.008711940602021455,-0.0030806753038511636,0.012653224902279908
0,2800,2800.0,VEV_5300,5300,5245.5,51.0,7.9972,0.010336254368672996,0.003655057469113835,0.012629849173180992
0,2800,2800.0,VEV_5400,5400,5245.5,22.0,7.9972,0.029028387380825627,0.010264881293380752,0.012551102185779019
0,2800,2800.0,VEV_5500,5500,5245.5,8.5,7.9972,0.04737752604902203,0.016753417077122988,0.012727597962482833
0,2900,2900.0,VEV_5000,5000,5246.5,252.5,7.9971,-0.048123275181728285,-0.017017231759781638,0.011941668232367374
0,2900,2900.0,VEV_5100,5100,5246.5,168.0,7.9971,-0.028320647885548524,-0.010014676408361631,0.012397557812812737
0,2900,2900.0,VEV_5200,5200,5246.5,98.5,7.9971,-0.00890256202844701,-0.003148101635265168,0.01237228309675702
0,2900,2900.0,VEV_5300,5300,5246.5,50.5,7.9971,0.010145632942247513,0.003587673251164213,0.012473359260446158
0,2900,2900.0,VEV_5400,5400,5246.5,22.5,7.9971,0.028837765954399998,0.0101975384016816,0.012617650837654945
0,2900,2900.0,VEV_5500,5500,5246.5,8.5,7.9971,0.047186904622596684,0.016686114753351685,0.01268956001685001
0,3000,3000.0,VEV_5000,5000,5245.5,253.0,7.997,-0.04793265375530281,-0.016949930665324353,0.012583109647314994
0,3000,3000.0,VEV_5100,5100,5245.5,168.5,7.997,-0.028130026459123124,-0.009947331531651898,0.012701450731040679
0,3000,3000.0,VEV_5200,5200,5245.5,99.5,7.997,-0.008711940602021455,-0.003080713826497689,0.01265338293291861
0,3000,3000.0,VEV_5300,5300,5245.5,51.0,7.997,0.010336254368672996,0.003655103174185946,0.01263000691278721
0,3000,3000.0,VEV_5400,5400,5245.5,22.5,7.997,0.029028387380825627,0.010265009651729065,0.012667267219623315
0,3000,3000.0,VEV_5500,5500,5245.5,8.5,7.997,0.04737752604902203,0.01675362657208773,0.012727757448283954
0,3100,3100.0,VEV_5000,5000,5246.5,254.0,7.9969,-0.048123275181728285,-0.01701744455630732,0.012620121994474903
0,3100,3100.0,VEV_5100,5100,5246.5,169.0,7.9969,-0.028320647885548524,-0.010014801639561135,0.012633773164160082
0,3100,3100.0,VEV_5200,5200,5246.5,99.5,7.9969,-0.00890256202844701,-0.0031481410015440046,0.012547673532087354
0,3100,3100.0,VEV_5300,5300,5246.5,51.0,7.9969,0.010145632942247513,0.003587718114183881,0.012561100897792492
0,3100,3100.0,VEV_5400,5400,5246.5,22.5,7.9969,0.028837765954399998,0.010197665919527806,0.012617808577261167
0,3100,3100.0,VEV_5500,5500,5246.5,8.5,7.9969,0.047186904622596684,0.016686323409336203,0.012689718338521196
0,3200,3200.0,VEV_5000,5000,5245.5,253.0,7.9968,-0.04793265375530281,-0.016950142622915977,0.012583266804856247
0,3200,3200.0,VEV_5100,5100,5245.5,168.5,7.9968,-0.028130026459123124,-0.009947455922274856,0.012701609343744348
0,3200,3200.0,VEV_5200,5200,5245.5,99.5,7.9968,-0.008711940602021455,-0.0030807523505893826,0.0126535412545898
0,3200,3200.0,VEV_5300,5300,5245.5,51.0,7.9968,0.010336254368672996,0.003655148880972672,0.012630164943425917
0,3200,3200.0,VEV_5400,5400,5245.5,22.0,7.9968,0.029028387380825627,0.01026513801489271,0.012551416209829039
0,3200,3200.0,VEV_5500,5500,5245.5,8.5,7.9968,0.04737752604902203,0.016753836074911623,0.012727916352020112
0,3300,3300.0,VEV_5000,5000,5245.0,253.0,7.9967,-0.04783732941416011,-0.01691653940743753,0.01277592565261293
0,3300,3300.0,VEV_5100,5100,5245.0,168.0,7.9967,-0.028034702117980415,-0.009913808922080158,0.012677044455916622
0,3300,3300.0,VEV_5200,5200,5245.0,98.5,7.9967,-0.008616616260878852,-0.0030470624159210985,0.012531485141208394
0,3300,3300.0,VEV_5300,5300,5245.0,51.0,7.9967,0.010431578709815719,0.0036888809322651902,0.012664674702257617
0,3300,3300.0,VEV_5400,5400,5245.0,22.0,7.9967,0.02912371172196825,0.010298911395536485,0.012576137673133054
0,3300,3300.0,VEV_5500,5500,5245.0,8.5,7.9967,0.047472850390164766,0.016787650026527056,0.012747049409570173
0,3400,3400.0,VEV_5000,5000,5244.5,252.0,7.9966,-0.04774199598542121,-0.01688293255877086,0.012546458180435
0,3400,3400.0,VEV_5100,5100,5244.5,168.0,7.9966,-0.027939368689241423,-0.009880158287875895,0.012768405082199025
0,3400,3400.0,VEV_5200,5200,5244.5,98.5,7.9966,-0.00852128283213988,-0.003013368846437857,0.012584189668862381
0,3400,3400.0,VEV_5300,5300,5244.5,51.0,7.9966,0.01052691213855467,0.003722616619162635,0.012699144007574069
0,3400,3400.0,VEV_5400,5400,5244.5,22.0,7.9966,0.029219045150707074,0.010332688412560428,0.012600847786170197
0,3400,3400.0,VEV_5500,5500,5244.5,8.5,7.9966,0.04756818381890368,0.016821467615283674,0.012766178974730426
0,3500,3500.0,VEV_5000,5000,5244.5,252.0,7.9965,-0.04774199598542121,-0.016883038122953792,0.012546536759205628
0,3500,3500.0,VEV_5100,5100,5244.5,168.0,7.9965,-0.027939368689241423,-0.009880220065699937,0.012768484825099584
0,3500,3500.0,VEV_5200,5200,5244.5,98.5,7.9965,-0.00852128283213988,-0.003013387688177528,0.012584268247633007
0,3500,3500.0,VEV_5300,5300,5244.5,51.0,7.9965,0.01052691213855467,0.0037226398956272193,0.012699223459442147
0,3500,3500.0,VEV_5400,5400,5244.5,22.0,7.9965,0.029219045150707074,0.010332753019926831,0.012600926655973309
0,3500,3500.0,VEV_5500,5500,5244.5,8.5,7.9965,0.04756818381890368,0.01682157279514377,0.012766258717630988
0,3600,3600.0,VEV_5000,5000,5243.5,251.0,7.9964,-0.047551301858222414,-0.016815707959132984,0.012509616960375568
0,3600,3600.0,VEV_5100,5100,5243.5,167.0,7.9964,-0.02774867456204269,-0.009812846114698896,0.012718985729222185
0,3600,3600.0,VEV_5200,5200,5243.5,98.5,7.9964,-0.008330588704941098,-0.002945970800286688,0.012689106588240247
0,3600,3600.0,VEV_5300,5300,5243.5,50.0,7.9964,0.010717606265753389,0.0037900989025123617,0.012592102842096938
0,3600,3600.0,VEV_5400,5400,5243.5,21.5,7.9964,0.029409739277905945,0.010400253358489148,0.012533061664173145
0,3600,3600.0,VEV_5500,5500,5243.5,8.5,7.9964,0.047758877946102486,0.016889113706960834,0.012804425881686624
0,3700,3700.0,VEV_5000,5000,5244.5,252.0,7.9963,-0.04774199598542121,-0.016883249257260365,0.012546693334681912
0,3700,3700.0,VEV_5100,5100,5244.5,167.5,7.9963,-0.027939368689241423,-0.009880343624824614,0.012652697842451745
0,3700,3700.0,VEV_5200,5200,5244.5,98.5,7.9963,-0.00852128283213988,-0.003013425372717203,0.012584425696206743
0,3700,3700.0,VEV_5300,5300,5244.5,50.5,7.9963,0.01052691213855467,0.003722686449866288,0.01261158426553011
