timestamp,bidPrice,askPrice,transportFees,exportTariff,importTariff,sugarPrice,sunlightIndex,
4900,684.5,686,1.5,10.5,-4,210.1548566,65.06,685.25
5000,684.5,686,1.5,10.5,-4,210.1040548,65.06,685.25
5100,683.5,685,1.5,10.5,-4,210.0085997,65.06,684.25
5200,686,687.5,1.5,10.5,-4,210.0322662,65.06,686.75
5300,686.5,688,1.5,10.5,-4,210.0956874,65.07,687.25
5400,688,689.5,1.5,10.5,-4,209.9236402,65.07,688.75
5500,687.5,689,1.5,10.5,-4,209.8011276,65.07,688.25
5600,682.5,684,1.5,10.5,-4,209.7075385,65.07,683.25
5700,682,683.5,1.5,10.5,-4,209.6776167,65.07,682.75
5800,681,682.5,1.5,10.5,-4,209.5775682,65.07,681.75
5900,680.5,682,1.5,10.5,-4,209.6689282,65.07,681.25
6000,682.5,684,1.5,10.5,-4,209.8100894,65.08,683.25
6100,679,680.5,1.5,10.5,-4,209.6353984,65.08,679.75
6200,676.5,678,1.5,10.5,-4,209.3927353,65.08,677.25
6300,679,680.5,1.5,10.5,-4,209.4189047,65.08,679.75
6400,679,680.5,1.5,10.5,-4,209.3290946,65.08,679.75
6500,678,679.5,1.5,10.5,-4,209.17315,65.08,678.75
6600,676.5,678,1.5,10.5,-4,209.3462353,65.08,677.25
6700,677,678.5,1.5,10.5,-4,209.5080668,65.08,677.75
6800,678.5,680,1.5,10.5,-4,209.5888769,65.08,679.25
6900,683,684.5,1.5,10.5,-4,209.8513405,65.09,683.75
7000,678.5,680,1.5,10.5,-4,209.7167015,65.09,679.25
7100,677,678.5,1.5,10.5,-4,209.5689814,65.09,677.75
7200,674,675.5,1.5,10.5,-4,209.5885154,65.09,674.75
7300,668.5,670,1.5,10.5,-4,209.5180844,65.09,669.25
7400,665.5,667,1.5,10.5,-4,209.3388549,65.09,666.25
7500,668,669.5,1.5,10.5,-4,209.4707233,65.09,668.75
7600,667,668.5,1.5,10.5,-4,209.7852728,65.1,667.75
7700,666,667.5,1.5,10.5,-4,209.634515,65.1,666.75
7800,665,666.5,1.5,10.5,-4,209.6176372,65.1,665.75
7900,664.5,666,1.5,10.5,-4,209.5335554,65.1,665.25
8000,665,666.5,1.5,10.5,-4,209.7225007,65.1,665.75
8100,662.5,664,1.5,10.5,-4,209.3303609,65.1,663.25
8200,661.5,663,1.5,10.5,-4,209.3406932,65.1,662.25
8300,659,660.5,1.5,10.5,-4,209.3081695,65.1,659.75
8400,658.5,660,1.5,10.5,-4,209.4496532,65.1,659.25
8500,653,654.5,1.5,10.5,-4,209.378157,65.11,653.75
8600,653,654.5,1.5,10.5,-4,209.3486541,65.11,653.75
8700,649,650.5,1.5,10.5,-4,209.4235604,65.11,649.75
8800,651.5,653,1.5,10.5,-4,209.6830398,65.11,652.25
8900,649.5,651,1.5,10.5,-4,209.457953,65.11,650.25
9000,650.5,652,1.5,10.5,-4,209.6879815,65.11,651.25
9100,650,652,1.5,10.5,-4,209.6266833,65.11,651
9200,654.5,656,1.5,10.5,-4,209.8626664,65.11,655.25
9300,655.5,657,1.5,10.5,-4,209.8737441,65.12,656.25
9400,655.5,657,1.5,10.5,-4,209.885224,65.12,656.25
9500,656,657.5,1.5,10.5,-4,209.9401233,65.12,656.75
9600,651.5,653,1.5,10.5,-4,209.6761298,65.12,652.25
9700,649.5,651,1.5,10.5,-4,209.5838583,65.12,650.25
9800,649,650.5,1.5,10.5,-4,209.7287541,65.12,649.75
9900,647,648.5,1.5,10.5,-4,209.7339908,65.12,647.75
10000,648,649.5,1.5,10.5,-4,209.5238071,65.12,648.75
10100,645.5,647,1.5,10.5,-4,209.441092,65.13,646.25
10200,645,647,1.5,10.5,-4,209.2525909,65.13,646
10300,647,648.5,1.5,10.5,-4,209.6182883,65.13,647.75
10400,648,649.5,1.5,10.5,-4,209.6859485,65.13,648.75
10500,645.5,647,1.5,10.5,-4,209.6217537,65.13,646.25
10600,648,649.5,1.5,10.5,-4,209.8009601,65.13,648.75
10700,646,647.5,1.5,10.5,-4,209.3842097,65.13,646.75
10800,645.5,647,1.5,10.5,-4,209.2515753,65.14,646.25
10900,642,643.5,1.5,10.5,-4,209.241617,65.14,642.75
11000,640.5,642,1.5,10.5,-4,209.0563348,65.14,641.25
11100,640.5,642,1.5,10.5,-4,209.0404001,65.14,641.25
11200,637,638.5,1.5,10.5,-4,208.9928379,65.14,637.75
11300,634.5,636,1.5,10.5,-4,208.9207849,65.14,635.25
11400,633,634.5,1.5,10.5,-4,208.8375301,65.14,633.75
11500,633.5,635,1.5,10.5,-4,208.8444917,65.14,634.25
11600,631,632.5,1.5,10.5,-4,208.7241432,65.14,631.75
11700,635,636.5,1.5,10.5,-4,208.8226713,65.15,635.75
11800,634,635.5,1.5,10.5,-4,208.7530779,65.15,634.75
11900,632,633.5,1.5,10.5,-4,208.6883724,65.15,632.75
12000,630,631.5,1.5,10.5,-4,208.3062478,65.15,630.75
12100,628.5,630,1.5,10.5,-4,208.1870141,65.15,629.25
12200,628.5,630,1.5,10.5,-4,208.3823371,65.15,629.25
12300,626,627.5,1.5,10.5,-4,207.9747882,65.15,626.75
12400,621.5,623,1.5,10.5,-4,207.9026339,65.16,622.25
12500,618.5,620,1.5,10.5,-4,207.682957,65.16,619.25
12600,623,624.5,1.5,10.5,-3.5,207.731435,65.16,623.75
12700,623.5,625,1.5,10.5,-3.5,207.8700521,65.16,624.25
12800,622.5,624,1.5,10.5,-3.5,207.6138506,65.16,623.25
12900,624,625.5,1.5,10.5,-3.5,207.9113126,65.16,624.75
13000,625.5,627,1.5,10.5,-3.5,207.8528937,65.16,626.25
13100,630,631.5,1.5,10.5,-3.5,207.8735753,65.16,630.75
13200,635.5,637,1.5,10.5,-3.5,208.0720886,65.17,636.25
13300,638.5,640,1.5,10.5,-3.5,208.0706523,65.17,639.25
13400,637.5,639,1.5,10.5,-3.5,207.8711163,65.17,638.25
13500,637.5,639,1.5,10.5,-3.5,207.8952727,65.17,638.25
13600,636,637.5,1.5,10.5,-3.5,208.1234739,65.17,636.75
13700,634.5,636,1.5,10.5,-3.5,208.0332226,65.17,635.25
13800,633.5,635,1.5,10.5,-3.5,208.150146,65.17,634.25
13900,632.5,634,1.5,10.5,-3.5,207.8606141,65.17,633.25
14000,632,633.5,1.5,10.5,-3.5,207.4751803,65.18,632.75
14100,634,635.5,1.5,10.5,-3.5,207.6069673,65.18,634.75
14200,636.5,638,1.5,10.5,-3.5,207.6885968,65.18,637.25
14300,638,639.5,1.5,10.5,-3.5,207.8874397,65.18,638.75
14400,636,637.5,1.5,10.5,-3.5,207.7949515,65.18,636.75
14500,638,639.5,1.5,10.5,-3.5,207.5397966,65.18,638.75
14600,638.5,640,1.5,10.5,-3.5,207.8901358,65.18,639.25
14700,637.5,639,1.5,10.5,-3.5,207.894789,65.18,638.25
14800,637.5,639,1.5,10.5,-3.5,207.8108586,65.18,638.25
14900,636,637.5,1.5,10.5,-3.5,207.7513485,65.19,636.75
15000,639,640.5,1.5,10.5,-3.5,207.7793646,65.19,639.75
15100,638.5,640,1.5,10.5,-3.5,207.6796665,65.19,639.25
15200,640,641.5,1.5,10.5,-3.5,207.7400656,65.19,640.75
15300,642.5,644,1.6,10.5,-3.5,207.911308,65.19,643.25
15400,640,641.5,1.6,10.5,-3.5,207.8906106,65.19,640.75
15500,642.5,644,1.6,10.5,-3.5,208.1258956,65.19,643.25
15600,641.5,643,1.6,10.5,-3.5,207.9984136,65.19,642.25
15700,643.5,645,1.6,10.5,-3.5,208.070169,65.2,644.25
15800,647,648.5,1.6,10.5,-3.5,208.3160119,65.2,647.75
15900,643.5,645,1.6,10.5,-3.5,208.148132,65.2,644.25
16000,646,647.5,1.6,10.5,-3.5,208.1570024,65.2,646.75
16100,646,647.5,1.6,10.5,-3.5,208.2983547,65.2,646.75
16200,650,651.5,1.6,10.5,-3.5,208.6774844,65.2,650.75
16300,651,652.5,1.6,10.5,-3.5,208.9923275,65.2,651.75
16400,654,655.5,1.6,10.5,-3.5,209.134066,65.2,654.75
16500,658,659.5,1.6,10.5,-3.5,209.1527835,65.21,658.75
16600,653,654.5,1.6,10.5,-3.5,208.9006531,65.21,653.75
16700,649.5,651,1.6,10.5,-3.5,208.5953182,65.21,650.25
16800,650.5,652,1.6,10.5,-3.5,208.5985289,65.21,651.25
16900,650.5,652,1.6,10.5,-3.5,208.5462933,65.21,651.25
17000,655,656.5,1.6,10.5,-3.5,208.6077717,65.21,655.75
17100,653.5,655,1.6,10.5,-3.5,208.3468081,65.21,654.25
17200,651,652.5,1.6,10.5,-3.5,208.2270679,65.22,651.75
17300,652.5,654,1.6,10.5,-3.5,208.2587197,65.22,653.25
17400,654.5,656,1.6,10.5,-3.5,208.2652204,65.22,655.25
17500,652,653.5,1.6,10.5,-3.5,208.2440057,65.22,652.75
17600,656.5,658,1.6,10.5,-3.5,208.1811085,65.22,657.25
17700,658,659.5,1.6,10.5,-3.5,208.2023699,65.22,658.75
17800,658.5,660,1.6,10.5,-3.5,208.0873728,65.22,659.25
17900,659.5,661,1.6,10.5,-3.5,208.1236319,65.22,660.25
18000,656.5,658,1.6,10.5,-3.5,207.8586364,65.22,657.25
18100,653,654.5,1.6,10.5,-3.5,207.5693529,65.23,653.75
18200,650.5,652,1.6,10.5,-3.5,207.5185651,65.23,651.25
18300,651.5,653,1.6,10.5,-3.5,207.7943881,65.23,652.25
18400,651.5,653,1.6,10.5,-3.5,207.7284266,65.23,652.25
18500,658,659.5,1.6,10.5,-3.5,207.7557902,65.23,658.75
18600,655.5,657,1.6,10.5,-3.5,207.691021,65.23,656.25
18700,655.5,657,1.6,10.5,-3.5,207.249402,65.23,656.25
18800,655.5,657,1.6,10.5,-3.5,207.2075595,65.24,656.25
18900,652.5,654,1.6,10.5,-3.5,207.1594313,65.24,653.25
19000,656,657.5,1.6,10.5,-3.5,207.1351927,65.24,656.75
19100,654.5,656,1.6,10.5,-3.5,207.3157834,65.24,655.25
19200,653,654.5,1.6,10.5,-3.5,207.3662589,65.24,653.75
19300,654,655.5,1.6,10.5,-3.5,207.4957921,65.24,654.75
19400,653.5,655,1.6,10.5,-3.5,207.23987,65.24,654.25
19500,654.5,656,1.6,10.5,-3.5,207.4377857,65.24,655.25
19600,651,652.5,1.6,10.5,-3.5,207.3136341,65.24,651.75
19700,650,651.5,1.6,10.5,-3.5,207.1950813,65.25,650.75
19800,647.5,649,1.6,10.5,-3.5,207.0231901,65.25,648.25
19900,644,645.5,1.6,10.5,-3.5,206.9890063,65.25,644.75
20000,644,645.5,1.6,10.5,-3.5,206.9310989,65.25,644.75
20100,649,650.5,1.6,10.5,-3.5,207.0250105,65.25,649.75
20200,652.5,654,1.6,10.5,-3.5,207.2110299,65.25,653.25
20300,651.5,653,1.6,10.5,-3.5,207.2157509,65.25,652.25
20400,649,650.5,1.6,10.5,-3.5,207.1213581,65.26,649.75
20500,649,651,1.6,10.5,-3.5,206.9760692,65.26,650
20600,652,653.5,1.6,10.5,-3.5,207.0913144,65.26,652.75
20700,650.5,652,1.6,10.5,-3.5,206.6838337,65.26,651.25
20800,652.5,654,1.6,10.5,-3.5,206.2213669,65.26,653.25
20900,652.5,654,1.6,10.5,-3.5,206.0780205,65.26,653.25
21000,655,656.5,1.6,10.5,-3.5,206.0980999,65.26,655.75
21100,657,658.5,1.6,10.5,-3.5,206.3333417,65.26,657.75
21200,656.5,658.5,1.6,10.5,-3.5,206.2440149,65.26,657.5
21300,657,658.5,1.6,10.5,-3.5,206.205337,65.27,657.75
21400,656.5,658.5,1.6,10.5,-3.5,206.2614874,65.27,657.5
21500,657,658.5,1.6,10.5,-3.5,206.4962686,65.27,657.75
21600,655.5,657,1.6,10.5,-3.5,206.0407963,65.27,656.25
21700,653.5,655,1.6,10.5,-3.5,205.9515729,65.27,654.25
21800,655,656.5,1.6,10.5,-3.5,206.2584433,65.27,655.75
21900,652,653.5,1.6,10.5,-3.5,206.0840701,65.27,652.75
22000,651,652.5,1.6,10.5,-3.5,206.0661647,65.28,651.75
22100,649,650.5,1.6,10.5,-3.5,205.9060566,65.28,649.75
22200,647,648.5,1.6,10.5,-3.5,205.8311299,65.28,647.75
22300,643,644.5,1.6,10.5,-3.5,205.5244165,65.28,643.75
22400,645.5,647,1.6,10.5,-3.5,205.5797637,65.28,646.25
22500,647,648.5,1.6,10.5,-3.5,205.6159225,65.28,647.75
22600,648.5,650,1.6,10.5,-3.5,205.820972,65.28,649.25
22700,644,645.5,1.6,10.5,-3.5,205.4250005,65.28,644.75
22800,643.5,645.5,1.6,10.5,-3.5,205.4196189,65.28,644.5
22900,642,643.5,1.6,10.5,-3.5,205.4586563,65.29,642.75
23000,641.5,643.5,1.6,10.5,-3.5,205.2703268,65.29,642.5
23100,640,641.5,1.6,10.5,-3.5,205.1066894,65.29,640.75
23200,644,645.5,1.6,10.5,-3.5,205.122571,65.29,644.75
23300,646,647.5,1.6,10.5,-3.5,205.3620625,65.29,646.75
23400,646,647.5,1.6,10.5,-3.5,205.5159697,65.29,646.75
23500,644,645.5,1.6,10.5,-3.5,205.3200803,65.29,644.75
23600,641.5,643,1.6,10.5,-3.5,205.2161048,65.3,642.25
23700,643.5,645,1.6,10.5,-3.5,205.2912546,65.3,644.25
23800,648,649.5,1.6,10.5,-3.5,205.3427092,65.3,648.75
23900,646,647.5,1.6,10.5,-3.5,205.3589109,65.3,646.75
24000,646.5,648,1.6,10.5,-3.5,205.0187633,65.3,647.25
24100,646,648,1.6,10.5,-3.5,205.0368613,65.3,647
24200,642.5,644,1.6,10.5,-3.5,204.786775,65.3,643.25
24300,640.5,642,1.6,10.5,-3.5,204.5930105,65.3,641.25
24400,638,639.5,1.6,10.5,-3.5,204.4787749,65.31,638.75
24500,638.5,640,1.6,10.5,-3.5,204.5960084,65.31,639.25
24600,640,641.5,1.6,10.5,-3.5,204.5858954,65.31,640.75
24700,643.5,645,1.6,10.5,-3.5,204.7291613,65.31,644.25
24800,645.5,647,1.6,10.5,-3.5,204.9114815,65.31,646.25
24900,646.5,648,1.6,10.5,-3.5,204.7675134,65.31,647.25
25000,645.5,647,1.6,10.5,-3.5,204.5597491,65.31,646.25
25100,647.5,649,1.6,10.5,-3.5,204.715516,65.31,648.25
25200,651,652.5,1.6,10.5,-3.5,204.9397767,65.32,651.75
25300,652.5,654,1.6,10.5,-3.5,205.605041,65.32,653.25
25400,660,661.5,1.6,10.5,-3.5,205.8232529,65.32,660.75
25500,659.5,661.5,1.6,10.5,-3.5,205.9800169,65.32,660.5
25600,655.5,657,1.6,10.5,-3.5,205.8110104,65.32,656.25
25700,656,657.5,1.6,10.5,-3.5,205.8193743,65.32,656.75
25800,650,651.5,1.6,10.5,-3.5,205.714011,65.32,650.75
25900,645.5,647,1.6,10.5,-3.5,205.630557,65.32,646.25
26000,644.5,646,1.6,10.5,-3.5,205.7685182,65.32,645.25
26100,644.5,646,1.6,10.5,-3.5,205.766933,65.33,645.25
26200,646,647.5,1.6,10.5,-3.5,205.9866343,65.33,646.75
26300,644.5,646,1.6,10.5,-3.5,205.8341981,65.33,645.25
26400,645.5,647,1.6,10.5,-3.5,205.9098455,65.33,646.25
26500,650.5,652,1.6,10.5,-3.5,206.1251757,65.33,651.25
26600,654.5,656,1.6,10.5,-3.5,206.4963149,65.33,655.25
26700,653.5,655,1.6,10.5,-3.5,206.3760721,65.33,654.25
26800,656,657.5,1.6,10.5,-3.5,206.4936702,65.33,656.75
26900,659,660.5,1.6,10.5,-3.5,206.6798114,65.34,659.75
27000,660.5,662,1.6,10.5,-3.5,206.6741563,65.34,661.25
27100,660,661.5,1.6,10.5,-3.5,206.7118786,65.34,660.75
27200,658.5,660,1.6,10.5,-3.5,206.5604438,65.34,659.25
27300,660,661.5,1.6,10.5,-3.5,206.4906224,65.34,660.75
27400,660,661.5,1.6,10.5,-3.5,206.5962593,65.34,660.75
27500,662.5,664,1.6,10.5,-3.5,206.6129927,65.34,663.25
27600,662.5,664,1.6,10.5,-3.5,206.960973,65.34,663.25
27700,664.5,666,1.6,10.5,-3.5,207.211435,65.35,665.25
27800,664,665.5,1.6,10.5,-3.5,207.1053046,65.35,664.75
27900,665,666.5,1.6,10.5,-3.5,207.0040175,65.35,665.75
28000,668,669.5,1.6,10.5,-3.5,207.0091053,65.35,668.75
28100,662,663.5,1.6,10.5,-3.5,206.6654811,65.35,662.75
28200,666.5,668,1.6,10.5,-3.5,206.7592391,65.35,667.25
28300,664.5,666,1.6,10.5,-3.5,206.5459408,65.35,665.25
28400,669.5,671,1.6,10.5,-3.5,206.6710471,65.36,670.25
28500,671.5,673,1.6,10.5,-3.5,206.6896812,65.36,672.25
28600,675.5,677,1.6,10.5,-3.5,206.818121,65.36,676.25
28700,673.5,675,1.6,10.5,-3.5,206.7167664,65.36,674.25
28800,678.5,680,1.6,10.5,-3.5,206.8139707,65.36,679.25
28900,678,679.5,1.6,10.5,-3.5,206.6932,65.36,678.75
29000,673.5,675,1.6,10.5,-3.5,206.4884443,65.36,674.25
29100,673.5,675,1.6,10.5,-3.5,206.344195,65.36,674.25
29200,672.5,674,1.6,10.5,-3.5,206.2793031,65.36,673.25
29300,674,675.5,1.6,10.5,-3.5,205.958392,65.37,674.75
29400,673,674.5,1.6,10.5,-3.5,206.1089418,65.37,673.75
29500,676,677.5,1.6,10.5,-3.5,206.3992715,65.37,676.75
29600,674,675.5,1.6,10.5,-3.5,206.2652753,65.37,674.75
29700,672,673.5,1.6,10.5,-3.5,206.1511147,65.37,672.75
29800,675,676.5,1.6,10.5,-3.5,206.6265554,65.37,675.75
29900,675.5,677,1.6,10.5,-3.5,206.7554461,65.37,676.25
30000,669,670.5,1.6,10.5,-3.5,206.4965646,65.38,669.75
30100,669,670.5,1.6,10.5,-3.5,206.6589594,65.38,669.75
30200,668,669.5,1.6,10.5,-3.5,206.6310046,65.38,668.75
30300,668.5,670,1.6,10.5,-3.5,206.5292897,65.38,669.25
30400,668.5,670,1.6,10.5,-3.5,206.3461629,65.38,669.25
30500,666,667.5,1.6,10.5,-3.5,206.1281314,65.38,666.75
30600,663.5,665,1.6,10.5,-3.5,206.0846365,65.38,664.25
30700,667.5,669,1.6,10.5,-3.5,206.2724737,65.38,668.25
30800,669.5,671,1.6,10.5,-3.5,206.5371589,65.39,670.25
30900,670,671.5,1.6,10.5,-3.5,206.3280555,65.39,670.75
31000,672.5,674,1.6,10.5,-3.5,206.2594867,65.39,673.25
31100,674,675.5,1.6,10.5,-3.5,206.3832354,65.39,674.75
31200,675.5,677,1.6,10.5,-3.5,206.5130118,65.39,676.25
31300,675.5,677,1.6,10.5,-3.5,206.9852894,65.39,676.25
31400,669.5,671,1.6,10.5,-3.5,206.6891078,65.39,670.25
31500,668,669.5,1.6,10.5,-3.5,206.5998172,65.39,668.75
31600,669.5,671,1.6,10.5,-3.5,206.7733566,65.4,670.25
31700,668.5,670,1.6,10.5,-3.5,206.7950678,65.4,669.25
31800,668.5,670,1.6,10.5,-3.5,206.8287769,65.4,669.25
31900,664,665.5,1.6,10.5,-3.5,206.6679894,65.4,664.75
32000,659.5,661,1.6,10.5,-3.5,206.4292152,65.4,660.25
32100,659,660.5,1.6,10.5,-3.5,206.2619361,65.4,659.75
32200,662.5,664,1.6,10.5,-3.5,206.7213293,65.4,663.25
32300,661.5,663,1.6,10.5,-3.5,206.6169833,65.4,662.25
32400,658.5,660,1.6,10.5,-3.5,206.4440692,65.4,659.25
32500,658,659.5,1.6,10.5,-3.5,206.4424203,65.41,658.75
32600,659.5,661,1.6,10.5,-3.5,206.3759801,65.41,660.25
32700,655,656.5,1.6,10.5,-3.5,205.8925069,65.41,655.75
32800,654.5,656,1.6,10.5,-3.5,205.9238802,65.41,655.25
32900,651.5,653,1.6,10.5,-3.5,205.9293061,65.41,652.25
33000,649.5,651,1.6,10.5,-3.5,205.7088925,65.41,650.25
33100,650.5,652,1.6,10.5,-3.5,205.830033,65.41,651.25
33200,652,653.5,1.6,10.5,-3.5,205.9957119,65.42,652.75
33300,650.5,652,1.6,10.5,-3.5,205.8626598,65.42,651.25
33400,647.5,649,1.6,10.5,-3.5,205.7931986,65.42,648.25
33500,650,651.5,1.6,10.5,-3.5,205.8712826,65.42,650.75
33600,648.5,650,1.6,10.5,-3.5,205.7934743,65.42,649.25
33700,646,647.5,1.6,10.5,-3.5,205.2642877,65.42,646.75
33800,646.5,648,1.6,10.5,-3.5,205.6691749,65.42,647.25
33900,646.5,648,1.6,10.5,-3.5,205.6022422,65.42,647.25
34000,646.5,648.5,1.6,10.5,-3.5,205.5825859,65.42,647.5
34100,649,650.5,1.6,10.5,-3.5,205.9443681,65.43,649.75
34200,646.5,648,1.6,10.5,-3.5,205.842243,65.43,647.25
34300,648,649.5,1.6,10.5,-3.5,206.2458344,65.43,648.75
34400,646,647.5,1.6,10.5,-3.5,206.0048833,65.43,646.75
34500,644,645.5,1.6,10.5,-3.5,205.6280626,65.43,644.75
34600,644.5,646,1.6,10.5,-3.5,205.6321411,65.43,645.25
34700,645.5,647,1.6,10.5,-3.5,205.7578637,65.43,646.25
34800,642,643.5,1.6,10.5,-3.5,205.6876483,65.44,642.75
34900,642,644,1.6,10.5,-3.5,205.7512126,65.44,643
35000,643.5,645,1.6,10.5,-3.5,205.7387527,65.44,644.25
35100,641.5,643,1.6,10.5,-3.5,205.5546252,65.44,642.25
35200,641.5,643,1.6,10.5,-3.5,205.837826,65.44,642.25
35300,639.5,641,1.6,10.5,-3.5,205.6804226,65.44,640.25
35400,643,644.5,1.6,10.5,-3.5,205.807819,65.44,643.75
35500,648,649.5,1.6,10.5,-3.5,205.9524311,65.44,648.75
35600,651,652.5,1.6,10.5,-3.5,206.0407725,65.44,651.75
35700,652,653.5,1.6,10.5,-3.5,205.7528191,65.45,652.75
35800,653.5,655,1.6,10.5,-3.5,205.9987719,65.45,654.25
35900,653,655,1.6,10.5,-3.5,206.0329598,65.45,654
36000,651,652.5,1.6,10.5,-3.5,205.9573319,65.45,651.75
36100,651,652.5,1.6,10.5,-3.5,206.0677781,65.45,651.75
36200,651.5,653,1.6,10.5,-3.5,205.9849477,65.45,652.25
36300,654.5,656,1.6,10.5,-3.5,206.3502599,65.45,655.25
36400,656,657.5,1.6,10.5,-3.5,206.2462818,65.46,656.75
36500,653,654.5,1.6,10.5,-3.5,206.1959717,65.46,653.75
36600,653,655,1.6,10.5,-3.5,206.1554388,65.46,654
36700,652.5,654,1.6,10.5,-3.5,206.1385874,65.46,653.25
36800,646.5,648,1.6,10.5,-3.5,205.769465,65.46,647.25
36900,643,644.5,1.6,10.5,-3.5,205.727683,65.46,643.75
37000,642,643.5,1.6,10.5,-3.5,205.5699723,65.46,642.75
37100,644,645.5,1.6,10.5,-3.5,205.3280624,65.46,644.75
37200,640.5,642,1.6,10.5,-3.5,205.2419442,65.46,641.25
37300,639.5,641,1.6,10.5,-3.5,205.2510943,65.47,640.25
37400,636,637.5,1.6,10.5,-3.5,205.1257572,65.47,636.75
37500,635.5,637,1.6,10.5,-3.5,205.3119789,65.47,636.25
37600,635,636.5,1.6,10.5,-3.5,205.2538911,65.47,635.75
37700,633,634.5,1.6,10.5,-3.5,205.2018821,65.47,633.75
37800,630.5,632,1.6,10.5,-3.5,204.928891,65.47,631.25
37900,631,632.5,1.6,10.5,-3.5,204.7813845,65.47,631.75
38000,632.5,634,1.6,10.5,-3.5,205.0458951,65.47,633.25
38100,632,633.5,1.6,10.5,-3.5,205.3117517,65.48,632.75
38200,636,637.5,1.6,10.5,-3.5,205.3974713,65.48,636.75
38300,635,636.5,1.6,10.5,-3.5,205.0222938,65.48,635.75
38400,635,636.5,1.6,10.5,-3.5,205.1030522,65.48,635.75
38500,635.5,637,1.6,10.5,-3.5,205.2883511,65.48,636.25
38600,637.5,639,1.6,10.5,-3.5,205.4273719,65.48,638.25
38700,638.5,640,1.6,10.5,-3.5,205.50395,65.48,639.25
38800,635.5,637,1.6,10.5,-3.5,205.4291773,65.48,636.25
38900,636,637.5,1.6,10.5,-3.5,205.4948224,65.49,636.75
39000,632,633.5,1.6,10.5,-3.5,205.2332872,65.49,632.75
39100,628.5,630,1.6,10.5,-3.5,205.2693698,65.49,629.25
39200,628.5,630.5,1.6,10.5,-3.5,205.1339266,65.49,629.5
39300,632,633.5,1.6,10.5,-3.5,205.2850807,65.49,632.75
39400,633,634.5,1.6,10.5,-3.5,205.3247822,65.49,633.75
