label,horizon,hedge_a,intercept_b,hedge_r2,n,alpha,beta,corr,t_beta,r2,rmse,mae,hit_rate,mean_abs_spread,mean_abs_future_change,mean_reversion_score
day_all,800,0.1977846606480169,8952.426958540354,0.009366137872520164,27600,1.394426198023793,-0.6462107501483765,-0.573183127176066,-116.2041860540995,0.3285388972793343,30.13556530410456,23.893184581142354,0.696304347826087,26.754352542738353,29.076843494342757,0.6462107501483765
day_all,900,0.1977846606480169,8952.426958540354,0.009366137872520164,27300,1.7519237076283545,-0.6797902015799725,-0.5893999771347262,-120.54506724244418,0.34739233304641626,30.468710796645748,24.128977814369122,0.6895238095238095,26.838691951872075,29.7341723103173,0.6797902015799725
day_all,1000,0.1977846606480169,8952.426958540354,0.009366137872520164,27000,2.2398072555625674,-0.7067728268913992,-0.6052180532599505,-124.92001016743991,0.3662888919917646,30.531962624285402,24.32720875669096,0.6932962962962963,26.99457094409949,30.59308860320137,0.7067728268913992
day_all,1200,0.1977846606480169,8952.426958540354,0.009366137872520164,26400,2.9749544187265426,-0.7483226205129545,-0.6259680034905446,-130.41491771594704,0.3918359413939383,30.83559582096644,24.481957963489837,0.7146212121212121,27.282828089061006,32.032044275513314,0.7483226205129545
day_all,1400,0.1977846606480169,8952.426958540354,0.009366137872520164,25800,3.48723882000986,-0.7939768553874463,-0.6443008576822609,-135.31616409283785,0.4151235952100977,31.185011240819204,24.824919057503152,0.7262015503875969,27.390948779005107,33.743327516985964,0.7939768553874463
day_all,1600,0.1977846606480169,8952.426958540354,0.009366137872520164,25200,3.8694824532679033,-0.8247193947820114,-0.6548347339854995,-137.5383741195783,0.42880852883385934,31.48038734520716,25.120977347509935,0.7377380952380952,27.407488649570166,35.04926809761716,0.8247193947820114
day_all,1800,0.1977846606480169,8952.426958540354,0.009366137872520164,24600,3.9480626135338217,-0.8873168642136281,-0.6767835475481266,-144.18313342646567,0.4580359702318265,31.98543495793108,25.563480500503672,0.744349593495935,27.491489128051093,37.346736642577426,0.8873168642136281
day_all,2000,0.1977846606480169,8952.426958540354,0.009366137872520164,24000,3.9379286721625126,-0.9193154317988343,-0.6889643257821597,-147.25461668535146,0.4746718422004659,32.27785573722499,25.711550115231347,0.77225,27.773197690681148,38.021000957641434,0.9193154317988343
day_all,2500,0.1977846606480169,8952.426958540354,0.009366137872520164,22500,4.950643850708399,-0.9738933603525146,-0.6965673438680747,-145.61910430907648,0.48520606454342385,32.08931850348759,25.49398795135187,0.7562222222222222,27.075876858380987,37.56101855143306,0.9738933603525146
day_all,3000,0.1977846606480169,8952.426958540354,0.009366137872520164,21000,7.369763323263085,-0.9955177073888453,-0.698793683925409,-141.55837891818615,0.4883126126940446,30.431698899585022,24.323063551138407,0.7395238095238095,25.968771245432684,35.88419865586446,0.9955177073888453
day_all,3500,0.1977846606480169,8952.426958540354,0.009366137872520164,19500,10.17242046795019,-0.9399975338149417,-0.6949458107126633,-134.95207561935402,0.48294967982708104,28.760395467934394,22.67925515783553,0.737025641025641,26.453932248079575,34.18139191506795,0.9399975338149417
day_all,4000,0.1977846606480169,8952.426958540354,0.009366137872520164,18000,8.810205029483473,-1.1262443117846963,-0.7519602677334248,-153.0327083094613,0.5654442442497238,28.00292617574643,21.681774620098416,0.7773888888888889,26.540463856524507,38.00412218987,1.1262443117846963
day_all,4500,0.1977846606480169,8952.426958540354,0.009366137872520164,16500,12.436238288868132,-1.1087342293986286,-0.7717883147291336,-155.89744330005627,0.5956572027524363,25.969763733476608,19.949727420394662,0.8085454545454546,27.236637057776804,40.50938772190879,1.1087342293986286
day_all,5000,0.1977846606480169,8952.426958540354,0.009366137872520164,15000,15.771593955793708,-1.125420323105046,-0.8156675546530635,-172.66758043939876,0.6653135597137085,22.983748865492682,17.843245467760383,0.8294666666666667,28.099943879313997,44.71407533132223,1.125420323105046
day_all,5500,0.1977846606480169,8952.426958540354,0.009366137872520164,13500,19.184349757919854,-1.0785604084745744,-0.8203993454457899,-166.69505788013973,0.6730550860078797,22.001935817010537,17.215304990639922,0.8542962962962963,28.266480055931382,45.43304068690773,1.0785604084745744
day_all,6000,0.1977846606480169,8952.426958540354,0.009366137872520164,12000,23.65301683004991,-0.9623304340231045,-0.8108296748373721,-151.74652582738457,0.6574447615968806,20.80632365248373,16.78699783578767,0.8020833333333334,28.210885707845126,44.23668195659027,0.9623304340231045
day_all,6500,0.1977846606480169,8952.426958540354,0.009366137872520164,10500,24.206579450807247,-0.9159394956490409,-0.7830159302216262,-128.982961700029,0.6131139469808374,21.4879119278192,17.17392200341573,0.7991428571428572,28.306321825615957,44.014244713652545,0.9159394956490409
day_all,7000,0.1977846606480169,8952.426958540354,0.009366137872520164,9000,23.700992609595716,-0.9816205351642682,-0.7751295078051464,-116.37669181660328,0.6008257538702497,22.48523862324636,18.228577399071106,0.8166666666666667,26.309366618090188,44.6674452824957,0.9816205351642682
day_all,7500,0.1977846606480169,8952.426958540354,0.009366137872520164,7500,17.874287890487327,-1.116784833190798,-0.8065530059993278,-118.14063070577427,0.6505277514865512,21.283194442825863,16.872229794515693,0.8322666666666667,24.648659318011088,38.99458301348028,1.116784833190798
day_all,8000,0.1977846606480169,8952.426958540354,0.009366137872520164,6000,13.820039182023608,-1.0774377868308205,-0.828438079246234,-114.55464536601026,0.6863096511451898,17.708922981520388,13.990638847995188,0.8976666666666666,24.525823401208743,35.80861288412225,1.0774377868308205
day_all,8500,0.1977846606480169,8952.426958540354,0.009366137872520164,4500,10.074963394279678,-1.23281260239725,-0.8629976691027959,-114.56427588440114,0.7447649768768575,17.05793024522846,13.611237639615352,0.8944444444444445,25.686016751393016,37.937089653873166,1.23281260239725
day_all,9000,0.1977846606480169,8952.426958540354,0.009366137872520164,3000,9.849607372909801,-1.1211681879666853,-0.8696196528936684,-96.44116800353517,0.7562383406989036,15.202037059474774,12.246902292008842,0.923,24.1178012683186,36.574292023739105,1.1211681879666853
day_all,9500,0.1977846606480169,8952.426958540354,0.009366137872520164,1500,14.99367660877083,-1.0743195354995563,-0.8572923068924833,-64.44971636019208,0.7349500994570356,15.551755449689804,13.219749264976684,0.7586666666666667,21.18401799479655,30.07073523331519,1.0743195354995563
day_all,10000,0.1977846606480169,8952.426958540354,0.009366137872520164,0,,,,,,,,,,,
day_0,1,0.1977846606480169,8952.426958540354,0.009366137872520164,9999,-0.0012202115985652591,-0.003276087540602675,-0.039957845934027326,-3.9983784202410044,0.0015966294516877033,1.9729334768725206,1.557999563273223,0.47914791479147917,20.07401546986953,1.556456415240911,0.003276087540602675
day_0,5,0.1977846606480169,8952.426958540354,0.009366137872520164,9995,-0.008094222692983056,-0.01475801747724875,-0.08472278507255379,-8.499873465053863,0.00717795031045021,4.179245743210232,3.315454227401703,0.503551775887944,20.06939998839499,3.322364805693992,0.01475801747724875
day_0,10,0.1977846606480169,8952.426958540354,0.009366137872520164,9990,-0.012621842029308702,-0.028543828168332414,-0.11825432463639667,-11.901846275880587,0.013984085295210114,5.771385291664232,4.573120150896561,0.5176176176176176,20.068477244651657,4.600984510159036,0.028543828168332414
day_0,30,0.1977846606480169,8952.426958540354,0.009366137872520164,9970,-0.015006234381945191,-0.08030931291784568,-0.19901653616739462,-20.275371311531796,0.03960758166806799,9.525786873237777,7.707114627309733,0.5332998996990973,20.073290530244243,7.846841825292492,0.08030931291784568
day_0,50,0.1977846606480169,8952.426958540354,0.009366137872520164,9950,0.0011258396525157532,-0.13352518254997822,-0.2571590407867429,-26.541572691736608,0.06613077225835762,12.095782229246588,9.91359517487645,0.551356783919598,20.091879844550377,10.21162152619052,0.13352518254997822
day_0,100,0.1977846606480169,8952.426958540354,0.009366137872520164,9900,0.04815071444737218,-0.26424877943765157,-0.3633172448255889,-38.797141542676485,0.131999420387657,16.37322481075299,13.404031523453034,0.5675757575757576,20.162846575498484,14.252208757753227,0.26424877943765157
day_0,150,0.1977846606480169,8952.426958540354,0.009366137872520164,9850,0.06105551546908994,-0.369467728509837,-0.43070605946296847,-47.3599802724065,0.18550770965811825,18.751401199853433,15.211239280541434,0.6088324873096447,20.23466572457511,17.00867748178788,0.369467728509837
day_0,200,0.1977846606480169,8952.426958540354,0.009366137872520164,9800,0.03774829355447651,-0.4451428582560626,-0.47366254702481897,-53.236145482992086,0.2243562084540388,20.090860217138417,16.364338343641627,0.6212244897959184,20.29042264475446,18.826450348763522,0.4451428582560626
day_0,300,0.1977846606480169,8952.426958540354,0.009366137872520164,9700,0.1438202322900464,-0.49581518225433685,-0.4964098309045229,-56.314154179167275,0.24642272021865774,20.99198630719216,17.282903521551315,0.6389690721649485,20.19310314792493,19.527684439378003,0.49581518225433685
day_0,400,0.1977846606480169,8952.426958540354,0.009366137872520164,9600,0.42380043398685097,-0.5616253010126941,-0.5250479915596515,-60.43976328528138,0.2756753934408237,21.96146723346013,18.008554275769544,0.6510416666666666,20.079832765556702,20.731858921342738,0.5616253010126941
day_0,500,0.1977846606480169,8952.426958540354,0.009366137872520164,9500,0.6571915088032388,-0.6367747479979807,-0.5555977223906702,-65.12380271839551,0.3086888291256995,22.87587690737432,18.556036439524554,0.6822105263157895,19.945041587219787,22.21924655962958,0.6367747479979807
day_0,600,0.1977846606480169,8952.426958540354,0.009366137872520164,9400,0.7427944497829497,-0.7040480255809801,-0.584158616561336,-69.7726667037438,0.341241289302854,23.54837564691952,19.357622557031227,0.7103191489361702,19.988118923618448,23.93428770302054,0.7040480255809801
day_0,700,0.1977846606480169,8952.426958540354,0.009366137872520164,9300,0.7577870854151004,-0.7742884716242666,-0.6130761706978803,-74.8288430666392,0.375862391077576,24.120023232711972,20.13657843010929,0.7043010752688172,20.0907533645145,25.112287708887216,0.7742884716242666
day_0,800,0.1977846606480169,8952.426958540354,0.009366137872520164,9200,0.8069178075926537,-0.8622295307553857,-0.6478339179179405,-81.56050440216623,0.4196887852049087,24.616303913958664,20.540013212086787,0.6972826086956522,20.20590631542005,25.659813019769846,0.8622295307553857
day_0,900,0.1977846606480169,8952.426958540354,0.009366137872520164,9100,1.1544561096656059,-0.8853787061291238,-0.6596551605301721,-83.71849553717003,0.4351449308140869,24.537656720797536,20.492691727790632,0.6632967032967033,20.22763050478443,25.731215116445313,0.8853787061291238
day_0,1000,0.1977846606480169,8952.426958540354,0.009366137872520164,9000,1.6034980891851809,-0.9536715007681916,-0.6905281681697739,-90.55920993591776,0.4768291510359032,24.41066711264765,20.47723381116217,0.6855555555555556,20.350188760410283,27.66860301886224,0.9536715007681916
day_0,1200,0.1977846606480169,8952.426958540354,0.009366137872520164,8800,2.4412934777680997,-1.1006639774555014,-0.7462319336661838,-105.14687275557314,0.5568620988231726,23.807377149448364,19.94941298583687,0.7648863636363636,20.13273274509483,30.07466125253768,1.1006639774555014
day_0,1400,0.1977846606480169,8952.426958540354,0.009366137872520164,8600,3.0357404672752484,-1.224902057164517,-0.7925881969430412,-120.52838054730324,0.62819604993342,23.003092946966586,19.214940374930745,0.808953488372093,20.272972317450748,31.398235321876708,1.224902057164517
day_0,1600,0.1977846606480169,8952.426958540354,0.009366137872520164,8400,3.409316107552499,-1.2658512612920971,-0.8075975074534094,-125.49507751346565,0.6522137340449599,22.681600730427906,18.477032804086416,0.8222619047619047,20.401362384704846,32.81250737670898,1.2658512612920971
day_0,1800,0.1977846606480169,8952.426958540354,0.009366137872520164,8200,3.8386709087141084,-1.4224026503543425,-0.8583212793271326,-151.45761834300083,0.7367154185457665,21.08529200810497,17.251812525902352,0.8260975609756097,20.69648569077387,34.531438969086935,1.4224026503543425
day_0,2000,0.1977846606480169,8952.426958540354,0.009366137872520164,8000,4.652028214563606,-1.3651645131304624,-0.8464262705699825,-142.15278847989708,0.7164374315110094,21.527047099644818,17.024431145810414,0.8365,21.025033379053813,34.06670071831207,1.3651645131304624
day_0,2500,0.1977846606480169,8952.426958540354,0.009366137872520164,7500,5.436357798277257,-1.158937621800957,-0.7793883171475875,-107.71519907335505,0.607446148906148,23.473331376636082,19.4210794551529,0.7790666666666667,21.266945475837954,30.74826011758883,1.158937621800957
day_0,3000,0.1977846606480169,8952.426958540354,0.009366137872520164,7000,7.0763146908041525,-0.8763172845695547,-0.6582546957787704,-73.14826661690932,0.43329924451480206,24.000610973889465,19.67201860896387,0.734,20.432897811557925,27.6433182286111,0.8763172845695547
day_0,3500,0.1977846606480169,8952.426958540354,0.009366137872520164,6500,7.493091024880108,-0.5498938002440444,-0.5259288946031581,-49.845733801057456,0.2766012021784996,21.39910392126215,17.336783453437832,0.6761538461538461,20.842552777356065,22.654911838533714,0.5498938002440444
day_0,4000,0.1977846606480169,8952.426958540354,0.009366137872520164,6000,4.783823349881985,-0.7023656842207507,-0.6104233647690457,-59.685370841918505,0.37261668425596306,21.96436286043364,17.953596031420396,0.707,21.359307923262378,23.282059399333118,0.7023656842207507
day_0,4500,0.1977846606480169,8952.426958540354,0.009366137872520164,5500,4.189024525685195,-0.9737634469568168,-0.7193201487557312,-76.7786723338236,0.5174214764059681,23.05374634770465,18.995240410795954,0.7961818181818182,21.383621696415382,29.30321976321965,0.9737634469568168
day_0,5000,0.1977846606480169,8952.426958540354,0.009366137872520164,5000,6.2702037684671925,-1.1169685366000275,-0.7883996551125728,-90.60539899451219,0.6215740161816237,21.58858204914787,17.513896828736925,0.7924,21.04715230417997,31.67605316375574,1.1169685366000275
day_0,5500,0.1977846606480169,8952.426958540354,0.009366137872520164,4500,9.887496725837867,-1.1672851464120462,-0.8313394956059698,-100.32219157667214,0.6911253569543891,19.306776779971482,15.621151522560465,0.862,20.645391964238343,30.429399140089266,1.1672851464120462
day_0,6000,0.1977846606480169,8952.426958540354,0.009366137872520164,4000,14.076452966407823,-1.1612207892947932,-0.8761362507403627,-114.91818191237573,0.76761472986138,16.17257145406289,13.199171526275963,0.821,20.992948438315285,30.252472680654037,1.1612207892947932
day_0,6500,0.1977846606480169,8952.426958540354,0.009366137872520164,3500,14.133594492166322,-1.0259968476873114,-0.7999660931397208,-78.84923997272506,0.6399457501732285,17.44528937300557,14.00087516412267,0.778,19.466669290882844,28.021690816472006,1.0259968476873114
day_0,7000,0.1977846606480169,8952.426958540354,0.009366137872520164,3000,17.123214165614712,-0.7883261256299315,-0.6265981342593495,-44.02268578466436,0.39262522185729787,17.70185072403065,14.00344252638073,0.8003333333333333,17.675451685021915,30.6800777044448,0.7883261256299315
day_0,7500,0.1977846606480169,8952.426958540354,0.009366137872520164,2500,12.226574633281368,-0.9029596842817856,-0.6971886534630235,-48.606617006390344,0.4860720185175845,16.71465634631395,13.404356567120223,0.8028,18.79080721436114,27.362777820958353,0.9029596842817856
day_0,8000,0.1977846606480169,8952.426958540354,0.009366137872520164,2000,6.928192540134155,-1.1473145137825609,-0.7842720830476455,-56.504206814454655,0.6150827002478922,17.0524424667379,13.86421919179456,0.9215,20.963727050655514,31.71916989047696,1.1473145137825609
day_0,8500,0.1977846606480169,8952.426958540354,0.009366137872520164,1500,10.558278502236309,-1.1863033085998202,-0.8266956538795484,-56.86744763169599,0.6834257041433335,17.08838410619931,14.29107846161274,0.7966666666666666,21.177705834630324,33.53404565749135,1.1863033085998202
day_0,9000,0.1977846606480169,8952.426958540354,0.009366137872520164,1000,8.157651601936184,-1.1303786318546265,-0.7622686874501361,-37.20438195759281,0.5810535518669531,18.649974813884175,15.539095867972451,0.862,15.499838016401332,29.83800469317269,1.1303786318546265
day_0,9500,0.1977846606480169,8952.426958540354,0.009366137872520164,500,13.474804454103456,-0.0382389467829647,-0.04446874689647823,-0.9933433529309414,0.0019774694505430013,11.900016669896045,9.41716292465017,0.344,12.81589236202378,15.474159955868254,0.0382389467829647
day_0,10000,0.1977846606480169,8952.426958540354,0.009366137872520164,0,,,,,,,,,,,
day_1,1,0.1977846606480169,8952.426958540354,0.009366137872520164,9999,0.007491193193045661,-0.0013943098880363934,-0.026657805596102396,-2.666328228784728,0.000710638599199731,1.9448005391425056,1.5437013364908003,0.4821482148214821,32.23770805290636,1.5431233584848838,0.0013943098880363934
day_1,5,0.1977846606480169,8952.426958540354,0.009366137872520164,9995,0.0364353071544498,-0.006605385687818968,-0.05791377581172337,-5.79908349112398,0.0033540054287705123,4.235846801201997,3.3944931177930986,0.49664832416208105,32.24158725299334,3.3972048305689917,0.006605385687818968
day_1,10,0.1977846606480169,8952.426958540354,0.009366137872520164,9990,0.07003484851981165,-0.013164583157397197,-0.08173172901691143,-8.195687299245906,0.0066800755280940205,5.973070069200928,4.797488112828926,0.4986986986986987,32.24792121602935,4.800833476667462,0.013164583157397197
day_1,30,0.1977846606480169,8952.426958540354,0.009366137872520164,9970,0.21190936980341335,-0.039441327495169355,-0.14151197340857896,-14.272164581130625,0.02002563861799067,10.273289896030496,8.274047356972357,0.5241725175526579,32.269208816884706,8.337647359125532,0.039441327495169355
day_1,50,0.1977846606480169,8952.426958540354,0.009366137872520164,9950,0.35128819987871995,-0.06460434562026182,-0.1809091892195189,-18.346542770229586,0.03272813474406355,13.085543764966326,10.680565213439293,0.5314572864321608,32.2853995976129,10.884682734393765,0.06460434562026182
day_1,100,0.1977846606480169,8952.426958540354,0.009366137872520164,9900,0.814822444659187,-0.12117039944132166,-0.24883097223978015,-25.559802530953885,0.06191685274579439,17.580006796313185,14.204691272713596,0.5404040404040404,32.27080789916214,14.628540524719568,0.12117039944132166
day_1,150,0.1977846606480169,8952.426958540354,0.009366137872520164,9850,1.2072999958359811,-0.1683841468497436,-0.29323172212457727,-30.437450485322007,0.08598484286014552,20.47515379443356,16.517564024155337,0.5430456852791878,32.26418780679032,17.148472134277124,0.1683841468497436
day_1,200,0.1977846606480169,8952.426958540354,0.009366137872520164,9800,1.5283521630123107,-0.2065050740446681,-0.32614301206619684,-34.150553467670576,0.10636926431961125,22.36736251640699,18.356066271230798,0.5390816326530612,32.33433237604869,18.939769155496265,0.2065050740446681
day_1,300,0.1977846606480169,8952.426958540354,0.009366137872520164,9700,2.0129141733360756,-0.2536105961671676,-0.36465981042221524,-38.5668018737497,0.13297677733716573,24.318276863687927,19.30871028233732,0.5604123711340206,32.59689023367893,20.373518770637666,0.2536105961671676
day_1,400,0.1977846606480169,8952.426958540354,0.009366137872520164,9600,2.666839235221891,-0.3336845697818101,-0.41876455589141076,-45.178216126722546,0.17536375327093068,27.255593890452882,21.88970083326787,0.5569791666666667,32.71060139211144,23.345608490460844,0.3336845697818101
day_1,500,0.1977846606480169,8952.426958540354,0.009366137872520164,9500,3.181649114738805,-0.3833221583229918,-0.44760224841353097,-48.781793838501144,0.20034777278484817,28.906918963799406,23.859602891164,0.5793684210526315,32.763234317587624,25.736222518064345,0.3833221583229918
day_1,600,0.1977846606480169,8952.426958540354,0.009366137872520164,9400,3.698246911940165,-0.42408840383864593,-0.4712055894876917,-51.79025420940492,0.22203470756444388,30.05865351919319,25.078466793057675,0.5624468085106383,32.85712673967359,26.734968389444,0.42408840383864593
day_1,700,0.1977846606480169,8952.426958540354,0.009366137872520164,9300,4.248384357483122,-0.4729543141385534,-0.5004591284462689,-55.739848959644576,0.2504593392451999,31.132321076049816,25.739466659619605,0.6023655913978495,33.097835051596114,27.93923052313193,0.4729543141385534
day_1,800,0.1977846606480169,8952.426958540354,0.009366137872520164,9200,4.466032452126433,-0.49960594525304464,-0.5141184878122625,-57.48635939476826,0.26431781951036726,31.8738829900229,26.474869612513803,0.6210869565217392,33.35965914718311,29.567360748592662,0.49960594525304464
day_1,900,0.1977846606480169,8952.426958540354,0.009366137872520164,9100,4.889176716811581,-0.5406121613902416,-0.532317005870742,-59.97816948089852,0.2833613947391922,32.89921750118444,27.629055976579732,0.6385714285714286,33.34360693362098,31.111929207880877,0.5406121613902416
day_1,1000,0.1977846606480169,8952.426958540354,0.009366137872520164,9000,5.343637559245585,-0.5884354251915426,-0.55582102805315,-63.423346231752795,0.3089370152260603,33.81077834890795,28.67953506007038,0.6264444444444445,33.50611591473357,33.37541799787763,0.5884354251915426
day_1,1200,0.1977846606480169,8952.426958540354,0.009366137872520164,8800,6.364479183355354,-0.638921905393932,-0.585052207246475,-67.66562319231991,0.3422860852039724,34.38555853667128,29.14763449959089,0.6326136363636363,34.10109571057126,34.88747638671698,0.638921905393932
day_1,1400,0.1977846606480169,8952.426958540354,0.009366137872520164,8600,7.777128650417753,-0.6676806535873332,-0.5959653837757183,-68.81747500003378,0.3551747386589389,34.60020142100453,29.098804678160942,0.6593023255813953,33.79666917901358,35.99726747461645,0.6676806535873332
day_1,1600,0.1977846606480169,8952.426958540354,0.009366137872520164,8400,9.0179025051969,-0.705103921387069,-0.6092267284599693,-70.40375773821987,0.37115720667003715,35.00286807745524,29.19718767492131,0.6507142857142857,33.51327050045133,38.481971353747205,0.705103921387069
day_1,1800,0.1977846606480169,8952.426958540354,0.009366137872520164,8200,9.50740037912405,-0.7836126094154309,-0.6394996365712414,-75.3157392477115,0.40895978517474973,36.03855840851447,29.994599983610872,0.6598780487804878,33.67156575772319,42.18874537088938,0.7836126094154309
day_1,2000,0.1977846606480169,8952.426958540354,0.009366137872520164,8000,8.94323144308214,-0.8307192696447505,-0.6576155172147577,-78.06633907115325,0.43245816848163265,36.69862079524747,30.088147268930076,0.679125,34.05344114808273,42.67528766135854,0.8307192696447505
day_1,2500,0.1977846606480169,8952.426958540354,0.009366137872520164,7500,8.72935465325681,-0.8994123622385631,-0.6383453720237268,-71.80896865975787,0.4074848139841101,38.18033400938952,31.297707014371518,0.6785333333333333,32.005700678296904,42.13246892474339,0.8994123622385631
day_1,3000,0.1977846606480169,8952.426958540354,0.009366137872520164,7000,10.728188022939351,-0.9212053098733471,-0.5966715769755707,-62.19924428167783,0.3560169707705143,38.71089892926382,31.24049527230441,0.5974285714285714,30.142612543404752,39.52828309031332,0.9212053098733471
day_1,3500,0.1977846606480169,8952.426958540354,0.009366137872520164,6500,15.86418068441562,-0.8713659611166373,-0.5882021743512029,-58.63022507364225,0.3459817979114824,36.8354592689943,28.410277632403368,0.6884615384615385,30.92504642590785,40.99144713037411,0.8713659611166373
day_1,4000,0.1977846606480169,8952.426958540354,0.009366137872520164,6000,16.080414476596008,-1.094780448792751,-0.6687669253456309,-69.66478921407554,0.44724920043624883,35.30139873425168,25.667236269678405,0.6991666666666667,31.215807217642286,47.24866449609038,1.094780448792751
day_1,4500,0.1977846606480169,8952.426958540354,0.009366137872520164,5500,24.271373620941198,-0.9952561711654314,-0.675180267111938,-67.86879401079841,0.4558683930973476,29.7897344175811,21.36983119753513,0.8025454545454546,32.188996994751825,52.153081761376455,0.9952561711654314
day_1,5000,0.1977846606480169,8952.426958540354,0.009366137872520164,5000,40.26264741052694,-0.6592727457215516,-0.6462272749026489,-59.86546222213578,0.41760969082810406,19.270741848502386,15.232614192828123,0.8668,33.424938900259974,59.56010291982107,0.6592727457215516
day_1,5500,0.1977846606480169,8952.426958540354,0.009366137872520164,4500,42.48466749332923,-0.599226505138015,-0.6075334953011046,-51.297787995087596,0.36909694791277736,19.260464188803198,15.682873528988463,0.8302222222222222,32.343415733939395,58.11694512748309,0.599226505138015
day_1,6000,0.1977846606480169,8952.426958540354,0.009366137872520164,4000,36.98501543808363,-0.8482311460308835,-0.6777323299457383,-58.278704873304136,0.459321111053679,22.02820606793233,18.582981862647,0.83,30.087421195503268,56.78366332223315,0.8482311460308835
day_1,6500,0.1977846606480169,8952.426958540354,0.009366137872520164,3500,33.88134852130684,-1.0246343239617315,-0.7373826123387109,-64.56443000901764,0.5437331169794613,23.21707991542236,19.830908111062914,0.8454285714285714,29.234247854032102,57.31282662446181,1.0246343239617315
day_1,7000,0.1977846606480169,8952.426958540354,0.009366137872520164,3000,29.144668613059807,-1.4449825736217345,-0.8587888036730356,-91.78096041040791,0.7375182093141637,20.980283426729695,17.230644814671624,0.8683333333333333,26.764821999152396,58.59872494950049,1.4449825736217345
day_1,7500,0.1977846606480169,8952.426958540354,0.009366137872520164,2500,26.49558005620289,-1.3533926560956622,-0.8514334469909823,-81.13950380032976,0.724938914654945,21.269788840488356,17.637390319765476,0.8544,28.163578546469623,53.0060212188056,1.3533926560956622
