day,timestamp,global_timestamp,product,K,S,V,T_days,raw_iv
0,5000,5000,VEV_4000,4000,5238.5,1238.5,7.995,1.0000000000000002e-06
0,5100,5100,VEV_4000,4000,5238.5,1238.5,7.994900000000001,1.0000000000000002e-06
0,5200,5200,VEV_4000,4000,5238.5,1238.5,7.9948,1.0000000000000002e-06
0,5300,5300,VEV_4000,4000,5237.5,1237.5,7.9947,1.0000000000000002e-06
0,5400,5400,VEV_4000,4000,5237.5,1237.5,7.994600000000001,1.0000000000000002e-06
0,5500,5500,VEV_4000,4000,5238.5,1238.5,7.9945,1.0000000000000002e-06
0,5600,5600,VEV_4000,4000,5237.5,1237.5,7.994399999999999,1.0000000000000002e-06
0,5700,5700,VEV_4000,4000,5237.5,1237.5,7.994300000000001,1.0000000000000002e-06
0,5900,5900,VEV_4000,4000,5239.5,1239.5,7.9941,1.0000000000000002e-06
0,6000,6000,VEV_4000,4000,5239.5,1239.5,7.994,1.0000000000000002e-06
0,6100,6100,VEV_4000,4000,5238.5,1238.5,7.9939,1.0000000000000002e-06
0,6200,6200,VEV_4000,4000,5236.5,1236.5,7.9938,1.0000000000000002e-06
0,6300,6300,VEV_4000,4000,5236.0,1236.0,7.9937,1.0000000000000002e-06
0,6400,6400,VEV_4000,4000,5235.5,1235.5,7.9936,1.0000000000000002e-06
0,6500,6500,VEV_4000,4000,5234.5,1234.5,7.9935,1.0000000000000002e-06
0,6600,6600,VEV_4000,4000,5234.5,1234.5,7.993399999999999,1.0000000000000002e-06
0,6700,6700,VEV_4000,4000,5234.5,1234.5,7.9933,1.0000000000000002e-06
0,6800,6800,VEV_4000,4000,5234.5,1234.5,7.9932,1.0000000000000002e-06
0,6900,6900,VEV_4000,4000,5235.5,1235.5,7.993100000000001,1.0000000000000002e-06
0,7000,7000,VEV_4000,4000,5235.5,1235.5,7.993,1.0000000000000002e-06
0,7100,7100,VEV_4000,4000,5234.5,1234.5,7.9929,1.0000000000000002e-06
0,7200,7200,VEV_4000,4000,5235.5,1235.5,7.992800000000001,1.0000000000000002e-06
0,7300,7300,VEV_4000,4000,5238.0,1238.0,7.9927,1.0000000000000002e-06
0,7400,7400,VEV_4000,4000,5237.5,1237.5,7.9926,1.0000000000000002e-06
0,7500,7500,VEV_4000,4000,5237.5,1237.5,7.992500000000001,1.0000000000000002e-06
0,7600,7600,VEV_4000,4000,5236.0,1236.0,7.9924,1.0000000000000002e-06
0,7700,7700,VEV_4000,4000,5236.5,1236.5,7.9923,1.0000000000000002e-06
0,7800,7800,VEV_4000,4000,5235.0,1235.0,7.9921999999999995,1.0000000000000002e-06
0,7900,7900,VEV_4000,4000,5233.5,1233.5,7.9921,1.0000000000000002e-06
0,8100,8100,VEV_4000,4000,5232.0,1232.0,7.991899999999999,1.0000000000000002e-06
0,8200,8200,VEV_4000,4000,5231.5,1231.5,7.9918,1.0000000000000002e-06
0,8300,8300,VEV_4000,4000,5231.0,1231.0,7.9917,1.0000000000000002e-06
0,8400,8400,VEV_4000,4000,5230.5,1230.5,7.991599999999999,1.0000000000000002e-06
0,8500,8500,VEV_4000,4000,5230.5,1230.5,7.9915,1.0000000000000002e-06
0,8700,8700,VEV_4000,4000,5230.0,1230.0,7.991300000000001,1.0000000000000002e-06
0,8800,8800,VEV_4000,4000,5230.5,1231.0,7.9912,0.6739934743984473
0,9000,9000,VEV_4000,4000,5232.0,1232.0,7.9910000000000005,1.0000000000000002e-06
0,9100,9100,VEV_4000,4000,5230.5,1231.0,7.9909,0.674006126048772
0,9300,9300,VEV_4000,4000,5230.0,1231.5,7.9907,0.7622198030230831
0,9400,9400,VEV_4000,4000,5231.5,1231.5,7.9906,1.0000000000000002e-06
0,9500,9500,VEV_4000,4000,5233.5,1233.5,7.9905,1.0000000000000002e-06
0,9600,9600,VEV_4000,4000,5234.5,1234.5,7.990399999999999,1.0000000000000002e-06
0,9700,9700,VEV_4000,4000,5233.0,1233.0,7.990300000000001,1.0000000000000002e-06
0,9800,9800,VEV_4000,4000,5232.5,1232.5,7.9902,1.0000000000000002e-06
0,9900,9900,VEV_4000,4000,5233.5,1234.0,7.990099999999999,0.6753137335823245
0,10000,10000,VEV_4000,4000,5232.5,1232.5,7.990000000000001,1.0000000000000002e-06
0,10100,10100,VEV_4000,4000,5231.5,1231.5,7.9899,1.0000000000000002e-06
0,10200,10200,VEV_4000,4000,5232.5,1232.5,7.989799999999999,1.0000000000000002e-06
0,10300,10300,VEV_4000,4000,5233.0,1233.0,7.9897,1.0000000000000002e-06
0,10400,10400,VEV_4000,4000,5233.5,1238.5,7.9896,0.9024850403033788
0,10500,10500,VEV_4000,4000,5234.5,1234.5,7.989499999999999,1.0000000000000002e-06
0,10600,10600,VEV_4000,4000,5234.0,1234.0,7.9894,1.0000000000000002e-06
0,10700,10700,VEV_4000,4000,5234.5,1234.5,7.9893,1.0000000000000002e-06
0,10800,10800,VEV_4000,4000,5235.5,1235.5,7.9892,1.0000000000000002e-06
0,10900,10900,VEV_4000,4000,5235.5,1235.5,7.9891,1.0000000000000002e-06
0,11000,11000,VEV_4000,4000,5236.0,1236.0,7.989,1.0000000000000002e-06
0,11100,11100,VEV_4000,4000,5235.5,1235.5,7.9889,1.0000000000000002e-06
0,11200,11200,VEV_4000,4000,5235.5,1235.5,7.988800000000001,1.0000000000000002e-06
0,11300,11300,VEV_4000,4000,5235.5,1235.5,7.9887,1.0000000000000002e-06
0,11400,11400,VEV_4000,4000,5234.5,1234.5,7.9886,1.0000000000000002e-06
0,11500,11500,VEV_4000,4000,5235.5,1235.5,7.988500000000001,1.0000000000000002e-06
0,11600,11600,VEV_4000,4000,5236.5,1236.5,7.9884,1.0000000000000002e-06
0,11700,11700,VEV_4000,4000,5236.5,1236.5,7.988299999999999,1.0000000000000002e-06
0,11800,11800,VEV_4000,4000,5235.5,1235.5,7.988200000000001,1.0000000000000002e-06
0,11900,11900,VEV_4000,4000,5234.5,1234.5,7.9881,1.0000000000000002e-06
0,12000,12000,VEV_4000,4000,5237.5,1237.5,7.988,1.0000000000000002e-06
0,12100,12100,VEV_4000,4000,5238.5,1238.5,7.9879,1.0000000000000002e-06
0,12200,12200,VEV_4000,4000,5238.5,1238.5,7.9878,1.0000000000000002e-06
0,12300,12300,VEV_4000,4000,5238.5,1238.5,7.9877,1.0000000000000002e-06
0,12400,12400,VEV_4000,4000,5238.5,1238.5,7.9876,1.0000000000000002e-06
0,12700,12700,VEV_4000,4000,5239.5,1239.5,7.987299999999999,1.0000000000000002e-06
0,12800,12800,VEV_4000,4000,5238.5,1238.5,7.9872,1.0000000000000002e-06
0,12900,12900,VEV_4000,4000,5238.5,1238.5,7.9871,1.0000000000000002e-06
0,13000,13000,VEV_4000,4000,5238.5,1238.5,7.987000000000001,1.0000000000000002e-06
0,13100,13100,VEV_4000,4000,5239.5,1239.5,7.9869,1.0000000000000002e-06
0,13200,13200,VEV_4000,4000,5239.5,1239.5,7.9868,1.0000000000000002e-06
0,13300,13300,VEV_4000,4000,5237.5,1237.5,7.986700000000001,1.0000000000000002e-06
0,13400,13400,VEV_4000,4000,5240.5,1240.5,7.9866,1.0000000000000002e-06
0,13500,13500,VEV_4000,4000,5241.0,1242.5,7.9865,0.7675593168530093
0,13600,13600,VEV_4000,4000,5241.0,1241.0,7.986400000000001,1.0000000000000002e-06
0,13800,13800,VEV_4000,4000,5240.5,1240.5,7.9862,1.0000000000000002e-06
0,13900,13900,VEV_4000,4000,5240.0,1240.0,7.9860999999999995,1.0000000000000002e-06
0,14000,14000,VEV_4000,4000,5240.5,1240.5,7.986,1.0000000000000002e-06
0,14100,14100,VEV_4000,4000,5241.0,1241.0,7.9859,1.0000000000000002e-06
0,14200,14200,VEV_4000,4000,5241.5,1241.5,7.985799999999999,1.0000000000000002e-06
0,14300,14300,VEV_4000,4000,5241.0,1241.0,7.9857,1.0000000000000002e-06
0,14400,14400,VEV_4000,4000,5241.5,1241.5,7.9856,1.0000000000000002e-06
0,14500,14500,VEV_4000,4000,5242.5,1242.5,7.985499999999999,1.0000000000000002e-06
0,14600,14600,VEV_4000,4000,5243.0,1243.0,7.9854,1.0000000000000002e-06
0,14700,14700,VEV_4000,4000,5242.5,1242.5,7.9853,1.0000000000000002e-06
0,14800,14800,VEV_4000,4000,5242.5,1242.5,7.985199999999999,1.0000000000000002e-06
0,14900,14900,VEV_4000,4000,5241.5,1241.5,7.9851,1.0000000000000002e-06
0,15000,15000,VEV_4000,4000,5241.5,1241.5,7.985,1.0000000000000002e-06
0,15100,15100,VEV_4000,4000,5242.5,1247.5,7.9849000000000006,0.9075014149973288
0,15300,15300,VEV_4000,4000,5243.5,1243.5,7.9847,1.0000000000000002e-06
0,15500,15500,VEV_4000,4000,5243.5,1243.5,7.9845,1.0000000000000002e-06
0,15600,15600,VEV_4000,4000,5243.5,1243.5,7.9844,1.0000000000000002e-06
0,15700,15700,VEV_4000,4000,5243.5,1243.5,7.9843,1.0000000000000002e-06
0,15800,15800,VEV_4000,4000,5243.5,1243.5,7.984200000000001,1.0000000000000002e-06
0,15900,15900,VEV_4000,4000,5242.5,1242.5,7.9841,1.0000000000000002e-06
0,16000,16000,VEV_4000,4000,5242.5,1242.5,7.983999999999999,1.0000000000000002e-06
0,16100,16100,VEV_4000,4000,5241.5,1241.5,7.983900000000001,1.0000000000000002e-06
0,16200,16200,VEV_4000,4000,5241.0,1241.0,7.9838,1.0000000000000002e-06
0,16400,16400,VEV_4000,4000,5242.5,1242.5,7.9836,1.0000000000000002e-06
0,16500,16500,VEV_4000,4000,5242.0,1242.0,7.9835,1.0000000000000002e-06
0,16600,16600,VEV_4000,4000,5242.5,1242.5,7.983399999999999,1.0000000000000002e-06
0,16700,16700,VEV_4000,4000,5241.5,1241.5,7.9833,1.0000000000000002e-06
0,16800,16800,VEV_4000,4000,5240.5,1240.5,7.9832,1.0000000000000002e-06
0,16900,16900,VEV_4000,4000,5241.0,1241.0,7.9831,1.0000000000000002e-06
0,17000,17000,VEV_4000,4000,5238.0,1239.5,7.983,0.7663272416585467
0,17100,17100,VEV_4000,4000,5240.5,1240.5,7.9829,1.0000000000000002e-06
0,17200,17200,VEV_4000,4000,5241.0,1241.5,7.9828,0.678804090094808
0,17300,17300,VEV_4000,4000,5241.5,1241.5,7.982700000000001,1.0000000000000002e-06
0,17400,17400,VEV_4000,4000,5240.5,1240.5,7.9826,1.0000000000000002e-06
0,17500,17500,VEV_4000,4000,5240.5,1240.5,7.9825,1.0000000000000002e-06
0,17600,17600,VEV_4000,4000,5239.5,1239.5,7.982400000000001,1.0000000000000002e-06
0,17700,17700,VEV_4000,4000,5240.5,1240.5,7.9823,1.0000000000000002e-06
0,17800,17800,VEV_4000,4000,5240.0,1240.0,7.982199999999999,1.0000000000000002e-06
0,17900,17900,VEV_4000,4000,5239.5,1239.5,7.982100000000001,1.0000000000000002e-06
0,18000,18000,VEV_4000,4000,5238.5,1238.5,7.982,1.0000000000000002e-06
0,18100,18100,VEV_4000,4000,5238.0,1238.0,7.9819,1.0000000000000002e-06
0,18200,18200,VEV_4000,4000,5238.5,1238.5,7.9818,1.0000000000000002e-06
0,18300,18300,VEV_4000,4000,5237.5,1237.5,7.9817,1.0000000000000002e-06
0,18400,18400,VEV_4000,4000,5237.5,1237.5,7.9816,1.0000000000000002e-06
0,18600,18600,VEV_4000,4000,5237.0,1237.0,7.9814,1.0000000000000002e-06
0,18800,18800,VEV_4000,4000,5237.5,1237.5,7.981199999999999,1.0000000000000002e-06
0,18900,18900,VEV_4000,4000,5236.5,1236.5,7.9811,1.0000000000000002e-06
0,19000,19000,VEV_4000,4000,5236.5,1236.5,7.981,1.0000000000000002e-06
0,19100,19100,VEV_4000,4000,5238.5,1238.5,7.980900000000001,1.0000000000000002e-06
0,19200,19200,VEV_4000,4000,5239.0,1239.0,7.9808,1.0000000000000002e-06
0,19300,19300,VEV_4000,4000,5238.5,1238.5,7.9807,1.0000000000000002e-06
0,19400,19400,VEV_4000,4000,5238.5,1243.5,7.980600000000001,0.9056353934853336
0,19500,19500,VEV_4000,4000,5238.5,1238.5,7.9805,1.0000000000000002e-06
0,19600,19600,VEV_4000,4000,5236.0,1236.0,7.9804,1.0000000000000002e-06
0,19800,19800,VEV_4000,4000,5236.5,1236.5,7.9802,1.0000000000000002e-06
0,19900,19900,VEV_4000,4000,5238.5,1238.5,7.9801,1.0000000000000002e-06
0,20000,20000,VEV_4000,4000,5239.5,1239.5,7.98,1.0000000000000002e-06
0,20100,20100,VEV_4000,4000,5237.5,1237.5,7.9799,1.0000000000000002e-06
0,20200,20200,VEV_4000,4000,5237.5,1237.5,7.9798,1.0000000000000002e-06
0,20300,20300,VEV_4000,4000,5237.5,1237.5,7.979699999999999,1.0000000000000002e-06
0,20500,20500,VEV_4000,4000,5236.0,1236.0,7.9795,1.0000000000000002e-06
0,20600,20600,VEV_4000,4000,5235.5,1235.5,7.979399999999999,1.0000000000000002e-06
0,20700,20700,VEV_4000,4000,5235.5,1235.5,7.9793,1.0000000000000002e-06
0,20800,20800,VEV_4000,4000,5236.5,1236.5,7.9792,1.0000000000000002e-06
0,20900,20900,VEV_4000,4000,5235.5,1235.5,7.979099999999999,1.0000000000000002e-06
0,21000,21000,VEV_4000,4000,5235.5,1235.5,7.979,1.0000000000000002e-06
0,21100,21100,VEV_4000,4000,5234.5,1234.5,7.9789,1.0000000000000002e-06
0,21200,21200,VEV_4000,4000,5232.5,1234.0,7.978800000000001,0.7639579334082087
0,21300,21300,VEV_4000,4000,5234.5,1234.5,7.9787,1.0000000000000002e-06
0,21600,21600,VEV_4000,4000,5235.5,1235.5,7.9784,1.0000000000000002e-06
0,21700,21700,VEV_4000,4000,5233.0,1234.5,7.9783,0.7642157676789989
0,21800,21800,VEV_4000,4000,5234.0,1234.0,7.9782,1.0000000000000002e-06
0,21900,21900,VEV_4000,4000,5234.0,1234.0,7.978100000000001,1.0000000000000002e-06
0,22000,22000,VEV_4000,4000,5234.5,1234.5,7.978,1.0000000000000002e-06
0,22100,22100,VEV_4000,4000,5234.5,1234.5,7.977899999999999,1.0000000000000002e-06
0,22200,22200,VEV_4000,4000,5235.5,1235.5,7.977800000000001,1.0000000000000002e-06
0,22300,22300,VEV_4000,4000,5236.5,1236.5,7.9777,1.0000000000000002e-06
0,22400,22400,VEV_4000,4000,5237.5,1237.5,7.977599999999999,1.0000000000000002e-06
0,22500,22500,VEV_4000,4000,5236.5,1236.5,7.9775,1.0000000000000002e-06
0,22600,22600,VEV_4000,4000,5234.0,1235.5,7.9774,0.7647265956217046
0,22700,22700,VEV_4000,4000,5234.5,1234.5,7.977299999999999,1.0000000000000002e-06
0,22800,22800,VEV_4000,4000,5235.5,1235.5,7.9772,1.0000000000000002e-06
0,22900,22900,VEV_4000,4000,5234.5,1234.5,7.9771,1.0000000000000002e-06
0,23000,23000,VEV_4000,4000,5235.5,1235.5,7.977,1.0000000000000002e-06
0,23100,23100,VEV_4000,4000,5236.5,1236.5,7.9769,1.0000000000000002e-06
0,23300,23300,VEV_4000,4000,5233.5,1233.5,7.9767,1.0000000000000002e-06
0,23400,23400,VEV_4000,4000,5235.5,1235.5,7.976600000000001,1.0000000000000002e-06
0,23500,23500,VEV_4000,4000,5236.0,1236.0,7.9765,1.0000000000000002e-06
0,23600,23600,VEV_4000,4000,5237.5,1237.5,7.9764,1.0000000000000002e-06
0,23700,23700,VEV_4000,4000,5237.5,1237.5,7.976300000000001,1.0000000000000002e-06
0,23800,23800,VEV_4000,4000,5237.0,1237.0,7.9762,1.0000000000000002e-06
0,23900,23900,VEV_4000,4000,5235.5,1235.5,7.976099999999999,1.0000000000000002e-06
0,24000,24000,VEV_4000,4000,5234.5,1234.5,7.976000000000001,1.0000000000000002e-06
0,24100,24100,VEV_4000,4000,5235.5,1235.5,7.9759,1.0000000000000002e-06
0,24200,24200,VEV_4000,4000,5234.5,1234.5,7.975799999999999,1.0000000000000002e-06
0,24300,24300,VEV_4000,4000,5234.5,1234.5,7.975700000000001,1.0000000000000002e-06
0,24400,24400,VEV_4000,4000,5235.5,1235.5,7.9756,1.0000000000000002e-06
0,24500,24500,VEV_4000,4000,5234.5,1234.5,7.9755,1.0000000000000002e-06
0,24600,24600,VEV_4000,4000,5234.5,1234.5,7.9754,1.0000000000000002e-06
0,24700,24700,VEV_4000,4000,5235.0,1235.0,7.9753,1.0000000000000002e-06
0,24800,24800,VEV_4000,4000,5234.5,1234.5,7.9752,1.0000000000000002e-06
0,24900,24900,VEV_4000,4000,5234.5,1234.5,7.975099999999999,1.0000000000000002e-06
0,25000,25000,VEV_4000,4000,5233.5,1233.5,7.975,1.0000000000000002e-06
0,25100,25100,VEV_4000,4000,5232.5,1232.5,7.9749,1.0000000000000002e-06
0,25200,25200,VEV_4000,4000,5233.5,1233.5,7.974799999999999,1.0000000000000002e-06
0,25300,25300,VEV_4000,4000,5234.0,1234.0,7.9747,1.0000000000000002e-06
0,25400,25400,VEV_4000,4000,5233.0,1233.0,7.9746,1.0000000000000002e-06
0,25600,25600,VEV_4000,4000,5230.0,1230.0,7.9744,1.0000000000000002e-06
0,25700,25700,VEV_4000,4000,5231.5,1231.5,7.9743,1.0000000000000002e-06
0,25800,25800,VEV_4000,4000,5230.0,1230.0,7.974200000000001,1.0000000000000002e-06
0,25900,25900,VEV_4000,4000,5230.5,1230.5,7.9741,1.0000000000000002e-06
0,26000,26000,VEV_4000,4000,5228.5,1228.5,7.974,1.0000000000000002e-06
0,26100,26100,VEV_4000,4000,5226.0,1228.0,7.9739,0.7893789381951084
0,26200,26200,VEV_4000,4000,5227.5,1227.5,7.9738,1.0000000000000002e-06
0,26300,26300,VEV_4000,4000,5228.0,1228.0,7.9737,1.0000000000000002e-06
0,26400,26400,VEV_4000,4000,5227.5,1227.5,7.973599999999999,1.0000000000000002e-06
0,26500,26500,VEV_4000,4000,5228.5,1228.5,7.9735,1.0000000000000002e-06
0,26700,26700,VEV_4000,4000,5229.5,1229.5,7.973299999999999,1.0000000000000002e-06
0,26800,26800,VEV_4000,4000,5230.5,1230.5,7.9732,1.0000000000000002e-06
0,26900,26900,VEV_4000,4000,5230.5,1230.5,7.9731,1.0000000000000002e-06
0,27000,27000,VEV_4000,4000,5230.0,1230.0,7.972999999999999,1.0000000000000002e-06
0,27100,27100,VEV_4000,4000,5231.5,1231.5,7.9729,1.0000000000000002e-06
0,27200,27200,VEV_4000,4000,5232.5,1232.5,7.9728,1.0000000000000002e-06
0,27400,27400,VEV_4000,4000,5232.5,1232.5,7.9726,1.0000000000000002e-06
0,27500,27500,VEV_4000,4000,5232.5,1232.5,7.9725,1.0000000000000002e-06
0,27600,27600,VEV_4000,4000,5233.5,1233.5,7.9724,1.0000000000000002e-06
0,27700,27700,VEV_4000,4000,5232.5,1232.5,7.9723,1.0000000000000002e-06
0,27800,27800,VEV_4000,4000,5232.5,1232.5,7.9722,1.0000000000000002e-06
0,27900,27900,VEV_4000,4000,5234.0,1234.0,7.9721,1.0000000000000002e-06
0,28000,28000,VEV_4000,4000,5233.5,1233.5,7.972000000000001,1.0000000000000002e-06
0,28100,28100,VEV_4000,4000,5233.5,1233.5,7.9719,1.0000000000000002e-06
0,28200,28200,VEV_4000,4000,5233.5,1233.5,7.971799999999999,1.0000000000000002e-06
0,28300,28300,VEV_4000,4000,5233.5,1233.5,7.971700000000001,1.0000000000000002e-06
0,28400,28400,VEV_4000,4000,5233.0,1233.0,7.9716,1.0000000000000002e-06
0,28500,28500,VEV_4000,4000,5232.5,1233.0,7.971499999999999,0.675676130115819
0,28600,28600,VEV_4000,4000,5233.5,1233.5,7.9714,1.0000000000000002e-06
0,28800,28800,VEV_4000,4000,5231.5,1232.0,7.971199999999999,0.6752637195168114
0,29000,29000,VEV_4000,4000,5231.5,1231.5,7.971,1.0000000000000002e-06
0,29100,29100,VEV_4000,4000,5232.5,1232.5,7.9709,1.0000000000000002e-06
0,29200,29200,VEV_4000,4000,5231.5,1231.5,7.9708,1.0000000000000002e-06
0,29300,29300,VEV_4000,4000,5230.5,1230.5,7.9707,1.0000000000000002e-06
0,29400,29400,VEV_4000,4000,5230.5,1230.5,7.9706,1.0000000000000002e-06
0,29500,29500,VEV_4000,4000,5230.5,1230.5,7.9704999999999995,1.0000000000000002e-06
0,29600,29600,VEV_4000,4000,5230.5,1230.5,7.9704,1.0000000000000002e-06
0,29700,29700,VEV_4000,4000,5229.0,1229.0,7.9703,1.0000000000000002e-06
0,29800,29800,VEV_4000,4000,5229.5,1229.5,7.970200000000001,1.0000000000000002e-06
0,29900,29900,VEV_4000,4000,5229.0,1231.0,7.9701,0.7910125776406711
0,30000,30000,VEV_4000,4000,5231.0,1231.0,7.97,1.0000000000000002e-06
0,30100,30100,VEV_4000,4000,5231.5,1231.5,7.969900000000001,1.0000000000000002e-06
0,30200,30200,VEV_4000,4000,5232.5,1232.5,7.9698,1.0000000000000002e-06
0,30300,30300,VEV_4000,4000,5232.5,1232.5,7.969699999999999,1.0000000000000002e-06
0,30400,30400,VEV_4000,4000,5231.5,1231.5,7.969600000000001,1.0000000000000002e-06
0,30500,30500,VEV_4000,4000,5231.0,1231.0,7.9695,1.0000000000000002e-06
0,30600,30600,VEV_4000,4000,5231.5,1231.5,7.9694,1.0000000000000002e-06
0,30700,30700,VEV_4000,4000,5231.5,1231.5,7.9693,1.0000000000000002e-06
0,30800,30800,VEV_4000,4000,5232.5,1232.5,7.9692,1.0000000000000002e-06
0,30900,30900,VEV_4000,4000,5231.5,1231.5,7.9691,1.0000000000000002e-06
0,31100,31100,VEV_4000,4000,5229.0,1229.0,7.9689,1.0000000000000002e-06
0,31200,31200,VEV_4000,4000,5228.5,1228.5,7.9688,1.0000000000000002e-06
0,31300,31300,VEV_4000,4000,5228.5,1228.5,7.968699999999999,1.0000000000000002e-06
0,31400,31400,VEV_4000,4000,5229.5,1229.5,7.9686,1.0000000000000002e-06
0,31500,31500,VEV_4000,4000,5230.5,1230.5,7.9685,1.0000000000000002e-06
0,31600,31600,VEV_4000,4000,5229.5,1229.5,7.968400000000001,1.0000000000000002e-06
0,31800,31800,VEV_4000,4000,5228.5,1228.5,7.9682,1.0000000000000002e-06
0,31900,31900,VEV_4000,4000,5228.5,1228.5,7.968100000000001,1.0000000000000002e-06
0,32000,32000,VEV_4000,4000,5228.5,1228.5,7.968,1.0000000000000002e-06
0,32100,32100,VEV_4000,4000,5227.5,1227.5,7.9679,1.0000000000000002e-06
0,32200,32200,VEV_4000,4000,5228.5,1228.5,7.9678,1.0000000000000002e-06
0,32300,32300,VEV_4000,4000,5228.5,1228.5,7.9677,1.0000000000000002e-06
0,32400,32400,VEV_4000,4000,5229.5,1229.5,7.9676,1.0000000000000002e-06
0,32500,32500,VEV_4000,4000,5229.5,1229.5,7.967499999999999,1.0000000000000002e-06
0,32600,32600,VEV_4000,4000,5230.0,1230.0,7.9674,1.0000000000000002e-06
0,32700,32700,VEV_4000,4000,5228.5,1228.5,7.9673,1.0000000000000002e-06
0,32800,32800,VEV_4000,4000,5228.5,1228.5,7.967199999999999,1.0000000000000002e-06
0,32900,32900,VEV_4000,4000,5228.5,1228.5,7.9671,1.0000000000000002e-06
0,33000,33000,VEV_4000,4000,5226.5,1228.0,7.967,0.7617121753762219
0,33200,33200,VEV_4000,4000,5231.5,1231.5,7.9668,1.0000000000000002e-06
0,33300,33300,VEV_4000,4000,5230.5,1230.5,7.9667,1.0000000000000002e-06
0,33400,33400,VEV_4000,4000,5229.5,1229.5,7.966600000000001,1.0000000000000002e-06
0,33500,33500,VEV_4000,4000,5230.5,1230.5,7.9665,1.0000000000000002e-06
