timestamp,bidPrice,askPrice,transportFees,exportTariff,importTariff,sugarPrice,sunlightIndex,
10600,643,644.5,2.1,10,-3,198.8485581,55.53,643.75
10700,641.5,643,2.1,10,-3,198.8296615,55.54,642.25
10800,644,645.5,2.1,10.5,-3,198.9245065,55.54,644.75
10900,644,645.5,2.1,10.5,-3,198.794079,55.54,644.75
11000,645.5,647,2.1,10.5,-3,198.9465959,55.55,646.25
11100,646,647.5,2.1,10.5,-3,199.2806863,55.56,646.75
11200,646,647.5,2.1,10.5,-3,199.32012,55.56,646.75
11300,645.5,647,2.1,10.5,-3,199.517789,55.56,646.25
11400,646,647.5,2.1,10.5,-3,199.4791694,55.57,646.75
11500,645,646.5,2.1,10.5,-3,199.4427665,55.58,645.75
11600,640.5,642,2.1,10.5,-3,199.0013625,55.58,641.25
11700,642,643.5,2.1,10.5,-3,198.7457465,55.58,642.75
11800,640.5,642,2.1,10.5,-3,198.5097837,55.59,641.25
11900,637,638.5,2.1,10.5,-3,198.1528036,55.6,637.75
12000,637.5,639,2.1,10.5,-3,198.3999842,55.6,638.25
12100,633.5,635,2.1,10.5,-3,198.2600447,55.6,634.25
12200,631.5,633,2.1,10.5,-3,198.1353148,55.61,632.25
12300,632,633.5,2.1,10.5,-3,198.2409611,55.62,632.75
12400,634,635.5,2.1,10.5,-3,198.2727434,55.62,634.75
12500,634,635.5,2.1,10.5,-3,198.2570274,55.62,634.75
12600,636.5,638,2.1,10.5,-3,198.4141298,55.63,637.25
12700,636.5,638,2.1,10.5,-3,198.691056,55.64,637.25
12800,637.5,639,2.1,10.5,-3,198.7303254,55.64,638.25
12900,639,640.5,2.1,10.5,-3,198.9325477,55.64,639.75
13000,638,639.5,2.1,10.5,-3,198.796519,55.65,638.75
13100,635.5,637,2.1,10.5,-3,198.6862058,55.66,636.25
13200,638,639.5,2.1,10.5,-3,198.8528902,55.66,638.75
13300,637,638.5,2.1,10.5,-3,199.0284498,55.66,637.75
13400,632.5,634,2.1,10.5,-3,198.9733025,55.67,633.25
13500,630,631.5,2.1,10.5,-3,198.768256,55.68,630.75
13600,629,630.5,2.1,10.5,-3,198.6893886,55.68,629.75
13700,626.5,628,2.1,10.5,-3,198.512514,55.68,627.25
13800,624.5,626,2.1,10.5,-3,198.4921725,55.69,625.25
13900,625.5,627,2.1,10.5,-3,198.495849,55.7,626.25
14000,625.5,627,2.1,10.5,-3,198.4280564,55.7,626.25
14100,626.5,628,2.1,10.5,-3,198.49997,55.7,627.25
14200,624.5,626,2.1,10.5,-3,198.5531517,55.71,625.25
14300,624.5,626,2.1,10.5,-3,198.8264714,55.72,625.25
14400,622,623.5,2.1,10.5,-3,198.7977468,55.72,622.75
14500,619.5,621,2.1,10.5,-3,198.585223,55.72,620.25
14600,617,618.5,2.1,10.5,-3,198.6385434,55.73,617.75
14700,615,616.5,2.1,10.5,-3,198.703277,55.74,615.75
14800,618,619.5,2.1,10.5,-3,198.873373,55.74,618.75
14900,622.5,624,2.1,10.5,-3,199.0736827,55.74,623.25
15000,618.5,620,2.1,10.5,-3,198.8524985,55.75,619.25
15100,617,618.5,2.1,10.5,-3,198.6531397,55.76,617.75
15200,616,617.5,2.1,10.5,-3,198.4334779,55.76,616.75
15300,616,617.5,2.1,10.5,-3,198.4519184,55.76,616.75
15400,617.5,619,2.1,10.5,-3,198.6409335,55.77,618.25
15500,615.5,617,2.1,10.5,-3,198.3354236,55.78,616.25
15600,617.5,619,2.1,10.5,-3,198.4524274,55.78,618.25
15700,620.5,622,2.1,10.5,-3,198.6190438,55.78,621.25
15800,623,624.5,2.1,10.5,-3,198.6601116,55.79,623.75
15900,626,627.5,2.1,10.5,-3,198.7733087,55.8,626.75
16000,623,624.5,2.1,10.5,-3,198.7728287,55.8,623.75
16100,626,627.5,2.1,10.5,-3,198.8770373,55.8,626.75
16200,626,627.5,2.1,10.5,-3,198.9072298,55.81,626.75
16300,623.5,625,2.1,10.5,-3,198.9322911,55.82,624.25
16400,623.5,625,2.1,10.5,-3,199.0081106,55.82,624.25
16500,624,625.5,2.1,10.5,-3,199.0090353,55.82,624.75
16600,627.5,629,2.1,10.5,-3,199.1058306,55.83,628.25
16700,625,626.5,2.1,10.5,-3,198.8290448,55.84,625.75
16800,624.5,626.5,2.1,10.5,-3,199.1325732,55.84,625.5
16900,623,624.5,2.1,10.5,-3,199.0136895,55.84,623.75
17000,621,622.5,2.1,10.5,-3,198.7790536,55.85,621.75
17100,626.5,628,2.1,10.5,-3,198.9150081,55.86,627.25
17200,627,628.5,2.1,10.5,-3,199.0278007,55.86,627.75
17300,625.5,627,2.1,10.5,-3,198.8034176,55.86,626.25
17400,624,625.5,2.1,10.5,-3,198.6888995,55.87,624.75
17500,621,622.5,2.1,10.5,-3,198.528446,55.88,621.75
17600,622,623.5,2.1,10.5,-3,198.5476532,55.88,622.75
17700,621.5,623,2.1,10.5,-3,198.6456387,55.88,622.25
17800,619,620.5,2.1,10.5,-3,198.5694361,55.89,619.75
17900,614,615.5,2.1,10.5,-3,198.5276356,55.9,614.75
18000,614,615.5,2.1,10.5,-3,198.4327344,55.9,614.75
18100,613,614.5,2.1,10.5,-3,198.33512,55.9,613.75
18200,614,615.5,2.1,10.5,-3,198.5495981,55.91,614.75
18300,611.5,613,2.1,10.5,-3,198.3386278,55.92,612.25
18400,611,612.5,2.1,10.5,-3,198.5749982,55.92,611.75
18500,610.5,612,2.1,10.5,-3,198.6141943,55.92,611.25
18600,610,611.5,2.1,10.5,-3,198.3657071,55.93,610.75
18700,610,611.5,2.1,10.5,-3,197.9776007,55.94,610.75
18800,607,608.5,2.1,10.5,-3,197.8710498,55.94,607.75
18900,610,611.5,2.1,10.5,-3,198.0211518,55.94,610.75
19000,611,612.5,2.1,10.5,-3,198.3339516,55.95,611.75
19100,612.5,614,2.1,10.5,-3,198.6269012,55.96,613.25
19200,612.5,614,2.1,10.5,-3,198.4766302,55.96,613.25
19300,613.5,615,2.1,10.5,-3,198.0750606,55.96,614.25
19400,609,610.5,2.1,10.5,-3,197.8307439,55.97,609.75
19500,610,611.5,2.1,10.5,-3,197.8687607,55.98,610.75
19600,608,609.5,2.1,10.5,-3,197.5306616,55.98,608.75
19700,610,611.5,2.1,10.5,-3,197.6437849,55.98,610.75
19800,614,615.5,2.1,10.5,-3,197.7726409,55.99,614.75
19900,613.5,615,2.1,10.5,-3,197.5533491,56,614.25
20000,611.5,613,2.1,10.5,-3,197.6864976,56,612.25
20100,609.5,611,2.1,10.5,-3,197.3413987,56,610.25
20200,610.5,612,2.1,10.5,-3,197.6788108,56.01,611.25
20300,611.5,613,2.1,10.5,-3,197.6443708,56.02,612.25
20400,614,615.5,2.1,10.5,-3,197.70255,56.02,614.75
20500,619,620.5,2.1,10.5,-3,197.9343411,56.02,619.75
20600,616,617.5,2.1,10.5,-3,197.816612,56.03,616.75
20700,616.5,618,2.1,10.5,-3,197.9092523,56.04,617.25
20800,616,617.5,2.1,10.5,-3,197.4989402,56.04,616.75
20900,618,619.5,2.1,10.5,-3,197.6623895,56.04,618.75
21000,617.5,619,2.1,10.5,-3,197.5498576,56.05,618.25
21100,617.5,619,2.1,10.5,-3,197.5090484,56.06,618.25
21200,620.5,622,2.1,10.5,-3,197.9530507,56.06,621.25
21300,625,626.5,2.1,10.5,-3,198.080144,56.06,625.75
21400,620.5,622,2.1,10.5,-3,197.8195003,56.07,621.25
21500,624,625.5,2.1,10.5,-3,197.9429489,56.08,624.75
21600,621.5,623,2.1,10.5,-3,197.8024401,56.08,622.25
21700,624.5,626,2.1,10.5,-3,197.8186824,56.08,625.25
21800,625.5,627,2.1,10.5,-3,197.964774,56.09,626.25
21900,628,629.5,2.1,10.5,-3,198.1642995,56.1,628.75
22000,631,632.5,2.1,10.5,-3,198.2658147,56.1,631.75
22100,631,633,2.1,10.5,-3,198.3342517,56.1,632
22200,633.5,635,2.1,10.5,-3,198.1921994,56.11,634.25
22300,631.5,633,2.1,10.5,-3,198.0738994,56.12,632.25
22400,631,632.5,2.1,10.5,-3,197.7868085,56.12,631.75
22500,635.5,637,2.1,10.5,-3,198.0721091,56.12,636.25
22600,632.5,634,2.1,10.5,-3,198.0227314,56.13,633.25
22700,631,632.5,2.1,10.5,-3,197.9322322,56.14,631.75
22800,630.5,632,2.1,10.5,-3,197.7873259,56.14,631.25
22900,628,629.5,2.1,10.5,-3,197.4354021,56.14,628.75
23000,629,630.5,2.1,10.5,-3,197.6357332,56.15,629.75
23100,624.5,626,2.1,10.5,-3,197.5519111,56.16,625.25
23200,624,625.5,2.1,10.5,-3,197.764252,56.16,624.75
23300,621.5,623,2.1,10.5,-3,197.5766368,56.16,622.25
23400,625,626.5,2.1,10.5,-3,197.7767938,56.17,625.75
23500,622.5,624,2.1,10.5,-3,197.7545208,56.18,623.25
23600,620,621.5,2.1,10.5,-3,197.6988394,56.18,620.75
23700,622,623.5,2.1,10.5,-3,197.8712788,56.18,622.75
23800,623,624.5,2.1,10.5,-3,197.9544354,56.19,623.75
23900,620,621.5,2.1,10.5,-3,197.9367826,56.2,620.75
24000,619,620.5,2.1,10.5,-3,197.9308583,56.2,619.75
24100,619.5,621,2.1,10.5,-3,198.2842692,56.2,620.25
24200,619,620.5,2.1,10.5,-3,198.0555156,56.21,619.75
24300,620.5,622,2.1,10,-3,198.4549328,56.22,621.25
24400,619,620.5,2.1,10,-3,198.3833968,56.22,619.75
24500,617.5,619,2.1,10,-3,198.3694942,56.22,618.25
24600,616.5,618,2.1,10,-3,198.3433761,56.23,617.25
24700,616,617.5,2.1,10,-3,198.2563467,56.24,616.75
24800,616,617.5,2.1,10,-3,197.8061413,56.24,616.75
24900,617,618.5,2.1,10,-3,197.8736708,56.24,617.75
25000,617,618.5,2.1,10,-3,197.6725817,56.25,617.75
25100,620,621.5,2.1,10,-3,197.7566021,56.26,620.75
25200,617,618.5,2.1,10,-3,197.6902865,56.26,617.75
25300,618.5,620,2.1,10,-3,197.747907,56.26,619.25
25400,618,619.5,2.1,10,-3,197.7179642,56.27,618.75
25500,612.5,614,2.1,10,-3,197.6316063,56.28,613.25
25600,613,614.5,2.1,10,-3,197.432835,56.28,613.75
25700,616,617.5,2.1,10,-3,197.4195938,56.28,616.75
25800,612.5,614,2.1,10,-3,197.0040417,56.29,613.25
25900,615,616.5,2.1,10,-3,197.0521565,56.3,615.75
26000,617,618.5,2.1,10,-3,197.1839834,56.3,617.75
26100,622.5,624,2.1,10,-3,197.3102012,56.3,623.25
26200,621,622.5,2.1,10,-3,197.1046334,56.31,621.75
26300,623,624.5,2.1,10,-3,197.2617929,56.32,623.75
26400,625.5,627,2.1,10,-3,197.4678236,56.32,626.25
26500,628,629.5,2.1,10,-3,197.5386687,56.32,628.75
26600,629.5,631,2.1,10,-3,197.4768572,56.33,630.25
26700,630,631.5,2.1,10,-3,197.5680628,56.34,630.75
26800,626,627.5,2.1,10,-3,197.4685872,56.34,626.75
26900,624.5,626,2.1,10,-3,197.4706954,56.34,625.25
27000,625,626.5,2.1,10,-3,197.4818873,56.35,625.75
27100,621.5,623,2.1,10,-3,197.194831,56.36,622.25
27200,618,619.5,2.1,10,-3,197.1708022,56.36,618.75
27300,619.5,621,2.1,10,-3,197.2967353,56.36,620.25
27400,620,621.5,2.1,10,-3,197.3356816,56.37,620.75
27500,620,621.5,2.1,10,-3,197.4071555,56.38,620.75
27600,621.5,623,2.1,10,-3,197.4129362,56.38,622.25
27700,627.5,629,2.1,10,-3,197.6713317,56.38,628.25
27800,628.5,630,2.1,10,-3,197.7917634,56.39,629.25
27900,630,631.5,2.1,10,-3,197.9890727,56.4,630.75
28000,630,631.5,2.1,10,-3,198.0994645,56.4,630.75
28100,631,632.5,2.1,10,-3,198.0990648,56.4,631.75
28200,632.5,634,2.1,10,-3,198.3552363,56.41,633.25
28300,630.5,632,2.1,10,-3,198.1921874,56.42,631.25
28400,630.5,632,2.1,10,-3,198.0490888,56.42,631.25
28500,631,632.5,2.1,10,-3,198.0230832,56.42,631.75
28600,636,637.5,2.1,10,-3,198.327999,56.43,636.75
28700,633,634.5,2.1,10,-3,198.1221247,56.44,633.75
28800,633,634.5,2.1,10,-3,198.0441973,56.44,633.75
28900,629,630.5,2.1,10,-3,198.0270706,56.44,629.75
29000,629,630.5,2.1,10,-3,198.122798,56.45,629.75
29100,629,630.5,2.1,10,-3,198.0760892,56.46,629.75
29200,633,634.5,2.1,10,-3,198.225056,56.46,633.75
29300,630,631.5,2.1,10,-3,198.1450471,56.46,630.75
29400,634.5,636,2.1,10,-3,198.0121608,56.47,635.25
29500,635,636.5,2.1,10,-3,198.0830693,56.48,635.75
29600,632.5,634,2.1,10,-3,197.8499104,56.48,633.25
29700,629,630.5,2.1,10,-3,197.7766561,56.48,629.75
29800,633.5,635,2.1,10,-3,198.0129567,56.49,634.25
29900,635.5,637,2.1,10,-3,198.0630162,56.5,636.25
30000,631.5,633,2.1,10,-3,197.9604094,56.5,632.25
30100,633.5,635,2.1,10,-3,198.1220854,56.5,634.25
30200,630.5,632,2.1,10,-3,197.8050264,56.51,631.25
30300,630,631.5,2.1,10,-3,197.7914729,56.52,630.75
30400,629.5,631,2.1,10,-3,197.6346773,56.52,630.25
30500,628,629.5,2.1,10,-3,197.594663,56.52,628.75
30600,622.5,624,2.1,10,-3,197.3400627,56.53,623.25
30700,624,625.5,2.1,10,-3,197.3342238,56.54,624.75
30800,619.5,621,2.1,10,-3,197.2665194,56.54,620.25
30900,621.5,623,2.1,10,-3,197.2858651,56.54,622.25
31000,618.5,620,2.1,10,-3,197.0720293,56.55,619.25
31100,618.5,620.5,2.1,10,-3,197.1358625,56.56,619.5
31200,622,623.5,2.1,10,-3,197.3990432,56.56,622.75
31300,621,622.5,2.1,10,-3,197.314172,56.56,621.75
31400,628,629.5,2.1,10,-3,197.5719885,56.57,628.75
31500,626.5,628,2.1,10,-3,197.4251968,56.58,627.25
31600,622,623.5,2.1,10,-3,196.9279145,56.58,622.75
31700,625.5,627,2.1,10,-3,197.2054184,56.58,626.25
31800,626.5,628,2.1,10,-3,197.447316,56.59,627.25
31900,629.5,631,2.1,10,-3,197.3404001,56.6,630.25
32000,627.5,629,2.1,10,-3,196.8969191,56.6,628.25
32100,629.5,631,2.1,10,-3,197.0498538,56.6,630.25
32200,634,635.5,2.1,10,-3,197.2107389,56.61,634.75
32300,636.5,638,2.1,10,-3,197.6911056,56.62,637.25
32400,635.5,637,2.1,10,-3,197.8103489,56.62,636.25
32500,636,637.5,2.1,10,-3,197.8701922,56.62,636.75
32600,637,638.5,2.1,10,-3,197.6305329,56.63,637.75
32700,634.5,636,2.1,10,-3,197.4936124,56.64,635.25
32800,634.5,636,2.1,10,-3,197.7582788,56.64,635.25
32900,632,633.5,2.1,10,-3,197.675744,56.64,632.75
33000,633.5,635,2.1,10,-3,197.6972667,56.65,634.25
33100,634,635.5,2.1,10,-3,197.9457368,56.66,634.75
33200,634.5,636,2.1,10,-3,198.0829649,56.66,635.25
33300,632,633.5,2.1,10,-3,197.9368729,56.66,632.75
33400,632,634,2.1,10,-3,197.6697846,56.67,633
33500,632,634,2.1,10,-3,197.6743715,56.68,633
33600,632,633.5,2.1,10,-3,197.5811895,56.68,632.75
33700,628,629.5,2.1,10,-3,197.4206578,56.68,628.75
33800,631.5,633,2.1,10,-3,197.8391864,56.69,632.25
33900,630,631.5,2.1,10,-3,197.9324845,56.7,630.75
34000,631.5,633,2.1,10,-3,198.0011515,56.7,632.25
34100,628.5,630,2.1,10,-3,197.7398444,56.7,629.25
34200,625.5,627,2.1,10,-3,197.6437867,56.71,626.25
34300,621.5,623,2.1,10,-3,197.2694659,56.72,622.25
34400,621,622.5,2.1,10,-3,197.0397949,56.72,621.75
34500,625.5,627,2.1,10,-3,197.176268,56.72,626.25
34600,624.5,626,2.1,10,-3,197.2667704,56.73,625.25
34700,624.5,626,2.1,10,-3,197.306774,56.74,625.25
34800,625,626.5,2.1,10,-3,197.1177533,56.74,625.75
34900,621.5,623,2.1,10,-3,196.9526984,56.74,622.25
35000,624,625.5,2.1,10,-3,197.0869071,56.75,624.75
35100,622.5,624,2.1,10,-3,196.9738494,56.76,623.25
35200,622,624,2.1,10,-3,197.1788023,56.76,623
35300,624.5,626,2.1,10,-3,197.3350016,56.76,625.25
35400,624.5,626,2.1,10,-3,197.5576257,56.77,625.25
35500,626,627.5,2.1,10,-3,197.7028951,56.78,626.75
35600,623,624.5,2.1,10,-3,197.6072033,56.78,623.75
35700,616,617.5,2.1,10,-3,197.4775663,56.78,616.75
35800,616,617.5,2.1,10,-3,197.3350225,56.79,616.75
35900,618,619.5,2.1,10,-3,197.5315769,56.8,618.75
36000,619,620.5,2.1,10,-3,197.6178353,56.8,619.75
36100,617,618.5,2.1,10,-3,197.4663687,56.8,617.75
36200,613,614.5,2.1,10,-3,197.3892336,56.81,613.75
36300,615.5,617,2.1,10,-3,197.4485047,56.82,616.25
36400,614.5,616,2.1,10,-3,197.6072844,56.82,615.25
36500,613.5,615,2.1,10,-3,197.5041131,56.82,614.25
36600,613.5,615,2.1,10,-3,197.3187779,56.83,614.25
36700,615.5,617,2.1,10,-3,197.4527735,56.84,616.25
36800,618,619.5,2.1,10,-3,197.5521064,56.84,618.75
36900,619,620.5,2.1,10,-3,197.5420214,56.84,619.75
37000,616,617.5,2.1,10,-3,197.4921864,56.85,616.75
37100,619.5,621,2.1,10,-3,197.5651448,56.86,620.25
37200,623.5,625,2.1,10,-3,197.6391609,56.86,624.25
37300,623,624.5,2.1,10,-3,197.4025542,56.86,623.75
37400,624.5,626,2.1,10,-3,197.5058003,56.87,625.25
37500,623,624.5,2.1,10,-3,197.3224149,56.88,623.75
37600,620,621.5,2.1,10,-3,197.2538381,56.88,620.75
37700,616.5,618,2.1,10,-3,197.1536498,56.88,617.25
37800,615.5,617,2.1,10,-3,197.3756421,56.89,616.25
37900,616,617.5,2.1,10,-3,197.4325156,56.9,616.75
38000,615,616.5,2.1,10,-3,197.3489179,56.9,615.75
38100,615,616.5,2.1,10,-3,197.4285802,56.9,615.75
38200,613.5,615,2.1,10,-3,197.3095325,56.91,614.25
38300,613,614.5,2.1,10,-3,197.5472177,56.92,613.75
38400,612,613.5,2.1,10,-3,197.5576046,56.92,612.75
38500,611,612.5,2.1,10,-3,197.6457585,56.92,611.75
38600,609.5,611,2.1,10,-3,197.5863352,56.93,610.25
38700,608.5,610,2.1,10,-3,197.4698834,56.94,609.25
38800,610,611.5,2.1,10,-3,197.6320573,56.94,610.75
38900,609,610.5,2.1,10,-3,197.6165895,56.94,609.75
39000,605.5,607,2.1,10,-3,197.3951131,56.95,606.25
39100,605.5,607.5,2.1,10,-3,197.4249896,56.96,606.5
39200,607.5,609,2.1,10,-3,197.1908035,56.96,608.25
39300,607.5,609,2.1,10,-3,196.9625972,56.96,608.25
39400,605.5,607,2.1,10,-3,196.8051949,56.97,606.25
39500,605.5,607,2.1,10,-3,196.5946871,56.98,606.25
39600,604,605.5,2.1,10,-3,196.6063379,56.98,604.75
39700,601.5,603,2.1,10,-3,196.4875265,56.98,602.25
39800,599,600.5,2.1,10,-3,196.4059745,56.99,599.75
39900,596.5,598,2.1,10,-3,196.380246,57,597.25
40000,598,599.5,2.1,10,-3,196.3807537,57,598.75
40100,596,597.5,2.1,10,-3,196.3980048,57,596.75
40200,593.5,595,2.1,10,-3,196.4755271,57.01,594.25
40300,592.5,594,2.1,10,-3,196.1560026,57.02,593.25
40400,596.5,598,2.1,10,-3,196.2831692,57.02,597.25
40500,592.5,594,2.1,10,-3,196.1167627,57.02,593.25
40600,593,594.5,2.1,10,-3,196.1453839,57.03,593.75
40700,590,591.5,2.1,10,-3,195.732912,57.04,590.75
40800,591,592.5,2.1,10,-3,195.6655264,57.04,591.75
40900,591,592.5,2.1,10,-3,195.5352515,57.04,591.75
41000,589.5,591,2.1,10,-3,195.6244809,57.05,590.25
41100,594,595.5,2.1,10,-3,195.9232583,57.06,594.75
41200,595,596.5,2.1,10,-3,196.1829727,57.06,595.75
41300,597,598.5,2.1,10,-3,196.4154263,57.06,597.75
41400,596,597.5,2.1,10,-3,196.5040593,57.07,596.75
41500,593.5,595,2.1,10,-3,196.4060798,57.08,594.25
41600,595.5,597,2.1,10,-3,196.3997577,57.08,596.25
41700,598.5,600,2.1,10,-3,196.6441179,57.08,599.25
41800,596.5,598,2.1,10,-3,196.4372622,57.09,597.25
41900,598.5,600,2.1,10,-3,196.5273317,57.1,599.25
42000,596.5,598,2.1,10,-3,196.4489258,57.1,597.25
42100,598,599.5,2.1,10,-3,196.4741652,57.1,598.75
42200,601,602.5,2.1,10,-3,196.5487992,57.11,601.75
42300,603,604.5,2.1,10,-3,196.2683638,57.12,603.75
42400,606,607.5,2.1,10,-3,196.6303864,57.12,606.75
42500,607,608.5,2.1,10,-3,196.9712286,57.12,607.75
42600,610,611.5,2.1,10,-3,197.1012559,57.13,610.75
42700,608.5,610,2.1,10,-3,196.9547554,57.14,609.25
