timestamp,bidPrice,askPrice,transportFees,exportTariff,importTariff,sugarPrice,sunlightIndex,
10600,625,626.5,1,9.5,-3,199.5853477,60.26,625.75
10700,626.5,628,1,9.5,-3,199.4563614,60.27,627.25
10800,624.5,626,1,9.5,-3,199.2634534,60.27,625.25
10900,622.5,624,1,9.5,-3,198.8999596,60.27,623.25
11000,625,626.5,1,9.5,-3,198.6761188,60.28,625.75
11100,622.5,624,1,9.5,-3,198.5130641,60.28,623.25
11200,623.5,625,1,9.5,-3,198.3450938,60.28,624.25
11300,621,622.5,1,9.5,-3,198.2626115,60.28,621.75
11400,621.5,623,1,9.5,-3,198.2097924,60.28,622.25
11500,622.5,624,1,9.5,-3,198.5803995,60.29,623.25
11600,625,626.5,1,9.5,-3,198.7081364,60.29,625.75
11700,621,622.5,1,9.5,-3,198.4906929,60.29,621.75
11800,619,620.5,1,9.5,-3,198.3441639,60.3,619.75
11900,622,623.5,1,9.5,-3,198.7517315,60.3,622.75
12000,625.5,627,1,9.5,-3,198.768909,60.3,626.25
12100,627,628.5,1,9.5,-3,199.0155414,60.3,627.75
12200,627.5,629,1,9.5,-3,199.0465288,60.3,628.25
12300,629.5,631,1,9.5,-3,199.2224555,60.31,630.25
12400,626,627.5,1,9.5,-3,199.1238353,60.31,626.75
12500,623.5,625,1,9.5,-3,198.8885646,60.31,624.25
12600,621,622.5,1,9.5,-3,199.0148932,60.32,621.75
12700,620,621.5,1,9.5,-3,198.9672297,60.32,620.75
12800,618.5,620,1,9.5,-3,198.7050893,60.32,619.25
12900,617.5,619,1,9.5,-3,198.6900698,60.32,618.25
13000,618,619.5,1,9.5,-3,198.9549862,60.32,618.75
13100,619,620.5,1,9.5,-3,199.0304978,60.33,619.75
13200,617,618.5,1,9.5,-3,199.0130177,60.33,617.75
13300,618,619.5,1,9.5,-3,198.8641823,60.33,618.75
13400,618.5,620,1,9.5,-3,198.9798906,60.34,619.25
13500,620.5,622,1,9.5,-3,198.9904448,60.34,621.25
13600,621.5,623,1,9.5,-3,199.2387636,60.34,622.25
13700,623.5,625,1,9.5,-3,199.2671001,60.34,624.25
13800,624,625.5,1,9.5,-3,199.2925307,60.34,624.75
13900,625,626.5,1,9.5,-3,199.3780458,60.35,625.75
14000,628,629.5,1,9.5,-3,199.550641,60.35,628.75
14100,625.5,627,1,9.5,-3,199.1637803,60.35,626.25
14200,624.5,626,1,9.5,-3,199.2244499,60.36,625.25
14300,625.5,627,1,9.5,-3,199.1764321,60.36,626.25
14400,627.5,629,1,9.5,-3,199.4832725,60.36,628.25
14500,632,633.5,1,9.5,-3,199.6411126,60.36,632.75
14600,632,633.5,1,9.5,-3,199.4760709,60.36,632.75
14700,628.5,630,1,9.5,-3,199.3878735,60.37,629.25
14800,626.5,628,1,9.5,-3,199.3794464,60.37,627.25
14900,629,630.5,1,9.5,-3,199.6536006,60.37,629.75
15000,631.5,633,1,9.5,-3,199.9380892,60.38,632.25
15100,629,630.5,1,9.5,-3,199.8882607,60.38,629.75
15200,629.5,631,1,9.5,-3,199.8700968,60.38,630.25
15300,628,629.5,1,9.5,-3,199.7104755,60.38,628.75
15400,627,628.5,1,9.5,-3,199.6445379,60.38,627.75
15500,629.5,631,1,9.5,-3,199.8771317,60.39,630.25
15600,628.5,630,1,9.5,-3,199.6419586,60.39,629.25
15700,628,629.5,1,9.5,-3,199.6284527,60.39,628.75
15800,623,624.5,1,9.5,-3,199.4269636,60.4,623.75
15900,623.5,625,1,9.5,-3,199.2998633,60.4,624.25
16000,622.5,624,1,9.5,-3,199.1616351,60.4,623.25
16100,620,621.5,1,9.5,-3,199.0727188,60.4,620.75
16200,621.5,623,1,9.5,-3,199.1045606,60.4,622.25
16300,625,626.5,1,9.5,-3,199.3392114,60.41,625.75
16400,620.5,622,1,9.5,-3,198.9130178,60.41,621.25
16500,620,621.5,1,9.5,-3,198.7198574,60.41,620.75
16600,620,621.5,1,9.5,-3,198.9208701,60.42,620.75
16700,618,619.5,1,9.5,-3,198.870615,60.42,618.75
16800,620,621.5,1,9.5,-3,199.008858,60.42,620.75
16900,618,619.5,1,9.5,-3,198.881546,60.42,618.75
17000,618.5,620,1,9.5,-3,198.8194829,60.42,619.25
17100,617,618.5,1,9.5,-3,198.7889671,60.43,617.75
17200,612.5,614,1,9.5,-3,198.5912907,60.43,613.25
17300,614,615.5,1,9.5,-3,198.6151798,60.43,614.75
17400,614,615.5,1,9.5,-3,198.5245622,60.44,614.75
17500,612.5,614,1,9.5,-3,198.6420533,60.44,613.25
17600,610.5,612,1,9.5,-3,198.5986095,60.44,611.25
17700,610.5,612.5,1,9.5,-3,198.60796,60.44,611.5
17800,614.5,616,1,9.5,-3,198.6700481,60.44,615.25
17900,610.5,612,1,9.5,-3,198.4129125,60.45,611.25
18000,610.5,612,1,9.5,-3,198.1686083,60.45,611.25
18100,611,612.5,1,9.5,-3,198.296384,60.45,611.75
18200,611,612.5,1,9.5,-3,198.1287647,60.46,611.75
18300,612.5,614,1,9.5,-3,198.4697556,60.46,613.25
18400,613.5,615,1,9.5,-3,198.6098349,60.46,614.25
18500,617,618.5,1,9.5,-3,198.7204109,60.46,617.75
18600,615.5,617,1,9.5,-3,198.5695487,60.46,616.25
18700,616,617.5,1,9.5,-3,198.8102472,60.47,616.75
18800,618,619.5,1,9.5,-3,199.2879493,60.47,618.75
18900,611,612.5,1,9.5,-3,199.241027,60.47,611.75
19000,612,613.5,1,9.5,-3,199.5457241,60.48,612.75
19100,614,615.5,1,9.5,-3,199.5668238,60.48,614.75
19200,616.5,618,1,9.5,-3,199.6615573,60.48,617.25
19300,616,617.5,1,9.5,-3,199.5831742,60.48,616.75
19400,615,616.5,1,9.5,-3,199.6685194,60.48,615.75
19500,615.5,617,1,9.5,-3,199.6413552,60.49,616.25
19600,617.5,619,1,9.5,-3,199.7653751,60.49,618.25
19700,618.5,620,1,9.5,-3,199.7901726,60.49,619.25
19800,619,620.5,1,9.5,-3,199.8944181,60.5,619.75
19900,614,615.5,1,9.5,-3,199.8818685,60.5,614.75
20000,615.5,617,1,9.5,-3,199.9841394,60.5,616.25
20100,618,619.5,1,9.5,-3,200.191513,60.5,618.75
20200,619,620.5,1,9.5,-3,200.3788849,60.5,619.75
20300,619.5,621,1,9.5,-3,200.4433552,60.51,620.25
20400,618,619.5,1,9.5,-3,200.3103115,60.51,618.75
20500,615.5,617,1,9.5,-3,200.2917416,60.51,616.25
20600,615.5,617,1,9.5,-3,200.2833069,60.52,616.25
20700,616.5,618,1,9.5,-3,200.0188682,60.52,617.25
20800,616.5,618.5,1,9.5,-3,199.7016417,60.52,617.5
20900,621,622.5,1,9.5,-3,199.7863472,60.52,621.75
21000,618,619.5,1,9.5,-3,199.88589,60.52,618.75
21100,619.5,621,1,9.5,-3,200.0455986,60.53,620.25
21200,619,620.5,1,9.5,-3,199.8165744,60.53,619.75
21300,618.5,620,1,9.5,-3,199.9074512,60.53,619.25
21400,621.5,623,1,9.5,-3,199.9757414,60.54,622.25
21500,622,623.5,1,9.5,-3,200.2215511,60.54,622.75
21600,618.5,620,1,9.5,-3,199.9908838,60.54,619.25
21700,616.5,618,1,9.5,-3,199.87904,60.54,617.25
21800,621.5,623,1,9.5,-3,199.9894309,60.54,622.25
21900,622,623.5,1,9.5,-3,199.9774643,60.55,622.75
22000,621,622.5,1,9.5,-3,199.6822011,60.55,621.75
22100,618.5,620,1,9.5,-3,199.5305735,60.55,619.25
22200,617.5,619,1,9.5,-3,199.7216824,60.56,618.25
22300,616,617.5,1,9.5,-3,199.540654,60.56,616.75
22400,611,612.5,1,9.5,-3,199.458437,60.56,611.75
22500,613.5,615,1,9.5,-3,199.4823895,60.56,614.25
22600,620,621.5,1,9.5,-3,199.5913112,60.56,620.75
22700,621.5,623,1,9.5,-3,199.3214301,60.57,622.25
22800,623.5,625,1,9.5,-3,199.3517873,60.57,624.25
22900,622.5,624,1,9.5,-3,199.2596488,60.57,623.25
23000,619,620.5,1,9.5,-3,199.207634,60.58,619.75
23100,618,619.5,1,9.5,-3,199.1621888,60.58,618.75
23200,617,618.5,1,9.5,-3,199.2254973,60.58,617.75
23300,622.5,624,1,9.5,-3,199.3635323,60.58,623.25
23400,621.5,623,1,9.5,-3,199.3144905,60.58,622.25
23500,618.5,620,1,9.5,-3,199.475061,60.59,619.25
23600,617.5,619,1,9.5,-3,199.2930616,60.59,618.25
23700,616,617.5,1,9.5,-3,199.3398837,60.59,616.75
23800,614,615.5,1,9.5,-3,199.1429898,60.6,614.75
23900,612.5,614,1,9.5,-3,199.2777497,60.6,613.25
24000,610.5,612,1,9.5,-3,199.1135629,60.6,611.25
24100,608.5,610,1,9.5,-3,198.7684712,60.6,609.25
24200,610,611.5,1,9.5,-3,198.9064744,60.6,610.75
24300,612,613.5,1,9.5,-3,199.2679368,60.61,612.75
24400,611,612.5,1,9.5,-3,199.2516379,60.61,611.75
24500,606.5,608,1,9.5,-3,198.9806658,60.61,607.25
24600,604,605.5,1,9.5,-3,198.7359176,60.62,604.75
24700,601.5,603,1,9.5,-3,198.7398017,60.62,602.25
24800,598.5,600,1,9.5,-3,198.6073374,60.62,599.25
24900,599,600.5,1,9.5,-3,198.722888,60.62,599.75
25000,598,599.5,1,9.5,-3,198.7805267,60.62,598.75
25100,602,603.5,1,9.5,-3,199.0591938,60.63,602.75
25200,602.5,604,1,9.5,-3,198.8995691,60.63,603.25
25300,605,606.5,1,9.5,-3,199.0720452,60.63,605.75
25400,602,603.5,1,9.5,-3,198.9643477,60.64,602.75
25500,605,606.5,1,9.5,-3,199.2251244,60.64,605.75
25600,606.5,608,1,9.5,-3,199.2918793,60.64,607.25
25700,607.5,609,1,9.5,-3,199.3504796,60.64,608.25
25800,604.5,606,1,9.5,-3,199.0183469,60.64,605.25
25900,604.5,606.5,1,9.5,-3,198.9776707,60.65,605.5
26000,604.5,606.5,1,9.5,-3,198.8472011,60.65,605.5
26100,605,606.5,1,9.5,-3,198.7835269,60.65,605.75
26200,604,605.5,1,9.5,-3,198.9840426,60.66,604.75
26300,607.5,609,1,9.5,-3,199.4120435,60.66,608.25
26400,604.5,606,1,9.5,-3,199.3832668,60.66,605.25
26500,606.5,608,1,9.5,-3,199.8087604,60.66,607.25
26600,605,606.5,1,9.5,-3,199.720645,60.66,605.75
26700,604,605.5,1,9.5,-3,200.0109016,60.67,604.75
26800,602.5,604,1,9.5,-3,200.1115156,60.67,603.25
26900,600,601.5,1,9.5,-3,199.9829627,60.67,600.75
27000,596.5,598,1,9.5,-3,199.8194425,60.68,597.25
27100,598.5,600,1,9.5,-3,199.8873998,60.68,599.25
27200,599.5,601,1,9.5,-3,199.9163148,60.68,600.25
27300,599,600.5,1,9.5,-3,199.9807702,60.68,599.75
27400,600.5,602,1,9.5,-3,199.8860492,60.68,601.25
27500,600.5,602,1,9.5,-3,199.909715,60.69,601.25
27600,600,601.5,1,9.5,-3,200.0379611,60.69,600.75
27700,600,601.5,1,9.5,-3,199.6785392,60.69,600.75
27800,598,599.5,1,9.5,-3,199.4128512,60.7,598.75
27900,599,600.5,1,9.5,-3,199.5697991,60.7,599.75
28000,600.5,602,1,9.5,-3,199.5249105,60.7,601.25
28100,604.5,606,1,9.5,-3,199.7246303,60.7,605.25
28200,601.5,603,1,9.5,-3,199.4931195,60.7,602.25
28300,604,605.5,1,9.5,-3,199.6442083,60.71,604.75
28400,605.5,607,1,9.5,-3,199.7031921,60.71,606.25
28500,608.5,610,1,9.5,-3,199.81915,60.71,609.25
28600,612,613.5,1,9.5,-3,199.9836423,60.72,612.75
28700,609,610.5,1,9.5,-3,199.9315193,60.72,609.75
28800,610,611.5,1,9.5,-3,199.8014665,60.72,610.75
28900,609.5,611,1,9.5,-3,199.830997,60.72,610.25
29000,613.5,615,1,9.5,-3,200.0692058,60.72,614.25
29100,610.5,612,1,9.5,-3,199.8964554,60.73,611.25
29200,611,612.5,1,9.5,-3,199.6435141,60.73,611.75
29300,608,609.5,1,9.5,-3,199.4805376,60.73,608.75
29400,604.5,606,1,9.5,-3,199.1487349,60.74,605.25
29500,601.5,603,1,9.5,-3,198.9252173,60.74,602.25
29600,605.5,607,1,9.5,-3,199.1454352,60.74,606.25
29700,605.5,607,1,9.5,-3,199.3984151,60.74,606.25
29800,602.5,604,1,9.5,-3,199.2927064,60.74,603.25
29900,601,602.5,1,9.5,-3,199.1470846,60.75,601.75
30000,601,602.5,1,9.5,-3,199.0173844,60.75,601.75
30100,602.5,604,1,9.5,-3,199.0709929,60.75,603.25
30200,603,604.5,1,9.5,-3,199.4548452,60.76,603.75
30300,602,603.5,1,9.5,-3,199.2946651,60.76,602.75
30400,602.5,604,1,9.5,-3,198.9485887,60.76,603.25
30500,601.5,603,1,9.5,-3,198.9309115,60.76,602.25
30600,598,599.5,1,9.5,-3,198.7627379,60.76,598.75
30700,595.5,597,1,9.5,-3,198.5531645,60.77,596.25
30800,594,595.5,1,9.5,-3,198.2971532,60.77,594.75
30900,589.5,591,1,9.5,-3,198.0105225,60.77,590.25
31000,586.5,588,1,9.5,-3,197.9631617,60.78,587.25
31100,583,584.5,1,9.5,-3,197.9070857,60.78,583.75
31200,583,585,1,9.5,-3,197.8759211,60.78,584
31300,583,585,1,9.5,-3,197.6734081,60.78,584
31400,586.5,588,1,9.5,-3,197.7490464,60.78,587.25
31500,585.5,587,1,9.5,-3,197.7667246,60.79,586.25
31600,590,591.5,1,9.5,-3,198.2263638,60.79,590.75
31700,590,591.5,1,9.5,-3,198.2380834,60.79,590.75
31800,591.5,593,1,9.5,-3,198.4962387,60.8,592.25
31900,594.5,596,1,9.5,-3,198.6656885,60.8,595.25
32000,597,598.5,1,9.5,-3,198.7675671,60.8,597.75
32100,594,595.5,1,9.5,-3,198.6308068,60.8,594.75
32200,592.5,594,1,9.5,-3,198.4547774,60.8,593.25
32300,591,592.5,1,9.5,-3,198.2199487,60.81,591.75
32400,591,592.5,1,9.5,-3,198.2551255,60.81,591.75
32500,595,596.5,1,9.5,-3,198.3560755,60.81,595.75
32600,593.5,595,1,9.5,-3,198.3559512,60.82,594.25
32700,591.5,593,1,9.5,-3,198.3041064,60.82,592.25
32800,592.5,594,1,9.5,-3,198.3579818,60.82,593.25
32900,593,594.5,1,9.5,-3,198.0485365,60.82,593.75
33000,590.5,592,1,9.5,-3,198.0240195,60.82,591.25
33100,589,590.5,1,9.5,-3,197.5935047,60.83,589.75
33200,591,592.5,1,9.5,-3,197.9100951,60.83,591.75
33300,592.5,594,1,9.5,-3,197.9099487,60.83,593.25
33400,594.5,596,1,9.5,-3,197.8953718,60.84,595.25
33500,592.5,594,1,9.5,-3,197.8833309,60.84,593.25
33600,592,593.5,1,9.5,-3,197.6369992,60.84,592.75
33700,590.5,592,1,9.5,-3,197.6544585,60.84,591.25
33800,589.5,591,1,9.5,-3,197.7488757,60.84,590.25
33900,587,588.5,1,9.5,-3,197.7328589,60.85,587.75
34000,582,583.5,1,9.5,-3,197.5689992,60.85,582.75
34100,582,583.5,1,9.5,-3,197.7762158,60.85,582.75
34200,583,584.5,1,9.5,-3,198.1066687,60.86,583.75
34300,584.5,586,1,9.5,-3,198.177376,60.86,585.25
34400,582,583.5,1,9.5,-3,198.1043253,60.86,582.75
34500,584,585.5,1,9.5,-3,198.1663063,60.86,584.75
34600,581,582.5,1,9.5,-3,198.1349346,60.86,581.75
34700,578,579.5,1,9.5,-3,197.9550658,60.87,578.75
34800,578.5,580,1,9.5,-3,197.8625949,60.87,579.25
34900,581,582.5,1,9.5,-3,197.8689643,60.87,581.75
35000,578,579.5,1,9.5,-3,197.9607836,60.88,578.75
35100,579.5,581,1,9.5,-3,198.1568716,60.88,580.25
35200,580.5,582,1,9.5,-3,198.459827,60.88,581.25
35300,580.5,582.5,1,9.5,-3,198.6495958,60.88,581.5
35400,584.5,586,1,9.5,-3,199.098495,60.88,585.25
35500,584,585.5,1,9.5,-3,198.738091,60.89,584.75
35600,581.5,583,1,9.5,-3,198.6610756,60.89,582.25
35700,582,583.5,1,9.5,-3,198.6042633,60.89,582.75
35800,581.5,583,1,9.5,-3,198.5196527,60.9,582.25
35900,581.5,583,1,9.5,-3,198.6016057,60.9,582.25
36000,580,581.5,1,9.5,-3,198.4692578,60.9,580.75
36100,577.5,579,1,9.5,-3,198.4012898,60.9,578.25
36200,574.5,576,1,9.5,-3,198.1074361,60.9,575.25
36300,572.5,574,1,9.5,-3,197.8891426,60.91,573.25
36400,574,575.5,1,9.5,-3,197.757991,60.91,574.75
36500,574.5,576,1,9.5,-3,198.0612875,60.91,575.25
36600,576.5,578,1,9.5,-3,198.1104942,60.92,577.25
36700,579,580.5,1,9.5,-3,198.3031367,60.92,579.75
36800,579,580.5,1,9.5,-3,198.2318534,60.92,579.75
36900,580.5,582,1,9.5,-3,198.1932166,60.92,581.25
37000,583,584.5,1,9.5,-3,198.2143949,60.92,583.75
37100,582,583.5,1,9.5,-3,198.0647966,60.93,582.75
37200,581,582.5,1,9.5,-3,198.1367528,60.93,581.75
37300,578.5,580,1,9.5,-3,198.1044742,60.93,579.25
37400,581.5,583,1,9.5,-3,198.2947586,60.94,582.25
37500,582.5,584,1,9.5,-3,198.4288985,60.94,583.25
37600,587.5,589,1,9.5,-3,198.5719193,60.94,588.25
37700,587,588.5,1,9.5,-3,198.6327882,60.94,587.75
37800,584.5,586,1,9.5,-3,198.5193252,60.94,585.25
37900,584,585.5,1,9.5,-3,198.4922973,60.95,584.75
38000,585,586.5,1,9.5,-3,198.6430572,60.95,585.75
38100,584.5,586,1,9.5,-3,198.4962198,60.95,585.25
38200,583.5,585,1,9.5,-3,198.5568407,60.96,584.25
38300,584.5,586,1,9.5,-3,198.6142917,60.96,585.25
38400,586.5,588,1,9.5,-3,198.9074893,60.96,587.25
38500,589.5,591,1,9.5,-3,199.3277181,60.96,590.25
38600,593.5,595,1,9.5,-3,199.6161021,60.96,594.25
38700,593.5,595,1,9.5,-3,199.4024999,60.97,594.25
38800,595,596.5,1,9.5,-3,199.4441384,60.97,595.75
38900,594.5,596,1,9.5,-3,199.638465,60.97,595.25
39000,591.5,593,1,9.5,-3,199.5024422,60.98,592.25
39100,589,590.5,1,9.5,-3,199.3572823,60.98,589.75
39200,591.5,593,1,9.5,-3,199.5598391,60.98,592.25
39300,590,591.5,1,9.5,-3,199.4525571,60.98,590.75
39400,591,592.5,1,9.5,-3,199.6796922,60.98,591.75
39500,593,594.5,1,9.5,-3,199.6896843,60.99,593.75
39600,590.5,592,1,9.5,-3,199.8574434,60.99,591.25
39700,584.5,586,1,9.5,-3,199.6595634,60.99,585.25
39800,584.5,586,1,9.5,-3,199.7176575,61,585.25
39900,580.5,582,1,9.5,-3,199.6905778,61,581.25
40000,582,583.5,1,9.5,-3,199.6658642,61,582.75
40100,580.5,582,1,9.5,-3,199.4582184,61,581.25
40200,583.5,585,1,9.5,-3,199.5338677,61,584.25
40300,579.5,581,1,9.5,-3,199.0690399,61.01,580.25
40400,579.5,581,1,9.5,-3,198.9454821,61.01,580.25
40500,577,578.5,1,9.5,-3,198.9031234,61.01,577.75
40600,572.5,574,1,9.5,-3,198.5333469,61.02,573.25
40700,576,577.5,1,9.5,-3,198.7460517,61.02,576.75
40800,580,581.5,1,9.5,-3,198.9058465,61.02,580.75
40900,578.5,580,1,9.5,-3,198.7966443,61.02,579.25
41000,579.5,581,1,9.5,-3,199.0916965,61.02,580.25
41100,581.5,583,1,9.5,-3,199.1090874,61.03,582.25
41200,579,580.5,1,9.5,-3,199.0316041,61.03,579.75
41300,581.5,583,1,9.5,-3,199.203531,61.03,582.25
41400,583,584.5,1,9.5,-3,199.1261728,61.04,583.75
41500,578,579.5,1,9.5,-3,198.8890078,61.04,578.75
41600,576.5,578,1,9.5,-3,198.8547076,61.04,577.25
41700,577.5,579,1,9.5,-3,198.9203933,61.04,578.25
41800,578,579.5,1,9.5,-3,199.2306731,61.04,578.75
41900,577.5,579,1,9.5,-3,198.8734468,61.05,578.25
42000,576,577.5,1,9.5,-3,198.6572786,61.05,576.75
42100,577.5,579,1,9.5,-3,198.6651016,61.05,578.25
42200,578,579.5,1,9.5,-3,198.7908793,61.06,578.75
42300,579.5,581,1,9.5,-3,198.7954733,61.06,580.25
42400,577.5,579,1,9.5,-3,198.4203013,61.06,578.25
42500,576.5,578,1,9.5,-3,198.4698439,61.06,577.25
42600,580,581.5,1,9.5,-3,198.8161051,61.06,580.75
42700,580,581.5,1,9.5,-3,198.8348267,61.07,580.75
42800,581,582.5,1,9.5,-3,199.0599457,61.07,581.75
42900,578.5,580,1,9.5,-3,198.981217,61.07,579.25
43000,575.5,577,1,9.5,-3,198.8258076,61.08,576.25
43100,573.5,575,1,9.5,-3,198.8890183,61.08,574.25
43200,573.5,575,1,9.5,-3,198.9453203,61.08,574.25
43300,574,575.5,1,9.5,-3,199.240342,61.08,574.75
43400,575.5,577,1,9.5,-3,199.2570659,61.08,576.25
43500,579,580.5,1,9.5,-3,199.3759462,61.09,579.75
43600,574.5,576,1,9.5,-3,199.317457,61.09,575.25
