product,ema_window,horizon,n,alpha,beta,corr,t_beta,r2,mean_reversion_score
VEV_5000,20,3,29996,-0.00020422719753107686,-0.9421761177456232,-0.6853192674599848,-162.9798697431014,0.46966249835188967,0.9421761177456232
VEV_5000,25,3,29996,-0.00024363777997916936,-0.9491542389914959,-0.6878762854574515,-164.13221932624984,0.47317378409474276,0.9491542389914959
VEV_5000,30,3,29996,-0.00028697558943171684,-0.9531966696658746,-0.6893571422749101,-164.804873650091,0.47521326960543153,0.9531966696658746
VEV_5000,35,3,29996,-0.00033356554595253006,-0.955534962484533,-0.6902159027703094,-165.19675168201815,0.47639799243703174,0.955534962484533
VEV_5000,40,3,29996,-0.00038283276343923365,-0.9567990512503339,-0.6906834561939481,-165.4106701614174,0.47704363666001737,0.9567990512503339
VEV_5000,45,3,29996,-0.00043432025320981366,-0.9573446582330728,-0.6908896704662849,-165.50514479581693,0.4773285367570117,0.9573446582330728
VEV_5000,50,3,29996,-0.0004876648506081745,-0.957387978863476,-0.6909132577445459,-165.51595595226811,0.47736112972718203,0.957387978863476
VEV_5000,55,3,29996,-0.0005425694920796576,-0.9570680961036702,-0.6908047553117845,-165.4662325673027,0.477211209961373,0.9570680961036702
VEV_5000,60,3,29996,-0.0005987813173426895,-0.9564786342122588,-0.6905981334501466,-165.37160312839868,0.4769257819248264,0.9564786342122588
VEV_5000,65,3,29996,-0.0006560767469114931,-0.9556849931466519,-0.6903170965307409,-165.243017035796,0.47653769376263166,0.9556849931466519
VEV_5000,15,4,29995,-0.00016592110816472362,-0.9361611107605659,-0.6830398377171796,-161.95950837775118,0.46654341990871095,0.9361611107605659
VEV_5000,20,4,29995,-0.00020184632018784433,-0.9487624448813795,-0.6875942639442018,-164.00182424365877,0.47278587180896814,0.9487624448813795
VEV_5000,25,4,29995,-0.00024238252905646045,-0.9556841415863865,-0.6900850590092027,-165.1342050577173,0.4762173886677342,0.9556841415863865
VEV_5000,30,4,29995,-0.00028686409757869557,-0.9596850187692461,-0.6915218184541885,-165.792474266061,0.4782024253981879,0.9596850187692461
VEV_5000,35,4,29995,-0.00033457445804104354,-0.9619902947025339,-0.6923490392646909,-166.17318357316887,0.4793471921707406,0.9619902947025339
VEV_5000,40,4,29995,-0.0003849221481812864,-0.9632267210417762,-0.6927928397348202,-166.37795064981938,0.47996191878783634,0.9632267210417762
VEV_5000,45,4,29995,-0.0004374456447402425,-0.9637482563050204,-0.6929804556069333,-166.46462481823528,0.4802219118531941,0.9637482563050204
VEV_5000,50,4,29995,-0.000491782379633665,-0.9637700475110497,-0.6929890355837813,-166.4685901229889,0.4802338034393405,0.9637700475110497
VEV_5000,55,4,29995,-0.0005476377019461147,-0.9634305193921753,-0.6928681332485859,-166.412726691665,0.4800662500713804,0.9634305193921753
VEV_5000,60,4,29995,-0.0006047614982506468,-0.9628228639393076,-0.6926510704018183,-166.312499613935,0.4797655053287835,0.9628228639393076
VEV_5000,65,4,29995,-0.0006629326826188388,-0.9620121862239999,-0.692361107060797,-166.17874679079648,0.4793639025704499,0.9620121862239999
VEV_5000,15,5,29994,-0.0001910806741918516,-0.918508211057373,-0.6756739621313483,-158.72824995094442,0.4565353031022753,0.918508211057373
VEV_5000,20,5,29994,-0.00022708911810114232,-0.931267769980803,-0.6804672987418748,-160.81897307743102,0.4630357446570651,0.931267769980803
VEV_5000,25,5,29994,-0.0002677045347367618,-0.9383014428270593,-0.6831051784618765,-161.9858548250194,0.46663268484143106,0.9383014428270593
VEV_5000,30,5,29994,-0.0003121896175824571,-0.9423909308976609,-0.6846430076268833,-162.67159177602014,0.46873604789238366,0.9423909308976609
VEV_5000,35,5,29994,-0.0003598029566173821,-0.9447711670880173,-0.6855449033461499,-163.07565731613624,0.4699718145038825,0.9447711670880173
VEV_5000,40,5,29994,-0.0004099513512623689,-0.9460737611440421,-0.6860467979663585,-163.30112798327502,0.4706602089998918,0.9460737611440421
VEV_5000,45,5,29994,-0.000462180435638509,-0.946655400369648,-0.6862813969675744,-163.40666995637125,0.4709821558237661,0.946655400369648
VEV_5000,50,5,29994,-0.0005161373291148416,-0.9467328957323538,-0.6863291468533186,-163.42816359411668,0.47104769782040357,0.9467328957323538
VEV_5000,55,5,29994,-0.0005715370609047181,-0.9464457484167749,-0.6862417109174994,-163.38880912906734,0.4709276858029747,0.9464457484167749
VEV_5000,60,5,29994,-0.0006281383327631329,-0.9458878781220394,-0.6860538244043491,-163.30428765563957,0.47066984997983174,0.9458878781220394
VEV_5000,65,5,29994,-0.0006857278441071192,-0.9451248988919031,-0.6857897300103533,-163.1855881071334,0.4703075537876721,0.9451248988919031
VEV_5100,15,1,29998,-0.00031510841036772925,-0.9229408522370167,-0.6786476161125731,-160.03149718758152,0.46056258685527907,0.9229408522370167
VEV_5100,20,1,29998,-0.0003997793009588602,-0.9352744426613805,-0.6832453780243936,-162.05900916968346,0.4668242465916971,0.9352744426613805
VEV_5100,25,1,29998,-0.00048538121332845614,-0.9420408101476071,-0.6857636902282016,-163.18477169155247,0.4702718388354009,0.9420408101476071
VEV_5100,30,1,29998,-0.0005716600220544886,-0.9459361521333812,-0.6872160080056574,-163.83901832979038,0.47226584165923124,0.9459361521333812
VEV_5100,35,1,29998,-0.0006582501394394542,-0.948158191581451,-0.688049215810291,-164.2160432015886,0.47341172337715653,0.948158191581451
VEV_5100,40,1,29998,-0.0007448488422598535,-0.9493220556747688,-0.6884917324325731,-164.41678204889183,0.47402086562800616,0.9493220556747688
VEV_5100,45,1,29998,-0.0008312326257230989,-0.9497775628865427,-0.6886730194391081,-164.49912002928687,0.4742705277033784,0.9497775628865427
VEV_5100,50,1,29998,-0.0009172390755416168,-0.9497392763901218,-0.6886722793461276,-164.49878377034673,0.4742695083397911,0.9497392763901218
VEV_5100,55,1,29998,-0.0010027466007795855,-0.9493466068153743,-0.6885408687963792,-164.43909329444853,0.47408852800287427,0.9493466068153743
VEV_5100,60,1,29998,-0.0010876592837349766,-0.948694271363708,-0.6883136230107829,-164.3359443466417,0.47377564362222957,0.948694271363708
VEV_5100,65,1,29998,-0.0011718971924294188,-0.9478489176702152,-0.6880150218495649,-164.20054628847964,0.4733646702906573,0.9478489176702152
VEV_5100,15,2,29997,-0.0003573038594295007,-0.9293087093657408,-0.6806156004877365,-160.89231024281676,0.4632375956272833,0.9293087093657408
VEV_5100,20,2,29997,-0.00044198945910057104,-0.9417508468658734,-0.6852437880917064,-162.94874423423892,0.46955904911827184,0.9417508468658734
VEV_5100,25,2,29997,-0.0005279691767411167,-0.9485863443104448,-0.6877856152984295,-164.09389617356914,0.47304905261143837,0.9485863443104448
VEV_5100,30,2,29997,-0.0006147848221200394,-0.9525267776870238,-0.6892552563884735,-164.7612146161358,0.47507280845914024,0.9525267776870238
VEV_5100,35,2,29997,-0.0007019783796535647,-0.9547785518854165,-0.6901012383088393,-165.14710288521738,0.47623971911539353,0.9547785518854165
VEV_5100,40,2,29997,-0.0007892044639485853,-0.955961947042706,-0.6905533134600681,-165.3538429062216,0.4768638787306789,0.955961947042706
VEV_5100,45,2,29997,-0.0008762195085965467,-0.9564300068661944,-0.6907419086083388,-165.44019942281798,0.4771243843078907,0.9564300068661944
VEV_5100,50,2,29997,-0.0009628515210030825,-0.9563994006922492,-0.6907469074698358,-165.44248924762329,0.47713129017914324,0.9563994006922492
VEV_5100,55,2,29997,-0.0010489742642861733,-0.9560109582768938,-0.6906201441954589,-165.38443689384846,0.4769561835685564,0.9560109582768938
VEV_5100,60,2,29997,-0.0011344895161146484,-0.9553603754627201,-0.6903967880005888,-165.28221985892725,0.47664772488152896,0.9553603754627201
VEV_5100,65,2,29997,-0.0012193161644112858,-0.9545149869166457,-0.6901015521511071,-165.14724628130253,0.4762401522813676,0.9545149869166457
VEV_5100,15,3,29996,-0.0003974659527440119,-0.931521081152774,-0.6811477660112354,-161.12422972465959,0.46396227914209753,0.931521081152774
VEV_5100,20,3,29996,-0.00048197116041417065,-0.9439472693536739,-0.6857459041188608,-163.1713421782028,0.4702474450157924,0.9439472693536739
VEV_5100,25,3,29996,-0.0005680840616283619,-0.9507798184141851,-0.6882759094423636,-164.31335659534045,0.4737237275187145,0.9507798184141851
VEV_5100,30,3,29996,-0.0006551528303895709,-0.9547197213540575,-0.6897398204598019,-164.97933704225235,0.4757410199279196,0.9547197213540575
VEV_5100,35,3,29996,-0.000742639148536161,-0.9569709778082722,-0.6905825210306504,-165.3644560424271,0.4769042183530502,0.9569709778082722
VEV_5100,40,3,29996,-0.000830163999297026,-0.9581534109125621,-0.6910324883965591,-165.57062043632817,0.477525900019541,0.9581534109125621
VEV_5100,45,3,29996,-0.0009174699545491556,-0.9586201174383865,-0.6912196663254881,-165.6564893574625,0.4777846271151205,0.9586201174383865
VEV_5100,50,3,29996,-0.0010043796560935366,-0.9585879318695777,-0.6912237463808608,-165.6583618163472,0.47779026756079324,0.9585879318695777
VEV_5100,55,3,29996,-0.0010907651276517404,-0.9581978434815904,-0.691096480018372,-165.5999697738362,0.4776143446937836,0.9581978434815904
VEV_5100,60,3,29996,-0.0011765279037117768,-0.9575456715529477,-0.6908729935873438,-165.49750160986196,0.4773054932683368,0.9575456715529477
VEV_5100,65,3,29996,-0.0012615872037777575,-0.95669883607983,-0.6905779704959065,-165.3623729723136,0.4768979333342459,0.95669883607983
VEV_5100,15,4,29995,-0.0004331555172271213,-0.9218941239638879,-0.6768925578793445,-159.25885673431077,0.4581835349124419,0.9218941239638879
VEV_5100,20,4,29995,-0.0005167256342090608,-0.9344639004732106,-0.6816603578423852,-161.34796297946863,0.4646608434538092,0.9344639004732106
VEV_5100,25,4,29995,-0.0006021224993633968,-0.9413984946311865,-0.6842993807582217,-162.52072064028837,0.4682656425060865,0.9413984946311865
VEV_5100,30,4,29995,-0.000688535077720889,-0.945415622601879,-0.6858390882429007,-163.2104841767624,0.47037525496185273,0.945415622601879
VEV_5100,35,4,29995,-0.0007753684940293817,-0.9477286373024041,-0.6867377005457679,-163.61495678061706,0.4716086693508902,0.9477286373024041
VEV_5100,40,4,29995,-0.0008622252513187039,-0.948962739668693,-0.6872308745158383,-163.83754105226092,0.47228627488780317,0.948962739668693
VEV_5100,45,4,29995,-0.0009488437262594162,-0.9494742771487706,-0.6874527405287001,-163.93781576815311,0.4725912704604194,0.9494742771487706
VEV_5100,50,4,29995,-0.0010350475157485791,-0.9494821336045461,-0.6874855814939562,-163.95266598460833,0.4726364247620841,0.9494821336045461
VEV_5100,55,4,29995,-0.0011207111922962045,-0.9491286320566995,-0.6873828255752801,-163.90620757314096,0.47249514889585453,0.9491286320566995
VEV_5100,60,4,29995,-0.0012057390869671533,-0.9485104811626804,-0.6871807214664617,-163.81488589042854,0.47221734395516624,0.9485104811626804
VEV_5100,65,4,29995,-0.001290053006297213,-0.9476957057788138,-0.6869047244454147,-163.69029172993643,0.4718381004654306,0.9476957057788138
VEV_5100,15,5,29994,-0.00048217095351725487,-0.9251572412067469,-0.6775405585221079,-159.5379283347413,0.45906120844245035,0.9251572412067469
VEV_5100,20,5,29994,-0.0005660364625219126,-0.9379595838665368,-0.682449739606736,-161.69481726334308,0.4657376470893021,0.9379595838665368
VEV_5100,25,5,29994,-0.0006519514788452191,-0.9450323142806653,-0.6851732718085022,-162.90898867567373,0.4694624124007679,0.9450323142806653
VEV_5100,30,5,29994,-0.0007389343967290444,-0.949138530033661,-0.6867683172026764,-163.62603472899735,0.47165072151339593,0.949138530033661
VEV_5100,35,5,29994,-0.0008263316126455403,-0.9515122494011701,-0.687705555130651,-164.04944926566347,0.4729389305575553,0.9515122494011701
VEV_5100,40,5,29994,-0.000913726633128283,-0.9527893606709754,-0.688227027588551,-164.28570715496517,0.47365644150337194,0.9527893606709754
VEV_5100,45,5,29994,-0.0010008534339557029,-0.9533322815569469,-0.6884704650335665,-164.39616423839004,0.4739915812235339,0.9533322815569469
VEV_5100,50,5,29994,-0.0010875363819062313,-0.9533635872771355,-0.6885203242417018,-164.41880033629064,0.474060236893898,0.9533635872771355
VEV_5100,55,5,29994,-0.0011736523554561943,-0.9530279603245309,-0.6884314123075297,-164.378437381857,0.473937809451741,0.9530279603245309
VEV_5100,60,5,29994,-0.0012591081620080711,-0.9524236748258619,-0.6882408849121413,-164.29199193247635,0.4736755156646476,0.9524236748258619
VEV_5100,65,5,29994,-0.0013438278029091243,-0.9516198247944679,-0.6879748107060363,-164.17137769523208,0.47330934016600645,0.9516198247944679
VEV_5200,15,1,29998,0.00025460036454340003,-0.9055932814981037,-0.6714448404814938,-156.92489370607393,0.4508381738092172,0.9055932814981037
VEV_5200,20,1,29998,0.0003385121387266335,-0.9133574111172398,-0.674429313410367,-158.20203067575756,0.45485489878717855,0.9133574111172398
VEV_5200,25,1,29998,0.00042144693189993896,-0.9158464147499704,-0.675425321237013,-158.63139926944362,0.45619936456812304,0.9158464147499704
VEV_5200,30,1,29998,0.0005039462921080488,-0.9157022346239126,-0.6754296410670079,-158.63326497135822,0.45620520003190623,0.9157022346239126
VEV_5200,35,1,29998,0.0005863701105925826,-0.9140861734753475,-0.6748779835060524,-158.39525085887647,0.4554602926211948,0.9140861734753475
VEV_5200,40,1,29998,0.0006688928294911224,-0.9115860337896823,-0.6739902919507593,-158.01327688551982,0.45426291364387084,0.9115860337896823
VEV_5200,45,1,29998,0.0007515598175349853,-0.9085298510746493,-0.6728891944500944,-157.54121606418926,0.4527798680076982,0.9085298510746493
VEV_5200,50,1,29998,0.0008343381527593528,-0.9051143270631459,-0.6716482478780367,-157.01149212641968,0.4511113688776369,0.9051143270631459
VEV_5200,55,1,29998,0.0009171511028370251,-0.9014641023044998,-0.6703141280040412,-156.4446801922249,0.4493210302018168,0.9014641023044998
VEV_5200,60,1,29998,0.000999899717615692,-0.8976616937965036,-0.6689178118004429,-155.85439353426867,0.44745103894389116,0.8976616937965036
VEV_5200,65,1,29998,0.0010824762101002703,-0.893763713232445,-0.6674806258077413,-155.24994727898238,0.4455303858286942,0.893763713232445
VEV_5200,15,2,29997,0.0002675506194853034,-0.9104186809128546,-0.6720200338392964,-157.16732320672492,0.4516109258813681,0.9104186809128546
VEV_5200,20,2,29997,0.00035218347313138563,-0.9183993054156339,-0.6751357558321598,-158.50376443649566,0.4558082888030618,0.9183993054156339
VEV_5200,25,2,29997,0.00043576026525359463,-0.9210292349713518,-0.6762261565740937,-158.9751383145653,0.45728181483496977,0.9210292349713518
VEV_5200,30,2,29997,0.0005188998100185869,-0.9209816631105483,-0.676301989635091,-159.0079919186941,0.4573843811843825,0.9209816631105483
VEV_5200,35,2,29997,0.0006019840640249609,-0.9194340128826864,-0.6758067105603772,-158.79358728572555,0.45671471003843667,0.9194340128826864
VEV_5200,40,2,29997,0.000685188785062188,-0.9169832390380792,-0.6749648497936923,-158.43005622550947,0.45557754845702114,0.9169832390380792
VEV_5200,45,2,29997,0.0007685539421387261,-0.9139629732983618,-0.6739019248760278,-157.9726879901242,0.4541438043516144,0.9139629732983618
VEV_5200,50,2,29997,0.0008520398893145646,-0.9105735424901779,-0.6726934082330033,-157.45485507462374,0.4525164214801336,0.9105735424901779
VEV_5200,55,2,29997,0.0009355637146363244,-0.9069420456913824,-0.6713872998962392,-156.89779279308013,0.4507609064619629,0.9069420456913824
VEV_5200,60,2,29997,0.001019021345805043,-0.9031527308132112,-0.6700155247566286,-156.31558871360966,0.4489208034149006,0.9031527308132112
VEV_5200,65,2,29997,0.0011023009611146053,-0.8992634664304778,-0.6686001078584771,-155.7179079607829,0.44702610422836675,0.8992634664304778
VEV_5200,15,3,29996,0.00027984540224923644,-0.9111800059491069,-0.6711208184701666,-156.78185129339374,0.45040315298406675,0.9111800059491069
VEV_5200,20,3,29996,0.00036459531782082104,-0.9193369120564151,-0.6743569043684047,-158.16560466005672,0.454757234469336,0.9193369120564151
VEV_5200,25,3,29996,0.0004482794334481764,-0.922089450545499,-0.6755339999131108,-158.67305582480796,0.45634618503860713,0.922089450545499
VEV_5200,30,3,29996,0.0005315637623051718,-0.9221325121966579,-0.675676210888752,-158.7345143015112,0.4565383419609821,0.9221325121966579
VEV_5200,35,3,29996,0.000614836046624786,-0.9206548557266858,-0.6752340597557276,-158.5435392128385,0.45594103545420117,0.9206548557266858
VEV_5200,40,3,29996,0.0006982643426973571,-0.9182599155582156,-0.6744361559754269,-158.1997007253977,0.4548641284869118,0.9182599155582156
VEV_5200,45,3,29996,0.0007818781994621149,-0.9152853105812089,-0.6734105474222188,-157.75923058971887,0.45348176537949214,0.9152853105812089
VEV_5200,50,3,29996,0.0008656284743531844,-0.911933968387884,-0.6722343683361707,-157.25614561429174,0.4518990459723299,0.911933968387884
VEV_5200,55,3,29996,0.000949424589563469,-0.90833476543416,-0.6709567610978393,-156.71213791568678,0.45018297526290363,0.90833476543416
VEV_5200,60,3,29996,0.001033156611450875,-0.9045732113765165,-0.6696104656378588,-156.14162910739844,0.44837817569174965,0.9045732113765165
VEV_5200,65,3,29996,0.00111670838094046,-0.9007080990062372,-0.6682181065822408,-155.55453504516453,0.44651543796435555,0.9007080990062372
VEV_5200,15,4,29995,0.0002948646916734594,-0.917677879862487,-0.6726627873577234,-157.4365154135001,0.4524752254958624,0.917677879862487
VEV_5200,20,4,29995,0.0003800349558142255,-0.9258606357336725,-0.6758827922978794,-158.82120184935494,0.4568175489243791,0.9258606357336725
VEV_5200,25,4,29995,0.0004642076834737123,-0.9286300018056676,-0.6770606217046525,-159.33186007198321,0.4584110854630912,0.9286300018056676
VEV_5200,30,4,29995,0.0005480593792166425,-0.9286814501298859,-0.6772090578288479,-159.3963758330197,0.4586121080054373,0.9286814501298859
VEV_5200,35,4,29995,0.0006319665211343801,-0.9272057086041859,-0.6767749471870991,-159.20779650470445,0.45802432914010205,0.9272057086041859
VEV_5200,40,4,29995,0.0007160802634382244,-0.92480785391881,-0.6759855153848128,-158.86564887464593,0.45695641701007084,0.92480785391881
VEV_5200,45,4,29995,0.0008004142117621491,-0.9218267253015147,-0.6749682578577163,-158.42624357534314,0.4555821491154818,0.9218267253015147
VEV_5200,50,4,29995,0.0008849061193837647,-0.9184661460206978,-0.6738000947256414,-157.92370057008026,0.4540065676522834,0.9184661460206978
VEV_5200,55,4,29995,0.0009694552155027025,-0.9148556572177164,-0.6725301016944035,-157.37981031336852,0.45229673768508494,0.9148556572177164
VEV_5200,60,4,29995,0.001053943830818614,-0.9110812704683126,-0.6711910184279009,-156.80908029379455,0.4504973832182815,0.9110812704683126
VEV_5200,65,4,29995,0.0011382500168457983,-0.9072021643870124,-0.6698054987863256,-156.22149895959927,0.4486394062043987,0.9072021643870124
VEV_5200,15,5,29994,0.0003205529790891536,-0.9158241173216888,-0.6709977996175245,-156.7243471545059,0.4502380470915597,0.9158241173216888
VEV_5200,20,5,29994,0.0004055068028001571,-0.9240227112683724,-0.6742334202199747,-158.10722704330323,0.45459070494152476,0.9240227112683724
VEV_5200,25,5,29994,0.0004895201770332314,-0.9268247388718968,-0.6754361857745532,-158.62551413591166,0.456214041053677,0.9268247388718968
VEV_5200,30,5,29994,0.0005732843139062998,-0.9269119001340239,-0.6756104393008847,-158.70079478296785,0.456449465692335,0.9269119001340239
VEV_5200,35,5,29994,0.0006571641445153305,-0.925471258141228,-0.6752010402672266,-158.52400451199833,0.45589644477794455,0.925471258141228
VEV_5200,40,5,29994,0.0007412938682675565,-0.9231068741091368,-0.6744347933577868,-158.19383996114468,0.45486229049156024,0.9231068741091368
VEV_5200,45,5,29994,0.0008256718255467681,-0.9201573965701442,-0.6734392160520948,-157.76626006757797,0.45352037771686027,0.9201573965701442
VEV_5200,50,5,29994,0.0009102238372257561,-0.9168267298261755,-0.672291374564163,-157.27523471465526,0.4519756923133723,0.9168267298261755
VEV_5200,55,5,29994,0.0009948403500946452,-0.9132445788155706,-0.6710405140334219,-156.742496005266,0.4502953714742395,0.9132445788155706
VEV_5200,60,5,29994,0.0010793974395738926,-0.9094971334950573,-0.669719534603377,-156.18253675063067,0.4485242550293641,0.9094971334950573
VEV_5200,65,5,29994,0.0011637688180847069,-0.9056437408355347,-0.6683512323879142,-155.60535178656693,0.44669336983444397,0.9056437408355347
VEV_5300,15,1,29998,0.00033108247854104014,-0.8655498055529046,-0.6544631845441036,-149.9136494876008,0.4283220599236093,0.8655498055529046
VEV_5300,20,1,29998,0.00042031008976038556,-0.8666694962451321,-0.6552018431284563,-150.2099959730488,0.42928945523892625,0.8666694962451321
VEV_5300,25,1,29998,0.0005056901843235078,-0.8628457696829366,-0.6539561211784499,-149.71065282478452,0.42765860842676306,0.8628457696829366
VEV_5300,30,1,29998,0.0005871559764228859,-0.8566876736446376,-0.6517591938407585,-148.83519555701113,0.42479004675595466,0.8566876736446376
VEV_5300,35,1,29998,0.0006650341725630286,-0.8493440350480626,-0.6490648975231048,-147.7704227524551,0.4212852411966783,0.8493440350480626
VEV_5300,40,1,29998,0.0007397164315403338,-0.8413932603646969,-0.6461021545231443,-146.61064713568965,0.4174479940794483,0.8413932603646969
VEV_5300,45,1,29998,0.0008115361054343211,-0.8331537925340758,-0.6429977423849116,-145.40761661409167,0.41344609671209265,0.8331537925340758
VEV_5300,50,1,29998,0.0008807455876106657,-0.8248124849251345,-0.6398268144901849,-144.19142342041582,0.4093783525406568,0.8248124849251345
VEV_5300,55,1,29998,0.000947528892874596,-0.8164841851199672,-0.6366362714552224,-142.98029151743285,0.40530574213240744,0.8164841851199672
VEV_5300,60,1,29998,0.001012021330174125,-0.8082418216274075,-0.6334565369190859,-141.7855472105998,0.40126718416552165,0.8082418216274075
VEV_5300,65,1,29998,0.0010743266986948656,-0.8001326278237592,-0.6303078991006617,-140.61431004979707,0.39728804766868997,0.8001326278237592
VEV_5300,15,2,29997,0.000387710246926866,-0.8906830272853734,-0.6618393629907251,-152.90475076066522,0.43803134240396846,0.8906830272853734
VEV_5300,20,2,29997,0.00047963399099382664,-0.8919052146553607,-0.6626385846948389,-153.23378228624836,0.43908989392637954,0.8919052146553607
VEV_5300,25,2,29997,0.0005675064629021455,-0.8880309967680323,-0.6614239199430254,-152.7340838752149,0.43748160187279717,0.8880309967680323
VEV_5300,30,2,29997,0.0006512915376237045,-0.881746151321622,-0.6592411748303026,-151.8414853482977,0.4345989265916377,0.881746151321622
VEV_5300,35,2,29997,0.0007313631559463415,-0.8742350599418626,-0.6565510510230804,-150.7507307472602,0.4310592825995122,0.8742350599418626
VEV_5300,40,2,29997,0.000808146647502956,-0.8660945503496921,-0.6535862984876926,-149.56032812297562,0.4271750495708432,0.8660945503496921
VEV_5300,45,2,29997,0.0008819948856200029,-0.857653428233536,-0.6504759522783649,-148.32438205098487,0.4231189644924458,0.857653428233536
VEV_5300,50,2,29997,0.0009531703440695924,-0.8491047644920277,-0.6472965826026857,-147.07437610067376,0.41899286584911466,0.8491047644920277
VEV_5300,55,2,29997,0.0010218617697229867,-0.840567327175748,-0.6440960292228447,-145.82938625457982,0.41485969486063556,0.840567327175748
VEV_5300,60,2,29997,0.0010882065107848972,-0.8321166073847387,-0.640905364512888,-144.6012721800987,0.4107596862613969,0.8321166073847387
VEV_5300,65,2,29997,0.0011523092449429318,-0.8238015521022964,-0.6377453370246939,-143.39748914099414,0.4067191148967395,0.8238015521022964
VEV_5300,15,3,29996,0.00043490361839386524,-0.8910420555932009,-0.6598637662286546,-152.09285189111463,0.4354201899814637,0.8910420555932009
VEV_5300,20,3,29996,0.0005268421659596997,-0.8923568298626476,-0.6607288920494466,-152.4465787576421,0.4365626687888886,0.8923568298626476
VEV_5300,25,3,29996,0.0006146042606092663,-0.8885536589480337,-0.6595721868730158,-151.9738746077602,0.4350354696964509,0.8885536589480337
VEV_5300,30,3,29996,0.0006982083849422844,-0.8823254257326795,-0.6574408376602988,-151.10786143543385,0.43222845502347573,0.8823254257326795
VEV_5300,35,3,29996,0.0007780757076799246,-0.8748615527644907,-0.6547974515009479,-150.04266028997847,0.428759702492135,0.8748615527644907
VEV_5300,40,3,29996,0.0008546576797695348,-0.8667618934798559,-0.6518760613043999,-148.87663786235726,0.4249423993017375,0.8667618934798559
VEV_5300,45,3,29996,0.0009283184640448866,-0.8583571008120642,-0.6488065294392972,-147.66390175641604,0.42094991264306625,0.8583571008120642
VEV_5300,50,3,29996,0.0009993237654622729,-0.8498414412775886,-0.6456659871572195,-146.43599233741207,0.41688456697170617,0.8498414412775886
