timestamp;buyer;seller;symbol;currency;price;quantity
4700;Penelope;Charlie;SQUID_INK;SEASHELLS;1805.0;4
4800;Charlie;Gary;RAINFOREST_RESIN;SEASHELLS;9992.0;7
4800;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;232.0;15
4800;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;717.0;15
4800;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;468.0;15
4900;Caesar;Camilla;DJEMBES;SEASHELLS;13421.0;7
4900;Paris;Charlie;KELP;SEASHELLS;2047.0;2
4900;Paris;Charlie;SQUID_INK;SEASHELLS;1806.0;2
5000;Caesar;Camilla;CROISSANTS;SEASHELLS;4267.0;4
5100;Paris;Camilla;RAINFOREST_RESIN;SEASHELLS;10003.0;2
5300;Charlie;Penelope;RAINFOREST_RESIN;SEASHELLS;9992.0;7
5400;Charlie;Pablo;KELP;SEASHELLS;2044.0;5
5400;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10220.0;7
5500;Caesar;Camilla;JAMS;SEASHELLS;6522.0;4
5700;Gary;Charlie;KELP;SEASHELLS;2047.0;14
5700;Caesar;Pablo;PICNIC_BASKET1;SEASHELLS;58704.0;1
5700;Camilla;Pablo;PICNIC_BASKET1;SEASHELLS;58703.0;1
5700;Camilla;Pablo;PICNIC_BASKET2;SEASHELLS;30091.0;2
5700;Gary;Charlie;SQUID_INK;SEASHELLS;1808.0;14
5800;Gary;Charlie;KELP;SEASHELLS;2047.0;14
5800;Gary;Charlie;SQUID_INK;SEASHELLS;1808.0;14
5900;Gary;Charlie;KELP;SEASHELLS;2047.0;12
5900;Pablo;Paris;KELP;SEASHELLS;2045.0;1
5900;Gary;Charlie;SQUID_INK;SEASHELLS;1809.0;12
5900;Pablo;Paris;SQUID_INK;SEASHELLS;1807.0;1
6100;Caesar;Paris;DJEMBES;SEASHELLS;13419.0;5
6100;Charlie;Pablo;KELP;SEASHELLS;2044.0;5
6100;Gary;Camilla;KELP;SEASHELLS;2046.0;8
6100;Gary;Pablo;SQUID_INK;SEASHELLS;1806.0;5
6100;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10223.0;10
6200;Caesar;Camilla;JAMS;SEASHELLS;6524.0;3
6300;Paris;Charlie;RAINFOREST_RESIN;SEASHELLS;10001.0;1
6400;Paris;Caesar;CROISSANTS;SEASHELLS;4266.0;8
6400;Paris;Pablo;RAINFOREST_RESIN;SEASHELLS;10001.0;1
6600;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9999.0;1
6800;Caesar;Paris;JAMS;SEASHELLS;6525.0;5
6800;Penelope;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;4
6900;Paris;Caesar;DJEMBES;SEASHELLS;13417.0;2
7000;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;241.0;15
7000;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;726.0;15
7000;Penelope;Camilla;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;477.0;15
7100;Caesar;Camilla;CROISSANTS;SEASHELLS;4266.0;7
7200;Caesar;Camilla;CROISSANTS;SEASHELLS;4267.0;5
7300;Caesar;Paris;JAMS;SEASHELLS;6526.0;8
7300;Paris;Penelope;RAINFOREST_RESIN;SEASHELLS;10001.0;1
7400;Charlie;Paris;KELP;SEASHELLS;2044.0;1
7400;Charlie;Paris;SQUID_INK;SEASHELLS;1807.0;1
7500;Paris;Caesar;JAMS;SEASHELLS;6527.0;7
7600;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;238.0;13
7600;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;67.0;13
7600;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;9.0;13
7600;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;727.0;13
7600;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;478.0;13
7800;Paris;Charlie;KELP;SEASHELLS;2046.0;1
7800;Paris;Charlie;SQUID_INK;SEASHELLS;1810.0;1
7900;Caesar;Paris;CROISSANTS;SEASHELLS;4267.0;8
7900;Caesar;Paris;JAMS;SEASHELLS;6526.0;5
8000;Camilla;Camilla;MAGNIFICENT_MACARONS;SEASHELLS;667.0;2
8200;Caesar;Paris;JAMS;SEASHELLS;6524.0;5
8600;Paris;Charlie;MAGNIFICENT_MACARONS;SEASHELLS;658.0;6
8900;Pablo;Caesar;PICNIC_BASKET1;SEASHELLS;58772.0;2
8900;Pablo;Camilla;PICNIC_BASKET1;SEASHELLS;58772.0;1
8900;Pablo;Camilla;PICNIC_BASKET2;SEASHELLS;30105.0;3
9000;Penelope;Camilla;RAINFOREST_RESIN;SEASHELLS;10003.0;8
9100;Caesar;Penelope;PICNIC_BASKET1;SEASHELLS;58767.0;1
9100;Camilla;Penelope;PICNIC_BASKET2;SEASHELLS;30099.0;9
9200;Pablo;Caesar;VOLCANIC_ROCK;SEASHELLS;10227.0;1
9300;Caesar;Camilla;JAMS;SEASHELLS;6525.0;9
9300;Charlie;Pablo;RAINFOREST_RESIN;SEASHELLS;9992.0;5
9300;Peter;Caesar;VOLCANIC_ROCK;SEASHELLS;10226.0;10
9400;Charlie;Paris;KELP;SEASHELLS;2044.0;1
9400;Caesar;Paris;MAGNIFICENT_MACARONS;SEASHELLS;652.0;5
9400;Charlie;Paris;SQUID_INK;SEASHELLS;1809.0;1
9400;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;234.0;10
9400;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;65.0;10
9400;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;9.0;10
9400;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;722.0;10
9400;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;474.0;10
9600;Paris;Paris;KELP;SEASHELLS;2046.0;1
9600;Paris;Paris;SQUID_INK;SEASHELLS;1809.0;1
9800;Paris;Caesar;DJEMBES;SEASHELLS;13418.0;4
9800;Caesar;Peter;VOLCANIC_ROCK;SEASHELLS;10222.0;8
9900;Paris;Caesar;JAMS;SEASHELLS;6521.0;5
9900;Paris;Caesar;KELP;SEASHELLS;2046.0;1
9900;Charlie;Caesar;KELP;SEASHELLS;2045.0;5
9900;Paris;Caesar;SQUID_INK;SEASHELLS;1807.0;1
9900;Charlie;Caesar;SQUID_INK;SEASHELLS;1806.0;5
10000;Caesar;Paris;CROISSANTS;SEASHELLS;4269.0;8
10100;Paris;Caesar;JAMS;SEASHELLS;6519.0;4
10300;Caesar;Paris;DJEMBES;SEASHELLS;13416.0;3
10300;Charlie;Pablo;RAINFOREST_RESIN;SEASHELLS;9998.0;5
10400;Caesar;Peter;VOLCANIC_ROCK;SEASHELLS;10219.0;10
10500;Camilla;Paris;KELP;SEASHELLS;2044.0;2
10500;Camilla;Paris;SQUID_INK;SEASHELLS;1803.0;2
10600;Paris;Camilla;KELP;SEASHELLS;2046.0;1
10600;Paris;Camilla;SQUID_INK;SEASHELLS;1803.0;1
10600;Caesar;Camilla;SQUID_INK;SEASHELLS;1803.0;4
10600;Peter;Caesar;VOLCANIC_ROCK;SEASHELLS;10215.0;10
10800;Caesar;Paris;JAMS;SEASHELLS;6517.0;8
11200;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10214.0;8
11300;Pablo;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;5
11700;Charlie;Caesar;KELP;SEASHELLS;2045.0;3
11700;Charlie;Caesar;SQUID_INK;SEASHELLS;1800.0;3
11700;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10207.0;7
12100;Paris;Caesar;DJEMBES;SEASHELLS;13421.0;1
12100;Paris;Camilla;KELP;SEASHELLS;2046.0;1
12100;Paris;Paris;MAGNIFICENT_MACARONS;SEASHELLS;630.0;5
12100;Paris;Camilla;SQUID_INK;SEASHELLS;1804.0;1
12200;Camilla;Paris;KELP;SEASHELLS;2044.0;1
12200;Camilla;Paris;SQUID_INK;SEASHELLS;1802.0;1
12300;Charlie;Pablo;KELP;SEASHELLS;2044.0;3
12300;Charlie;Pablo;SQUID_INK;SEASHELLS;1802.0;3
12400;Charlie;Paris;KELP;SEASHELLS;2044.0;1
12400;Charlie;Paris;SQUID_INK;SEASHELLS;1801.0;1
12500;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;215.0;18
12500;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;55.0;18
12500;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;18
12500;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;699.0;18
12500;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;451.0;18
12700;Caesar;Paris;CROISSANTS;SEASHELLS;4266.0;7
12900;Penelope;Charlie;KELP;SEASHELLS;2048.0;6
12900;Penelope;Charlie;SQUID_INK;SEASHELLS;1804.0;6
13000;Caesar;Camilla;JAMS;SEASHELLS;6527.0;8
13200;Caesar;Penelope;PICNIC_BASKET1;SEASHELLS;58793.0;1
13200;Caesar;Penelope;PICNIC_BASKET2;SEASHELLS;30098.0;1
13300;Paris;Caesar;JAMS;SEASHELLS;6529.0;8
13400;Peter;Caesar;VOLCANIC_ROCK;SEASHELLS;10200.0;10
13500;Pablo;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;4
13700;Caesar;Paris;CROISSANTS;SEASHELLS;4267.0;7
13700;Pablo;Camilla;KELP;SEASHELLS;2047.0;3
13700;Pablo;Camilla;SQUID_INK;SEASHELLS;1807.0;3
13800;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9999.0;1
13900;Charlie;Paris;KELP;SEASHELLS;2045.0;1
13900;Penelope;Camilla;KELP;SEASHELLS;2047.0;3
13900;Charlie;Paris;SQUID_INK;SEASHELLS;1805.0;1
13900;Penelope;Camilla;SQUID_INK;SEASHELLS;1807.0;3
14000;Charlie;Penelope;KELP;SEASHELLS;2045.0;15
14000;Paris;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;2
14000;Charlie;Penelope;SQUID_INK;SEASHELLS;1804.0;15
14100;Pablo;Charlie;KELP;SEASHELLS;2047.0;4
14200;Caesar;Paris;CROISSANTS;SEASHELLS;4268.0;6
14300;Caesar;Paris;JAMS;SEASHELLS;6529.0;5
14400;Caesar;Camilla;CROISSANTS;SEASHELLS;4268.0;9
14400;Paris;Caesar;JAMS;SEASHELLS;6530.0;6
14500;Charlie;Pablo;KELP;SEASHELLS;2046.0;5
14500;Caesar;Pablo;SQUID_INK;SEASHELLS;1806.0;1
14500;Charlie;Pablo;SQUID_INK;SEASHELLS;1806.0;4
14700;Paris;Caesar;DJEMBES;SEASHELLS;13422.0;1
14700;Paris;Charlie;KELP;SEASHELLS;2047.0;1
14700;Paris;Charlie;SQUID_INK;SEASHELLS;1807.0;1
14800;Caesar;Camilla;CROISSANTS;SEASHELLS;4267.0;10
15000;Caesar;Paris;CROISSANTS;SEASHELLS;4267.0;5
15000;Paris;Charlie;KELP;SEASHELLS;2047.0;1
15000;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10197.0;6
15000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;212.0;17
15000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;54.0;17
15000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;17
15000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;697.0;17
15000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;449.0;17
15200;Paris;Caesar;JAMS;SEASHELLS;6529.0;5
15200;Camilla;Pablo;KELP;SEASHELLS;2045.0;2
15200;Charlie;Pablo;KELP;SEASHELLS;2045.0;1
15200;Paris;Charlie;MAGNIFICENT_MACARONS;SEASHELLS;645.0;6
15200;Camilla;Pablo;SQUID_INK;SEASHELLS;1803.0;2
15200;Charlie;Pablo;SQUID_INK;SEASHELLS;1803.0;1
15300;Caesar;Paris;RAINFOREST_RESIN;SEASHELLS;9999.0;1
15500;Camilla;Paris;KELP;SEASHELLS;2045.0;1
15500;Camilla;Paris;SQUID_INK;SEASHELLS;1804.0;1
15800;Paris;Caesar;CROISSANTS;SEASHELLS;4267.0;7
16100;Camilla;Paris;KELP;SEASHELLS;2045.0;1
16100;Camilla;Paris;SQUID_INK;SEASHELLS;1805.0;1
16200;Caesar;Paris;DJEMBES;SEASHELLS;13421.0;4
16200;Camilla;Caesar;PICNIC_BASKET2;SEASHELLS;30104.0;1
16300;Paris;Camilla;KELP;SEASHELLS;2047.0;1
16300;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9992.0;1
16300;Paris;Camilla;SQUID_INK;SEASHELLS;1806.0;1
16400;Gary;Caesar;KELP;SEASHELLS;2048.0;1
16400;Gary;Charlie;KELP;SEASHELLS;2048.0;8
16400;Paris;Caesar;RAINFOREST_RESIN;SEASHELLS;10001.0;1
16400;Gary;Charlie;SQUID_INK;SEASHELLS;1806.0;9
16500;Paris;Charlie;MAGNIFICENT_MACARONS;SEASHELLS;663.0;6
16600;Paris;Paris;RAINFOREST_RESIN;SEASHELLS;10001.0;1
16700;Caesar;Paris;DJEMBES;SEASHELLS;13425.0;3
16700;Paris;Charlie;KELP;SEASHELLS;2048.0;2
16700;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9992.0;1
16700;Paris;Caesar;SQUID_INK;SEASHELLS;1807.0;2
16900;Paris;Caesar;CROISSANTS;SEASHELLS;4266.0;5
17300;Paris;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;2
17300;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;215.0;9
17300;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;53.0;9
17300;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;6.0;9
17300;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;695.0;9
17300;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;446.0;9
17900;Paris;Charlie;KELP;SEASHELLS;2047.0;1
17900;Paris;Charlie;MAGNIFICENT_MACARONS;SEASHELLS;665.0;5
17900;Paris;Charlie;SQUID_INK;SEASHELLS;1804.0;1
17900;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;216.0;14
17900;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;54.0;14
17900;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;14
17900;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;698.0;14
17900;Camilla;Pablo;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;449.0;14
18000;Paris;Paris;KELP;SEASHELLS;2047.0;1
18000;Paris;Paris;SQUID_INK;SEASHELLS;1805.0;1
18200;Paris;Paris;RAINFOREST_RESIN;SEASHELLS;10001.0;1
18500;Charlie;Penelope;RAINFOREST_RESIN;SEASHELLS;9992.0;6
18600;Charlie;Paris;KELP;SEASHELLS;2045.0;1
18600;Charlie;Paris;SQUID_INK;SEASHELLS;1795.0;1
18700;Paris;Charlie;KELP;SEASHELLS;2047.0;1
18800;Paris;Caesar;DJEMBES;SEASHELLS;13424.0;4
19000;Caesar;Paris;CROISSANTS;SEASHELLS;4265.0;7
19000;Paris;Camilla;KELP;SEASHELLS;2047.0;1
19000;Paris;Camilla;SQUID_INK;SEASHELLS;1799.0;1
19100;Caesar;Pablo;KELP;SEASHELLS;2045.0;1
19100;Charlie;Pablo;KELP;SEASHELLS;2045.0;1
19100;Charlie;Pablo;SQUID_INK;SEASHELLS;1796.0;2
19200;Paris;Camilla;KELP;SEASHELLS;2046.0;1
19200;Paris;Camilla;SQUID_INK;SEASHELLS;1797.0;1
19300;Gary;Charlie;KELP;SEASHELLS;2048.0;10
19300;Penelope;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;5
19300;Gary;Charlie;SQUID_INK;SEASHELLS;1799.0;10
19400;Paris;Charlie;RAINFOREST_RESIN;SEASHELLS;10001.0;1
19400;Charlie;Paris;SQUID_INK;SEASHELLS;1796.0;1
19400;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;219.0;17
19400;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;55.0;17
19400;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;17
19400;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;701.0;17
19400;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;452.0;17
19500;Caesar;Paris;KELP;SEASHELLS;2045.0;1
19500;Charlie;Paris;KELP;SEASHELLS;2045.0;1
19500;Charlie;Paris;SQUID_INK;SEASHELLS;1792.0;2
19600;Paris;Caesar;DJEMBES;SEASHELLS;13426.0;5
19700;Caesar;Paris;KELP;SEASHELLS;2045.0;1
19700;Caesar;Penelope;KELP;SEASHELLS;2045.0;1
19700;Charlie;Penelope;KELP;SEASHELLS;2045.0;14
19700;Charlie;Paris;SQUID_INK;SEASHELLS;1795.0;1
19700;Charlie;Penelope;SQUID_INK;SEASHELLS;1795.0;15
19900;Caesar;Paris;CROISSANTS;SEASHELLS;4263.0;5
19900;Paris;Pablo;RAINFOREST_RESIN;SEASHELLS;9998.0;1
20000;Paris;Caesar;DJEMBES;SEASHELLS;13439.0;1
20000;Paris;Camilla;KELP;SEASHELLS;2047.0;1
20000;Paris;Camilla;SQUID_INK;SEASHELLS;1796.0;1
20100;Paris;Charlie;KELP;SEASHELLS;2048.0;2
20100;Paris;Charlie;SQUID_INK;SEASHELLS;1796.0;2
20300;Paris;Caesar;CROISSANTS;SEASHELLS;4264.0;6
20300;Charlie;Paris;KELP;SEASHELLS;2045.0;1
20300;Charlie;Gary;RAINFOREST_RESIN;SEASHELLS;9992.0;7
20300;Charlie;Paris;SQUID_INK;SEASHELLS;1793.0;1
20300;Caesar;Pablo;VOLCANIC_ROCK;SEASHELLS;10200.0;2
20500;Camilla;Camilla;MAGNIFICENT_MACARONS;SEASHELLS;649.0;2
20800;Caesar;Paris;JAMS;SEASHELLS;6532.0;4
21000;Penelope;Caesar;PICNIC_BASKET1;SEASHELLS;58805.0;2
21000;Penelope;Caesar;PICNIC_BASKET2;SEASHELLS;30104.0;2
21000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;217.0;12
21000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;55.0;12
21000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;12
21000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;701.0;12
21000;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;452.0;12
21100;Paris;Caesar;DJEMBES;SEASHELLS;13444.0;5
21300;Paris;Charlie;KELP;SEASHELLS;2047.0;1
21300;Charlie;Paris;RAINFOREST_RESIN;SEASHELLS;9999.0;1
21300;Paris;Charlie;SQUID_INK;SEASHELLS;1800.0;1
21300;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;221.0;14
21300;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;57.0;14
21300;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;14
21300;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;706.0;14
21300;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;457.0;14
21400;Camilla;Penelope;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;218.0;17
21400;Camilla;Penelope;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;57.0;17
21400;Camilla;Penelope;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;704.0;17
21400;Camilla;Penelope;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;455.0;17
21600;Caesar;Paris;CROISSANTS;SEASHELLS;4264.0;8
21600;Paris;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;1
21700;Caesar;Paris;DJEMBES;SEASHELLS;13447.0;3
21700;Paris;Camilla;KELP;SEASHELLS;2047.0;1
21700;Paris;Camilla;SQUID_INK;SEASHELLS;1798.0;1
21800;Paris;Caesar;CROISSANTS;SEASHELLS;4265.0;7
21800;Caesar;Paris;DJEMBES;SEASHELLS;13446.0;5
21800;Gina;Charlie;KELP;SEASHELLS;2047.0;10
21900;Charlie;Gary;KELP;SEASHELLS;2045.0;13
21900;Charlie;Gary;SQUID_INK;SEASHELLS;1796.0;13
22000;Charlie;Pablo;KELP;SEASHELLS;2045.0;3
22000;Charlie;Pablo;SQUID_INK;SEASHELLS;1796.0;3
22100;Caesar;Paris;DJEMBES;SEASHELLS;13449.0;1
22200;Caesar;Paris;RAINFOREST_RESIN;SEASHELLS;9999.0;1
22200;Caesar;Caesar;VOLCANIC_ROCK;SEASHELLS;10211.0;5
22400;Caesar;Paris;JAMS;SEASHELLS;6525.0;9
22400;Paris;Charlie;MAGNIFICENT_MACARONS;SEASHELLS;651.0;5
22500;Pablo;Charlie;RAINFOREST_RESIN;SEASHELLS;10008.0;4
22600;Gina;Camilla;KELP;SEASHELLS;2047.0;2
22600;Gina;Charlie;KELP;SEASHELLS;2047.0;5
22600;Gina;Camilla;SQUID_INK;SEASHELLS;1794.0;2
22700;Charlie;Gary;KELP;SEASHELLS;2045.0;11
22700;Charlie;Pablo;RAINFOREST_RESIN;SEASHELLS;9998.0;4
22700;Charlie;Gary;SQUID_INK;SEASHELLS;1791.0;11
22800;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;222.0;17
22800;Caesar;Caesar;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;222.0;1
22800;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;59.0;17
22800;Caesar;Caesar;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;59.0;1
22800;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;17
22800;Caesar;Caesar;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;7.0;1
22800;Camilla;Caesar;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;709.0;17
