combined_timestamp,day,timestamp,S,mid,intrinsic,time_value,raw_iv,tte_days
14000,0,14000,5240.0,1240.5,1240.0,0.5,0.6782443105151439,7.986
14100,0,14100,5241.0,1241.0,1241.0,0.0,0.15625096875,7.9859
14200,0,14200,5241.0,1241.5,1241.0,0.5,0.6786765768167791,7.985799999999999
14300,0,14300,5241.0,1241.0,1241.0,0.0,0.15625096875,7.9857
14400,0,14400,5241.0,1241.5,1241.0,0.5,0.6786850751335727,7.9856
14500,0,14500,5242.5,1242.5,1242.5,0.0,0.15625096875,7.985499999999999
14600,0,14600,5243.0,1243.0,1243.0,0.0,0.15625096875,7.9854
14800,0,14800,5242.0,1242.5,1242.0,0.5,0.6791257489480691,7.985199999999999
14900,0,14900,5241.0,1241.5,1241.0,0.5,0.678706323253863,7.9851
15000,0,15000,5241.0,1241.5,1241.0,0.5,0.6787105724122598,7.985
15300,0,15300,5243.0,1243.5,1243.0,0.5,0.6795705881019469,7.9847
15400,0,15400,5242.5,1242.5,1242.5,0.0,0.15625096875,7.9846
15500,0,15500,5243.5,1243.5,1243.5,0.0,0.15625096875,7.9845
15600,0,15600,5243.0,1243.5,1243.0,0.5,0.6795833542035854,7.9844
15700,0,15700,5243.5,1243.5,1243.5,0.0,0.15625096875,7.9843
15800,0,15800,5243.5,1243.5,1243.5,0.0,0.15625096875,7.984200000000001
16000,0,16000,5242.5,1242.5,1242.5,0.0,0.15625096875,7.983999999999999
16100,0,16100,5241.5,1241.5,1241.5,0.0,0.15625096875,7.983900000000001
16200,0,16200,5241.0,1241.0,1241.0,0.0,0.15625096875,7.9838
16500,0,16500,5242.0,1242.0,1242.0,0.0,0.15625096875,7.9835
16600,0,16600,5242.5,1242.5,1242.5,0.0,0.15625096875,7.983399999999999
16800,0,16800,5240.0,1240.5,1240.0,0.5,0.6783632427124424,7.9832
16900,0,16900,5241.0,1241.0,1241.0,0.0,0.15625096875,7.9831
17100,0,17100,5240.0,1240.5,1240.0,0.5,0.678375990187633,7.9829
17200,0,17200,5241.0,1241.5,1241.0,0.5,0.678804091149886,7.9828
17500,0,17500,5240.0,1240.5,1240.0,0.5,0.6783929868212202,7.9825
17800,0,17800,5240.0,1240.0,1240.0,0.0,0.15625096875,7.982199999999999
17900,0,17900,5239.5,1239.5,1239.5,0.0,0.15625096875,7.982100000000001
18000,0,18000,5238.0,1238.5,1238.0,0.5,0.6775661471633123,7.982
18100,0,18100,5238.0,1238.0,1238.0,0.0,0.15625096875,7.9819
18200,0,18200,5238.0,1238.5,1238.0,0.5,0.6775746361668822,7.9818
18300,0,18300,5237.5,1237.5,1237.5,0.0,0.15625096875,7.9817
18400,0,18400,5237.5,1237.5,1237.5,0.0,0.15625096875,7.9816
18500,0,18500,5237.0,1237.0,1237.0,0.0,0.15625096875,7.9815
18600,0,18600,5237.0,1237.0,1237.0,0.0,0.15625096875,7.9814
18700,0,18700,5236.0,1236.5,1236.0,0.5,0.6767472819533549,7.9813
18800,0,18800,5237.5,1237.5,1237.5,0.0,0.15625096875,7.981199999999999
19000,0,19000,5236.5,1236.5,1236.5,0.0,0.15625096875,7.981
19200,0,19200,5239.0,1239.0,1239.0,0.0,0.15625096875,7.9808
19300,0,19300,5238.0,1238.5,1238.0,0.5,0.6776213303431282,7.9807
19400,0,19400,5238.5,1243.5,1238.5,5.0,0.9056353934651985,7.980600000000001
19500,0,19500,5238.0,1238.5,1238.0,0.5,0.6776298216750039,7.9805
19600,0,19600,5236.0,1236.0,1236.0,0.0,0.15625096875,7.9804
19700,0,19700,5236.0,1236.0,1236.0,0.0,0.15625096875,7.980300000000001
19800,0,19800,5236.5,1236.5,1236.5,0.0,0.15625096875,7.9802
19900,0,19900,5238.0,1238.5,1238.0,0.5,0.6776468043387558,7.9801
20300,0,20300,5237.5,1237.5,1237.5,0.0,0.15625096875,7.979699999999999
20400,0,20400,5236.0,1236.0,1236.0,0.0,0.15625096875,7.9796
20500,0,20500,5236.0,1236.0,1236.0,0.0,0.15625096875,7.9795
20600,0,20600,5235.5,1235.5,1235.5,0.0,0.15625096875,7.979399999999999
20700,0,20700,5235.0,1235.5,1235.0,0.5,0.676407579783898,7.9793
20800,0,20800,5236.5,1236.5,1236.5,0.0,0.15625096875,7.9792
20900,0,20900,5235.0,1235.5,1235.0,0.5,0.6764160548176319,7.979099999999999
21000,0,21000,5235.5,1235.5,1235.5,0.0,0.15625096875,7.979
21200,0,21200,5234.0,1234.0,1234.0,0.0,0.15625096875,7.978800000000001
21300,0,21300,5234.0,1234.5,1234.0,0.5,0.6760083707704372,7.9787
21400,0,21400,5235.0,1235.0,1235.0,0.0,0.15625096875,7.9786
21500,0,21500,5235.0,1235.5,1235.0,0.5,0.6764414892320578,7.9785
21600,0,21600,5235.5,1235.5,1235.5,0.0,0.15625096875,7.9784
21800,0,21800,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9782
21900,0,21900,5234.0,1234.0,1234.0,0.0,0.15625096875,7.978100000000001
22100,0,22100,5234.5,1234.5,1234.5,0.0,0.15625096875,7.977899999999999
22500,0,22500,5236.0,1236.5,1236.0,0.5,0.676908444964353,7.9775
22600,0,22600,5235.0,1235.5,1235.0,0.5,0.6764881252006545,7.9774
22700,0,22700,5234.5,1234.5,1234.5,0.0,0.15625096875,7.977299999999999
22800,0,22800,5235.0,1235.5,1235.0,0.5,0.6764966048910004,7.9772
22900,0,22900,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9771
23000,0,23000,5235.0,1235.5,1235.0,0.5,0.6765050845813463,7.977
23100,0,23100,5236.0,1236.5,1236.0,0.5,0.6769339026618386,7.9769
23200,0,23200,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9768
23400,0,23400,5235.0,1235.5,1235.0,0.5,0.6765220486186503,7.976600000000001
23500,0,23500,5236.0,1236.0,1236.0,0.0,0.15625096875,7.9765
23600,0,23600,5237.5,1237.5,1237.5,0.0,0.15625096875,7.9764
23800,0,23800,5237.0,1237.0,1237.0,0.0,0.15625096875,7.9762
24000,0,24000,5234.0,1234.5,1234.0,0.5,0.6761227813975403,7.976000000000001
24100,0,24100,5235.0,1235.5,1235.0,0.5,0.6765517345197789,7.9759
24400,0,24400,5235.0,1235.5,1235.0,0.5,0.67656445871191,7.9756
24500,0,24500,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9755
24600,0,24600,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9754
24700,0,24700,5235.0,1235.0,1235.0,0.0,0.15625096875,7.9753
24900,0,24900,5234.5,1234.5,1234.5,0.0,0.15625096875,7.975099999999999
25000,0,25000,5233.5,1233.5,1233.5,0.0,0.15625096875,7.975
25200,0,25200,5233.5,1233.5,1233.5,0.0,0.15625096875,7.974799999999999
25300,0,25300,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9747
25400,0,25400,5233.0,1233.0,1233.0,0.0,0.15625096875,7.9746
25500,0,25500,5231.0,1231.0,1231.0,0.0,0.15625096875,7.974500000000001
25600,0,25600,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9744
25700,0,25700,5231.0,1231.5,1231.0,0.5,0.6749198900573581,7.9743
25800,0,25800,5230.0,1230.0,1230.0,0.0,0.15625096875,7.974200000000001
25900,0,25900,5230.0,1230.5,1230.0,0.5,0.6745031326017945,7.9741
26000,0,26000,5228.0,1228.5,1228.0,0.5,0.6736565791772315,7.974
26100,0,26100,5228.0,1228.0,1228.0,0.0,0.15625096875,7.9739
26200,0,26200,5227.0,1227.5,1227.0,0.5,0.6732394585059369,7.9738
26300,0,26300,5228.0,1228.0,1228.0,0.0,0.15625096875,7.9737
26600,0,26600,5229.0,1229.0,1229.0,0.0,0.15625096875,7.9734
26700,0,26700,5229.5,1229.5,1229.5,0.0,0.15625096875,7.973299999999999
26800,0,26800,5230.0,1230.5,1230.0,0.5,0.6745412004044186,7.9732
27000,0,27000,5230.0,1230.0,1230.0,0.0,0.15625096875,7.972999999999999
27200,0,27200,5232.0,1232.5,1232.0,0.5,0.6754085153333242,7.9728
27300,0,27300,5232.0,1232.0,1232.0,0.0,0.15625096875,7.972700000000001
27400,0,27400,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9726
27500,0,27500,5232.0,1232.5,1232.0,0.5,0.6754212232273133,7.9725
27600,0,27600,5233.5,1233.5,1233.5,0.0,0.15625096875,7.9724
27700,0,27700,5232.0,1232.5,1232.0,0.5,0.6754296936044355,7.9723
27900,0,27900,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9721
28000,0,28000,5233.0,1233.5,1233.0,0.5,0.6758674500515498,7.972000000000001
28100,0,28100,5233.0,1233.5,1233.0,0.5,0.6758716898967227,7.9719
28400,0,28400,5233.0,1233.0,1233.0,0.0,0.15625096875,7.9716
28500,0,28500,5233.0,1233.0,1233.0,0.0,0.15625096875,7.971499999999999
28600,0,28600,5233.5,1233.5,1233.5,0.0,0.15625096875,7.9714
28700,0,28700,5234.0,1234.5,1234.0,0.5,0.6763220774037293,7.9713
28800,0,28800,5232.0,1232.0,1232.0,0.0,0.15625096875,7.971199999999999
29000,0,29000,5231.0,1231.5,1231.0,0.5,0.6750595837589988,7.971
29400,0,29400,5230.5,1230.5,1230.5,0.0,0.15625096875,7.9706
29500,0,29500,5230.5,1230.5,1230.5,0.0,0.15625096875,7.9704999999999995
29600,0,29600,5230.0,1230.5,1230.0,0.5,0.6746596739254405,7.9704
29700,0,29700,5229.0,1229.0,1229.0,0.0,0.15625096875,7.9703
29800,0,29800,5229.0,1229.5,1229.0,0.5,0.6742427022657285,7.970200000000001
29900,0,29900,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9701
30000,0,30000,5231.0,1231.0,1231.0,0.0,0.15625096875,7.97
30200,0,30200,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9698
30300,0,30300,5232.5,1232.5,1232.5,0.0,0.15625096875,7.969699999999999
30400,0,30400,5231.5,1231.5,1231.5,0.0,0.15625096875,7.969600000000001
30500,0,30500,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9695
30600,0,30600,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9694
30700,0,30700,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9693
30800,0,30800,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9692
30900,0,30900,5231.0,1231.5,1231.0,0.5,0.6751400523416582,7.9691
31000,0,31000,5230.0,1230.0,1230.0,0.0,0.15625096875,7.968999999999999
31100,0,31100,5229.0,1229.0,1229.0,0.0,0.15625096875,7.9689
31400,0,31400,5229.5,1229.5,1229.5,0.0,0.15625096875,7.9686
31500,0,31500,5230.5,1230.5,1230.5,0.0,0.15625096875,7.9685
31600,0,31600,5229.5,1229.5,1229.5,0.0,0.15625096875,7.968400000000001
31800,0,31800,5228.0,1228.5,1228.0,0.5,0.6739017078864574,7.9682
31900,0,31900,5228.0,1228.5,1228.0,0.5,0.6739059384184067,7.968100000000001
32000,0,32000,5228.0,1228.5,1228.0,0.5,0.6739101666220497,7.968
32100,0,32100,5227.0,1227.5,1227.0,0.5,0.6734886687355299,7.9679
32200,0,32200,5228.5,1228.5,1228.5,0.0,0.15625096875,7.9678
32600,0,32600,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9674
32800,0,32800,5228.0,1228.5,1228.0,0.5,0.6739439992361125,7.967199999999999
32900,0,32900,5228.5,1228.5,1228.5,0.0,0.15625096875,7.9671
33000,0,33000,5228.0,1228.0,1228.0,0.0,0.15625096875,7.967
33100,0,33100,5230.0,1230.5,1230.0,0.5,0.6748078519740393,7.966899999999999
33200,0,33200,5231.0,1231.5,1231.0,0.5,0.6752375012597633,7.9668
33300,0,33300,5230.5,1230.5,1230.5,0.0,0.15625096875,7.9667
33500,0,33500,5230.0,1230.5,1230.0,0.5,0.6748247927282836,7.9665
33600,0,33600,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9664
33700,0,33700,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9663
33800,0,33800,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9662
34000,0,34000,5228.5,1228.5,1228.5,0.0,0.15625096875,7.966
34100,0,34100,5228.0,1228.0,1228.0,0.0,0.15625096875,7.965900000000001
34200,0,34200,5229.0,1229.5,1229.0,0.5,0.6744288899093014,7.9658
34400,0,34400,5228.5,1228.5,1228.5,0.0,0.15625096875,7.965600000000001
34500,0,34500,5228.0,1228.5,1228.0,0.5,0.6740159136226349,7.9655
34600,0,34600,5228.0,1228.5,1228.0,0.5,0.6740201441545839,7.965399999999999
34700,0,34700,5229.0,1229.5,1229.0,0.5,0.6744500565388827,7.965300000000001
34900,0,34900,5231.0,1231.5,1231.0,0.5,0.6753095553446442,7.965099999999999
35600,0,35600,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9643999999999995
35800,0,35800,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9642
35900,0,35900,5233.5,1233.5,1233.5,0.0,0.15625096875,7.964100000000001
36200,0,36200,5232.0,1232.5,1232.0,0.5,0.675790052504466,7.963800000000001
36300,0,36300,5231.0,1231.5,1231.0,0.5,0.6753689131770657,7.9637
36400,0,36400,5231.5,1231.5,1231.5,0.0,0.15625096875,7.963599999999999
36600,0,36600,5230.0,1230.5,1230.0,0.5,0.6749561278114886,7.9634
36800,0,36800,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9632
36900,0,36900,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9631
37000,0,37000,5231.5,1231.5,1231.5,0.0,0.15625096875,7.963
37200,0,37200,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9628
37300,0,37300,5233.5,1233.5,1233.5,0.0,0.15625096875,7.9627
37400,0,37400,5235.0,1235.5,1235.0,0.5,0.6771165233406644,7.962599999999999
37600,0,37600,5236.0,1236.0,1236.0,0.0,0.15625096875,7.9624
37800,0,37800,5235.0,1235.0,1235.0,0.0,0.15625096875,7.9622
38000,0,38000,5234.0,1234.5,1234.0,0.5,0.6767169511114723,7.962000000000001
38100,0,38100,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9619
38200,0,38200,5234.0,1234.5,1234.0,0.5,0.676725449428266,7.9618
38400,0,38400,5232.0,1232.5,1232.0,0.5,0.6758834129172862,7.9616
38500,0,38500,5231.0,1231.5,1231.0,0.5,0.6754622177105427,7.9615
38600,0,38600,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9614
38700,0,38700,5233.0,1233.5,1233.0,0.5,0.6763214813574008,7.9613
38800,0,38800,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9612
38900,0,38900,5232.0,1232.0,1232.0,0.0,0.15625096875,7.961099999999999
39000,0,39000,5232.5,1232.5,1232.5,0.0,0.15625096875,7.961000000000001
39200,0,39200,5231.0,1231.5,1231.0,0.5,0.6754919129248953,7.960799999999999
39300,0,39300,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9607
39400,0,39400,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9606
39500,0,39500,5230.0,1230.0,1230.0,0.0,0.15625096875,7.960499999999999
39600,0,39600,5230.5,1230.5,1230.5,0.0,0.15625096875,7.9604
39700,0,39700,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9603
39800,0,39800,5232.0,1232.0,1232.0,0.0,0.15625096875,7.9602
39900,0,39900,5232.0,1232.5,1232.0,0.5,0.6759470920855897,7.9601
40100,0,40100,5231.0,1231.5,1231.0,0.5,0.6755301017994295,7.9599
40300,0,40300,5233.0,1233.5,1233.0,0.5,0.6763894515936086,7.9597
40400,0,40400,5233.0,1233.0,1233.0,0.0,0.15625096875,7.9596
40500,0,40500,5232.0,1232.0,1232.0,0.0,0.15625096875,7.959500000000001
40600,0,40600,5232.0,1232.0,1232.0,0.0,0.15625096875,7.9594
41000,0,41000,5230.0,1230.5,1230.0,0.5,0.6751426716858755,7.958999999999999
41100,0,41100,5231.5,1231.5,1231.5,0.0,0.15625096875,7.9589
41500,0,41500,5231.0,1231.5,1231.0,0.5,0.6755895155111944,7.9585
41600,0,41600,5230.0,1230.5,1230.0,0.5,0.6751681223984431,7.9584
41800,0,41800,5229.0,1229.0,1229.0,0.0,0.15625096875,7.9582
41900,0,41900,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9581
42000,0,42000,5229.5,1229.5,1229.5,0.0,0.15625096875,7.958000000000001
42100,0,42100,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9579
42200,0,42200,5232.0,1232.5,1232.0,0.5,0.6760447691776801,7.9578
42300,0,42300,5232.0,1232.0,1232.0,0.0,0.15625096875,7.957700000000001
42400,0,42400,5231.0,1231.0,1231.0,0.0,0.15625096875,7.9576
42500,0,42500,5230.5,1230.5,1230.5,0.0,0.15625096875,7.957499999999999
42600,0,42600,5230.0,1230.0,1230.0,0.0,0.15625096875,7.957400000000001
42700,0,42700,5230.0,1230.0,1230.0,0.0,0.15625096875,7.9573
42800,0,42800,5231.0,1231.5,1231.0,0.5,0.6756447010193163,7.9572
42900,0,42900,5232.0,1232.5,1232.0,0.5,0.6760745039732343,7.9571
43000,0,43000,5233.0,1233.0,1233.0,0.0,0.15625096875,7.957
43200,0,43200,5233.0,1233.0,1233.0,0.0,0.15625096875,7.956799999999999
43300,0,43300,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9567
43500,0,43500,5232.0,1232.5,1232.0,0.5,0.6760999942670032,7.956499999999999
43700,0,43700,5233.5,1233.5,1233.5,0.0,0.15625096875,7.9563
43800,0,43800,5232.5,1232.5,1232.5,0.0,0.15625096875,7.956199999999999
44000,0,44000,5232.0,1232.0,1232.0,0.0,0.15625096875,7.956
44100,0,44100,5233.0,1233.0,1233.0,0.0,0.15625096875,7.955900000000001
44200,0,44200,5233.0,1233.0,1233.0,0.0,0.15625096875,7.9558
44300,0,44300,5233.0,1233.0,1233.0,0.0,0.15625096875,7.9557
44400,0,44400,5233.0,1233.5,1233.0,0.5,0.6765637206389168,7.9556000000000004
44600,0,44600,5232.5,1232.5,1232.5,0.0,0.15625096875,7.9554
44800,0,44800,5232.0,1232.5,1232.0,0.5,0.6761552356544682,7.9552
44900,0,44900,5232.0,1232.5,1232.0,0.5,0.6761594848128651,7.9551
45000,0,45000,5233.5,1233.5,1233.5,0.0,0.15625096875,7.954999999999999
45100,0,45100,5234.0,1234.5,1234.0,0.5,0.6770188788448577,7.954900000000001
45300,0,45300,5235.0,1235.5,1235.0,0.5,0.6774526701869039,7.954699999999999
45400,0,45400,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9546
45500,0,45500,5235.0,1235.0,1235.0,0.0,0.15625096875,7.9545
45600,0,45600,5234.0,1234.0,1234.0,0.0,0.15625096875,7.954399999999999
45700,0,45700,5233.0,1233.5,1233.0,0.5,0.6766190062641952,7.9543
45800,0,45800,5234.0,1234.0,1234.0,0.0,0.15625096875,7.9542
45900,0,45900,5234.5,1234.5,1234.5,0.0,0.15625096875,7.9541
46000,0,46000,5234.0,1234.5,1234.0,0.5,0.6770571794780786,7.954
46100,0,46100,5235.0,1235.5,1235.0,0.5,0.6774867379598697,7.9539
46200,0,46200,5237.0,1237.0,1237.0,0.0,0.15625096875,7.9538
46400,0,46400,5237.5,1237.5,1237.5,0.0,0.15625096875,7.9536
46600,0,46600,5239.0,1239.5,1239.0,0.5,0.679208161666214,7.953400000000001
46700,0,46700,5240.0,1240.5,1240.0,0.5,0.6796371823093259,7.9533
46900,0,46900,5239.0,1239.0,1239.0,0.0,0.15625096875,7.953100000000001
47000,0,47000,5237.5,1237.5,1237.5,0.0,0.15625096875,7.953
47300,0,47300,5236.5,1236.5,1236.5,0.0,0.15625096875,7.9527
47400,0,47400,5237.0,1237.0,1237.0,0.0,0.15625096875,7.9526
