combined_timestamp,day,timestamp,product,S,K,voucher_price,tte_days,raw_iv,fair_iv,iv_residual
800,0,800,VEV_5000,5247.5,5000,255.0,7.999200000000001,0.24177733396249007,0.24109209129002881,0.0006852426724612559
800,0,800,VEV_5100,5247.5,5100,169.5,7.999200000000001,0.2400167854753707,0.2413425561606557,-0.0013257706852849993
800,0,800,VEV_5200,5247.5,5200,100.5,7.999200000000001,0.24100511519850604,0.24226032985449591,-0.001255214655989878
800,0,800,VEV_5300,5247.5,5300,51.5,7.999200000000001,0.24029419636516147,0.24380730621600424,-0.0035131098508427716
800,0,800,VEV_5400,5247.5,5400,22.5,7.999200000000001,0.24008100291891082,0.24594798589160097,-0.0058669829726901435
800,0,800,VEV_5500,5247.5,5500,8.5,7.999200000000001,0.24167341642832135,0.24864925935096419,-0.006975842922642833
900,0,900,VEV_5000,5246.5,5000,254.0,7.9991,0.24107393177393432,0.24109120426280434,-1.7272488870012648e-05
900,0,900,VEV_5100,5246.5,5100,169.0,7.9991,0.24133470160611512,0.24134832432756517,-1.3622721450057274e-05
900,0,900,VEV_5200,5246.5,5200,99.5,7.9991,0.23968999914672978,0.24227263238336905,-0.0025826332366392646
900,0,900,VEV_5300,5246.5,5300,51.0,7.9991,0.23994649235377935,0.2438260267196775,-0.003879534365898163
900,0,900,VEV_5400,5246.5,5400,22.5,7.9991,0.24102974270939384,0.24597301218450762,-0.004943269475113782
900,0,900,VEV_5500,5246.5,5500,8.5,7.9991,0.2424033889535786,0.24868048322327144,-0.0062770942696928345
1000,0,1000,VEV_5000,5246.5,5000,254.0,7.999,0.24107543876997395,0.2410912056146135,-1.5766844639553135e-05
1000,0,1000,VEV_5100,5246.5,5100,169.0,7.999,0.24133621013010553,0.2413483189350467,-1.210880494117994e-05
1000,0,1000,VEV_5200,5246.5,5200,100.5,7.999,0.24303600496537395,0.2422726287808011,0.0007633761845728393
1000,0,1000,VEV_5300,5246.5,5300,51.5,7.999,0.24162014857120495,0.2438260329576396,-0.0022058843864346533
1000,0,1000,VEV_5400,5246.5,5400,22.5,7.999,0.24103124934163567,0.2459730358628798,-0.004941786521244135
1000,0,1000,VEV_5500,5246.5,5500,8.5,7.999,0.24240490409868914,0.24868053152149092,-0.006275627422801772
1100,0,1100,VEV_5000,5248.5,5000,256.0,7.998900000000001,0.2424861891891488,0.24109304829680417,0.0013931408923446298
1100,0,1100,VEV_5100,5248.5,5100,170.5,7.998900000000001,0.24095133496855678,0.24133683176597515,-0.0003854967974183665
1100,0,1100,VEV_5200,5248.5,5200,101.5,7.998900000000001,0.24232226284276098,0.24224807901248013,7.418383028084952e-05
1100,0,1100,VEV_5300,5248.5,5300,52.0,7.998900000000001,0.24063987711503476,0.2437886775015541,-0.0031488003865193515
1100,0,1100,VEV_5400,5248.5,5400,23.0,7.998900000000001,0.24132798677169512,0.2459231218757717,-0.004595135104076581
1100,0,1100,VEV_5500,5248.5,5500,8.5,7.998900000000001,0.24094916586050671,0.24861829694782425,-0.007669131087317538
1200,0,1200,VEV_5000,5248.5,5000,256.0,7.9988,0.2424877049163359,0.2410930498636828,0.0013946550526530987
1200,0,1200,VEV_5100,5248.5,5100,170.5,7.9988,0.24095284116424126,0.24133682642150053,-0.0003839852572592728
1200,0,1200,VEV_5200,5248.5,5200,100.5,7.9988,0.2389701003282938,0.2422480752945941,-0.0032779749663003066
1200,0,1200,VEV_5300,5248.5,5300,52.0,7.9988,0.24064138134621105,0.2437886834643523,-0.0031473021181412653
1200,0,1200,VEV_5400,5248.5,5400,23.0,7.9988,0.241329495222926,0.2459231451225114,-0.004593649899585411
1200,0,1200,VEV_5500,5248.5,5500,8.5,7.9988,0.2409506719834316,0.24861834466118884,-0.0076676726777572535
1300,0,1300,VEV_5000,5247.5,5000,255.0,7.9987,0.24178489062503766,0.24109209858477948,0.0006927920402581833
1300,0,1300,VEV_5100,5247.5,5100,170.0,7.9987,0.24227602610587876,0.24134252931617486,0.0009334967897038915
1300,0,1300,VEV_5200,5247.5,5200,100.5,7.9987,0.24101264770487915,0.24226031155133418,-0.0012476638464550271
1300,0,1300,VEV_5300,5247.5,5300,52.0,7.9987,0.24197102937418538,0.24380733671585003,-0.0018363073416646503
1300,0,1300,VEV_5400,5247.5,5400,22.5,7.9987,0.24008850653973807,0.24594810320229815,-0.005859596662560085
1300,0,1300,VEV_5500,5247.5,5500,8.5,7.9987,0.24168096988944823,0.24864949937781478,-0.006968529488366543
1400,0,1400,VEV_5000,5247.5,5000,255.0,7.998600000000001,0.24178640213217006,0.2410921000442947,0.0006943020878753536
1400,0,1400,VEV_5100,5247.5,5100,169.5,7.998600000000001,0.24002578750660925,0.24134252394714487,-0.0013167364405356208
1400,0,1400,VEV_5200,5247.5,5200,100.5,7.998600000000001,0.24101415430074125,0.242260307890513,-0.001246153589771759
1400,0,1400,VEV_5300,5247.5,5300,51.5,7.998600000000001,0.24030320880101733,0.24380734281618285,-0.0035041340151655276
1400,0,1400,VEV_5400,5247.5,5400,22.5,7.998600000000001,0.24009000735121494,0.24594812666592739,-0.0058581193147124455
1400,0,1400,VEV_5500,5247.5,5500,8.5,7.998600000000001,0.24168248052346603,0.24864954738634268,-0.006967066862876653
1500,0,1500,VEV_5000,5246.5,5000,254.0,7.9985,0.24108297360465303,0.24109121237643574,-8.238771782714815e-06
1500,0,1500,VEV_5100,5246.5,5100,169.0,7.9985,0.2413437531866152,0.24134829197176727,-4.5387851520806155e-06
1500,0,1500,VEV_5200,5246.5,5200,99.5,7.9985,0.2396989890635014,0.24227261076703,-0.0025736217035285947
1500,0,1500,VEV_5300,5246.5,5300,51.0,7.9985,0.23995549187481302,0.24382606414931127,-0.0038705722744982463
1500,0,1500,VEV_5400,5246.5,5400,22.5,7.9985,0.2410387828666427,0.24597315426226188,-0.004934371395619169
1500,0,1500,VEV_5500,5246.5,5500,8.5,7.9985,0.2424124805518375,0.24868077302847838,-0.006268292476640874
1600,0,1600,VEV_5000,5246.0,5000,254.0,7.9984,0.2447708148303404,0.2410907930990322,0.003680021731308214
1600,0,1600,VEV_5100,5246.0,5100,168.5,7.9984,0.2408770796886593,0.24135119772716251,-0.000474118038503224
1600,0,1600,VEV_5200,5246.0,5200,99.5,7.9984,0.2407125470368448,0.24227878539195546,-0.0015662383551106607
1600,0,1600,VEV_5300,5246.0,5300,51.0,7.9984,0.24061630672781734,0.2438354534616724,-0.003219146733855066
1600,0,1600,VEV_5400,5246.0,5400,22.5,7.9984,0.24151357298473222,0.24598570595590452,-0.004472132971172299
1600,0,1600,VEV_5500,5246.0,5500,8.5,7.9984,0.24277812674368968,0.2486964365753593,-0.0059183098316696325
1700,0,1700,VEV_5000,5246.0,5000,254.0,7.9982999999999995,0.24477234496392067,0.2410907943989424,0.0036815505649782643
1700,0,1700,VEV_5100,5246.0,5100,168.5,7.9982999999999995,0.2408785854477864,0.24135119232278476,-0.00047260687499836584
1700,0,1700,VEV_5200,5246.0,5200,99.5,7.9982999999999995,0.24071405177733804,0.2422787818182614,-0.0015647300409233622
1700,0,1700,VEV_5300,5246.0,5300,51.0,7.9982999999999995,0.24061781088623407,0.24383545976988075,-0.0032176488836466732
1700,0,1700,VEV_5400,5246.0,5400,22.5,7.9982999999999995,0.24151508274563518,0.2459857297464845,-0.004470647000849315
1700,0,1700,VEV_5500,5246.0,5500,8.5,7.9982999999999995,0.24277964450814446,0.2486964850282909,-0.0059168405201464325
1800,0,1800,VEV_5000,5246.5,5000,254.0,7.9982,0.24108749488381023,0.24109121643575052,-3.721551940283341e-06
1800,0,1800,VEV_5100,5246.5,5100,169.0,7.9982,0.24134827934066302,0.24134827579324997,3.547413057747306e-09
1800,0,1800,VEV_5200,5246.5,5200,99.5,7.9982,0.23970348440387484,0.24227259995802214,-0.0025691155541472943
1800,0,1800,VEV_5300,5246.5,5300,51.0,7.9982,0.2399599919809378,0.24382608286580337,-0.003866090884865586
1800,0,1800,VEV_5400,5246.5,5400,22.5,7.9982,0.24104330334544474,0.24597322530790863,-0.00492992196246389
1800,0,1800,VEV_5500,5246.5,5500,8.5,7.9982,0.24241702686028385,0.24868091794538422,-0.006263891085100365
1900,0,1900,VEV_5000,5247.0,5000,254.0,7.9981,0.23726788725623654,0.2410916545725455,-0.003823767316308957
1900,0,1900,VEV_5100,5247.0,5100,169.5,7.9981,0.24181762646146907,0.2413453755976765,0.00047225086379257264
1900,0,1900,VEV_5200,5247.0,5200,100.5,7.9981,0.24203730154774494,0.24226643466138534,-0.00022913311364039513
1900,0,1900,VEV_5300,5247.0,5300,51.5,7.9981,0.24097263351122322,0.24381672275079744,-0.0028440892395742157
1900,0,1900,VEV_5400,5247.0,5400,22.5,7.9981,0.24057128034624206,0.24596073787985323,-0.005389457533611169
1900,0,1900,VEV_5500,5247.0,5500,8.5,7.9981,0.24205432743067604,0.24866536809057105,-0.006611040659895012
2000,0,2000,VEV_5000,5247.5,5000,255.0,7.997999999999999,0.24179547117496497,0.2410921088053427,0.0007033623696222624
2000,0,2000,VEV_5100,5247.5,5100,170.0,7.997999999999999,0.24228662804711712,0.24134249173202796,0.0009441363150891613
2000,0,2000,VEV_5200,5247.5,5200,100.5,7.997999999999999,0.2410231944216103,0.2422602859242639,-0.001237091502653609
2000,0,2000,VEV_5300,5247.5,5300,52.0,7.997999999999999,0.24198161803680385,0.24380737942072608,-0.0018257613839222364
2000,0,2000,VEV_5400,5247.5,5400,22.5,7.997999999999999,0.24009901280215293,0.24594826745813264,-0.005849254655979713
2000,0,2000,VEV_5500,5247.5,5500,8.5,7.997999999999999,0.24169154578276364,0.2486498354596178,-0.0069582896768541624
2100,0,2100,VEV_5000,5247.0,5000,254.0,7.9979,0.2372708538090817,0.2410916573868431,-0.0038208035777614058
2100,0,2100,VEV_5100,5247.0,5100,169.5,7.9979,0.24182064991229138,0.24134536483515778,0.000475285077133597
2100,0,2100,VEV_5200,5247.0,5200,100.5,7.9979,0.24204032776343054,0.24226642739673176,-0.0002260996333012244
2100,0,2100,VEV_5300,5247.0,5300,51.5,7.9979,0.2409756464119091,0.24381673509097648,-0.0028410886790673773
2100,0,2100,VEV_5400,5247.0,5400,22.5,7.9979,0.2405742882992778,0.24596078503013774,-0.0053864967308599465
2100,0,2100,VEV_5500,5247.0,5500,8.5,7.9979,0.2420573537918808,0.24866546441507145,-0.006608110623190638
2200,0,2200,VEV_5000,5247.0,5000,254.0,7.9978,0.23727233723102342,0.24109165879427213,-0.003819321563248712
2200,0,2200,VEV_5100,5247.0,5100,169.5,7.9978,0.24182216171046206,0.2413453594538306,0.00047680225663146447
2200,0,2200,VEV_5200,5247.0,5200,100.5,7.9978,0.24204184094403297,0.24226642376431115,-0.00022458282027817966
2200,0,2200,VEV_5300,5247.0,5300,51.5,7.9978,0.24097715293501165,0.24381674126125003,-0.0028395883262383737
2200,0,2200,VEV_5400,5247.0,5400,22.5,7.9978,0.24057579231217543,0.2459608086060287,-0.0053850162938532675
2200,0,2200,VEV_5500,5247.0,5500,8.5,7.9978,0.2420588670452428,0.24866551257890612,-0.00660664553366333
2300,0,2300,VEV_5000,5247.5,5000,255.0,7.997699999999999,0.24180000613291974,0.24109211318841067,0.0007078929445090698
2300,0,2300,VEV_5100,5247.5,5100,170.0,7.997699999999999,0.24229117224553626,0.24134247562386724,0.0009486966216690207
2300,0,2300,VEV_5200,5247.5,5200,100.5,7.997699999999999,0.24102771486403257,0.24226027494028943,-0.0012325600762568556
2300,0,2300,VEV_5300,5247.5,5300,52.0,7.997699999999999,0.24198615645083782,0.24380739772463467,-0.0018212412737968475
2300,0,2300,VEV_5400,5247.5,5400,22.5,7.997699999999999,0.24010351596417928,0.245948337860941,-0.0058448218967617205
2300,0,2300,VEV_5500,5247.5,5500,8.5,7.997699999999999,0.24169607870345067,0.24864997951046908,-0.006953900807018409
2400,0,2400,VEV_5000,5248.5,5000,255.5,7.9976,0.2383208393298722,0.24109306868117897,-0.0027722293513067764
2400,0,2400,VEV_5100,5248.5,5100,170.5,7.9976,0.240970917331444,0.2413367622844198,-0.00036584495297581343
2400,0,2400,VEV_5200,5248.5,5200,100.5,7.9976,0.23898802777495265,0.2422480306749867,-0.003260002900034059
2400,0,2400,VEV_5300,5248.5,5300,52.0,7.9976,0.24065943423035407,0.24378875502716682,-0.0031293207968127457
2400,0,2400,VEV_5400,5248.5,5400,23.0,7.9976,0.24134759969359817,0.24592342412175322,-0.004575824428155045
2400,0,2400,VEV_5500,5248.5,5500,8.5,7.9976,0.24096874793235568,0.24861891730315314,-0.0076501693707974605
2500,0,2500,VEV_5000,5247.5,5000,255.0,7.9975,0.2418030294382229,0.24109211611139836,0.0007109133268245471
2500,0,2500,VEV_5100,5247.5,5100,169.5,7.9975,0.2400422938862707,0.24134246488487035,-0.0013001709985996368
2500,0,2500,VEV_5200,5247.5,5200,100.5,7.9975,0.24103072860145336,0.24226026761732494,-0.0012295390158715835
2500,0,2500,VEV_5300,5247.5,5300,51.5,7.9975,0.24031973424368394,0.24380740992784677,-0.003487675684162833
2500,0,2500,VEV_5400,5247.5,5400,22.5,7.9975,0.2401065181692096,0.2459483847986305,-0.005841866629420878
2500,0,2500,VEV_5500,5247.5,5500,8.5,7.9975,0.24169910084460083,0.24865007554963492,-0.006950974705034085
2600,0,2600,VEV_5000,5246.5,5000,254.0,7.997400000000001,0.24109955288939514,0.24109122726873758,8.325620657556598e-06
2600,0,2600,VEV_5100,5246.5,5100,169.0,7.997400000000001,0.24136035037020942,0.2413482326485218,1.2117721687632255e-05
2600,0,2600,VEV_5200,5246.5,5200,99.5,7.997400000000001,0.23971547314235714,0.24227257113126843,-0.0025570979889112944
2600,0,2600,VEV_5300,5246.5,5300,51.5,7.997400000000001,0.2416443172602974,0.24382613278191018,-0.0021818155216127844
2600,0,2600,VEV_5400,5246.5,5400,22.5,7.997400000000001,0.2410553590954832,0.245973414785035,-0.004918055689551809
2600,0,2600,VEV_5500,5246.5,5500,8.5,7.997400000000001,0.24242915136810808,0.24868130443709077,-0.006252153068982691
2700,0,2700,VEV_5000,5246.5,5000,254.0,7.9973,0.24110106032199213,0.2410912286236944,9.831698297740887e-06
2700,0,2700,VEV_5100,5246.5,5100,169.0,7.9973,0.2413618594035168,0.24134822725522465,1.3632148292141988e-05
2700,0,2700,VEV_5200,5246.5,5200,99.5,7.9973,0.23971697191656635,0.2422725675276447,-0.0025555956110783484
2700,0,2700,VEV_5300,5246.5,5300,51.0,7.9973,0.2399734939000225,0.24382613902198214,-0.0038526451219596247
2700,0,2700,VEV_5400,5246.5,5400,22.5,7.9973,0.241056866237042,0.24597343847193312,-0.0049165722348911145
2700,0,2700,VEV_5500,5246.5,5500,8.5,7.9973,0.24243066694977602,0.24868135275332315,-0.0062506858035471236
2800,0,2800,VEV_5000,5245.5,5000,253.0,7.9972,0.24039696662656307,0.24109040344104563,-0.0006934368144825565
2800,0,2800,VEV_5100,5245.5,5100,168.0,7.9972,0.24042657969537057,0.241354060198615,-0.0009274805032444267
2800,0,2800,VEV_5200,5245.5,5200,99.5,7.9972,0.24173952158230716,0.2422849377119634,-0.000545416129656251
2800,0,2800,VEV_5300,5245.5,5300,51.0,7.9972,0.24129292801350036,0.24384493000906682,-0.002552001995566461
2800,0,2800,VEV_5400,5245.5,5400,22.0,7.9972,0.23978847040943477,0.24599853802705368,-0.006210067617618914
2800,0,2800,VEV_5500,5245.5,5500,8.5,7.9972,0.24316042177842492,0.24871265261922043,-0.005552230840795508
2900,0,2900,VEV_5000,5246.5,5000,254.0,7.9971000000000005,0.24110407504166706,0.24109123133416382,1.2843707503235047e-05
2900,0,2900,VEV_5100,5246.5,5100,169.0,7.9971000000000005,0.24136487747013158,0.24134821646849294,1.666100163863482e-05
2900,0,2900,VEV_5200,5246.5,5200,99.5,7.9971000000000005,0.23971996939222517,0.24227256032021086,-0.0025525909279856818
2900,0,2900,VEV_5300,5246.5,5300,51.5,7.9971000000000005,0.2416488496716675,0.24382615150249845,-0.002177301830830952
2900,0,2900,VEV_5400,5246.5,5400,22.5,7.9971000000000005,0.2410598805201596,0.24597348584723436,-0.0049136053270747715
2900,0,2900,VEV_5500,5246.5,5500,8.5,7.9971000000000005,0.24243369854966917,0.2486814493889677,-0.006247750839298516
3000,0,3000,VEV_5000,5245.5,5000,253.0,7.997,0.24039997276060965,0.24109040593941622,-0.000690433178806571
3000,0,3000,VEV_5100,5245.5,5100,168.5,7.997,0.24266087514674495,0.2413540493660067,0.0013068257807382355
3000,0,3000,VEV_5200,5245.5,5200,99.5,7.997,0.2417425444146732,0.2422849306220679,-0.0005423862073947183
3000,0,3000,VEV_5300,5245.5,5300,51.0,7.997,0.24129594531613974,0.24384494276782814,-0.002548997451688406
3000,0,3000,VEV_5400,5245.5,5400,22.5,7.997,0.24200780067418132,0.24599858583869205,-0.003990785164510735
3000,0,3000,VEV_5500,5245.5,5500,8.5,7.997,0.2431634624005038,0.24871274984676855,-0.005549287446264761
3100,0,3100,VEV_5000,5246.5,5000,254.0,7.9969,0.24110709005238024,0.2410912340453743,1.585600700593215e-05
3100,0,3100,VEV_5100,5246.5,5100,169.0,7.9969,0.24136789568226547,0.241348205681578,1.9690000687466735e-05
3100,0,3100,VEV_5200,5246.5,5200,99.5,7.9969,0.23972296708616264,0.24227255311252852,-0.0025495860263658743
3100,0,3100,VEV_5300,5246.5,5300,51.0,7.9969,0.2399794955452198,0.2438261639835114,-0.003846668438291595
3100,0,3100,VEV_5400,5246.5,5400,22.5,7.9969,0.24106289487603663,0.24597353322454243,-0.0049106383485058025
3100,0,3100,VEV_5500,5246.5,5500,8.5,7.9969,0.2424367300040433,0.2486815460288522,-0.006244816024808891
3200,0,3200,VEV_5000,5245.5,5000,253.0,7.9968,0.24040297889465628,0.24109040843851487,-0.0006874295438585865
3200,0,3200,VEV_5100,5245.5,5100,168.5,7.9968,0.24266390958426104,0.2413540385332105,0.001309871051050543
3200,0,3200,VEV_5200,5245.5,5200,99.5,7.9968,0.2417455674289381,0.2422849235319274,-0.0005393561029893024
3200,0,3200,VEV_5300,5245.5,5300,51.0,7.9968,0.2412989626915387,0.24384495552709762,-0.0025459928355589245
3200,0,3200,VEV_5400,5245.5,5400,22.0,7.9968,0.2397944674707797,0.2459986336523567,-0.006204166181576987
3200,0,3200,VEV_5500,5245.5,5500,8.5,7.9968,0.24316650316810173,0.2487128470785839,-0.005546343910482171
3300,0,3300,VEV_5000,5245.0,5000,253.0,7.9967,0.24408372126095762,0.24109002015950487,0.0029937011014527504
3300,0,3300,VEV_5100,5245.0,5100,168.0,7.9967,0.24219459498697904,0.24135697671005074,0.000837618276928298
3300,0,3300,VEV_5200,5245.0,5200,98.5,7.9967,0.23941369020049919,0.2422911319772893,-0.002877441776790113
3300,0,3300,VEV_5300,5245.0,5300,51.0,7.9967,0.24195827247663165,0.2438543800356758,-0.0018961075590441523
3300,0,3300,VEV_5400,5245.0,5400,22.0,7.9967,0.24026677641505934,0.24601122189559027,-0.005744445480530935
3300,0,3300,VEV_5500,5245.0,5500,8.5,7.9967,0.24353203920197772,0.24872854850678514,-0.005196509304807417
3400,0,3400,VEV_5000,5244.5,5000,252.0,7.9966,0.23969975132904842,0.2410896477850924,-0.001389896456043982
3400,0,3400,VEV_5100,5244.5,5100,168.0,7.9966,0.24394003589700858,0.24135993119238489,0.0025801047046236925
3400,0,3400,VEV_5200,5244.5,5200,98.5,7.9966,0.24042060402533674,0.2422973571214669,-0.0018767530961301682
3400,0,3400,VEV_5300,5244.5,5300,51.0,7.9966,0.24261680729963414,0.24386382162910153,-0.0012470143294673885
3400,0,3400,VEV_5400,5244.5,5400,22.0,7.9966,0.24073885813122828,0.24602382760268196,-0.005284969471453682
3400,0,3400,VEV_5500,5244.5,5500,8.5,7.9966,0.2438975033494069,0.24874426777108807,-0.004846764421681166
3500,0,3500,VEV_5000,5244.5,5000,252.0,7.996499999999999,0.239701250030498,0.24108964892980864,-0.0013883988993106389
3500,0,3500,VEV_5100,5244.5,5100,168.0,7.996499999999999,0.24394156115569818,0.24135992575372164,0.002581635401976534
3500,0,3500,VEV_5200,5244.5,5200,98.5,7.996499999999999,0.24042210731063873,0.24229735363583216,-0.0018752463251934248
3500,0,3500,VEV_5300,5244.5,5300,51.0,7.996499999999999,0.2426183242637337,0.2438638281490242,-0.0012455038852904887
3500,0,3500,VEV_5400,5244.5,5400,22.0,7.996499999999999,0.24074036338103846,0.24602385172982508,-0.0052834883487866136
3500,0,3500,VEV_5500,5244.5,5500,8.5,7.996499999999999,0.2438990283898178,0.24874431668651784,-0.004845288296700029
3600,0,3600,VEV_5000,5243.5,5000,251.0,7.996400000000001,0.2389958968670577,0.24108895077072207,-0.002093053903664377
3600,0,3600,VEV_5100,5243.5,5100,167.0,7.996400000000001,0.24299588446999854,0.24136588909449955,0.0016299953754989882
3600,0,3600,VEV_5200,5243.5,5200,98.5,7.996400000000001,0.24242504343602034,0.24230985752753062,0.00011518590848971777
3600,0,3600,VEV_5300,5243.5,5300,50.0,7.996400000000001,0.24057178711658855,0.243882756092048,-0.003310968975459433
3600,0,3600,VEV_5400,5243.5,5400,21.5,7.996400000000001,0.2394438058923582,0.24604909143027803,-0.006605285537919836
3600,0,3600,VEV_5500,5243.5,5500,8.5,7.996400000000001,0.24462821700355844,0.24877575983011782,-0.0041475428265593806
3700,0,3700,VEV_5000,5244.5,5000,252.0,7.9963,0.23970424772443552,0.2410896512197776,-0.0013854034953420802
3700,0,3700,VEV_5100,5244.5,5100,167.5,7.9963,0.24172945053120992,0.24135991487625083,0.00036953565495909113
3700,0,3700,VEV_5200,5244.5,5200,98.5,7.9963,0.24042511395400232,0.24229734666438155,-0.0018722327103792291
3700,0,3700,VEV_5300,5244.5,5300,50.5,7.9963,0.2409439807231096,0.2438638411892594,-0.0029198604661498095
3700,0,3700,VEV_5400,5244.5,5400,22.0,7.9963,0.2407433740261779,0.2460238999856459,-0.005280525959467985
3700,0,3700,VEV_5500,5244.5,5500,8.5,7.9963,0.24390207847063966,0.24874441452059876,-0.004842336049959095
