combined_timestamp,day,timestamp,product,S,K,voucher_price,tte_days,raw_iv
400,0,400,VEV_5400,5250.0,5400,23.0,7.9996,0.2398872733829811
400,0,400,VEV_5500,5250.0,5500,8.5,7.9996,0.23984490840064976
400,0,400,VEV_6000,5250.0,6000,0.5,7.9996,0.353419914930756
400,0,400,VEV_6500,5250.0,6500,0.5,7.9996,0.5354678456216784
500,0,500,VEV_4000,5249.5,4000,1249.5,7.999499999999999,0.15625096875
500,0,500,VEV_5000,5249.5,5000,256.5,7.999499999999999,0.23898874140073273
500,0,500,VEV_5100,5249.5,5100,171.5,7.999499999999999,0.24187092967973248
500,0,500,VEV_5200,5249.5,5200,101.5,7.999499999999999,0.24026513685109846
500,0,500,VEV_5300,5249.5,5300,52.5,7.999499999999999,0.2409640424987481
500,0,500,VEV_5400,5249.5,5400,23.0,7.999499999999999,0.24036573909584336
500,0,500,VEV_5500,5249.5,5500,8.5,7.999499999999999,0.2402110604169741
500,0,500,VEV_6000,5249.5,6000,0.5,7.999499999999999,0.3536481378103272
500,0,500,VEV_6500,5249.5,6500,0.5,7.999499999999999,0.5356882407365758
600,0,600,VEV_4000,5248.0,4000,1248.5,7.9994,0.6810601358166515
600,0,600,VEV_4500,5248.0,4500,748.0,7.9994,0.15625096875
600,0,600,VEV_5000,5248.0,5000,255.5,7.9994,0.24212653605686565
600,0,600,VEV_5100,5248.0,5100,170.5,7.9994,0.24273252447018456
600,0,600,VEV_5200,5248.0,5200,101.0,7.9994,0.24165889376534713
600,0,600,VEV_5300,5248.0,5300,52.0,7.9994,0.24129680638917136
600,0,600,VEV_5400,5248.0,5400,23.0,7.9994,0.2417966805843977
600,0,600,VEV_5500,5248.0,5500,8.5,7.9994,0.24130605442048772
600,0,600,VEV_6000,5248.0,6000,0.5,7.9994,0.35432844786026396
600,0,600,VEV_6500,5248.0,6500,0.5,7.9994,0.5363428241696873
700,0,700,VEV_4000,5248.0,4000,1248.5,7.9993,0.6810643942882719
700,0,700,VEV_4500,5248.0,4500,748.0,7.9993,0.15625096875
700,0,700,VEV_5000,5248.0,5000,255.5,7.9993,0.24212804960126583
700,0,700,VEV_5100,5248.0,5100,170.5,7.9993,0.24273404172532234
700,0,700,VEV_5200,5248.0,5200,101.0,7.9993,0.24166040429022556
700,0,700,VEV_5300,5248.0,5300,52.0,7.9993,0.24129831462212353
700,0,700,VEV_5400,5248.0,5400,23.0,7.9993,0.24179819194601104
700,0,700,VEV_5500,5248.0,5500,8.5,7.9993,0.24130756272619952
700,0,700,VEV_6000,5248.0,6000,0.5,7.9993,0.35433066207924235
700,0,700,VEV_6500,5248.0,6500,0.5,7.9993,0.5363461757661323
800,0,800,VEV_4000,5247.0,4000,1247.5,7.999200000000001,0.6806460233166713
800,0,800,VEV_4500,5247.0,4500,747.0,7.999200000000001,0.15625096875
800,0,800,VEV_5000,5247.0,5000,254.5,7.999200000000001,0.2414249547490982
800,0,800,VEV_5100,5247.0,5100,169.5,7.999200000000001,0.24180099930093543
800,0,800,VEV_5200,5247.0,5200,100.0,7.999200000000001,0.24034731295514944
800,0,800,VEV_5300,5247.0,5300,51.5,7.999200000000001,0.24095606441281975
800,0,800,VEV_5400,5247.0,5400,22.5,7.999200000000001,0.24055473889647203
800,0,800,VEV_5500,5247.0,5500,8.5,7.999200000000001,0.24203768397200062
800,0,800,VEV_6000,5247.0,6000,0.5,7.999200000000001,0.35478499490071636
800,0,800,VEV_6500,5247.0,6500,0.5,7.999200000000001,0.5367837634110639
900,0,900,VEV_4000,5246.0,4000,1246.5,7.9991,0.6802275336014658
900,0,900,VEV_4500,5246.0,4500,746.0,7.9991,0.15625096875
900,0,900,VEV_5000,5246.0,5000,253.5,7.9991,0.24072124886213228
900,0,900,VEV_5100,5246.0,5100,168.5,7.9991,0.24086653988408652
900,0,900,VEV_5200,5246.0,5200,99.5,7.9991,0.24070201443546865
900,0,900,VEV_5300,5246.0,5300,51.0,7.9991,0.2406057783464956
900,0,900,VEV_5400,5246.0,5400,22.5,7.9991,0.24150300538600694
900,0,900,VEV_5500,5246.0,5500,8.5,7.9991,0.24276750384769755
900,0,900,VEV_6000,5246.0,6000,0.5,7.9991,0.3552393696316981
900,0,900,VEV_6500,5246.0,6500,0.5,7.9991,0.5372214139202567
1000,0,1000,VEV_4500,5247.0,4500,747.0,7.999,0.15625096875
1000,0,1000,VEV_5000,5247.0,5000,254.5,7.999,0.24142797296123208
1000,0,1000,VEV_5100,5247.0,5100,169.5,7.999,0.24180402216968125
1000,0,1000,VEV_5200,5247.0,5200,100.0,7.999,0.24035031763400488
1000,0,1000,VEV_5300,5247.0,5300,51.5,7.999,0.24095907673142913
1000,0,1000,VEV_5400,5247.0,5400,22.5,7.999,0.24055774619467166
1000,0,1000,VEV_5500,5247.0,5500,8.5,7.999,0.24204070975112893
1000,0,1000,VEV_6000,5247.0,6000,0.5,7.999,0.3547894303235909
1000,0,1000,VEV_6500,5247.0,6500,0.5,7.999,0.536790474753025
1100,0,1100,VEV_4500,5249.0,4500,749.0,7.998900000000001,0.15625096875
1100,0,1100,VEV_5000,5249.0,5000,256.0,7.998900000000001,0.23864966176208469
1100,0,1100,VEV_5100,5249.0,5100,170.5,7.998900000000001,0.2391446026407565
1100,0,1100,VEV_5200,5249.0,5200,101.0,7.998900000000001,0.2396218706584755
1100,0,1100,VEV_5300,5249.0,5300,52.0,7.998900000000001,0.23997458616656112
1100,0,1100,VEV_5400,5249.0,5400,23.0,7.998900000000001,0.24085149255191365
1100,0,1100,VEV_5500,5249.0,5500,8.5,7.998900000000001,0.24058465704612128
1100,0,1100,VEV_6000,5249.0,6000,0.5,7.998900000000001,0.35388743294894315
1100,0,1100,VEV_6500,5249.0,6500,0.5,7.998900000000001,0.5359254019827693
1200,0,1200,VEV_4000,5248.0,4000,1248.5,7.9988,0.6810856796614579
1200,0,1200,VEV_4500,5248.0,4500,748.0,7.9988,0.15625096875
1200,0,1200,VEV_5000,5248.0,5000,255.5,7.9988,0.24213561703222852
1200,0,1200,VEV_5100,5248.0,5100,170.5,7.9988,0.24274162814653072
1200,0,1200,VEV_5200,5248.0,5200,101.0,7.9988,0.2416679572056557
1200,0,1200,VEV_5300,5248.0,5300,52.0,7.9988,0.24130585622344194
1200,0,1200,VEV_5400,5248.0,5400,23.0,7.9988,0.24180574919063513
1200,0,1200,VEV_5500,5248.0,5500,8.5,7.9988,0.2413151045457965
1200,0,1200,VEV_6000,5248.0,6000,0.5,7.9988,0.3543417366665927
1200,0,1200,VEV_6500,5248.0,6500,0.5,7.9988,0.5363629395691225
1300,0,1300,VEV_4000,5247.5,4000,1247.5,7.9987,0.15625096875
1300,0,1300,VEV_4500,5247.5,4500,747.5,7.9987,0.15625096875
1300,0,1300,VEV_5000,5247.5,5000,255.0,7.9987,0.24178489062503766
1300,0,1300,VEV_5100,5247.5,5100,169.5,7.9987,0.24002428713168972
1300,0,1300,VEV_5200,5247.5,5200,100.5,7.9987,0.24101264770487915
1300,0,1300,VEV_5300,5247.5,5300,51.5,7.9987,0.24030170667986833
1300,0,1300,VEV_5400,5247.5,5400,22.5,7.9987,0.24008850653973807
1300,0,1300,VEV_5500,5247.5,5500,8.5,7.9987,0.24168096988944823
1300,0,1300,VEV_6000,5247.5,6000,0.5,7.9987,0.35457001309720143
1300,0,1300,VEV_6500,5247.5,6500,0.5,7.9987,0.5365834091898111
1400,0,1400,VEV_4000,5247.0,4000,1247.5,7.998600000000001,0.6806715508633359
1400,0,1400,VEV_4500,5247.0,4500,747.0,7.998600000000001,0.15625096875
1400,0,1400,VEV_5000,5247.0,5000,254.5,7.998600000000001,0.24143400967653803
1400,0,1400,VEV_5100,5247.0,5100,169.5,7.998600000000001,0.2418100681982111
1400,0,1400,VEV_5200,5247.0,5200,100.0,7.998600000000001,0.24035632735551346
1400,0,1400,VEV_5300,5247.0,5300,51.5,7.998600000000001,0.24096510165968613
1400,0,1400,VEV_5400,5247.0,5400,22.5,7.998600000000001,0.24056376108210917
1400,0,1400,VEV_5500,5247.0,5500,8.5,7.998600000000001,0.24204676174594286
1400,0,1400,VEV_6000,5247.0,6000,0.5,7.998600000000001,0.35479830116933997
1400,0,1400,VEV_6500,5247.0,6500,0.5,7.998600000000001,0.5368038951086411
1500,0,1500,VEV_4000,5246.0,4000,1246.5,7.9985,0.6802530471782944
1500,0,1500,VEV_4500,5246.0,4500,746.0,7.9985,0.15625096875
1500,0,1500,VEV_5000,5246.0,5000,254.0,7.9985,0.2447692846967602
1500,0,1500,VEV_5100,5246.0,5100,168.5,7.9985,0.2408755739295322
1500,0,1500,VEV_5200,5246.0,5200,99.5,7.9985,0.24071104229635154
1500,0,1500,VEV_5300,5246.0,5300,51.5,7.9985,0.24228799454444333
1500,0,1500,VEV_5400,5246.0,5400,22.5,7.9985,0.2415120632238292
1500,0,1500,VEV_5500,5246.0,5500,8.5,7.9985,0.24277660912475404
1500,0,1500,VEV_6000,5246.0,6000,0.5,7.9985,0.35525269336261633
1500,0,1500,VEV_6500,5246.0,6500,0.5,7.9985,0.5372415630801286
1600,0,1600,VEV_4000,5246.0,4000,1246.5,7.9984,0.6802572986649973
1600,0,1600,VEV_4500,5246.0,4500,746.0,7.9984,0.15625096875
1600,0,1600,VEV_5000,5246.0,5000,253.5,7.9984,0.24073178226386371
1600,0,1600,VEV_5100,5246.0,5100,168.5,7.9984,0.2408770796886593
1600,0,1600,VEV_5200,5246.0,5200,99.5,7.9984,0.2407125470368448
1600,0,1600,VEV_5300,5246.0,5300,51.0,7.9984,0.24061630672781734
1600,0,1600,VEV_5400,5246.0,5400,22.5,7.9984,0.24151357298473222
1600,0,1600,VEV_5500,5246.0,5500,8.5,7.9984,0.24277812674368968
1600,0,1600,VEV_6000,5246.0,6000,0.5,7.9984,0.3552549145665126
1600,0,1600,VEV_6500,5246.0,6500,0.5,7.9984,0.5372449204973386
1700,0,1700,VEV_4000,5246.0,4000,1246.0,7.9982999999999995,0.15625096875
1700,0,1700,VEV_4500,5246.0,4500,746.0,7.9982999999999995,0.15625096875
1700,0,1700,VEV_5000,5246.0,5000,253.5,7.9982999999999995,0.24073328722263565
1700,0,1700,VEV_5100,5246.0,5100,168.5,7.9982999999999995,0.2408785854477864
1700,0,1700,VEV_5200,5246.0,5200,99.5,7.9982999999999995,0.24071405177733804
1700,0,1700,VEV_5300,5246.0,5300,51.0,7.9982999999999995,0.24061781088623407
1700,0,1700,VEV_5400,5246.0,5400,22.0,7.9982999999999995,0.2393009841844052
1700,0,1700,VEV_5500,5246.0,5500,8.5,7.9982999999999995,0.24277964450814446
1700,0,1700,VEV_6000,5246.0,6000,0.5,7.9982999999999995,0.35525713460625574
1700,0,1700,VEV_6500,5246.0,6500,0.5,7.9982999999999995,0.5372482802428548
1800,0,1800,VEV_4000,5246.0,4000,1246.5,7.9982,0.6802658039667091
1800,0,1800,VEV_4500,5246.0,4500,746.0,7.9982,0.15625096875
1800,0,1800,VEV_5000,5246.0,5000,253.5,7.9982,0.24073479203588838
1800,0,1800,VEV_5100,5246.0,5100,168.5,7.9982,0.24088009127967308
1800,0,1800,VEV_5200,5246.0,5200,99.5,7.9982,0.24071555659059085
1800,0,1800,VEV_5300,5246.0,5300,51.0,7.9982,0.24061931504465078
1800,0,1800,VEV_5400,5246.0,5400,22.5,7.9982,0.24151659257929775
1800,0,1800,VEV_5500,5246.0,5500,8.5,7.9982,0.24278116212708012
1800,0,1800,VEV_6000,5246.0,6000,0.5,7.9982,0.355259355810152
1800,0,1800,VEV_6500,5246.0,6500,0.5,7.9982,0.5372516376600649
1900,0,1900,VEV_4500,5247.0,4500,747.0,7.9981,0.15625096875
1900,0,1900,VEV_5000,5247.0,5000,254.5,7.9981,0.24144155615274698
1900,0,1900,VEV_5100,5247.0,5100,169.5,7.9981,0.24181762646146907
1900,0,1900,VEV_5200,5247.0,5200,100.0,7.9981,0.24036384014404544
1900,0,1900,VEV_5300,5247.0,5300,51.5,7.9981,0.24097263351122322
1900,0,1900,VEV_5400,5247.0,5400,22.5,7.9981,0.24057128034624206
1900,0,1900,VEV_5500,5247.0,5500,8.5,7.9981,0.24205432743067604
1900,0,1900,VEV_6000,5247.0,6000,0.5,7.9981,0.35480939089067937
1900,0,1900,VEV_6500,5247.0,6500,0.5,7.9981,0.5368206752097731
2000,0,2000,VEV_4000,5247.0,4000,1247.5,7.997999999999999,0.6806970830666124
2000,0,2000,VEV_4500,5247.0,4500,747.0,7.997999999999999,0.15625096875
2000,0,2000,VEV_5000,5247.0,5000,254.5,7.997999999999999,0.2414430654770926
2000,0,2000,VEV_5100,5247.0,5100,169.5,7.997999999999999,0.24181913818688028
2000,0,2000,VEV_5200,5247.0,5200,100.5,7.997999999999999,0.24203881465558774
2000,0,2000,VEV_5300,5247.0,5300,51.5,7.997999999999999,0.24097413992518635
2000,0,2000,VEV_5400,5247.0,5400,22.5,7.997999999999999,0.24057278428638013
2000,0,2000,VEV_5500,5247.0,5500,8.5,7.997999999999999,0.24205584053851883
2000,0,2000,VEV_6000,5247.0,6000,0.5,7.997999999999999,0.3548116097662696
2000,0,2000,VEV_6500,5247.0,6500,0.5,7.997999999999999,0.5368240302986771
2100,0,2100,VEV_4500,5247.0,4500,747.0,7.9979,0.15625096875
2100,0,2100,VEV_5000,5247.0,5000,254.5,7.9979,0.2414445749469574
2100,0,2100,VEV_5100,5247.0,5100,169.5,7.9979,0.24182064991229138
2100,0,2100,VEV_5200,5247.0,5200,100.0,7.9979,0.24036684547773687
2100,0,2100,VEV_5300,5247.0,5300,51.5,7.9979,0.2409756464119091
2100,0,2100,VEV_5400,5247.0,5400,22.5,7.9979,0.2405742882992778
2100,0,2100,VEV_5500,5247.0,5500,8.5,7.9979,0.2420573537918808
2100,0,2100,VEV_6000,5247.0,6000,0.5,7.9979,0.35481382747770684
2100,0,2100,VEV_6500,5247.0,6500,0.5,7.9979,0.5368273877158873
2200,0,2200,VEV_4500,5247.0,4500,747.0,7.9978,0.15625096875
2200,0,2200,VEV_5000,5247.0,5000,254.5,7.9978,0.24144608441682214
2200,0,2200,VEV_5100,5247.0,5100,169.5,7.9978,0.24182216171046206
2200,0,2200,VEV_5200,5247.0,5200,100.0,7.9978,0.24036834818096242
2200,0,2200,VEV_5300,5247.0,5300,51.5,7.9978,0.24097715293501165
2200,0,2200,VEV_5400,5247.0,5400,22.5,7.9978,0.24057579231217543
2200,0,2200,VEV_5500,5247.0,5500,8.5,7.9978,0.2420588670452428
2200,0,2200,VEV_6000,5247.0,6000,0.5,7.9978,0.3548160451891441
2200,0,2200,VEV_6500,5247.0,6500,0.5,7.9978,0.5368307428047912
2300,0,2300,VEV_4500,5248.0,4500,748.0,7.997699999999999,0.15625096875
2300,0,2300,VEV_5000,5248.0,5000,255.5,7.997699999999999,0.2421522680578984
2300,0,2300,VEV_5100,5248.0,5100,170.0,7.997699999999999,0.2405045251947128
2300,0,2300,VEV_5200,5248.0,5200,100.5,7.997699999999999,0.24000879101854103
2300,0,2300,VEV_5300,5248.0,5300,52.0,7.997699999999999,0.2413224502056155
2300,0,2300,VEV_5400,5248.0,5400,23.0,7.997699999999999,0.24182237751532173
2300,0,2300,VEV_5500,5248.0,5500,8.5,7.997699999999999,0.24133169925556572
2300,0,2300,VEV_6000,5248.0,6000,0.5,7.997699999999999,0.354366103552731
2300,0,2300,VEV_6500,5248.0,6500,0.5,7.997699999999999,0.5363998245923132
2400,0,2400,VEV_4000,5248.0,4000,1248.5,7.9976,0.6811367743359888
2400,0,2400,VEV_4500,5248.0,4500,748.0,7.9976,0.15625096875
2400,0,2400,VEV_5000,5248.0,5000,255.5,7.9976,0.24215378203885596
2400,0,2400,VEV_5100,5248.0,5100,170.5,7.9976,0.24275983855512454
2400,0,2400,VEV_5200,5248.0,5200,100.5,7.9976,0.24001029153897968
2400,0,2400,VEV_5300,5248.0,5300,52.0,7.9976,0.24132395887512503
2400,0,2400,VEV_5400,5248.0,5400,23.0,7.9976,0.24182388931349252
2400,0,2400,VEV_5500,5248.0,5500,8.5,7.9976,0.24133320799783484
2400,0,2400,VEV_6000,5248.0,6000,0.5,7.9976,0.3543683189358623
2400,0,2400,VEV_6500,5248.0,6500,0.5,7.9976,0.5364031773529112
2500,0,2500,VEV_4000,5247.0,4000,1247.5,7.9975,0.6807183591265744
2500,0,2500,VEV_4500,5247.0,4500,747.0,7.9975,0.15625096875
2500,0,2500,VEV_5000,5247.0,5000,255.0,7.9975,0.24549704533134512
2500,0,2500,VEV_5100,5247.0,5100,169.5,7.9975,0.24182669725049338
2500,0,2500,VEV_5200,5247.0,5200,100.5,7.9975,0.24204638055859967
2500,0,2500,VEV_5300,5247.0,5300,51.5,7.9975,0.24098167264983822
2500,0,2500,VEV_5400,5247.0,5400,22.5,7.9975,0.24058030442362788
2500,0,2500,VEV_5500,5247.0,5500,8.5,7.9975,0.2420634070963669
2500,0,2500,VEV_6000,5247.0,6000,0.5,7.9975,0.3548227006517619
2500,0,2500,VEV_6500,5247.0,6500,0.5,7.9975,0.5368408103998092
2600,0,2600,VEV_4500,5247.0,4500,747.0,7.997400000000001,0.15625096875
2600,0,2600,VEV_5000,5247.0,5000,254.5,7.997400000000001,0.2414521222962811
2600,0,2600,VEV_5100,5247.0,5100,169.5,7.997400000000001,0.24182820919418319
2600,0,2600,VEV_5200,5247.0,5200,100.0,7.997400000000001,0.2403743592849027
2600,0,2600,VEV_5300,5247.0,5300,51.5,7.997400000000001,0.24098317924570029
2600,0,2600,VEV_5400,5247.0,5400,22.5,7.997400000000001,0.24058180858204464
2600,0,2600,VEV_5500,5247.0,5500,8.5,7.997400000000001,0.24206492049524797
2600,0,2600,VEV_6000,5247.0,6000,0.5,7.997400000000001,0.35482491836319907
2600,0,2600,VEV_6500,5247.0,6500,0.5,7.997400000000001,0.5368441678170193
2700,0,2700,VEV_4000,5246.0,4000,1246.5,7.9973,0.6803040813168701
2700,0,2700,VEV_4500,5246.0,4500,746.0,7.9973,0.15625096875
2700,0,2700,VEV_5000,5246.0,5000,253.5,7.9973,0.2407483376834696
2700,0,2700,VEV_5100,5246.0,5100,168.5,7.9973,0.24089364500356564
2700,0,2700,VEV_5200,5246.0,5200,99.5,7.9973,0.24072910100125955
2700,0,2700,VEV_5300,5246.0,5300,51.0,7.9973,0.2406328540711119
2700,0,2700,VEV_5400,5246.0,5400,22.0,7.9973,0.23931594507821893
2700,0,2700,VEV_5500,5246.0,5500,8.5,7.9973,0.24279482288028775
2700,0,2700,VEV_6000,5246.0,6000,0.5,7.9973,0.3552793454810651
2700,0,2700,VEV_6500,5246.0,6500,0.5,7.9973,0.5372818683847904
2800,0,2800,VEV_4000,5245.0,4000,1245.5,7.9972,0.6798854286202467
2800,0,2800,VEV_4500,5245.0,4500,745.0,7.9972,0.15625096875
2800,0,2800,VEV_5000,5245.0,5000,253.0,7.9972,0.2440760908202146
2800,0,2800,VEV_5100,5245.0,5100,168.0,7.9972,0.24218702369975956
2800,0,2800,VEV_5200,5245.0,5200,99.0,7.9972,0.2410760698864112
2800,0,2800,VEV_5300,5245.0,5300,51.0,7.9972,0.24195070850174813
2800,0,2800,VEV_5400,5245.0,5400,22.0,7.9972,0.2402592652999973
2800,0,2800,VEV_5500,5245.0,5500,8.5,7.9972,0.24352442607801034
2800,0,2800,VEV_6000,5245.0,6000,0.5,7.9972,0.35573381450843855
2800,0,2800,VEV_6500,5245.0,6500,0.5,7.9972,0.5377196318168231
2900,0,2900,VEV_4500,5247.0,4500,747.0,7.9971000000000005,0.15625096875
2900,0,2900,VEV_5000,5247.0,5000,254.0,7.9971000000000005,0.2372827213301343
2900,0,2900,VEV_5100,5247.0,5100,169.5,7.9971000000000005,0.24183274509801228
2900,0,2900,VEV_5200,5247.0,5200,100.0,7.9971000000000005,0.24037886790389623
2900,0,2900,VEV_5300,5247.0,5300,51.5,7.9971000000000005,0.24098769925156513
2900,0,2900,VEV_5400,5247.0,5400,22.5,7.9971000000000005,0.24058632105729488
2900,0,2900,VEV_5500,5247.0,5500,8.5,7.9971000000000005,0.24206946083741032
2900,0,2900,VEV_6000,5247.0,6000,0.5,7.9971000000000005,0.35483157382581687
2900,0,2900,VEV_6500,5247.0,6500,0.5,7.9971000000000005,0.5368542377403432
3000,0,3000,VEV_4500,5246.0,4500,746.0,7.997,0.15625096875
3000,0,3000,VEV_5000,5246.0,5000,253.5,7.997,0.2407528532873809
3000,0,3000,VEV_5100,5246.0,5100,168.5,7.997,0.24089816337234032
3000,0,3000,VEV_5200,5246.0,5200,99.5,7.997,0.24073361635051244
3000,0,3000,VEV_5300,5246.0,5300,51.0,7.997,0.2406373676377555
3000,0,3000,VEV_5400,5246.0,5400,22.0,7.997,0.23932043390661167
3000,0,3000,VEV_5500,5246.0,5500,8.5,7.997,0.24279937690124762
3000,0,3000,VEV_6000,5246.0,6000,0.5,7.997,0.35528600909275365
3000,0,3000,VEV_6500,5246.0,6500,0.5,7.997,0.5372919452930325
3100,0,3100,VEV_4000,5246.0,4000,1246.5,7.9969,0.6803210942485995
3100,0,3100,VEV_4500,5246.0,4500,746.0,7.9969,0.15625096875
3100,0,3100,VEV_5000,5246.0,5000,254.0,7.9969,0.24479376988994556
3100,0,3100,VEV_5100,5246.0,5100,169.0,7.9969,0.24313286118409033
3100,0,3100,VEV_5200,5246.0,5200,99.5,7.9969,0.24073512149118328
3100,0,3100,VEV_5300,5246.0,5300,51.5,7.9969,0.2423122315547642
3100,0,3100,VEV_5400,5246.0,5400,22.5,7.9969,0.24153622259969781
3100,0,3100,VEV_5500,5246.0,5500,8.5,7.9969,0.24280089495674065
3100,0,3100,VEV_6000,5246.0,6000,0.5,7.9969,0.35528823029664997
3100,0,3100,VEV_6500,5246.0,6500,0.5,7.9969,0.5372953050385485
3200,0,3200,VEV_4500,5246.0,4500,746.0,7.9968,0.15625096875
3200,0,3200,VEV_5000,5246.0,5000,253.0,7.9968,0.23658937509506675
3200,0,3200,VEV_5100,5246.0,5100,168.5,7.9968,0.24090117583646886
3200,0,3200,VEV_5200,5246.0,5200,99.0,7.9968,0.23906453805556277
3200,0,3200,VEV_5300,5246.0,5300,51.0,7.9968,0.2406403767549442
3200,0,3200,VEV_5400,5246.0,5400,22.0,7.9968,0.23932342658013936
3200,0,3200,VEV_5500,5246.0,5500,8.5,7.9968,0.24280241301223368
3200,0,3200,VEV_6000,5246.0,6000,0.5,7.9968,0.3552904515005461
3200,0,3200,VEV_6500,5246.0,6500,0.5,7.9968,0.5372986647840644
3300,0,3300,VEV_4000,5245.0,4000,1245.5,7.9967,0.679906683725455
3300,0,3300,VEV_4500,5245.0,4500,745.0,7.9967,0.15625096875
3300,0,3300,VEV_5000,5245.0,5000,252.5,7.9967,0.2400514432556215
3300,0,3300,VEV_5100,5245.0,5100,168.0,7.9967,0.24219459498697904
3300,0,3300,VEV_5200,5245.0,5200,99.0,7.9967,0.2410836064673198
3300,0,3300,VEV_5300,5245.0,5300,51.0,7.9967,0.24195827247663165
3300,0,3300,VEV_5400,5245.0,5400,22.0,7.9967,0.24026677641505934
3300,0,3300,VEV_5500,5245.0,5500,8.5,7.9967,0.24353203920197772
3300,0,3300,VEV_6000,5245.0,6000,0.5,7.9967,0.35574493566190846
3300,0,3300,VEV_6500,5245.0,6500,0.5,7.9967,0.5377364421859326
3400,0,3400,VEV_4500,5245.0,4500,745.0,7.9966,0.15625096875
3400,0,3400,VEV_5000,5245.0,5000,252.5,7.9966,0.24005294428537705
3400,0,3400,VEV_5100,5245.0,5100,167.5,7.9966,0.23996665501055003
3400,0,3400,VEV_5200,5245.0,5200,98.5,7.9966,0.23941518715571936
3400,0,3400,VEV_5300,5245.0,5300,51.0,7.9966,0.24195978532981605
3400,0,3400,VEV_5400,5245.0,5400,22.0,7.9966,0.2402682786817275
3400,0,3400,VEV_5500,5245.0,5500,8.5,7.9966,0.24353356191408268
3400,0,3400,VEV_6000,5245.0,6000,0.5,7.9966,0.3557471603582636
3400,0,3400,VEV_6500,5245.0,6500,0.5,7.9966,0.5377398042597547
3500,0,3500,VEV_4500,5245.0,4500,745.0,7.996499999999999,0.15625096875
3500,0,3500,VEV_5000,5245.0,5000,252.5,7.996499999999999,0.2400544451696136
