combined_timestamp,day,timestamp,underlying_mid,voucher_mid,diff
20200,0,20200,5237.5,738.0,4499.5
20300,0,20300,5237.5,737.5,4500.0
20400,0,20400,5236.0,736.0,4500.0
20500,0,20500,5236.0,736.0,4500.0
20600,0,20600,5235.5,735.5,4500.0
20700,0,20700,5235.5,735.0,4500.5
20800,0,20800,5236.5,736.5,4500.0
20900,0,20900,5235.5,735.0,4500.5
21000,0,21000,5235.5,735.5,4500.0
21100,0,21100,5234.5,735.0,4499.5
21200,0,21200,5234.0,734.0,4500.0
21300,0,21300,5234.5,734.0,4500.5
21400,0,21400,5235.5,735.0,4500.5
21500,0,21500,5235.5,735.0,4500.5
21600,0,21600,5235.5,735.5,4500.0
21700,0,21700,5234.5,735.0,4499.5
21800,0,21800,5234.0,734.0,4500.0
21900,0,21900,5234.0,734.0,4500.0
22000,0,22000,5234.5,734.5,4500.0
22100,0,22100,5234.5,734.5,4500.0
22200,0,22200,5235.5,736.0,4499.5
22300,0,22300,5236.5,737.0,4499.5
22400,0,22400,5237.5,738.0,4499.5
22500,0,22500,5236.5,736.0,4500.5
22600,0,22600,5235.5,735.0,4500.5
22700,0,22700,5234.5,734.5,4500.0
22800,0,22800,5235.5,735.0,4500.5
22900,0,22900,5234.5,734.5,4500.0
23000,0,23000,5235.5,735.0,4500.5
23100,0,23100,5236.5,736.0,4500.5
23200,0,23200,5234.5,734.5,4500.0
23300,0,23300,5233.5,734.0,4499.5
23400,0,23400,5235.5,735.0,4500.5
23500,0,23500,5236.0,736.0,4500.0
23600,0,23600,5237.5,737.5,4500.0
23700,0,23700,5237.5,738.0,4499.5
23800,0,23800,5237.0,737.0,4500.0
23900,0,23900,5235.5,736.0,4499.5
24000,0,24000,5234.5,734.0,4500.5
24100,0,24100,5235.5,735.0,4500.5
24200,0,24200,5234.5,735.0,4499.5
24300,0,24300,5234.5,735.0,4499.5
24400,0,24400,5235.5,735.0,4500.5
24500,0,24500,5234.5,734.5,4500.0
24600,0,24600,5234.5,734.5,4500.0
24700,0,24700,5235.0,735.0,4500.0
24800,0,24800,5234.5,735.0,4499.5
24900,0,24900,5234.5,734.5,4500.0
25000,0,25000,5233.5,733.5,4500.0
25100,0,25100,5232.5,733.0,4499.5
25200,0,25200,5233.5,733.5,4500.0
25300,0,25300,5234.0,734.0,4500.0
25400,0,25400,5233.0,733.0,4500.0
25500,0,25500,5231.5,731.0,4500.5
25600,0,25600,5230.0,730.0,4500.0
25700,0,25700,5231.5,731.0,4500.5
25800,0,25800,5230.0,730.0,4500.0
25900,0,25900,5230.5,730.0,4500.5
26000,0,26000,5228.5,728.5,4500.0
26100,0,26100,5228.0,728.0,4500.0
26200,0,26200,5227.5,727.0,4500.5
26300,0,26300,5228.0,728.0,4500.0
26400,0,26400,5227.5,727.5,4500.0
26500,0,26500,5228.5,729.0,4499.5
26600,0,26600,5229.5,729.0,4500.5
26700,0,26700,5229.5,729.5,4500.0
26800,0,26800,5230.5,730.0,4500.5
26900,0,26900,5230.5,731.0,4499.5
27000,0,27000,5230.0,730.0,4500.0
27100,0,27100,5231.5,732.0,4499.5
27200,0,27200,5232.5,732.5,4500.0
27300,0,27300,5232.5,732.0,4500.5
27400,0,27400,5232.5,732.5,4500.0
27500,0,27500,5232.5,732.0,4500.5
27600,0,27600,5233.5,733.5,4500.0
27700,0,27700,5232.5,732.0,4500.5
27800,0,27800,5232.5,732.5,4500.0
27900,0,27900,5234.0,734.0,4500.0
28000,0,28000,5233.5,733.0,4500.5
28100,0,28100,5233.5,733.0,4500.5
28200,0,28200,5233.5,734.0,4499.5
28300,0,28300,5233.5,734.0,4499.5
28400,0,28400,5233.0,733.0,4500.0
28500,0,28500,5232.5,733.0,4499.5
28600,0,28600,5233.5,733.5,4500.0
28700,0,28700,5234.5,734.0,4500.5
28800,0,28800,5231.5,732.0,4499.5
28900,0,28900,5232.5,733.0,4499.5
29000,0,29000,5231.5,731.0,4500.5
29100,0,29100,5232.5,733.0,4499.5
29200,0,29200,5231.5,732.0,4499.5
29300,0,29300,5230.5,731.0,4499.5
29400,0,29400,5230.5,730.5,4500.0
29500,0,29500,5230.5,730.5,4500.0
29600,0,29600,5230.5,730.0,4500.5
29700,0,29700,5229.0,729.0,4500.0
29800,0,29800,5229.5,729.5,4500.0
29900,0,29900,5231.0,731.0,4500.0
30000,0,30000,5231.0,731.0,4500.0
30100,0,30100,5231.5,732.0,4499.5
30200,0,30200,5232.5,732.5,4500.0
30300,0,30300,5232.5,732.5,4500.0
30400,0,30400,5231.5,731.5,4500.0
30500,0,30500,5231.0,731.0,4500.0
30600,0,30600,5231.5,731.5,4500.0
30700,0,30700,5231.5,731.5,4500.0
30800,0,30800,5232.5,732.5,4500.0
30900,0,30900,5231.5,731.0,4500.5
31000,0,31000,5230.5,730.0,4500.5
31100,0,31100,5229.0,729.0,4500.0
31200,0,31200,5228.5,729.0,4499.5
31300,0,31300,5228.5,728.5,4500.0
31400,0,31400,5229.5,729.5,4500.0
31500,0,31500,5230.5,730.5,4500.0
31600,0,31600,5229.5,729.5,4500.0
31700,0,31700,5230.5,730.0,4500.5
31800,0,31800,5228.5,728.0,4500.5
31900,0,31900,5228.5,728.5,4500.0
32000,0,32000,5228.5,728.0,4500.5
32100,0,32100,5227.5,727.5,4500.0
32200,0,32200,5228.5,728.5,4500.0
32300,0,32300,5228.5,729.0,4499.5
32400,0,32400,5229.5,730.0,4499.5
32500,0,32500,5229.5,729.5,4500.0
32600,0,32600,5230.0,730.0,4500.0
32700,0,32700,5228.5,728.5,4500.0
32800,0,32800,5228.5,728.0,4500.5
32900,0,32900,5228.5,728.5,4500.0
33000,0,33000,5228.0,728.0,4500.0
33100,0,33100,5230.5,730.0,4500.5
33200,0,33200,5231.5,731.0,4500.5
33300,0,33300,5230.5,730.5,4500.0
33400,0,33400,5229.5,730.0,4499.5
33500,0,33500,5230.5,730.0,4500.5
33600,0,33600,5230.5,730.0,4500.5
33700,0,33700,5231.5,731.0,4500.5
33800,0,33800,5229.5,730.0,4499.5
33900,0,33900,5228.5,729.0,4499.5
34000,0,34000,5228.5,728.5,4500.0
34100,0,34100,5228.5,728.0,4500.5
34200,0,34200,5229.5,729.0,4500.5
34300,0,34300,5227.5,728.0,4499.5
34400,0,34400,5228.5,728.5,4500.0
34500,0,34500,5228.5,728.0,4500.5
34600,0,34600,5228.5,728.0,4500.5
34700,0,34700,5229.5,729.0,4500.5
34800,0,34800,5231.5,732.0,4499.5
34900,0,34900,5231.5,731.0,4500.5
35000,0,35000,5230.5,730.5,4500.0
35100,0,35100,5229.5,729.5,4500.0
35200,0,35200,5230.5,731.0,4499.5
35300,0,35300,5230.5,731.0,4499.5
35400,0,35400,5232.5,733.0,4499.5
35500,0,35500,5233.5,734.0,4499.5
35600,0,35600,5234.5,734.5,4500.0
35700,0,35700,5234.5,735.0,4499.5
35800,0,35800,5234.0,734.0,4500.0
35900,0,35900,5233.5,733.5,4500.0
36000,0,36000,5232.5,733.0,4499.5
36100,0,36100,5232.5,733.0,4499.5
36200,0,36200,5232.5,732.0,4500.5
36300,0,36300,5231.5,731.5,4500.0
36400,0,36400,5231.5,731.5,4500.0
36500,0,36500,5231.5,731.5,4500.0
36600,0,36600,5230.5,730.0,4500.5
36700,0,36700,5229.5,730.0,4499.5
36800,0,36800,5230.5,731.0,4499.5
36900,0,36900,5231.5,731.5,4500.0
37000,0,37000,5231.5,731.5,4500.0
37100,0,37100,5232.5,733.0,4499.5
37200,0,37200,5232.5,732.5,4500.0
37300,0,37300,5233.5,733.5,4500.0
37400,0,37400,5235.5,735.0,4500.5
37500,0,37500,5235.5,735.5,4500.0
37600,0,37600,5236.0,736.0,4500.0
37700,0,37700,5234.5,735.0,4499.5
37800,0,37800,5235.0,735.0,4500.0
37900,0,37900,5235.5,735.5,4500.0
38000,0,38000,5234.5,734.0,4500.5
38100,0,38100,5234.0,734.0,4500.0
38200,0,38200,5234.5,734.0,4500.5
38300,0,38300,5233.5,734.0,4499.5
38400,0,38400,5232.5,732.5,4500.0
38500,0,38500,5231.5,731.0,4500.5
38600,0,38600,5231.5,731.5,4500.0
38700,0,38700,5233.5,733.0,4500.5
38800,0,38800,5232.5,732.5,4500.0
38900,0,38900,5231.5,732.0,4499.5
39000,0,39000,5232.5,732.5,4500.0
39100,0,39100,5231.5,731.5,4500.0
39200,0,39200,5231.5,731.0,4500.5
39300,0,39300,5231.5,731.0,4500.5
39400,0,39400,5231.5,731.5,4500.0
39500,0,39500,5230.0,730.0,4500.0
39600,0,39600,5230.5,730.5,4500.0
39700,0,39700,5231.0,731.0,4500.0
39800,0,39800,5232.0,732.0,4500.0
39900,0,39900,5232.5,732.0,4500.5
40000,0,40000,5232.5,733.0,4499.5
40100,0,40100,5231.5,731.0,4500.5
40200,0,40200,5232.5,733.0,4499.5
40300,0,40300,5233.5,733.0,4500.5
40400,0,40400,5233.0,733.0,4500.0
40500,0,40500,5232.0,732.0,4500.0
40600,0,40600,5232.0,732.0,4500.0
40700,0,40700,5230.5,730.5,4500.0
40800,0,40800,5229.5,729.5,4500.0
40900,0,40900,5229.5,729.5,4500.0
41000,0,41000,5230.5,730.5,4500.0
41100,0,41100,5231.5,731.5,4500.0
41200,0,41200,5230.5,731.0,4499.5
41300,0,41300,5230.5,731.0,4499.5
41400,0,41400,5231.5,731.5,4500.0
41500,0,41500,5231.5,731.0,4500.5
41600,0,41600,5230.5,730.0,4500.5
41700,0,41700,5230.5,730.5,4500.0
41800,0,41800,5230.5,729.0,4501.5
41900,0,41900,5229.5,730.0,4499.5
42000,0,42000,5229.5,729.5,4500.0
42100,0,42100,5232.5,732.5,4500.0
42200,0,42200,5232.5,732.5,4500.0
42300,0,42300,5232.5,732.0,4500.5
42400,0,42400,5231.5,731.0,4500.5
42500,0,42500,5230.5,730.5,4500.0
42600,0,42600,5229.5,730.0,4499.5
42700,0,42700,5229.5,730.0,4499.5
42800,0,42800,5231.5,731.0,4500.5
42900,0,42900,5232.5,732.5,4500.0
43000,0,43000,5233.0,733.0,4500.0
43100,0,43100,5233.5,734.0,4499.5
43200,0,43200,5233.5,733.0,4500.5
43300,0,43300,5234.5,734.0,4500.5
43400,0,43400,5232.5,733.0,4499.5
43500,0,43500,5232.5,732.0,4500.5
43600,0,43600,5232.5,733.0,4499.5
43700,0,43700,5233.5,733.5,4500.0
43800,0,43800,5232.5,732.5,4500.0
43900,0,43900,5231.5,732.0,4499.5
44000,0,44000,5232.0,732.0,4500.0
44100,0,44100,5233.0,733.0,4500.0
44200,0,44200,5233.0,733.0,4500.0
44300,0,44300,5233.0,733.0,4500.0
44400,0,44400,5233.5,733.0,4500.5
44500,0,44500,5232.5,733.0,4499.5
44600,0,44600,5232.5,732.5,4500.0
44700,0,44700,5231.5,731.5,4500.0
44800,0,44800,5232.5,732.0,4500.5
44900,0,44900,5232.5,732.0,4500.5
45000,0,45000,5233.5,733.5,4500.0
45100,0,45100,5234.5,734.0,4500.5
45200,0,45200,5233.5,734.0,4499.5
45300,0,45300,5235.5,735.0,4500.5
45400,0,45400,5234.5,734.0,4500.5
45500,0,45500,5235.0,735.0,4500.0
45600,0,45600,5233.5,734.0,4499.5
45700,0,45700,5233.5,733.0,4500.5
45800,0,45800,5233.5,734.0,4499.5
45900,0,45900,5234.5,734.5,4500.0
46000,0,46000,5234.5,734.0,4500.5
46100,0,46100,5235.5,735.0,4500.5
46200,0,46200,5237.0,737.0,4500.0
46300,0,46300,5237.5,738.0,4499.5
46400,0,46400,5237.5,737.5,4500.0
46500,0,46500,5238.5,739.0,4499.5
46600,0,46600,5239.5,739.0,4500.5
46700,0,46700,5240.5,740.0,4500.5
46800,0,46800,5239.5,740.0,4499.5
46900,0,46900,5239.0,739.0,4500.0
47000,0,47000,5237.5,737.5,4500.0
47100,0,47100,5237.5,738.0,4499.5
47200,0,47200,5236.5,737.0,4499.5
47300,0,47300,5236.5,736.5,4500.0
47400,0,47400,5237.0,737.0,4500.0
47500,0,47500,5236.5,736.0,4500.5
47600,0,47600,5237.5,738.0,4499.5
47700,0,47700,5236.5,736.0,4500.5
47800,0,47800,5236.5,736.5,4500.0
47900,0,47900,5236.5,736.0,4500.5
48000,0,48000,5235.0,735.0,4500.0
48100,0,48100,5235.5,736.0,4499.5
48200,0,48200,5234.5,735.0,4499.5
48300,0,48300,5234.5,735.0,4499.5
48400,0,48400,5234.0,734.0,4500.0
48500,0,48500,5235.0,735.0,4500.0
48600,0,48600,5234.5,735.0,4499.5
48700,0,48700,5233.5,733.5,4500.0
48800,0,48800,5233.5,733.5,4500.0
48900,0,48900,5232.5,733.0,4499.5
49000,0,49000,5232.5,732.5,4500.0
49100,0,49100,5233.5,733.0,4500.5
49200,0,49200,5234.0,734.0,4500.0
49300,0,49300,5233.5,734.0,4499.5
49400,0,49400,5234.0,734.0,4500.0
49500,0,49500,5235.5,735.0,4500.5
49600,0,49600,5236.5,736.5,4500.0
49700,0,49700,5236.5,737.0,4499.5
49800,0,49800,5236.5,736.0,4500.5
49900,0,49900,5238.5,739.0,4499.5
50000,0,50000,5238.0,738.0,4500.0
50100,0,50100,5239.5,739.0,4500.5
50200,0,50200,5239.5,739.5,4500.0
50300,0,50300,5239.5,739.0,4500.5
50400,0,50400,5239.5,740.0,4499.5
50500,0,50500,5240.5,740.5,4500.0
50600,0,50600,5239.5,740.0,4499.5
50700,0,50700,5239.5,740.0,4499.5
50800,0,50800,5240.5,741.0,4499.5
50900,0,50900,5239.5,739.5,4500.0
51000,0,51000,5240.5,740.0,4500.5
51100,0,51100,5241.5,741.0,4500.5
51200,0,51200,5241.5,742.0,4499.5
51300,0,51300,5242.5,743.0,4499.5
51400,0,51400,5241.5,742.0,4499.5
51500,0,51500,5241.0,741.0,4500.0
51600,0,51600,5241.0,741.0,4500.0
51700,0,51700,5238.5,738.5,4500.0
51800,0,51800,5239.5,739.0,4500.5
51900,0,51900,5238.0,738.0,4500.0
52000,0,52000,5237.5,737.5,4500.0
52100,0,52100,5237.0,737.0,4500.0
52200,0,52200,5237.5,738.0,4499.5
52300,0,52300,5240.5,741.0,4499.5
52400,0,52400,5238.5,740.0,4498.5
52500,0,52500,5240.5,741.0,4499.5
52600,0,52600,5240.5,740.0,4500.5
52700,0,52700,5239.5,739.5,4500.0
52800,0,52800,5238.5,738.5,4500.0
52900,0,52900,5239.5,739.5,4500.0
53000,0,53000,5238.0,738.0,4500.0
53100,0,53100,5236.5,736.5,4500.0
53200,0,53200,5235.5,735.0,4500.5
53300,0,53300,5236.5,736.0,4500.5
53400,0,53400,5235.5,736.0,4499.5
53500,0,53500,5235.5,735.5,4500.0
53600,0,53600,5236.5,736.5,4500.0
53700,0,53700,5236.5,736.0,4500.5
53800,0,53800,5237.0,737.0,4500.0
53900,0,53900,5238.0,738.0,4500.0
54000,0,54000,5239.5,739.5,4500.0
54100,0,54100,5239.5,740.0,4499.5
54200,0,54200,5240.0,740.0,4500.0
54300,0,54300,5241.5,742.0,4499.5
54400,0,54400,5240.5,741.0,4499.5
54500,0,54500,5240.5,740.5,4500.0
54600,0,54600,5237.5,738.0,4499.5
54700,0,54700,5239.5,739.0,4500.5
54800,0,54800,5238.5,739.0,4499.5
54900,0,54900,5237.5,738.0,4499.5
55000,0,55000,5237.5,737.0,4500.5
55100,0,55100,5238.5,738.5,4500.0
55200,0,55200,5238.5,738.5,4500.0
55300,0,55300,5238.5,738.0,4500.5
55400,0,55400,5238.5,738.5,4500.0
55500,0,55500,5239.5,739.5,4500.0
55600,0,55600,5238.5,739.0,4499.5
55700,0,55700,5240.0,740.0,4500.0
55800,0,55800,5240.5,741.0,4499.5
55900,0,55900,5241.5,742.0,4499.5
56000,0,56000,5242.0,742.0,4500.0
56100,0,56100,5242.5,742.0,4500.5
56200,0,56200,5242.5,743.0,4499.5
56300,0,56300,5245.5,745.0,4500.5
56400,0,56400,5246.5,746.0,4500.5
56500,0,56500,5244.5,745.0,4499.5
56600,0,56600,5244.5,744.0,4500.5
56700,0,56700,5243.5,744.0,4499.5
56800,0,56800,5244.5,744.0,4500.5
56900,0,56900,5243.0,743.0,4500.0
57000,0,57000,5245.5,745.0,4500.5
57100,0,57100,5243.5,744.0,4499.5
57200,0,57200,5244.5,744.5,4500.0
57300,0,57300,5244.5,745.0,4499.5
57400,0,57400,5243.0,743.0,4500.0
57500,0,57500,5243.5,744.0,4499.5
57600,0,57600,5243.5,744.0,4499.5
57700,0,57700,5243.0,743.0,4500.0
57800,0,57800,5243.5,743.0,4500.5
57900,0,57900,5242.5,742.5,4500.0
58000,0,58000,5243.5,744.0,4499.5
58100,0,58100,5243.0,743.0,4500.0
58200,0,58200,5242.5,743.0,4499.5
58300,0,58300,5244.5,744.0,4500.5
58400,0,58400,5243.5,744.0,4499.5
58500,0,58500,5242.5,742.0,4500.5
58600,0,58600,5241.5,741.0,4500.5
58700,0,58700,5240.5,741.0,4499.5
58800,0,58800,5240.5,741.0,4499.5
58900,0,58900,5243.5,742.0,4501.5
59000,0,59000,5243.0,743.0,4500.0
59100,0,59100,5242.5,743.0,4499.5
59200,0,59200,5242.5,743.0,4499.5
59300,0,59300,5244.5,744.0,4500.5
59400,0,59400,5244.0,744.0,4500.0
59500,0,59500,5245.5,745.0,4500.5
59600,0,59600,5245.5,746.0,4499.5
59700,0,59700,5244.5,745.0,4499.5
59800,0,59800,5244.5,744.0,4500.5
59900,0,59900,5243.5,743.0,4500.5
60000,0,60000,5243.5,743.0,4500.5
60100,0,60100,5244.0,744.0,4500.0
60200,0,60200,5243.5,744.0,4499.5
60300,0,60300,5245.5,745.0,4500.5
60400,0,60400,5245.5,746.0,4499.5
60500,0,60500,5245.5,746.0,4499.5
60600,0,60600,5243.5,743.0,4500.5
60700,0,60700,5241.5,741.0,4500.5
60800,0,60800,5241.5,741.0,4500.5
60900,0,60900,5241.5,741.0,4500.5
61000,0,61000,5241.5,742.0,4499.5
61100,0,61100,5241.5,742.0,4499.5
61200,0,61200,5242.5,743.0,4499.5
61300,0,61300,5241.5,741.0,4500.5
61400,0,61400,5239.5,739.0,4500.5
61500,0,61500,5239.5,739.5,4500.0
61600,0,61600,5239.5,739.5,4500.0
61700,0,61700,5240.5,741.0,4499.5
61800,0,61800,5240.5,740.5,4500.0
61900,0,61900,5239.5,739.0,4500.5
62000,0,62000,5240.5,741.0,4499.5
62100,0,62100,5239.5,740.0,4499.5
62200,0,62200,5238.0,738.0,4500.0
62300,0,62300,5238.5,738.0,4500.5
62400,0,62400,5239.5,739.0,4500.5
62500,0,62500,5238.0,738.0,4500.0
62600,0,62600,5238.5,739.0,4499.5
62700,0,62700,5238.5,738.5,4500.0
62800,0,62800,5238.0,738.0,4500.0
62900,0,62900,5237.5,738.0,4499.5
63000,0,63000,5236.5,736.5,4500.0
63100,0,63100,5239.5,739.5,4500.0
63200,0,63200,5240.5,740.0,4500.5
63300,0,63300,5240.5,740.0,4500.5
