product,day,ema_window,horizon,n,alpha,beta,corr,t_beta,r2,rmse,mae,hit_rate,mean_abs_residual,mean_abs_future_change,mean_reversion_score
VELVETFRUIT_EXTRACT,day_1,20,1,9999,0.0023070265645016175,-0.01144290934451239,-0.023130640061948902,-2.313335951395152,0.000535026509675407,0.9977411998118116,0.7668163078223719,0.3750750150030006,1.6011012233716873,0.7622262226222623,0.01144290934451239
VELVETFRUIT_EXTRACT,day_1,30,1,9999,0.002247607646744089,-0.005825740139307233,-0.014822787657084897,-1.482219249086986,0.00021971503392692604,0.997898571230481,0.7652857179678952,0.3684736947389478,2.0150932822841496,0.7622262226222623,0.005825740139307233
VELVETFRUIT_EXTRACT,day_1,50,1,9999,0.002209640496659005,-0.0028937706930762504,-0.009693218592696775,-0.9692219844693537,9.395848668569684e-05,0.9979613291857609,0.7643156175902353,0.36667333466693336,2.6636446861930794,0.7622262226222623,0.0028937706930762504
VELVETFRUIT_EXTRACT,day_1,75,1,9999,0.002214517255095484,-0.0020934770986641843,-0.008620525288561907,-0.8619552393088377,7.431345625052987e-05,0.9979711325490659,0.7641265116297625,0.36637327465493097,3.294489817724808,0.7622262226222623,0.0020934770986641843
VELVETFRUIT_EXTRACT,day_1,100,1,9999,0.002231351388422601,-0.0018221218521354762,-0.008641880968996632,-0.8640907256218789,7.468210668215569e-05,0.9979709485841335,0.7641442658967772,0.3639727945589118,3.822773461415613,0.7622262226222623,0.0018221218521354762
VELVETFRUIT_EXTRACT,day_1,125,1,9999,0.0022525894948052677,-0.001700135985047247,-0.008970044237850278,-0.8969059470402694,8.046169362907474e-05,0.9979680644346379,0.7642228269211653,0.3624724944988998,4.27384426720908,0.7622262226222623,0.001700135985047247
VELVETFRUIT_EXTRACT,day_1,150,1,9999,0.0022772569583750088,-0.0016436925868963152,-0.00943915081845146,-0.943815530733115,8.909756817343517e-05,0.9979637549150807,0.7643283253013367,0.36137227445489095,4.66182946792972,0.7622262226222623,0.0016436925868963152
VELVETFRUIT_EXTRACT,day_1,175,1,9999,0.0023047596601509087,-0.0016202160672306636,-0.009976502549427146,-0.997550240803098,9.953060311873596e-05,0.9979585485422613,0.7644432796351225,0.3611722344468894,5.002001620186426,0.7622262226222623,0.0016202160672306636
VELVETFRUIT_EXTRACT,day_1,200,1,9999,0.002334483024215307,-0.0016137549628315595,-0.010539295633790625,-1.0538299917179956,0.0001110767524562517,0.997952786662929,0.7645589266009696,0.36057211442288456,5.308624827468322,0.7622262226222623,0.0016137549628315595
VELVETFRUIT_EXTRACT,day_1,250,1,9999,0.002398574253398443,-0.0016224853296734677,-0.011651278050303146,-1.1650321033161068,0.0001357522802053479,0.9979404727133319,0.7647846547638951,0.3624724944988998,5.832795242826969,0.7622262226222623,0.0016224853296734677
VELVETFRUIT_EXTRACT,day_1,300,1,9999,0.002466628836001411,-0.0016402747702220699,-0.012684854407909904,-1.2683972038705709,0.00016090553134984198,0.9979279202066972,0.764992443251551,0.3632726545309062,6.2661386675529105,0.7622262226222623,0.0016402747702220699
VELVETFRUIT_EXTRACT,day_2,10,1,9999,0.0032143409415735804,-0.031806256347979386,-0.0425985204726306,-4.263082745188548,0.0018146339464570893,1.0037487261681286,0.7739369505868023,0.37677535507101423,1.0723706002448492,0.7660766076607661,0.031806256347979386
VELVETFRUIT_EXTRACT,day_2,20,1,9999,0.0033116455460778034,-0.018626878664968535,-0.03660908423611369,-3.662814567018443,0.001340225048606869,1.0039872243353962,0.7728622357237608,0.378875775155031,1.5689989561892845,0.7660766076607661,0.018626878664968535
VELVETFRUIT_EXTRACT,day_2,30,1,9999,0.0033837737245832134,-0.014201242385665806,-0.03433296477469288,-3.434806434568533,0.0011787524702203678,1.0040683880396202,0.7724158919858897,0.380876175235047,1.9229756601603747,0.7660766076607661,0.014201242385665806
VELVETFRUIT_EXTRACT,day_2,50,1,9999,0.003472712104307767,-0.01026200398094804,-0.031846069742100025,-3.1857451041184026,0.001014172158018578,1.0041511070859468,0.7719617883259953,0.3782756551310262,2.460921501758934,0.7660766076607661,0.01026200398094804
VELVETFRUIT_EXTRACT,day_2,75,1,9999,0.0035238236500475992,-0.007862310627876892,-0.029595748428204647,-2.9604276889581436,0.0008759083250254873,1.004220594046372,0.7715918799505171,0.3776755351070214,2.984135987903116,0.7660766076607661,0.007862310627876892
VELVETFRUIT_EXTRACT,day_2,100,1,9999,0.0035355003240166677,-0.006402472328764301,-0.027619976918884258,-2.762637319271613,0.0007628631249996243,1.004277403359625,0.7712489087174363,0.376875375075015,3.4141373244074904,0.7660766076607661,0.006402472328764301
VELVETFRUIT_EXTRACT,day_2,125,1,9999,0.0035250411447645146,-0.005391828871392044,-0.025861790282582675,-2.586656236478033,0.0006688321966202837,1.0043246548635993,0.7709348943693533,0.3756751350270054,3.7847213159652093,0.7660766076607661,0.005391828871392044
VELVETFRUIT_EXTRACT,day_2,150,1,9999,0.0035044966337451746,-0.004654837733947965,-0.02435075704781663,-2.435432579379001,0.0005929593688017709,1.0043627801156476,0.7706609747080149,0.3770754150830166,4.115515880978883,0.7660766076607661,0.004654837733947965
VELVETFRUIT_EXTRACT,day_2,175,1,9999,0.003481303102668359,-0.004103351004420323,-0.023095184205477334,-2.309788055039855,0.0005333875334849747,1.0043927132860824,0.7704356990018185,0.3752750550110022,4.417250653609845,0.7660766076607661,0.004103351004420323
VELVETFRUIT_EXTRACT,day_2,200,1,9999,0.0034594656161034878,-0.0036837077347067213,-0.02207925020603859,-2.2081320974092082,0.00048749328966068983,1.004415773243439,0.7702554029069897,0.3755751150230046,4.69343461154447,0.7660766076607661,0.0036837077347067213
VELVETFRUIT_EXTRACT,day_2,250,1,9999,0.0034260110348891914,-0.0031074648794079656,-0.02064917196290166,-2.0650477385171033,0.0004263883027533222,1.0044464751477453,0.7700080439250848,0.3755751150230046,5.180106456467737,0.7660766076607661,0.0031074648794079656
VELVETFRUIT_EXTRACT,day_2,300,1,9999,0.003407467036947372,-0.0027488819585926322,-0.019816304557261813,-1.9817223243001882,0.0003926859263061466,1.0044634083418034,0.769861586390337,0.3757751550310062,5.5968825392663675,0.7660766076607661,0.0027488819585926322
