day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price
-1,2600,PICNIC_BASKET1,59293,12,59292,26,,,59304,12,59305,26,,,59298.5
-1,2700,PICNIC_BASKET1,59297,17,59296,16,,,59308,17,59309,16,,,59302.5
-1,2800,PICNIC_BASKET1,59300,18,59299,29,,,59311,18,59312,29,,,59305.5
-1,2900,PICNIC_BASKET1,59301,1,59300,19,59299,19,59310,1,59311,19,59312,19,59305.5
-1,3000,PICNIC_BASKET1,59303,10,59302,29,,,59314,10,59315,29,,,59308.5
-1,3100,PICNIC_BASKET1,59300,2,59299,17,59298,22,59309,2,59310,17,59311,22,59304.5
-1,3200,PICNIC_BASKET1,59302,1,59301,15,59300,25,59311,1,59312,15,59313,25,59306.5
-1,3300,PICNIC_BASKET1,59301,16,59300,27,,,59311,2,59312,14,59313,27,59306
-1,3400,PICNIC_BASKET1,59292,2,59291,16,59290,26,59301,2,59302,16,59303,26,59296.5
-1,3500,PICNIC_BASKET1,59309,4,59304,20,59303,15,59315,20,59316,15,,,59312
-1,3600,PICNIC_BASKET1,59311,18,59310,30,,,59322,18,59323,30,,,59316.5
-1,3700,PICNIC_BASKET1,59309,1,59308,16,59307,21,59318,1,59319,16,59320,21,59313.5
-1,3800,PICNIC_BASKET1,59304,2,59303,16,59302,16,59313,2,59314,16,59315,16,59308.5
-1,3900,PICNIC_BASKET1,59305,9,59304,25,,,59315,1,59316,12,59317,25,59310
-1,4000,PICNIC_BASKET1,59301,2,59300,16,59299,28,59311,18,59312,28,,,59306
-1,4100,PICNIC_BASKET1,59305,2,59304,13,59303,17,59314,2,59315,13,59316,17,59309.5
-1,4200,PICNIC_BASKET1,59301,2,59300,19,59299,19,59310,2,59311,19,59312,19,59305.5
-1,4300,PICNIC_BASKET1,59293,16,59292,29,,,59304,16,59305,29,,,59298.5
-1,4400,PICNIC_BASKET1,59288,13,59287,15,,,59299,13,59300,15,,,59293.5
-1,4500,PICNIC_BASKET1,59280,1,59279,13,59278,18,59284,1,59289,1,59290,13,59282
-1,4600,PICNIC_BASKET1,59274,1,59273,20,59272,15,59283,1,59284,20,59285,15,59278.5
-1,4700,PICNIC_BASKET1,59271,2,59270,11,59269,20,59280,2,59281,11,59282,20,59275.5
-1,4800,PICNIC_BASKET1,59275,2,59274,11,59273,27,59284,2,59285,11,59286,27,59279.5
-1,4900,PICNIC_BASKET1,59277,10,59276,25,,,59288,10,59289,25,,,59282.5
-1,5000,PICNIC_BASKET1,59285,2,59284,16,59283,16,59294,2,59295,16,59296,16,59289.5
-1,5100,PICNIC_BASKET1,59282,1,59281,10,59280,28,59291,1,59292,10,59293,28,59286.5
-1,5200,PICNIC_BASKET1,59275,1,59274,20,59273,22,59285,21,59286,22,,,59280
-1,5300,PICNIC_BASKET1,59275,1,59274,20,59273,17,59284,1,59285,20,59286,17,59279.5
-1,5400,PICNIC_BASKET1,59268,13,59267,16,,,59279,29,,,,,59273.5
-1,5500,PICNIC_BASKET1,59273,17,59272,28,,,59284,17,59285,28,,,59278.5
-1,5600,PICNIC_BASKET1,59269,13,59268,21,,,59274,4,59280,13,59281,21,59271.5
-1,5700,PICNIC_BASKET1,59275,16,59274,28,,,59286,16,59287,28,,,59280.5
-1,5800,PICNIC_BASKET1,59272,1,59271,34,,,59282,18,59283,17,,,59277
-1,5900,PICNIC_BASKET1,59271,2,59270,14,59269,20,59280,2,59281,14,59282,20,59275.5
-1,6000,PICNIC_BASKET1,59275,17,59274,26,,,59286,17,59287,26,,,59280.5
-1,6100,PICNIC_BASKET1,59275,1,59274,19,59273,15,59279,6,59284,1,59285,19,59277
-1,6200,PICNIC_BASKET1,59275,1,59274,15,59273,28,59279,4,59284,1,59285,15,59277
-1,6300,PICNIC_BASKET1,59284,2,59283,16,59282,25,59293,2,59294,16,59295,25,59288.5
-1,6400,PICNIC_BASKET1,59288,1,59287,48,,,59298,1,59299,48,,,59293
-1,6500,PICNIC_BASKET1,59290,1,59289,15,59288,25,59299,1,59300,15,59301,25,59294.5
-1,6600,PICNIC_BASKET1,59293,2,59292,12,59291,25,59302,2,59303,12,59304,25,59297.5
-1,6700,PICNIC_BASKET1,59295,12,59294,17,,,59306,12,59307,17,,,59300.5
-1,6800,PICNIC_BASKET1,59297,2,59296,15,59295,25,59306,2,59307,15,59308,25,59301.5
-1,6900,PICNIC_BASKET1,59303,4,59294,1,59293,44,59304,1,59305,44,,,59303.5
-1,7000,PICNIC_BASKET1,59290,19,59289,16,,,59301,19,59302,16,,,59295.5
-1,7100,PICNIC_BASKET1,59288,1,59287,13,59286,26,59297,1,59298,13,59299,26,59292.5
-1,7200,PICNIC_BASKET1,59290,18,59289,25,,,59300,1,59301,17,59302,25,59295
-1,7300,PICNIC_BASKET1,59295,2,59294,31,,,59305,2,59306,31,,,59300
-1,7400,PICNIC_BASKET1,59296,1,59295,33,,,59306,1,59307,33,,,59301
-1,7500,PICNIC_BASKET1,59288,15,59287,16,,,59299,15,59300,16,,,59293.5
-1,7600,PICNIC_BASKET1,59288,2,59287,17,59286,18,59297,2,59298,17,59299,18,59292.5
-1,7700,PICNIC_BASKET1,59287,20,59286,24,,,59298,20,59299,24,,,59292.5
-1,7800,PICNIC_BASKET1,59287,11,59286,15,,,59297,1,59298,25,,,59292
-1,7900,PICNIC_BASKET1,59283,1,59282,13,59281,15,59292,1,59293,13,59294,15,59287.5
-1,8000,PICNIC_BASKET1,59276,8,59271,13,59270,20,59282,13,59283,20,,,59279
-1,8100,PICNIC_BASKET1,59258,1,59257,14,59256,30,59267,1,59268,14,59269,30,59262.5
-1,8200,PICNIC_BASKET1,59260,14,59259,17,,,59271,14,59272,17,,,59265.5
-1,8300,PICNIC_BASKET1,59259,1,59258,20,59257,22,59268,1,59269,20,59270,22,59263.5
-1,8400,PICNIC_BASKET1,59260,18,59259,28,,,59271,18,59272,28,,,59265.5
-1,8500,PICNIC_BASKET1,59259,2,59258,18,59257,17,59268,2,59269,18,59270,17,59263.5
-1,8600,PICNIC_BASKET1,59253,1,59252,41,,,59263,1,59264,41,,,59258
-1,8700,PICNIC_BASKET1,59261,11,59260,29,,,59272,11,59273,29,,,59266.5
-1,8800,PICNIC_BASKET1,59267,17,59266,28,,,59278,17,59279,28,,,59272.5
-1,8900,PICNIC_BASKET1,59271,5,59266,13,59265,21,59277,13,59278,21,,,59274
-1,9000,PICNIC_BASKET1,59271,2,59270,46,,,59281,2,59282,46,,,59276
-1,9100,PICNIC_BASKET1,59266,2,59265,14,59264,25,59276,16,59277,25,,,59271
-1,9200,PICNIC_BASKET1,59270,12,59269,30,,,59281,12,59282,30,,,59275.5
-1,9300,PICNIC_BASKET1,59279,1,59278,18,59277,17,59288,1,59289,18,59290,17,59283.5
-1,9400,PICNIC_BASKET1,59286,14,59285,22,,,59296,2,59297,34,,,59291
-1,9500,PICNIC_BASKET1,59286,1,59285,16,59284,30,59295,1,59296,16,59297,30,59290.5
-1,9600,PICNIC_BASKET1,59281,1,59280,32,,,59291,1,59292,32,,,59286
-1,9700,PICNIC_BASKET1,59280,15,59279,23,,,59291,15,59292,23,,,59285.5
-1,9800,PICNIC_BASKET1,59285,18,59284,23,,,59296,18,59297,23,,,59290.5
-1,9900,PICNIC_BASKET1,59279,16,59278,20,,,59290,16,59291,20,,,59284.5
-1,10000,PICNIC_BASKET1,59275,18,59274,20,,,59286,18,59287,20,,,59280.5
-1,10100,PICNIC_BASKET1,59277,1,59276,14,59275,24,59286,1,59287,14,59288,24,59281.5
-1,10200,PICNIC_BASKET1,59292,4,59283,2,59282,12,59293,12,59294,21,,,59292.5
-1,10300,PICNIC_BASKET1,59273,15,59272,30,,,59284,15,59285,30,,,59278.5
-1,10400,PICNIC_BASKET1,59274,1,59273,14,59272,20,59283,1,59284,14,59285,20,59278.5
-1,10500,PICNIC_BASKET1,59276,2,59275,12,59274,21,59285,2,59286,12,59287,21,59280.5
-1,10600,PICNIC_BASKET1,59274,2,59273,14,59272,23,59283,2,59284,14,59285,23,59278.5
-1,10700,PICNIC_BASKET1,59275,44,,,,,59286,20,59287,24,,,59280.5
-1,10800,PICNIC_BASKET1,59277,2,59276,19,59275,17,59286,2,59287,19,59288,17,59281.5
-1,10900,PICNIC_BASKET1,59279,1,59278,20,59277,25,59289,21,59290,25,,,59284
-1,11000,PICNIC_BASKET1,59286,10,59285,29,,,59297,10,59298,29,,,59291.5
-1,11100,PICNIC_BASKET1,59290,20,59289,15,,,59301,20,59302,15,,,59295.5
-1,11200,PICNIC_BASKET1,59288,2,59287,16,59286,20,59297,2,59298,16,59299,20,59292.5
-1,11300,PICNIC_BASKET1,59273,1,59272,16,59271,22,59282,1,59283,16,59284,22,59277.5
-1,11400,PICNIC_BASKET1,59278,15,59277,23,,,59288,1,59289,14,59290,23,59283
-1,11500,PICNIC_BASKET1,59284,1,59283,15,59282,22,59293,1,59294,15,59295,22,59288.5
-1,11600,PICNIC_BASKET1,59292,1,59288,2,59287,14,59297,2,59298,14,59299,23,59294.5
-1,11700,PICNIC_BASKET1,59297,4,59293,2,59292,14,59302,2,59303,14,59304,30,59299.5
-1,11800,PICNIC_BASKET1,59291,35,,,,,59303,35,,,,,59297
-1,11900,PICNIC_BASKET1,59290,2,59289,32,,,59300,12,59301,22,,,59295
-1,12000,PICNIC_BASKET1,59294,17,59293,21,,,59305,17,59306,21,,,59299.5
-1,12100,PICNIC_BASKET1,59295,14,59294,20,,,59305,2,59306,32,,,59300
-1,12200,PICNIC_BASKET1,59296,2,59295,14,59294,25,59300,1,59305,2,59306,14,59298
-1,12300,PICNIC_BASKET1,59287,1,59286,19,59285,21,59296,1,59297,19,59298,21,59291.5
-1,12400,PICNIC_BASKET1,59290,19,59289,16,,,59301,19,59302,16,,,59295.5
-1,12500,PICNIC_BASKET1,59288,18,59287,18,,,59299,18,59300,18,,,59293.5
-1,12600,PICNIC_BASKET1,59288,12,59287,19,,,59299,12,59300,19,,,59293.5
-1,12700,PICNIC_BASKET1,59284,2,59283,11,59282,27,59293,2,59294,11,59295,27,59288.5
-1,12800,PICNIC_BASKET1,59291,2,59290,38,,,59301,2,59302,38,,,59296
-1,12900,PICNIC_BASKET1,59296,1,59295,19,59294,28,59305,1,59306,19,59307,28,59300.5
-1,13000,PICNIC_BASKET1,59294,14,59293,30,,,59305,14,59306,30,,,59299.5
-1,13100,PICNIC_BASKET1,59298,1,59297,15,59296,18,59308,16,59309,18,,,59303
-1,13200,PICNIC_BASKET1,59294,19,59293,25,,,59305,19,59306,25,,,59299.5
-1,13300,PICNIC_BASKET1,59298,15,59297,22,,,59309,15,59310,22,,,59303.5
-1,13400,PICNIC_BASKET1,59293,2,59292,19,59291,23,59302,2,59303,19,59304,23,59297.5
-1,13500,PICNIC_BASKET1,59294,46,,,,,59306,46,,,,,59300
-1,13600,PICNIC_BASKET1,59292,19,59291,20,,,59303,19,59304,20,,,59297.5
-1,13700,PICNIC_BASKET1,59293,1,59292,10,59291,18,59303,11,59304,18,,,59298
-1,13800,PICNIC_BASKET1,59289,2,59288,10,59287,16,59293,8,59298,2,59299,10,59291
-1,13900,PICNIC_BASKET1,59296,2,59295,20,59294,27,59305,2,59306,20,59307,27,59300.5
-1,14000,PICNIC_BASKET1,59297,17,59296,18,,,59307,2,59308,33,,,59302
-1,14100,PICNIC_BASKET1,59302,2,59301,10,59300,29,59311,2,59312,10,59313,29,59306.5
-1,14200,PICNIC_BASKET1,59302,19,59301,19,,,59313,19,59314,19,,,59307.5
-1,14300,PICNIC_BASKET1,59305,12,59304,28,,,59315,2,59316,10,59317,28,59310
-1,14400,PICNIC_BASKET1,59303,1,59302,12,59301,20,59312,1,59313,12,59314,20,59307.5
-1,14500,PICNIC_BASKET1,59301,18,59300,26,,,59312,18,59313,26,,,59306.5
-1,14600,PICNIC_BASKET1,59311,2,59302,2,59301,41,59312,2,59313,41,,,59311.5
-1,14700,PICNIC_BASKET1,59307,16,59306,19,,,59318,16,59319,19,,,59312.5
-1,14800,PICNIC_BASKET1,59307,19,59306,15,,,59318,19,59319,15,,,59312.5
-1,14900,PICNIC_BASKET1,59305,30,,,,,59316,15,59317,15,,,59310.5
-1,15000,PICNIC_BASKET1,59308,16,59307,28,,,59319,16,59320,28,,,59313.5
-1,15100,PICNIC_BASKET1,59301,40,,,,,59313,40,,,,,59307
-1,15200,PICNIC_BASKET1,59302,15,59301,23,,,59313,15,59314,23,,,59307.5
-1,15300,PICNIC_BASKET1,59301,19,59300,16,,,59312,19,59313,16,,,59306.5
-1,15400,PICNIC_BASKET1,59298,2,59297,12,59296,26,59307,2,59308,12,59309,26,59302.5
-1,15500,PICNIC_BASKET1,59291,13,59290,18,,,59301,2,59302,11,59303,18,59296
-1,15600,PICNIC_BASKET1,59296,2,59295,19,59294,26,59306,21,59307,26,,,59301
-1,15700,PICNIC_BASKET1,59294,1,59293,16,59292,26,59303,1,59304,16,59305,26,59298.5
-1,15800,PICNIC_BASKET1,59294,2,59293,16,59292,27,59303,2,59304,16,59305,27,59298.5
-1,15900,PICNIC_BASKET1,59289,2,59288,11,59287,26,59298,2,59299,11,59300,26,59293.5
-1,16000,PICNIC_BASKET1,59293,2,59292,34,,,59303,2,59304,34,,,59298
-1,16100,PICNIC_BASKET1,59310,2,59300,36,,,59312,36,,,,,59311
-1,16200,PICNIC_BASKET1,59303,13,59302,21,,,59314,13,59315,21,,,59308.5
-1,16300,PICNIC_BASKET1,59305,1,59304,19,59303,18,59314,1,59315,19,59316,18,59309.5
-1,16400,PICNIC_BASKET1,59311,2,59310,11,59309,30,59320,2,59321,11,59322,30,59315.5
-1,16500,PICNIC_BASKET1,59310,2,59309,15,59308,28,59319,2,59320,15,59321,28,59314.5
-1,16600,PICNIC_BASKET1,59307,2,59306,11,59305,15,59316,2,59317,11,59318,15,59311.5
-1,16700,PICNIC_BASKET1,59306,18,59305,15,,,59317,18,59318,15,,,59311.5
-1,16800,PICNIC_BASKET1,59304,30,,,,,59315,12,59316,18,,,59309.5
-1,16900,PICNIC_BASKET1,59306,1,59305,10,59304,16,59315,1,59316,10,59317,16,59310.5
-1,17000,PICNIC_BASKET1,59309,15,59308,20,,,59320,15,59321,20,,,59314.5
-1,17100,PICNIC_BASKET1,59306,2,59305,16,59304,19,59315,2,59316,16,59317,19,59310.5
-1,17200,PICNIC_BASKET1,59305,2,59304,46,,,59315,2,59316,46,,,59310
-1,17300,PICNIC_BASKET1,59306,19,59305,26,,,59311,6,59316,2,59317,17,59308.5
-1,17400,PICNIC_BASKET1,59302,16,59301,24,,,59307,5,59313,16,59314,24,59304.5
-1,17500,PICNIC_BASKET1,59304,13,59303,30,,,59315,13,59316,30,,,59309.5
-1,17600,PICNIC_BASKET1,59301,12,59300,28,,,59312,12,59313,28,,,59306.5
-1,17700,PICNIC_BASKET1,59303,18,59302,18,,,59313,2,59314,16,59315,18,59308
-1,17800,PICNIC_BASKET1,59297,2,59296,32,,,59307,18,59308,16,,,59302
-1,17900,PICNIC_BASKET1,59295,19,59294,23,,,59306,19,59307,23,,,59300.5
-1,18000,PICNIC_BASKET1,59291,2,59290,12,59289,28,59300,2,59301,12,59302,28,59295.5
-1,18100,PICNIC_BASKET1,59293,20,59292,29,,,59304,20,59305,29,,,59298.5
-1,18200,PICNIC_BASKET1,59296,1,59295,11,59294,29,59305,1,59306,11,59307,29,59300.5
-1,18300,PICNIC_BASKET1,59292,2,59291,15,59290,28,59301,2,59302,15,59303,28,59296.5
-1,18400,PICNIC_BASKET1,59295,2,59294,20,59293,27,59304,2,59305,20,59306,27,59299.5
-1,18500,PICNIC_BASKET1,59290,17,59289,18,,,59301,17,59302,18,,,59295.5
-1,18600,PICNIC_BASKET1,59292,13,59291,26,,,59303,13,59304,26,,,59297.5
-1,18700,PICNIC_BASKET1,59292,35,,,,,59304,35,,,,,59298
-1,18800,PICNIC_BASKET1,59293,2,59292,10,59291,18,59302,2,59303,10,59304,18,59297.5
-1,18900,PICNIC_BASKET1,59286,28,,,,,59298,28,,,,,59292
-1,19000,PICNIC_BASKET1,59284,2,59283,15,59282,23,59293,2,59294,15,59295,23,59288.5
-1,19100,PICNIC_BASKET1,59288,2,59287,14,59286,18,59297,2,59298,14,59299,18,59292.5
-1,19200,PICNIC_BASKET1,59284,13,59283,18,,,59285,7,59294,1,59295,13,59284.5
-1,19300,PICNIC_BASKET1,59290,2,59289,19,59288,30,59299,2,59300,19,59301,30,59294.5
-1,19400,PICNIC_BASKET1,59280,10,59279,21,,,59291,10,59292,21,,,59285.5
-1,19500,PICNIC_BASKET1,59281,14,59280,28,,,59292,14,59293,28,,,59286.5
-1,19600,PICNIC_BASKET1,59287,2,59286,19,59285,28,59291,2,59296,2,59297,19,59289
-1,19700,PICNIC_BASKET1,59284,2,59283,11,59282,19,59293,2,59294,11,59295,19,59288.5
-1,19800,PICNIC_BASKET1,59284,2,59283,19,59282,20,59293,2,59294,19,59295,20,59288.5
-1,19900,PICNIC_BASKET1,59284,2,59283,11,59282,28,59293,2,59294,11,59295,28,59288.5
-1,20000,PICNIC_BASKET1,59284,11,59283,22,,,59295,11,59296,22,,,59289.5
-1,20100,PICNIC_BASKET1,59284,1,59283,11,59282,24,59293,1,59294,11,59295,24,59288.5
-1,20200,PICNIC_BASKET1,59282,14,59281,25,,,59287,1,59293,14,59294,25,59284.5
-1,20300,PICNIC_BASKET1,59278,20,59277,22,,,59289,20,59290,22,,,59283.5
-1,20400,PICNIC_BASKET1,59273,1,59272,10,59271,28,59282,1,59283,10,59284,28,59277.5
-1,20500,PICNIC_BASKET1,59279,2,59278,12,59277,27,59288,2,59289,12,59290,27,59283.5
-1,20600,PICNIC_BASKET1,59274,2,59273,37,,,59284,2,59285,37,,,59279
-1,20700,PICNIC_BASKET1,59271,16,59270,29,,,59282,16,59283,29,,,59276.5
-1,20800,PICNIC_BASKET1,59277,2,59276,18,59275,20,59281,6,59286,2,59287,18,59279
-1,20900,PICNIC_BASKET1,59280,11,59279,22,,,59291,11,59292,22,,,59285.5
-1,21000,PICNIC_BASKET1,59282,2,59281,20,59280,18,59291,2,59292,20,59293,18,59286.5
-1,21100,PICNIC_BASKET1,59279,2,59278,16,59277,25,59288,2,59289,16,59290,25,59283.5
-1,21200,PICNIC_BASKET1,59279,16,59278,21,,,59290,16,59291,21,,,59284.5
-1,21300,PICNIC_BASKET1,59281,1,59280,17,59279,15,59290,1,59291,17,59292,15,59285.5
-1,21400,PICNIC_BASKET1,59281,14,59280,16,,,59286,5,59292,14,59293,16,59283.5
-1,21500,PICNIC_BASKET1,59281,1,59280,11,59279,26,59285,8,59291,12,59292,26,59283
-1,21600,PICNIC_BASKET1,59284,2,59283,10,59282,25,59288,8,59293,2,59294,10,59286
-1,21700,PICNIC_BASKET1,59286,4,59277,2,59276,20,59287,20,59288,18,,,59286.5
-1,21800,PICNIC_BASKET1,59277,2,59276,30,,,59287,2,59288,30,,,59282
-1,21900,PICNIC_BASKET1,59269,1,59268,47,,,59279,21,59280,27,,,59274
-1,22000,PICNIC_BASKET1,59272,17,59271,17,,,59283,17,59284,17,,,59277.5
-1,22100,PICNIC_BASKET1,59278,7,59269,2,59268,20,59279,22,59280,29,,,59278.5
-1,22200,PICNIC_BASKET1,59267,1,59266,17,59265,30,59276,1,59277,17,59278,30,59271.5
-1,22300,PICNIC_BASKET1,59260,1,59259,10,59258,26,59269,1,59270,10,59271,26,59264.5
-1,22400,PICNIC_BASKET1,59260,2,59259,14,59258,24,59269,2,59270,14,59271,24,59264.5
-1,22500,PICNIC_BASKET1,59258,2,59257,14,59256,26,59267,2,59268,14,59269,26,59262.5
-1,22600,PICNIC_BASKET1,59266,2,59265,18,59264,21,59270,4,59276,20,59277,21,59268
-1,22700,PICNIC_BASKET1,59269,8,59265,2,59264,20,59274,2,59275,20,59276,24,59271.5
-1,22800,PICNIC_BASKET1,59268,1,59267,19,59266,27,59272,2,59277,1,59278,19,59270
-1,22900,PICNIC_BASKET1,59268,2,59267,37,,,59278,2,59279,37,,,59273
-1,23000,PICNIC_BASKET1,59269,1,59268,17,59267,30,59278,1,59279,17,59280,30,59273.5
-1,23100,PICNIC_BASKET1,59268,10,59267,29,,,59279,10,59280,29,,,59273.5
-1,23200,PICNIC_BASKET1,59267,2,59266,12,59265,24,59276,2,59277,12,59278,24,59271.5
-1,23300,PICNIC_BASKET1,59268,1,59267,19,59266,17,59277,1,59278,19,59279,17,59272.5
-1,23400,PICNIC_BASKET1,59272,1,59271,14,59270,26,59281,1,59282,14,59283,26,59276.5
-1,23500,PICNIC_BASKET1,59275,2,59274,12,59273,30,59284,2,59285,12,59286,30,59279.5
-1,23600,PICNIC_BASKET1,59275,14,59274,21,,,59286,14,59287,21,,,59280.5
-1,23700,PICNIC_BASKET1,59276,2,59275,12,59274,22,59285,2,59286,12,59287,22,59280.5
-1,23800,PICNIC_BASKET1,59280,19,59279,17,,,59291,19,59292,17,,,59285.5
-1,23900,PICNIC_BASKET1,59274,16,59273,18,,,59285,16,59286,18,,,59279.5
-1,24000,PICNIC_BASKET1,59277,19,59276,20,,,59288,19,59289,20,,,59282.5
-1,24100,PICNIC_BASKET1,59279,1,59278,19,59277,28,59288,1,59289,19,59290,28,59283.5
-1,24200,PICNIC_BASKET1,59279,5,59274,14,59273,25,59284,2,59285,12,59286,25,59281.5
-1,24300,PICNIC_BASKET1,59271,2,59270,31,,,59281,16,59282,17,,,59276
-1,24400,PICNIC_BASKET1,59270,1,59269,16,59268,20,59279,1,59280,16,59281,20,59274.5
-1,24500,PICNIC_BASKET1,59271,1,59270,20,59269,30,59280,1,59281,20,59282,30,59275.5
-1,24600,PICNIC_BASKET1,59276,17,59275,28,,,59287,17,59288,28,,,59281.5
-1,24700,PICNIC_BASKET1,59278,18,59277,15,,,59289,18,59290,15,,,59283.5
-1,24800,PICNIC_BASKET1,59283,18,59282,25,,,59294,18,59295,25,,,59288.5
-1,24900,PICNIC_BASKET1,59288,1,59287,11,59286,23,59298,12,59299,23,,,59293
-1,25000,PICNIC_BASKET1,59282,13,59281,20,,,59287,6,59293,13,59294,20,59284.5
-1,25100,PICNIC_BASKET1,59289,39,,,,,59301,39,,,,,59295
-1,25200,PICNIC_BASKET1,59295,19,59294,15,,,59305,1,59306,33,,,59300
-1,25300,PICNIC_BASKET1,59297,2,59296,10,59295,24,59306,2,59307,10,59308,24,59301.5
-1,25400,PICNIC_BASKET1,59292,1,59291,10,59290,25,59301,1,59302,10,59303,25,59296.5
-1,25500,PICNIC_BASKET1,59297,1,59296,16,59295,28,59301,5,59306,1,59307,16,59299
-1,25600,PICNIC_BASKET1,59296,1,59295,37,,,59306,11,59307,27,,,59301
-1,25700,PICNIC_BASKET1,59292,2,59291,16,59290,30,59301,2,59302,16,59303,30,59296.5
-1,25800,PICNIC_BASKET1,59303,16,59302,29,,,59314,16,59315,29,,,59308.5
-1,25900,PICNIC_BASKET1,59319,2,59318,17,59317,30,59329,19,59330,30,,,59324
-1,26000,PICNIC_BASKET1,59328,2,59327,11,59326,19,59332,6,59337,2,59338,11,59330
-1,26100,PICNIC_BASKET1,59321,10,59320,19,,,59332,10,59333,19,,,59326.5
-1,26200,PICNIC_BASKET1,59325,17,59324,22,,,59335,1,59336,16,59337,22,59330
-1,26300,PICNIC_BASKET1,59329,19,59328,24,,,59339,1,59340,18,59341,24,59334
-1,26400,PICNIC_BASKET1,59326,14,59325,16,,,59337,14,59338,16,,,59331.5
-1,26500,PICNIC_BASKET1,59328,1,59327,16,59326,20,59337,1,59338,16,59339,20,59332.5
-1,26600,PICNIC_BASKET1,59331,2,59330,44,,,59341,2,59342,44,,,59336
-1,26700,PICNIC_BASKET1,59334,1,59333,32,,,59344,15,59345,18,,,59339
-1,26800,PICNIC_BASKET1,59327,2,59326,13,59325,18,59337,15,59338,18,,,59332
-1,26900,PICNIC_BASKET1,59329,12,59328,19,,,59340,12,59341,19,,,59334.5
-1,27000,PICNIC_BASKET1,59333,11,59332,20,,,59344,11,59345,20,,,59338.5
-1,27100,PICNIC_BASKET1,59328,13,59327,19,,,59339,13,59340,19,,,59333.5
-1,27200,PICNIC_BASKET1,59331,13,59330,19,,,59342,13,59343,19,,,59336.5
-1,27300,PICNIC_BASKET1,59331,2,59330,18,59329,15,59340,2,59341,18,59342,15,59335.5
-1,27400,PICNIC_BASKET1,59335,16,59334,29,,,59346,16,59347,29,,,59340.5
-1,27500,PICNIC_BASKET1,59341,1,59340,17,59339,23,59350,1,59351,17,59352,23,59345.5
-1,27600,PICNIC_BASKET1,59339,15,59338,15,,,59344,5,59350,15,59351,15,59341.5
-1,27700,PICNIC_BASKET1,59341,10,59340,18,,,59352,10,59353,18,,,59346.5
-1,27800,PICNIC_BASKET1,59340,2,59339,10,59338,25,59349,2,59350,10,59351,25,59344.5
-1,27900,PICNIC_BASKET1,59334,2,59333,29,,,59344,2,59345,29,,,59339
